"cell","process_scenario","visit_key","pressure_key","profile","G","delta","rd_full","rd_full_mcse","rd_panel","rd_panel_mcse","rd_panel_oracle","rd_panel_oracle_mcse","approximation_error","approximation_error_mcse","oracle_approximation_error","oracle_approximation_error_mcse","delta_g","delta_g_mcse","truth_n","truth_batches","precision_met","population_models_valid"
22,2,"sparse","lower","off-grid",4,1,-0.0189354100696002,2.92477438085526e-05,-0.0171112778083221,0.00214144270069116,-0.0171112778083216,0.00214144270069111,0.00182413226127812,0.00211219495688261,0.00182413226127862,0.00211219495688256,-0.000250711018030259,1.70590556418104e-05,500000,2,TRUE,TRUE
22,2,"sparse","lower","off-grid",4,2,-0.0189354100696002,2.92477438085526e-05,-0.018817988425081,0.000151126343081176,-0.0179989827369068,0.000320765384059229,0.000117421644519194,0.000121878599272623,0.000936427332693418,0.000291517640250677,-0.000250711018030259,1.70590556418104e-05,500000,2,TRUE,TRUE
22,2,"sparse","lower","off-grid",4,4,-0.0189354100696002,2.92477438085526e-05,-0.0209595903213749,0.000467485435947934,-0.0191531197189491,0.000470911001236252,-0.00202418025177467,0.000438237692139382,-0.000217709649348891,0.000441663257427699,-0.000250711018030259,1.70590556418104e-05,500000,2,TRUE,TRUE
22,2,"sparse","lower","off-grid",4,8,-0.0189354100696002,2.92477438085526e-05,0.0560103976790389,0.000461965627171768,-0.0191531197189493,0.000470911001236418,0.0749458077486391,0.000432717883363215,-0.000217709649349057,0.000441663257427866,-0.000250711018030259,1.70590556418104e-05,500000,2,TRUE,TRUE
23,3,"frequent","higher","off-grid",4,1,-0.00716077358508321,1.66977061044626e-05,-0.00419602202327335,0.000791130162064724,-0.00419602202327468,0.000791130162064724,0.00296475156180986,0.000774432455960261,0.00296475156180853,0.000774432455960261,-0.00199547677838283,1.21239043464894e-05,500000,2,TRUE,TRUE
23,3,"frequent","higher","off-grid",4,2,-0.00716077358508321,1.66977061044626e-05,-0.0294260909467888,0.0015506120038325,-0.00522216741445219,0.000496672640162898,-0.0222653173617056,0.00156730970993696,0.00193860617063102,0.000513370346267361,-0.00199547677838283,1.21239043464894e-05,500000,2,TRUE,TRUE
23,3,"frequent","higher","off-grid",4,4,-0.00716077358508321,1.66977061044626e-05,0.0992052592184066,0.00304624966868922,-0.00560159875381444,0.000218680009981209,0.10636603280349,0.00306294737479368,0.00155917483126877,0.000235377716085672,-0.00199547677838283,1.21239043464894e-05,500000,2,TRUE,TRUE
23,3,"frequent","higher","off-grid",4,8,-0.00716077358508321,1.66977061044626e-05,-0.253863461382489,0.000518291315970976,-0.0056015987538145,0.000218680009981487,-0.246702687797406,0.000534989022075438,0.00155917483126872,0.000235377716085949,-0.00199547677838283,1.21239043464894e-05,500000,2,TRUE,TRUE
24,4,"sparse","higher","off-grid",4,1,-0.00775248946768636,3.24350857827671e-06,-0.00720076486688975,0.000189573439583424,-0.00720076486689064,0.000189573439583424,0.00055172460079661,0.0001928169481617,0.000551724600795722,0.0001928169481617,-0.00190114423170859,9.47078462162909e-06,500000,2,TRUE,TRUE
24,4,"sparse","higher","off-grid",4,2,-0.00775248946768636,3.24350857827671e-06,-0.0568788580289128,0.000545937867958812,-0.0077001277171958,0.00135332911134595,-0.0491263685612265,0.000542694359380535,5.23617504905594e-05,0.00135008560276767,-0.00190114423170859,9.47078462162909e-06,500000,2,TRUE,TRUE
24,4,"sparse","higher","off-grid",4,4,-0.00775248946768636,3.24350857827671e-06,-0.48893623603878,0.000499309784596835,-0.00624465632529658,0.000221497843386764,-0.481183746571094,0.000502553293175112,0.00150783314238978,0.000224741351965041,-0.00190114423170859,9.47078462162909e-06,500000,2,TRUE,TRUE
24,4,"sparse","higher","off-grid",4,8,-0.00775248946768636,3.24350857827671e-06,0.133454928603054,1.85160359768011e-05,-0.00624465632529658,0.000221497843386764,0.141207418070741,2.17595445550778e-05,0.00150783314238978,0.000224741351965041,-0.00190114423170859,9.47078462162909e-06,500000,2,TRUE,TRUE
25,1,"frequent","lower","exact-null",12,1,0,0,0.000780551666032192,0.00131266147287856,0.000780551666032525,0.0013126614728789,0.000780551666032192,0.00131266147287856,0.000780551666032525,0.0013126614728789,0,0,500000,2,TRUE,TRUE
25,1,"frequent","lower","exact-null",12,2,0,0,0.00237296663114195,0.000745149936995038,0.0019590012161439,0.000761102135828917,0.00237296663114195,0.000745149936995038,0.0019590012161439,0.000761102135828917,0,0,500000,2,TRUE,TRUE
25,1,"frequent","lower","exact-null",12,4,0,0,0.00266799855328353,0.000179308617897889,0.00245322909194856,0.000152261792001451,0.00266799855328353,0.000179308617897889,0.00245322909194856,0.000152261792001451,0,0,500000,2,TRUE,TRUE
25,1,"frequent","lower","exact-null",12,8,0,0,-0.299808352277679,0.00200008195051266,0.00239811750897012,0.000142657544171532,-0.299808352277679,0.00200008195051266,0.00239811750897012,0.000142657544171532,0,0,500000,2,TRUE,TRUE
26,2,"sparse","lower","exact-null",12,1,0,0,0.00312371494540631,0.00147143930668259,0.00312371494540553,0.0014714393066827,0.00312371494540631,0.00147143930668259,0.00312371494540553,0.0014714393066827,0,0,500000,2,TRUE,TRUE
26,2,"sparse","lower","exact-null",12,2,0,0,0.001369765632527,0.000926717225357198,0.00113225491081526,0.00089767724361478,0.001369765632527,0.000926717225357198,0.00113225491081526,0.00089767724361478,0,0,500000,2,TRUE,TRUE
26,2,"sparse","lower","exact-null",12,4,0,0,0.00140546459540208,0.00102990704085354,0.00103784698129383,0.000947382091229798,0.00140546459540208,0.00102990704085354,0.00103784698129383,0.000947382091229798,0,0,500000,2,TRUE,TRUE
26,2,"sparse","lower","exact-null",12,8,0,0,-0.346542589160445,0.000720602109043733,0.0010318537483372,0.000944507277032713,-0.346542589160445,0.000720602109043733,0.0010318537483372,0.000944507277032713,0,0,500000,2,TRUE,TRUE
27,3,"frequent","higher","exact-null",12,1,0,0,0.00382161434605816,0.00580677996156737,0.00382161434605793,0.00580677996156748,0.00382161434605816,0.00580677996156737,0.00382161434605793,0.00580677996156748,0,0,500000,2,TRUE,TRUE
27,3,"frequent","higher","exact-null",12,2,0,0,0.045245981183818,0.0234731140847655,0.00400128369575709,0.00410096663628595,0.045245981183818,0.0234731140847655,0.00400128369575709,0.00410096663628595,0,0,500000,2,TRUE,TRUE
27,3,"frequent","higher","exact-null",12,4,0,0,0.113413241919759,0.00825279879458446,0.00254988879276286,0.00217828645233431,0.113413241919759,0.00825279879458446,0.00254988879276286,0.00217828645233431,0,0,500000,2,TRUE,TRUE
27,3,"frequent","higher","exact-null",12,8,0,0,-0.24703552884129,0.000268586823562289,0.00244290042192036,0.00211947444174748,-0.24703552884129,0.000268586823562289,0.00244290042192036,0.00211947444174748,0,0,500000,2,TRUE,TRUE
28,4,"sparse","higher","exact-null",12,1,0,0,0.0026709247055362,0.00127030251035176,0.00267092470553487,0.00127030251035165,0.0026709247055362,0.00127030251035176,0.00267092470553487,0.00127030251035165,0,0,500000,2,TRUE,TRUE
28,4,"sparse","higher","exact-null",12,2,0,0,-0.145851235789172,0.00169717119195806,-0.00208028680858441,0.00528696101812265,-0.145851235789172,0.00169717119195806,-0.00208028680858441,0.00528696101812265,0,0,500000,2,TRUE,TRUE
28,4,"sparse","higher","exact-null",12,4,0,0,-0.491198930712371,0.000229590038100969,0.00147810047861802,0.00107561672223794,-0.491198930712371,0.000229590038100969,0.00147810047861802,0.00107561672223794,0,0,500000,2,TRUE,TRUE
28,4,"sparse","higher","exact-null",12,8,0,0,-0.242009252667466,0.000292458889715574,0.00143366977193937,0.0010851658187121,-0.242009252667466,0.000292458889715574,0.00143366977193937,0.0010851658187121,0,0,500000,2,TRUE,TRUE
29,1,"frequent","lower","immediate-benefit",12,1,-0.0244682108862145,6.9704999025727e-06,-0.0239220774769272,0.00146368326427815,-0.0239220774769269,0.00146368326427831,0.000546133409287289,0.00145671276437558,0.000546133409287566,0.00145671276437574,-0.00066749212425217,1.48888963469734e-05,500000,2,TRUE,TRUE
29,1,"frequent","lower","immediate-benefit",12,2,-0.0244682108862145,6.9704999025727e-06,-0.0217958656912153,0.000908134495238633,-0.0221416328377559,0.000874190176838929,0.00267234519499922,0.00090116399533606,0.00232657804845861,0.000867219676936357,-0.00066749212425217,1.48888963469734e-05,500000,2,TRUE,TRUE
29,1,"frequent","lower","immediate-benefit",12,4,-0.0244682108862145,6.9704999025727e-06,-0.0200808782386489,4.14437509077548e-05,-0.020223990970201,2.60950616336464e-05,0.00438733264756559,4.84142508103275e-05,0.00424421991601349,3.30655615362191e-05,-0.00066749212425217,1.48888963469734e-05,500000,2,TRUE,TRUE
29,1,"frequent","lower","immediate-benefit",12,8,-0.0244682108862145,6.9704999025727e-06,-0.319239383660973,0.00188688776933243,-0.0198836485563146,1.88970405781141e-05,-0.294771172774758,0.00187991726942988,0.00458456232989986,2.58675404806868e-05,-0.00066749212425217,1.48888963469734e-05,500000,2,TRUE,TRUE
30,2,"sparse","lower","immediate-benefit",12,1,-0.0260211043466771,9.74146889853866e-06,-0.023538165845758,0.0011474814184278,-0.0235381658457592,0.00114748141842796,0.00248293850091913,0.00115722288732634,0.00248293850091785,0.0011572228873265,-0.00055397718610159,2.13721726717853e-05,500000,2,TRUE,TRUE
30,2,"sparse","lower","immediate-benefit",12,2,-0.0260211043466771,9.74146889853866e-06,-0.0242475466322868,0.000875918642382067,-0.0244312004404453,0.000811096317394122,0.00177355771439025,0.000866177173483529,0.00158990390623182,0.000801354848495583,-0.00055397718610159,2.13721726717853e-05,500000,2,TRUE,TRUE
30,2,"sparse","lower","immediate-benefit",12,4,-0.0260211043466771,9.74146889853866e-06,-0.0225449904563493,0.000838945127991597,-0.0228891845586978,0.0007633912680583,0.00347611389032776,0.000829203659093058,0.00313191978797933,0.000753649799159761,-0.00055397718610159,2.13721726717853e-05,500000,2,TRUE,TRUE
30,2,"sparse","lower","immediate-benefit",12,8,-0.0260211043466771,9.74146889853866e-06,-0.352216151027406,0.000798037249447103,-0.0225251352308638,0.00076438342974744,-0.326195046680729,0.000807778718345642,0.00349596911581329,0.000754641960848901,-0.00055397718610159,2.13721726717853e-05,500000,2,TRUE,TRUE
31,3,"frequent","higher","immediate-benefit",12,1,-0.0121176831879432,2.34669765698803e-06,-0.00892286743666698,0.0052335096739054,-0.00892286743666704,0.00523350967390557,0.00319481575127624,0.00523116297624841,0.00319481575127618,0.00523116297624858,-0.00289282930349921,2.01801790651046e-05,500000,2,TRUE,TRUE
31,3,"frequent","higher","immediate-benefit",12,2,-0.0121176831879432,2.34669765698803e-06,0.00464113240654884,0.0205867461783441,-0.00735784372041498,0.00375636627416726,0.0167588155944921,0.0205890928760011,0.00475983946752824,0.00375401957651027,-0.00289282930349921,2.01801790651046e-05,500000,2,TRUE,TRUE
31,3,"frequent","higher","immediate-benefit",12,4,-0.0121176831879432,2.34669765698803e-06,0.0660438677961855,0.00704018247053118,-0.00688346142773194,0.00197030046497321,0.0781615509841288,0.00704252916818816,0.00523422176021128,0.00196795376731622,-0.00289282930349921,2.01801790651046e-05,500000,2,TRUE,TRUE
31,3,"frequent","higher","immediate-benefit",12,8,-0.0121176831879432,2.34669765698803e-06,-0.233733546558217,0.000525618118866811,-0.00614371046985013,0.00191253135940356,-0.221615863370274,0.000527964816523799,0.00597397271809309,0.00191018466174657,-0.00289282930349921,2.01801790651046e-05,500000,2,TRUE,TRUE
32,4,"sparse","higher","immediate-benefit",12,1,-0.0128870991726903,5.92664934243037e-06,-0.010347606435178,0.00122961244257685,-0.0103476064351792,0.00122961244257663,0.00253949273751233,0.00123553909191929,0.00253949273751111,0.00123553909191906,-0.00276944835543225,1.37889746548714e-05,500000,2,TRUE,TRUE
32,4,"sparse","higher","immediate-benefit",12,2,-0.0128870991726903,5.92664934243037e-06,-0.10355985373525,0.00269832152974431,-0.0136374197553951,0.00513747128258635,-0.0906727545625602,0.00270424817908674,-0.000750320582704772,0.00514339793192878,-0.00276944835543225,1.37889746548714e-05,500000,2,TRUE,TRUE
32,4,"sparse","higher","immediate-benefit",12,4,-0.0128870991726903,5.92664934243037e-06,-0.498168182494419,0.000230927781002976,-0.00843322904718569,0.00107063507256755,-0.485281083321728,0.000225001131660546,0.00445387012550466,0.00107656172190998,-0.00276944835543225,1.37889746548714e-05,500000,2,TRUE,TRUE
32,4,"sparse","higher","immediate-benefit",12,8,-0.0128870991726903,5.92664934243037e-06,-0.243547802408024,8.72182182843906e-05,-0.00766288073740617,0.00108367616523342,-0.230660703235334,8.12915689419602e-05,0.00522421843528417,0.00108960281457585,-0.00276944835543225,1.37889746548714e-05,500000,2,TRUE,TRUE
33,1,"frequent","lower","biphasic",12,1,-0.0287942192933341,1.14159792202334e-05,-0.0279970181341241,0.00145747545793823,-0.0279970181341239,0.00145747545793812,0.000797201159210018,0.001446059478718,0.00079720115921024,0.00144605947871788,-0.000522370297642336,1.71087171972478e-05,500000,2,TRUE,TRUE
33,1,"frequent","lower","biphasic",12,2,-0.0287942192933341,1.14159792202334e-05,-0.0269751798861054,0.000904150809347637,-0.0273958483135771,0.000859677487263233,0.00181903940722873,0.000892734830127404,0.00139837097975699,0.000848261508042999,-0.000522370297642336,1.71087171972478e-05,500000,2,TRUE,TRUE
33,1,"frequent","lower","biphasic",12,4,-0.0287942192933341,1.14159792202334e-05,-0.026637412502246,2.26087638479644e-05,-0.0269235833103757,1.67443314266214e-05,0.00215680679108805,3.40247430681978e-05,0.0018706359829584,2.81603106468548e-05,-0.000522370297642336,1.71087171972478e-05,500000,2,TRUE,TRUE
33,1,"frequent","lower","biphasic",12,8,-0.0287942192933341,1.14159792202334e-05,-0.325814707888695,0.00176102179475646,-0.0270115635631571,6.21174141879344e-06,-0.297020488595361,0.00174960581553624,0.00178265573017695,1.76277206390268e-05,-0.000522370297642336,1.71087171972478e-05,500000,2,TRUE,TRUE
34,2,"sparse","lower","biphasic",12,1,-0.0303341162099151,1.76304787800063e-05,-0.0276811995289514,0.00111771630174901,-0.027681199528952,0.00111771630174928,0.00265291668096376,0.00113534678052901,0.00265291668096315,0.00113534678052929,-0.00037888685859401,2.87614683370102e-05,500000,2,TRUE,TRUE
34,2,"sparse","lower","biphasic",12,2,-0.0303341162099151,1.76304787800063e-05,-0.029408599093712,0.000841408412518063,-0.0296493960446044,0.000780976170827174,0.000925517116203117,0.000823777933738057,0.000684720165310765,0.000763345692047168,-0.00037888685859401,2.87614683370102e-05,500000,2,TRUE,TRUE
34,2,"sparse","lower","biphasic",12,4,-0.0303341162099151,1.76304787800063e-05,-0.0291514878622395,0.000799423739888116,-0.0295723642837348,0.0007313315421279,0.00118262834767566,0.00078179326110811,0.00076175192618036,0.000713701063347893,-0.00037888685859401,2.87614683370102e-05,500000,2,TRUE,TRUE
34,2,"sparse","lower","biphasic",12,8,-0.0303341162099151,1.76304787800063e-05,-0.359524481028892,0.00112553793686926,-0.0296030599786243,0.000726959049007991,-0.329190364818977,0.00114316841564926,0.0007310562312908,0.000709328570227985,-0.00037888685859401,2.87614683370102e-05,500000,2,TRUE,TRUE
35,3,"frequent","higher","biphasic",12,1,-0.0146228524805973,3.38124224381897e-06,-0.0112134550200548,0.00513770049906076,-0.0112134550200549,0.00513770049906087,0.00340939746054249,0.00513431925681694,0.00340939746054238,0.00513431925681705,-0.00324660220648945,2.09701742001078e-05,500000,2,TRUE,TRUE
35,3,"frequent","higher","biphasic",12,2,-0.0146228524805973,3.38124224381897e-06,-0.00227454126317567,0.0196904899523552,-0.0114030692684946,0.00365115235161256,0.0123483112174217,0.019693871194599,0.00321978321210271,0.00364777110936874,-0.00324660220648945,2.09701742001078e-05,500000,2,TRUE,TRUE
35,3,"frequent","higher","biphasic",12,4,-0.0146228524805973,3.38124224381897e-06,0.0583370435856913,0.00668380794340517,-0.012347971311265,0.001948334154104,0.0729598960662886,0.00668718918564899,0.00227488116933235,0.00194495291186018,-0.00324660220648945,2.09701742001078e-05,500000,2,TRUE,TRUE
35,3,"frequent","higher","biphasic",12,8,-0.0146228524805973,3.38124224381897e-06,-0.235232974756228,0.000563911428530184,-0.0122134272829257,0.00187166346919876,-0.220610122275631,0.000567292670774003,0.00240942519767158,0.00186828222695494,-0.00324660220648945,2.09701742001078e-05,500000,2,TRUE,TRUE
36,4,"sparse","higher","biphasic",12,1,-0.0154007570880787,9.95807584507069e-06,-0.0126826444497932,0.00115372047751788,-0.0126826444497946,0.00115372047751783,0.00271811263828552,0.00116367855336295,0.00271811263828413,0.0011636785533629,-0.00308205804135589,1.41358704503769e-05,500000,2,TRUE,TRUE
36,4,"sparse","higher","biphasic",12,2,-0.0154007570880787,9.95807584507069e-06,-0.107130772662632,0.0026919921510215,-0.0175727795032867,0.0050731169502572,-0.0917300155745535,0.00270195022686658,-0.00217202241520793,0.00508307502610227,-0.00308205804135589,1.41358704503769e-05,500000,2,TRUE,TRUE
36,4,"sparse","higher","biphasic",12,4,-0.0154007570880787,9.95807584507069e-06,-0.496864566124335,1.99156813410761e-05,-0.0138772861048801,0.00104684168264424,-0.481463809036256,2.98737571861329e-05,0.00152347098319859,0.00105679975848931,-0.00308205804135589,1.41358704503769e-05,500000,2,TRUE,TRUE
36,4,"sparse","higher","biphasic",12,8,-0.0154007570880787,9.95807584507069e-06,-0.245708265869652,5.82121474467234e-05,-0.0136877874272777,0.00106143794494479,-0.230307508781574,4.82540716016527e-05,0.00171296966080108,0.00107139602078986,-0.00308205804135589,1.41358704503769e-05,500000,2,TRUE,TRUE
37,1,"frequent","lower","delayed-smooth",12,1,-0.0245894577648709,7.64333607268519e-06,-0.0238870985374603,0.0014733754883815,-0.02388709853746,0.00147337548838156,0.00070235922741059,0.00146573215230882,0.000702359227410979,0.00146573215230887,-0.000496344830594936,1.31188268692739e-05,500000,2,TRUE,TRUE
37,1,"frequent","lower","delayed-smooth",12,2,-0.0245894577648709,7.64333607268519e-06,-0.0221589068819929,0.000911234315659703,-0.0225629135790119,0.000873758734369068,0.00243055088287804,0.000903590979587018,0.00202654418585903,0.000866115398296383,-0.000496344830594936,1.31188268692739e-05,500000,2,TRUE,TRUE
37,1,"frequent","lower","delayed-smooth",12,4,-0.0245894577648709,7.64333607268519e-06,-0.0211013756924405,3.95852120435025e-05,-0.0213589216424424,3.0260141464955e-05,0.00348808207243041,4.72285481161877e-05,0.00323053612242853,3.79034775376402e-05,-0.000496344830594936,1.31188268692739e-05,500000,2,TRUE,TRUE
37,1,"frequent","lower","delayed-smooth",12,8,-0.0245894577648709,7.64333607268519e-06,-0.321694240267618,0.00183902706453964,-0.0213787051771388,2.02174920722609e-05,-0.297104782502747,0.00183138372846697,0.00321075258773214,2.78608281449461e-05,-0.000496344830594936,1.31188268692739e-05,500000,2,TRUE,TRUE
38,2,"sparse","lower","delayed-smooth",12,1,-0.0259580244056628,1.36587602604793e-05,-0.0233004413196071,0.00117307384393961,-0.0233004413196081,0.00117307384393961,0.00265758308605578,0.00118673260420009,0.00265758308605478,0.00118673260420009,-0.000378706994173597,2.42823052554048e-05,500000,2,TRUE,TRUE
38,2,"sparse","lower","delayed-smooth",12,2,-0.0259580244056628,1.36587602604793e-05,-0.0244444183834148,0.000875839496970898,-0.0246722894202661,0.000815615791767588,0.00151360602224802,0.000862180736710419,0.00128573498539673,0.000801957031507108,-0.000378706994173597,2.42823052554048e-05,500000,2,TRUE,TRUE
38,2,"sparse","lower","delayed-smooth",12,4,-0.0259580244056628,1.36587602604793e-05,-0.023455542447597,0.000841201757928678,-0.023872014575683,0.000769817288861274,0.00250248195806589,0.000827542997668199,0.00208600982997985,0.000756158528600795,-0.000378706994173597,2.42823052554048e-05,500000,2,TRUE,TRUE
38,2,"sparse","lower","delayed-smooth",12,8,-0.0259580244056628,1.36587602604793e-05,-0.356193705393693,0.000924741075757351,-0.0238421483679778,0.000767142550025357,-0.33023568098803,0.000938399836017845,0.00211587603768508,0.000753483789764878,-0.000378706994173597,2.42823052554048e-05,500000,2,TRUE,TRUE
39,3,"frequent","higher","delayed-smooth",12,1,-0.0123903305909183,4.4218319401601e-06,-0.00899217644409767,0.00525710598866669,-0.00899217644409778,0.0052571059886668,0.00339815414682063,0.00525268415672653,0.00339815414682051,0.00525268415672664,-0.00277211605275041,1.69769437157186e-05,500000,2,TRUE,TRUE
39,3,"frequent","higher","delayed-smooth",12,2,-0.0123903305909183,4.4218319401601e-06,0.00662347903856902,0.0206168237900342,-0.00810475148392392,0.00376385131574469,0.0190138096294873,0.0206212456219744,0.00428557910699437,0.00375942948380453,-0.00277211605275041,1.69769437157186e-05,500000,2,TRUE,TRUE
39,3,"frequent","higher","delayed-smooth",12,4,-0.0123903305909183,4.4218319401601e-06,0.06863153516743,0.00711831173252814,-0.00842438244423432,0.00198462640483549,0.0810218657583483,0.0071227335644683,0.00396594814668397,0.00198020457289533,-0.00277211605275041,1.69769437157186e-05,500000,2,TRUE,TRUE
39,3,"frequent","higher","delayed-smooth",12,8,-0.0123903305909183,4.4218319401601e-06,-0.236904513615885,0.000547123268521854,-0.00842883709037417,0.00192179219913485,-0.224514183024966,0.000551545100462014,0.00396149350054412,0.00191737036719469,-0.00277211605275041,1.69769437157186e-05,500000,2,TRUE,TRUE
40,4,"sparse","higher","delayed-smooth",12,1,-0.0130837773108349,8.79318787293248e-06,-0.010409000673022,0.00119549066488178,-0.0104090006730229,0.00119549066488206,0.00267477663781297,0.00120428385275471,0.00267477663781203,0.00120428385275499,-0.00264218466521414,1.3499065223313e-05,500000,2,TRUE,TRUE
40,4,"sparse","higher","delayed-smooth",12,2,-0.0130837773108349,8.79318787293248e-06,-0.108056678460324,0.00272002964358842,-0.0143612511722762,0.00514357363092877,-0.0949729011494886,0.00272882283146135,-0.00127747386144121,0.0051523668188017,-0.00264218466521414,1.3499065223313e-05,500000,2,TRUE,TRUE
40,4,"sparse","higher","delayed-smooth",12,4,-0.0130837773108349,8.79318787293248e-06,-0.497800206469335,0.000139831929485246,-0.00991709889765968,0.00106564787963148,-0.4847164291585,0.000131038741612327,0.00316667841317526,0.00107444106750441,-0.00264218466521414,1.3499065223313e-05,500000,2,TRUE,TRUE
40,4,"sparse","higher","delayed-smooth",12,8,-0.0130837773108349,8.79318787293248e-06,-0.245432623838649,9.76799503716874e-05,-0.00985907251112572,0.00107640013535248,-0.232348846527814,8.88867624987549e-05,0.00322470479970922,0.00108519332322542,-0.00264218466521414,1.3499065223313e-05,500000,2,TRUE,TRUE
41,1,"frequent","lower","negligible-smooth",12,1,-0.0027619112554039,1.79346333978314e-07,-0.00199911347936277,0.00134219641149513,-0.0019991134793626,0.00134219641149508,0.00076279777604113,0.00134201706516116,0.000762797776041296,0.0013420170651611,-6.40294042929257e-05,1.11935417432263e-06,500000,2,TRUE,TRUE
41,1,"frequent","lower","negligible-smooth",12,2,-0.0027619112554039,1.79346333978314e-07,-0.000385091874434584,0.000771107771978752,-0.000796405498219521,0.00078067358461803,0.00237681938096931,0.000770928425644773,0.00196550575718438,0.000780494238284052,-6.40294042929257e-05,1.11935417432263e-06,500000,2,TRUE,TRUE
41,1,"frequent","lower","negligible-smooth",12,4,-0.0027619112554039,1.79346333978314e-07,8.74073297202349e-06,0.000162120949513456,-0.000205138200521815,0.000136527109619866,0.00277065198837592,0.000162300295847434,0.00255677305488208,0.000136706455953844,-6.40294042929257e-05,1.11935417432263e-06,500000,2,TRUE,TRUE
41,1,"frequent","lower","negligible-smooth",12,8,-0.0027619112554039,1.79346333978314e-07,-0.303463894180219,0.00199119449121182,-0.000240215786115938,0.000126997656207883,-0.300701982924815,0.00199101514487784,0.00252169546928796,0.000127177002541862,-6.40294042929257e-05,1.11935417432263e-06,500000,2,TRUE,TRUE
42,2,"sparse","lower","negligible-smooth",12,1,-0.00292103838014926,1.92306482474369e-06,0.000147938154910987,0.00143763682606479,0.000147938154910265,0.00143763682606474,0.00306897653506025,0.00143955989088954,0.00306897653505953,0.00143955989088948,-5.34087975775088e-05,2.22106329980654e-06,500000,2,TRUE,TRUE
42,2,"sparse","lower","negligible-smooth",12,2,-0.00292103838014926,1.92306482474369e-06,-0.00153900941041601,0.000926401808573563,-0.00177399020104785,0.000892999091667068,0.00138202896973325,0.000924478743748819,0.00114704817910141,0.000891076026842325,-5.34087975775088e-05,2.22106329980654e-06,500000,2,TRUE,TRUE
42,2,"sparse","lower","negligible-smooth",12,4,-0.00292103838014926,1.92306482474369e-06,-0.00137601037986551,0.00101143779160423,-0.00174842921657065,0.000929521835097924,0.00154502800028375,0.00100951472677949,0.00117260916357861,0.00092759877027318,-5.34087975775088e-05,2.22106329980654e-06,500000,2,TRUE,TRUE
42,2,"sparse","lower","negligible-smooth",12,8,-0.00292103838014926,1.92306482474369e-06,-0.348580137542276,0.000725628966077252,-0.00173538236931392,0.000926821809670186,-0.345659099162126,0.000727552030901996,0.00118565601083534,0.000924898744845443,-5.34087975775088e-05,2.22106329980654e-06,500000,2,TRUE,TRUE
43,3,"frequent","higher","negligible-smooth",12,1,-0.00135005915274436,4.71970776599884e-07,0.00242382284681691,0.00575777105515013,0.0024238228468168,0.00575777105515024,0.00377388199956127,0.00575729908437353,0.00377388199956116,0.00575729908437364,-0.00029674813983302,1.93502315928851e-06,500000,2,TRUE,TRUE
43,3,"frequent","higher","negligible-smooth",12,2,-0.00135005915274436,4.71970776599884e-07,0.0403340115268213,0.0232143625730978,0.00269189808258019,0.00407474560636134,0.0416840706795657,0.0232148345438744,0.00404195723532455,0.00407427363558474,-0.00029674813983302,1.93502315928851e-06,500000,2,TRUE,TRUE
43,3,"frequent","higher","negligible-smooth",12,4,-0.00135005915274436,4.71970776599884e-07,0.107902387782493,0.00814305189939313,0.00137324651223159,0.00216321672301356,0.109252446935238,0.00814352387016973,0.00272330566497594,0.00216274475223696,-0.00029674813983302,1.93502315928851e-06,500000,2,TRUE,TRUE
43,3,"frequent","higher","negligible-smooth",12,8,-0.00135005915274436,4.71970776599884e-07,-0.246738405221528,0.000304318834340844,0.00131612802576209,0.00210418069896245,-0.245388346068784,0.000304790805117444,0.00266618717850645,0.00210370872818585,-0.00029674813983302,1.93502315928851e-06,500000,2,TRUE,TRUE
44,4,"sparse","higher","negligible-smooth",12,1,-0.00143092915944029,7.29432235196947e-07,0.0012449595657657,0.00126552563559518,0.00124495956576459,0.00126552563559484,0.00267588872520599,0.00126625506783037,0.00267588872520488,0.00126625506783004,-0.00028503982541711,1.63279151343954e-06,500000,2,TRUE,TRUE
44,4,"sparse","higher","negligible-smooth",12,2,-0.00143092915944029,7.29432235196947e-07,-0.141497526208192,0.00180029026146133,-0.00342825518645545,0.00528906217434383,-0.140066597048751,0.00180101969369653,-0.00199732602701516,0.00528979160657903,-0.00028503982541711,1.63279151343954e-06,500000,2,TRUE,TRUE
44,4,"sparse","higher","negligible-smooth",12,4,-0.00143092915944029,7.29432235196947e-07,-0.493520638920539,0.00022784235165646,0.000255272092522407,0.0010774985492098,-0.492089709761099,0.000227112919421263,0.0016862012519627,0.001078227981445,-0.00028503982541711,1.63279151343954e-06,500000,2,TRUE,TRUE
44,4,"sparse","higher","negligible-smooth",12,8,-0.00143092915944029,7.29432235196947e-07,-0.243369279557567,0.000271795434163447,0.000258986601929301,0.0010873047286189,-0.241938350398127,0.00027106600192825,0.00168991576136959,0.0010880341608541,-0.00028503982541711,1.63279151343954e-06,500000,2,TRUE,TRUE
45,1,"frequent","lower","off-grid",12,1,-0.0182121216051545,3.87740330731745e-06,-0.0174357748754125,0.00144713192052115,-0.0174357748754121,0.00144713192052126,0.000776346729741972,0.00144325451721383,0.000776346729742305,0.00144325451721394,-0.000333768198507611,9.32246143064974e-06,500000,2,TRUE,TRUE
