"scenario","horizon","method","target_c120","shape","alpha_l_key","persistence","truth_rd_itt","truth_rd_pp","bias","bias_mcse","rel_bias","empse","empse_mcse","modse","modse_mcse","relerror_modse","relerror_modse_mcse","coverage","coverage_mcse","converged","n_used","n_attempted"
19,36,"gformula",0.2,"early","prognostic","legacy",-0.0825635,-0.0899965,-0.00025777267325218,0.000334968605380295,0.00312211416972608,0.0105926373765186,0.000236977090531229,0.0109581180004484,5.93491676124722e-06,3.45032696710594,2.31505521125719,0.959,0.00627048642451286,1,1000,1000
20,36,"gformula",0.45,"early","prognostic","legacy",-0.0729415,-0.089605,-0.000893107932918857,0.000345684176273921,0.0122441673521775,0.0109314934810473,0.000244557934744584,0.0108531854068682,5.92219947094608e-06,-0.716352933062836,2.22182128787314,0.951,0.00682634602111555,1,1000,1000
21,36,"gformula",0.7,"early","prognostic","legacy",-0.0602665,-0.0901515,-0.000621412882183696,0.000341574703289184,0.0103110829761757,0.0108015405349003,0.000241650644521269,0.0106972501639297,6.21069784277207e-06,-0.965513860116429,2.21633246511558,0.946,0.00714730718522718,1,1000,1000
22,36,"gformula",0.2,"late","prognostic","legacy",-0.0874445,-0.089459,-0.000254592601726028,0.000348427007999249,0.00291147644192634,0.0110182294359533,0.000246498380122583,0.0110037402564452,5.75134056027464e-06,-0.131501885963858,2.23485457738901,0.957,0.00641490451994416,1,1000,1000
23,36,"gformula",0.45,"late","prognostic","legacy",-0.084557,-0.089416,-0.000705934838184916,0.00034002649111557,0.00834862682196525,0.0107525817672021,0.000240555345408053,0.010981019143232,5.83222101044981e-06,2.1244886202747,2.28535938353973,0.948,0.00702111102319284,1,1000,1000
24,36,"gformula",0.7,"late","prognostic","legacy",-0.0792415,-0.0896195,-0.000524198369966186,0.000342577410150104,0.00661519998947756,0.0108332489099601,0.000242360020118682,0.0109165430664194,5.93071931798168e-06,0.768875128334701,2.25505264584141,0.956,0.00648567652600714,1,1000,1000
1,60,"gformula",0.2,"early","neutral","transient",-0.14134,-0.1544405,-0.00129832500618632,0.000383862596656727,0.00918582854242478,0.0121388011398179,0.000271567662934257,0.0124554131832336,5.19965462968517e-06,2.60826452109089,2.29593821957816,0.952,0.00675988165576884,1,1000,1000
2,60,"gformula",0.45,"early","neutral","transient",-0.124185,-0.1539,0.000238864457001747,0.000387661875195363,-0.00192345659300034,0.0122589448762928,0.000274255502808628,0.0123360822950608,5.50757063235351e-06,0.629233751733094,2.25171222929059,0.957,0.00641490451994416,1,1000,1000
3,60,"gformula",0.7,"early","neutral","transient",-0.1015895,-0.1540045,0.00013634579061246,0.000377291674402635,-0.00134212483192122,0.0119310103333097,0.000266918994334064,0.0121502480909236,5.45713436819416e-06,1.83754561842737,2.27875526235696,0.958,0.00634318531969546,1,1000,1000
4,60,"gformula",0.2,"late","neutral","transient",-0.1505215,-0.1537885,0.000986389480337468,0.000398204510491907,-0.00655314676200721,0.0125923322770684,0.000281714001900716,0.0124956393483434,5.26703933502515e-06,-0.767871483991245,2.22040213216219,0.949,0.00695693898205238,1,1000,1000
5,60,"gformula",0.45,"late","neutral","transient",-0.143105,-0.154126,-0.000168089079463501,0.000392622659186113,0.00117458565014151,0.0124158186402015,0.000277765062027013,0.012458008693155,5.22207151787178e-06,0.339808869444558,2.24518300557138,0.948,0.00702111102319284,1,1000,1000
6,60,"gformula",0.7,"late","neutral","transient",-0.1333255,-0.1540625,-0.000249076689660066,0.000382670890502471,0.00186818492831503,0.012101116082327,0.000270724577783387,0.0124011939551236,5.29377619226875e-06,2.47975369176692,2.29308089543608,0.959,0.00627048642451286,1,1000,1000
7,60,"gformula",0.2,"early","prognostic","transient",-0.1371635,-0.1535095,0.000673766037360357,0.000395518554835107,-0.00491213797665091,0.0125073949013714,0.000279813794100281,0.0124670462165457,5.40837809338815e-06,-0.322598631800164,2.23038892553002,0.951,0.00682634602111555,1,1000,1000
8,60,"gformula",0.45,"early","prognostic","transient",-0.1131895,-0.1543815,-0.000569008226337542,0.000404303788797834,0.00502704072672414,0.0127852083923683,0.00028602900099037,0.012357988937309,5.18223227511104e-06,-3.34151342667431,2.16281079787745,0.949,0.00695693898205238,1,1000,1000
9,60,"gformula",0.7,"early","prognostic","transient",-0.0843795,-0.1533635,-0.000145359699807446,0.000389794648914764,0.00172268975056081,0.0123263891031633,0.000275764356183741,0.0121331050788152,5.53321386308542e-06,-1.56805064914338,2.20256410525635,0.943,0.00733150734842434,1,1000,1000
10,60,"gformula",0.2,"late","prognostic","transient",-0.147619,-0.154537,-0.00057877949282506,0.000385200289410004,0.00392076557099737,0.0121811026989165,0.000272514027852057,0.0125041712776299,5.27776028464051e-06,2.65221127100526,2.29693045583684,0.963,0.00596917079668525,1,1000,1000
11,60,"gformula",0.45,"late","prognostic","transient",-0.1381095,-0.154433,0.000869292669587851,0.000405464642164744,-0.00629422791037438,0.0128219177990574,0.000286850259009794,0.0124702774193228,5.15386198642156e-06,-2.74249441655622,2.17620337684352,0.936,0.0077397674383666,1,1000,1000
12,60,"gformula",0.7,"late","prognostic","transient",-0.122704,-0.1542315,0.000523203470039216,0.000395105061367099,-0.00426394795637645,0.0124943190898064,0.000279521263763324,0.0124017426187752,5.57766917638416e-06,-0.740948509204331,2.22105912536635,0.949,0.00695693898205238,1,1000,1000
13,60,"gformula",0.2,"early","neutral","legacy",-0.129445,-0.1402085,-0.000862203854421567,0.000402395411775732,0.00666077372182446,0.0127248602121265,0.000284678899437358,0.0126736698368277,5.08884626716672e-06,-0.402286346926117,2.22854580600134,0.944,0.00727076337120113,1,1000,1000
14,60,"gformula",0.45,"early","neutral","legacy",-0.114696,-0.140679,0.000214796940850095,0.000400481922815395,-0.00187275005972393,0.012664350378204,0.000283325181389455,0.0125733213309047,5.29416428106515e-06,-0.718781813364444,2.22149971939675,0.956,0.00648567652600714,1,1000,1000
15,60,"gformula",0.7,"early","neutral","legacy",-0.0943295,-0.1404825,-0.000148582432835359,0.000390580759472608,0.00157514280087734,0.0123512481017183,0.000276320498430632,0.0124180057529061,5.37012729521693e-06,0.540493160189115,2.24969887094431,0.955,0.00655553201502365,1,1000,1000
16,60,"gformula",0.2,"late","neutral","legacy",-0.1369325,-0.1408615,0.000360419742710727,0.000414650940305932,-0.00263209787822998,0.0131124140529726,0.000293349203004201,0.0127136157523236,4.93337569308856e-06,-3.04137971114913,2.16947176966825,0.943,0.00733150734842434,1,1000,1000
17,60,"gformula",0.45,"late","neutral","legacy",-0.1318215,-0.1411225,0.000954615410600823,0.000405880007482647,-0.00724172771968778,0.0128350528037135,0.000287144113606802,0.0126904404576371,5.31452043582506e-06,-1.12669848958117,2.21236801079225,0.939,0.00756828910652864,1,1000,1000
18,60,"gformula",0.7,"late","neutral","legacy",-0.1229885,-0.140657,0.000751536605559086,0.000393972391296068,-0.00611062502233205,0.0124585009171867,0.000278719944315311,0.0126268645627378,5.14850350245466e-06,1.35139569897071,2.26779665604368,0.956,0.00648567652600714,1,1000,1000
19,60,"gformula",0.2,"early","prognostic","legacy",-0.125801,-0.1415795,0.000172262680854074,0.0003965107650084,-0.00136932680069375,0.0125387713420234,0.000280515743704769,0.0126897541005068,5.08080313571928e-06,1.20412721761141,2.26448799453347,0.954,0.00662449998113065,1,1000,1000
20,60,"gformula",0.45,"early","prognostic","legacy",-0.104631,-0.1405085,-0.0012384600351411,0.000390368602221337,0.011836454159294,0.0123445391003569,0.00027617040553436,0.0125847197305555,5.20968451891469e-06,1.94564275139004,2.28110493715263,0.951,0.00682634602111555,1,1000,1000
21,60,"gformula",0.7,"early","prognostic","legacy",-0.0792675,-0.1412585,-0.000491481471901381,0.000397534471421952,0.00620028980226929,0.0125711437812448,0.000281239975658287,0.0124162181233856,5.34979185429242e-06,-1.23239110581445,2.21002572607854,0.95,0.00689202437604511,1,1000,1000
22,60,"gformula",0.2,"late","prognostic","legacy",-0.1359285,-0.14069,0.000125447252260158,0.000389578919814026,-0.00092289146323367,0.0123195671500042,0.000275611736344704,0.0127261533267114,5.04176289793171e-06,3.30032842677421,2.31138369567906,0.959,0.00627048642451286,1,1000,1000
23,60,"gformula",0.45,"late","prognostic","legacy",-0.127227,-0.140572,-0.000762871972299628,0.000392145944285348,0.00599614839852884,0.0124007435913919,0.000277427805017306,0.0126962576298093,5.17310824184366e-06,2.38303482560938,2.29087964185288,0.958,0.00634318531969546,1,1000,1000
