"scenario","view","restricted_method","n_paired","mean_estimated_movement","movement_mcse","delta_target","restricted_bias","broad_bias","decomposition_rhs","identity_error"
11,"reduced","oracle",2000,-0.00137679978622755,0.000234366630305877,-0.00129041678782159,-0.000557576212293208,-0.000471193213887243,-0.00137679978622755,8.67361737988404e-19
12,"reduced","oracle",2000,0.000882690110262693,0.000236764775730342,0.00077426444009425,0.000125924485003065,1.74988148346211e-05,0.000882690110262693,-7.58941520739853e-19
13,"reduced","oracle",2000,-0.00466393415698377,0.000242907097561835,-0.00449820571466338,-0.000376938558805634,-0.000211210116485241,-0.00466393415698377,-5.20417042793042e-18
14,"reduced","oracle",2000,-0.00408927910026376,0.000237100909006244,-0.00416282976317864,0.000206529081736864,0.000132978418821983,-0.00408927910026376,-2.60208521396521e-18
15,"reduced","oracle",2000,0.00398810901585102,0.000240809469658387,0.00381736071349604,-3.70955506545124e-05,-0.000207843853009496,0.00398810901585102,0
16,"reduced","oracle",2000,-0.00755187027954166,0.000242483101915943,-0.00782437574771026,0.000669883323053559,0.000397377854884959,-0.00755187027954166,8.67361737988404e-19
17,"reduced","oracle",2000,-0.00607065438921285,0.000229887586508066,-0.00629112690204368,-0.000217407411853304,-0.000437879924684137,-0.00607065438921285,-3.46944695195361e-18
18,"reduced","oracle",2000,0.0066428255718041,0.000251114008814805,0.00635542701460849,3.66223331224949e-05,-0.000250776224073122,0.0066428255718041,-8.67361737988404e-19
1,"reduced","policy",2000,-0.00202321462074406,0.000385976710679954,-0.00274001413664764,0.000616306024509135,-0.000100493491394439,-0.00202321462074406,1.30104260698261e-18
2,"reduced","policy",2000,-0.0037173996435869,0.000388876400084372,-0.00272790322402833,-0.000833407759602722,0.000156088659955839,-0.0037173996435869,-2.16840434497101e-18
3,"reduced","policy",2000,0.002250232259098,0.000380415458735937,0.00182084775198168,0.000836140352330456,0.000406755845214136,0.002250232259098,0
4,"reduced","policy",2000,-0.0114934932767098,0.000408946612828348,-0.0103088651293287,-0.00141581705984774,-0.000231188912466589,-0.0114934932767098,5.20417042793042e-18
5,"reduced","policy",2000,-0.0217115919164649,0.000435662915271746,-0.00954647956044537,-0.0122655250614187,-0.000100412705399185,-0.0217115919164649,-3.46944695195361e-18
6,"reduced","policy",2000,0.016516241200617,0.000358129866776142,0.00821732133236905,0.00805105927428471,-0.000247860593963208,0.016516241200617,0
7,"reduced","policy",2000,-0.0192403426360132,0.00043782801799711,-0.0193991237983684,-3.59820614862366e-05,-0.000194763223841474,-0.0192403426360132,3.46944695195361e-18
8,"reduced","policy",2000,-0.0511363469505069,0.000499064055023701,-0.0152924178594539,-0.035808264196509,3.56648945439367e-05,-0.0511363469505069,6.93889390390723e-18
9,"reduced","policy",2000,0.0302739092505521,0.000339417594388915,0.0134049483222748,0.017280347038651,0.000411386110373772,0.0302739092505521,-3.46944695195361e-18
10,"reduced","policy",2000,-0.00152191742353519,0.000149587180304143,-0.00129676670330527,-0.000460039681624461,-0.000234888961394529,-0.0015219174235352,3.03576608295941e-18
11,"reduced","policy",2000,-0.00188704541620526,0.000149231649650804,-0.00129041678782159,-0.00106782184227091,-0.000471193213887243,-0.00188704541620525,-3.68628738645072e-18
12,"reduced","policy",2000,0.00131666159549952,0.000161409890410626,0.00077426444009425,0.000559895970239893,1.74988148346211e-05,0.00131666159549952,-6.50521303491303e-19
13,"reduced","policy",2000,-0.00463742777372889,0.000146323305513195,-0.00449820571466338,-0.000350432175550759,-0.000211210116485241,-0.00463742777372889,-8.67361737988404e-19
14,"reduced","policy",2000,-0.010772980743649,0.000150200245698128,-0.00416282976317864,-0.00647717256164834,0.000132978418821983,-0.010772980743649,-1.73472347597681e-18
15,"reduced","policy",2000,0.00996318674295015,0.000173235287324281,0.00381736071349604,0.00593798217644462,-0.000207843853009496,0.00996318674295016,-3.46944695195361e-18
16,"reduced","policy",2000,-0.00759468120401312,0.000135471704012663,-0.00782437574771026,0.000627072398582097,0.000397377854884959,-0.00759468120401312,-4.33680868994202e-18
17,"reduced","policy",2000,-0.0238514114269032,0.000154452363779749,-0.00629112690204368,-0.0179981644495436,-0.000437879924684137,-0.0238514114269032,-1.04083408558608e-17
18,"reduced","policy",2000,0.0218503637561896,0.000190123806810266,0.00635542701460849,0.015244160517508,-0.000250776224073122,0.0218503637561896,0
1,"reduced","pooled_all",2000,-0.00243259056957315,0.000317481529836126,-0.00274001413664764,0.000206930075680047,-0.000100493491394439,-0.00243259056957315,0
2,"reduced","pooled_all",2000,-0.00342259273994322,0.000335085215501326,-0.00272790322402833,-0.000538600855959054,0.000156088659955839,-0.00342259273994323,2.16840434497101e-18
3,"reduced","pooled_all",2000,0.00208023613643501,0.000324373854771888,0.00182084775198168,0.000666144229667466,0.000406755845214136,0.00208023613643501,-8.67361737988404e-19
4,"reduced","pooled_all",2000,-0.0110936268900815,0.000343973730325536,-0.0103088651293287,-0.00101595067321938,-0.000231188912466589,-0.0110936268900815,0
5,"reduced","pooled_all",2000,-0.0217678228661798,0.00035709277098505,-0.00954647956044537,-0.0123217560111336,-0.000100412705399185,-0.0217678228661798,-6.93889390390723e-18
6,"reduced","pooled_all",2000,0.0165260501074805,0.000302169780427356,0.00821732133236905,0.00806086818114824,-0.000247860593963208,0.0165260501074805,0
7,"reduced","pooled_all",2000,-0.0194193025609212,0.000357795347362553,-0.0193991237983684,-0.000214941986394296,-0.000194763223841474,-0.0194193025609212,3.46944695195361e-18
8,"reduced","pooled_all",2000,-0.0510116127964269,0.000393446999458013,-0.0152924178594539,-0.035683530042429,3.56648945439367e-05,-0.0510116127964269,-6.93889390390723e-18
9,"reduced","pooled_all",2000,0.0305862506444518,0.000296749262776851,0.0134049483222748,0.0175926884325507,0.000411386110373772,0.0305862506444518,0
10,"reduced","pooled_all",2000,-0.0015950155742699,0.000202785051475979,-0.00129676670330527,-0.000533137832359164,-0.000234888961394529,-0.0015950155742699,4.33680868994202e-19
11,"reduced","pooled_all",2000,-0.00144509135184974,0.000204650416665002,-0.00129041678782159,-0.000625867777915401,-0.000471193213887243,-0.00144509135184975,1.30104260698261e-18
12,"reduced","pooled_all",2000,0.000961560996417081,0.000207470762156308,0.00077426444009425,0.000204795371157453,1.74988148346211e-05,0.000961560996417081,2.16840434497101e-19
13,"reduced","pooled_all",2000,-0.00436495788386373,0.000195440945058754,-0.00449820571466338,-7.79622856855941e-05,-0.000211210116485241,-0.00436495788386373,-3.46944695195361e-18
14,"reduced","pooled_all",2000,-0.0108322644097106,0.000200643426671144,-0.00416282976317864,-0.00653645622770995,0.000132978418821983,-0.0108322644097106,3.46944695195361e-18
15,"reduced","pooled_all",2000,0.00997368652817828,0.000214238866568192,0.00381736071349604,0.00594848196167275,-0.000207843853009496,0.00997368652817828,-1.73472347597681e-18
16,"reduced","pooled_all",2000,-0.00781709601447572,0.000201351196942592,-0.00782437574771026,0.000404657588119493,0.000397377854884959,-0.00781709601447572,1.73472347597681e-18
17,"reduced","pooled_all",2000,-0.0236753949856824,0.000202192309087687,-0.00629112690204368,-0.0178221480083229,-0.000437879924684137,-0.0236753949856824,0
18,"reduced","pooled_all",2000,0.0218273781146122,0.000217279807410487,0.00635542701460849,0.0152211748759305,-0.000250776224073122,0.0218273781146122,0
