"scenario","topology","strength","retention","view","method","available","truth","bias","bias_mcse","abs_bias","mse","mse_mcse","empse","empse_mcse","modse","modse_mcse","relerror_modse","relerror_modse_mcse","coverage","coverage_mcse","bias_eliminated_coverage","bias_eliminated_coverage_mcse","rejection","rejection_mcse","convergence","failure_rate","n_used","n_attempted","mean_min_ps","mean_max_weight","mean_ess","mean_selected_n","mean_treatment_prevalence","mean_outcome_risk","mean_cor_pd_selected","warning_rate","unresolved_rate"
2,"concordant-collider",0.1,0.3,"reduced","minimal",TRUE,-0.0362907363773384,-0.000833407759602722,0.000475519440688238,0.000833407759602722,0.000452705926700203,1.4378580966041e-05,0.0212658758800316,0.000336327113387885,0.021930251032492,1.53928514095803e-05,3.1241372620076,1.63254898545569,0.9535,0.00470838348055891,0.9545,0.00465992220965114,0.3945,0.010928626400422,1,0,2000,2000,0.167445963140803,5.21498226719731,1124.61904984273,1200.058,0.554360132886893,0.175028801155877,-0.00613220700470714,0,0
2,"concordant-collider",0.1,0.3,"reduced","role_based",FALSE,-0.0362907363773384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2000,NA,NA,NA,1200.058,0.554360132886893,0.175028801155877,-0.00613220700470714,0,0
2,"concordant-collider",0.1,0.3,"reduced","all_measured",TRUE,-0.0362907363773384,-0.0008378247778036,0.000477916561408689,0.0008378247778036,0.000457282025456043,1.44177323655776e-05,0.0213730783776556,0.000338022557618692,0.0219323392211318,1.5790647128887e-05,2.61666023767926,1.62459843491189,0.954,0.00468422885862764,0.9545,0.00465992220965114,0.388,0.0108962378828658,1,0,2000,2000,0.148964923699894,5.68569009296878,1114.8531076908,1200.058,0.554360132886893,0.175028801155877,-0.00613220700470714,0,0
2,"concordant-collider",0.1,0.3,"reduced","oracle",TRUE,-0.0362907363773384,-0.000711045844858135,0.000525004467220929,0.000711045844858135,0.000551489337706752,1.80358356305698e-05,0.0234789135439412,0.000371327062297597,0.0231755420408584,7.80367467546461e-05,-1.29210196423699,1.5960890580834,0.946,0.00505390937789747,0.946,0.00505390937789747,0.3635,0.0107556438672913,1,0,2000,2000,0.0140018218586139,20.5277551066092,846.178746476095,1200.058,0.554360132886893,0.175028801155877,-0.00613220700470714,0,0
2,"concordant-collider",0.1,0.3,"reduced","broad",TRUE,-0.0335628331533101,0.000156088659955839,0.000245186114336827,0.000156088659955839,0.000120196708766286,3.88680276459663e-06,0.0109650563759236,0.000173416123551848,0.010919977140518,4.54280620892383e-06,-0.411117224208801,1.57557709707608,0.9505,0.0048502448391808,0.951,0.00482695556225661,0.865,0.00764117137617002,1,0,2000,2000,0.154994645769647,5.55028255707366,3779.69529777619,1200.058,0.554360132886893,0.175028801155877,-0.00613220700470714,0,0
2,"concordant-collider",0.1,0.3,"reduced","policy",TRUE,-0.0362907363773384,-0.000833407759602722,0.000475519440688238,0.000833407759602722,0.000452705926700203,1.4378580966041e-05,0.0212658758800316,0.000336327113387885,0.021930251032492,1.53928514095803e-05,3.1241372620076,1.63254898545569,0.9535,0.00470838348055891,0.9545,0.00465992220965114,0.3945,0.010928626400422,1,0,2000,2000,0.167445963140803,5.21498226719731,1124.61904984273,1200.058,0.554360132886893,0.175028801155877,-0.00613220700470714,0,0
2,"concordant-collider",0.1,0.3,"reduced","pooled_all",TRUE,-0.0362907363773384,-0.000538600855959054,0.00034795761631145,0.000538600855959054,0.000242318021877583,7.48389441941774e-06,0.0155611376672238,0.000246104723933012,0.0155049171606979,7.79484983561582e-06,-0.361287893778695,1.57661632245803,0.957,0.00453602248671675,0.9565,0.00456112650559048,0.6485,0.0106758547667154,1,0,2000,2000,0.146304395486895,5.7982530067611,2243.21392439732,1200.058,0.554360132886893,0.175028801155877,-0.00613220700470714,0,0
3,"discordant-collider",0.1,0.3,"full","minimal",TRUE,-0.0317419854013284,0.000836140352330459,0.000454089035423697,0.000836140352330459,0.00041288663802075,1.3114535672989e-05,0.0203074790208939,0.00032116973868429,0.0205026647029774,1.55184685033232e-05,0.961151711065034,1.59856277800291,0.958,0.00448530935387962,0.958,0.00448530935387962,0.328,0.0104979998094875,1,0,2000,2000,0.167856310190048,5.20566719029135,1125.59548963563,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0.7545,0
3,"discordant-collider",0.1,0.3,"full","role_based",TRUE,-0.0317419854013284,-0.000312578363137507,0.000487158969843375,0.000312578363137507,0.00047450810516892,1.55651507280152e-05,0.0217864114483711,0.000344559561752721,0.0218203451399584,0.000137310877063792,0.155756222944903,1.70478008663198,0.9515,0.00480352734977121,0.951,0.00482695556225661,0.3235,0.0104605867426259,1,0,2000,2000,0.0140856988969969,21.1948278479212,842.68215200175,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0.7545,0
3,"discordant-collider",0.1,0.3,"full","all_measured",TRUE,-0.0317419854013284,-0.000360064557311704,0.000489342343262634,0.000360064557311704,0.000478802048376054,1.54028486184053e-05,0.0218840548760857,0.000346103826017678,0.0217327462965754,0.000129242990550892,-0.691410163093931,1.67796539985251,0.95,0.00487339717240448,0.95,0.00487339717240448,0.328,0.0104979998094875,1,0,2000,2000,0.0123380060702783,22.2103114143983,827.094996064368,1200.9045,0.554206244411947,0.148759048255345,0.00764928268140202,0.7545,0
