"estimand","coverage","deficit","mcse","lower","upper","cells"
"D_all",0.948513888888889,0.00148611111111108,0.000695754966177761,-7.33559678244441e-05,0.0030455781900466,36
"D_nonboundary",0.94771875,0.00228125000000001,0.000854879060793664,0.00036512174136474,0.00419737825863528,24
"D_boundary",0.950104166666667,-0.000104166666666794,0.00119724764452277,-0.00278768080271874,0.00257934746938515,12
