"candidate_1","candidate_2","correlation","scenario"
"c55-h24","c45-h60",0.494923935324254,11
"c55-h48","c45-h60",0.72635624926425,11
"c50-h24","c45-h60",0.565302445688621,11
"c50-h48","c45-h60",0.834149536338156,11
"c45-h24","c45-h60",0.623356472943365,11
"c45-h36","c45-h60",0.772301759689044,11
"c45-h48","c45-h60",0.89102113276302,11
"c60-h36","c45-h60",0.541296955218763,11
"c60-h48","c45-h60",0.617387756073904,11
"c55-h36","c60-h60",0.629002731488492,11
"c60-h24","c60-h60",0.61303011139856,11
"c55-h60","c60-h60",0.821933714536016,11
"c50-h36","c60-h60",0.572200291861656,11
"c50-h60","c60-h60",0.731394137095314,11
"c45-h60","c60-h60",0.692712952679203,11
"c60-h60","c60-h60",1,11
"c55-h24","c60-h60",0.504911062865705,11
"c55-h48","c60-h60",0.723770730207874,11
"c50-h24","c60-h60",0.463831241013445,11
"c50-h48","c60-h60",0.653185897508275,11
"c45-h24","c60-h60",0.453167742076043,11
"c45-h36","c60-h60",0.541373224806409,11
"c45-h48","c60-h60",0.61773581953516,11
"c60-h36","c60-h60",0.762851798546731,11
"c60-h48","c60-h60",0.886533241945772,11
"c55-h36","c55-h24",0.802649784648968,11
"c60-h24","c55-h24",0.847436009554756,11
"c55-h60","c55-h24",0.608087415326745,11
"c50-h36","c55-h24",0.722661996320112,11
"c50-h60","c55-h24",0.539619806305003,11
"c45-h60","c55-h24",0.494923935324254,11
"c60-h60","c55-h24",0.504911062865705,11
"c55-h24","c55-h24",1,11
"c55-h48","c55-h24",0.690549163847305,11
"c50-h24","c55-h24",0.904477235682689,11
"c50-h48","c55-h24",0.615208553401077,11
"c45-h24","c55-h24",0.852995854213901,11
"c45-h36","c55-h24",0.671777388754123,11
"c45-h48","c55-h24",0.570349693297687,11
"c60-h36","c55-h24",0.674672472210489,11
"c60-h48","c55-h24",0.578688298350625,11
"c55-h36","c55-h48",0.862432791985097,11
"c60-h24","c55-h48",0.581318686614503,11
"c55-h60","c55-h48",0.88683680689464,11
"c50-h36","c55-h48",0.769459890567787,11
"c50-h60","c55-h48",0.77805491441355,11
"c45-h60","c55-h48",0.72635624926425,11
"c60-h60","c55-h48",0.723770730207874,11
"c55-h24","c55-h48",0.690549163847305,11
"c55-h48","c55-h48",1,11
"c50-h24","c55-h48",0.615899339615779,11
"c50-h48","c55-h48",0.88830038630044,11
"c45-h24","c55-h48",0.595482357242765,11
"c45-h36","c55-h48",0.724434583096023,11
"c45-h48","c55-h48",0.831596215915306,11
"c60-h36","c55-h48",0.722684862597693,11
"c60-h48","c55-h48",0.831446230068393,11
"c55-h36","c50-h24",0.716594252792559,11
"c60-h24","c50-h24",0.773325587607798,11
"c55-h60","c50-h24",0.549652601799998,11
"c50-h36","c50-h24",0.799096995056766,11
"c50-h60","c50-h24",0.613519987418304,11
"c45-h60","c50-h24",0.565302445688621,11
"c60-h60","c50-h24",0.463831241013445,11
"c55-h24","c50-h24",0.904477235682689,11
"c55-h48","c50-h24",0.615899339615779,11
"c50-h24","c50-h24",1,11
"c50-h48","c50-h24",0.686786885628288,11
"c45-h24","c50-h24",0.942194883584467,11
"c45-h36","c50-h24",0.740952594608207,11
"c45-h48","c50-h24",0.636734608053699,11
"c60-h36","c50-h24",0.609880433732178,11
"c60-h48","c50-h24",0.523426073503555,11
"c55-h36","c50-h48",0.77240759942073,11
"c60-h24","c50-h48",0.52536984893733,11
"c55-h60","c50-h48",0.795799355345591,11
"c50-h36","c50-h48",0.865238023741513,11
"c50-h60","c50-h48",0.889924262902302,11
"c45-h60","c50-h48",0.834149536338156,11
"c60-h60","c50-h48",0.653185897508275,11
"c55-h24","c50-h48",0.615208553401077,11
"c55-h48","c50-h48",0.88830038630044,11
"c50-h24","c50-h48",0.686786885628288,11
"c50-h48","c50-h48",1,11
"c45-h24","c50-h48",0.663319402531818,11
"c45-h36","c50-h48",0.816951352859755,11
"c45-h48","c50-h48",0.938599743961121,11
"c60-h36","c50-h48",0.653619486054208,11
"c60-h48","c50-h48",0.741389046282529,11
"c55-h36","c45-h24",0.686686949398059,11
"c60-h24","c45-h24",0.732642592585308,11
"c55-h60","c45-h24",0.534509401049549,11
"c50-h36","c45-h24",0.765019975624786,11
"c50-h60","c45-h24",0.595483169464072,11
"c45-h60","c45-h24",0.623356472943365,11
"c60-h60","c45-h24",0.453167742076043,11
"c55-h24","c45-h24",0.852995854213901,11
"c55-h48","c45-h24",0.595482357242765,11
"c50-h24","c45-h24",0.942194883584467,11
"c50-h48","c45-h24",0.663319402531818,11
"c45-h24","c45-h24",1,11
"c45-h36","c45-h24",0.802521299795704,11
"c45-h48","c45-h24",0.697761709097173,11
"c60-h36","c45-h24",0.58557362367174,11
"c60-h48","c45-h24",0.508824473931617,11
"c55-h36","c45-h36",0.844397805993318,11
"c60-h24","c45-h36",0.583291733516836,11
"c55-h60","c45-h36",0.647658388529326,11
"c50-h36","c45-h36",0.940847985286149,11
"c50-h60","c45-h36",0.726784235332938,11
"c45-h60","c45-h36",0.772301759689044,11
"c60-h60","c45-h36",0.541373224806409,11
"c55-h24","c45-h36",0.671777388754123,11
"c55-h48","c45-h36",0.724434583096023,11
"c50-h24","c45-h36",0.740952594608207,11
"c50-h48","c45-h36",0.816951352859755,11
"c45-h24","c45-h36",0.802521299795704,11
"c45-h36","c45-h36",1,11
"c45-h48","c45-h36",0.867800254492855,11
"c60-h36","c45-h36",0.722563438040349,11
"c60-h48","c45-h36",0.612729095933092,11
"c55-h36","c45-h48",0.723643804586212,11
"c60-h24","c45-h48",0.488279580456425,11
"c55-h60","c45-h48",0.747773102752588,11
"c50-h36","c45-h48",0.810921134637532,11
"c50-h60","c45-h48",0.836695669572166,11
"c45-h60","c45-h48",0.89102113276302,11
"c60-h60","c45-h48",0.61773581953516,11
"c55-h24","c45-h48",0.570349693297687,11
"c55-h48","c45-h48",0.831596215915306,11
"c50-h24","c45-h48",0.636734608053699,11
"c50-h48","c45-h48",0.938599743961121,11
"c45-h24","c45-h48",0.697761709097173,11
"c45-h36","c45-h48",0.867800254492855,11
"c45-h48","c45-h48",1,11
"c60-h36","c45-h48",0.61432544337345,11
"c60-h48","c45-h48",0.698730538470226,11
"c55-h36","c60-h36",0.843782953263274,11
"c60-h24","c60-h36",0.801781769116747,11
"c55-h60","c60-h36",0.642863701910063,11
"c50-h36","c60-h36",0.767020326911471,11
"c50-h60","c60-h36",0.57490487646353,11
"c45-h60","c60-h36",0.541296955218763,11
"c60-h60","c60-h36",0.762851798546731,11
"c55-h24","c60-h36",0.674672472210489,11
"c55-h48","c60-h36",0.722684862597693,11
"c50-h24","c60-h36",0.609880433732178,11
"c50-h48","c60-h36",0.653619486054208,11
"c45-h24","c60-h36",0.58557362367174,11
"c45-h36","c60-h36",0.722563438040349,11
"c45-h48","c60-h36",0.61432544337345,11
"c60-h36","c60-h36",1,11
"c60-h48","c60-h36",0.857662801111908,11
"c55-h36","c60-h48",0.717818628874711,11
"c60-h24","c60-h48",0.691294258691898,11
"c55-h60","c60-h48",0.7403485712913,11
"c50-h36","c60-h48",0.646990642350259,11
"c50-h60","c60-h48",0.651541514845372,11
"c45-h60","c60-h48",0.617387756073904,11
"c60-h60","c60-h48",0.886533241945772,11
"c55-h24","c60-h48",0.578688298350625,11
"c55-h48","c60-h48",0.831446230068393,11
"c50-h24","c60-h48",0.523426073503555,11
"c50-h48","c60-h48",0.741389046282529,11
"c45-h24","c60-h48",0.508824473931617,11
"c45-h36","c60-h48",0.612729095933092,11
"c45-h48","c60-h48",0.698730538470226,11
"c60-h36","c60-h48",0.857662801111908,11
"c60-h48","c60-h48",1,11
"c55-h36","c55-h36",1,12
"c55-h60","c55-h36",0.787129299975007,12
"c50-h60","c55-h36",0.703283485413234,12
"c50-h36","c55-h36",0.909798707521381,12
"c60-h24","c55-h36",0.684006675208854,12
"c60-h36","c55-h36",0.840484772954547,12
"c60-h48","c55-h36",0.732039752860625,12
"c60-h60","c55-h36",0.661233054074967,12
"c55-h24","c55-h36",0.816352900425353,12
"c55-h48","c55-h36",0.872642819114902,12
"c50-h24","c55-h36",0.739224540542486,12
"c50-h48","c55-h36",0.791395538322643,12
"c45-h24","c55-h36",0.702946763282169,12
"c45-h36","c55-h36",0.858563526768776,12
"c45-h48","c55-h36",0.742283363803193,12
"c45-h60","c55-h36",0.662198030370469,12
"c55-h36","c55-h60",0.787129299975007,12
"c55-h60","c55-h60",1,12
"c50-h60","c55-h60",0.899154329363202,12
"c50-h36","c55-h60",0.71930586678312,12
"c60-h24","c55-h60",0.554982615477512,12
"c60-h36","c55-h60",0.66635743653162,12
"c60-h48","c55-h60",0.757976662150736,12
"c60-h60","c55-h60",0.842356416145139,12
"c55-h24","c55-h60",0.655163285656801,12
"c55-h48","c55-h60",0.902133194484453,12
"c50-h24","c55-h60",0.596479979914602,12
"c50-h48","c55-h60",0.821151283539798,12
"c45-h24","c55-h60",0.568951621011563,12
"c45-h36","c55-h60",0.683404918539008,12
"c45-h48","c55-h60",0.773766068608171,12
"c45-h60","c55-h60",0.845501136135749,12
"c55-h36","c50-h60",0.703283485413234,12
"c55-h60","c50-h60",0.899154329363202,12
"c50-h60","c50-h60",1,12
"c50-h36","c50-h60",0.78157514440447,12
"c60-h24","c50-h60",0.491096337196995,12
"c60-h36","c50-h60",0.588099249590611,12
"c60-h48","c50-h60",0.672646898874175,12
"c60-h60","c50-h60",0.756945268830189,12
"c55-h24","c50-h60",0.594203067702132,12
"c55-h48","c50-h60",0.80535470841676,12
"c50-h24","c50-h60",0.651926789104035,12
"c50-h48","c50-h60",0.89916213144136,12
"c45-h24","c50-h60",0.621890664245094,12
"c45-h36","c50-h60",0.742625951015393,12
"c45-h48","c50-h60",0.847297872476167,12
"c45-h60","c50-h60",0.944335308747943,12
"c55-h36","c50-h36",0.909798707521381,12
"c55-h60","c50-h36",0.71930586678312,12
"c50-h60","c50-h36",0.78157514440447,12
"c50-h36","c50-h36",1,12
"c60-h24","c50-h36",0.612526445632627,12
"c60-h36","c50-h36",0.757997734495337,12
"c60-h48","c50-h36",0.664030592207652,12
"c60-h60","c50-h36",0.604905027609192,12
"c55-h24","c50-h36",0.742541649056012,12
"c55-h48","c50-h36",0.795670429968426,12
"c50-h24","c50-h36",0.809294482746302,12
"c50-h48","c50-h36",0.872520937907163,12
"c45-h24","c50-h36",0.77279183283151,12
"c45-h36","c50-h36",0.946937879874462,12
"c45-h48","c50-h36",0.822321127242897,12
"c45-h60","c50-h36",0.74138589039767,12
"c55-h36","c60-h24",0.684006675208854,12
"c55-h60","c60-h24",0.554982615477512,12
"c50-h60","c60-h24",0.491096337196995,12
"c50-h36","c60-h24",0.612526445632627,12
"c60-h24","c60-h24",1,12
"c60-h36","c60-h24",0.817432281574279,12
"c60-h48","c60-h24",0.721477095605822,12
"c60-h60","c60-h24",0.655069282166886,12
"c55-h24","c60-h24",0.849352725053388,12
"c55-h48","c60-h24",0.603478508409047,12
"c50-h24","c60-h24",0.763288353488472,12
"c50-h48","c60-h24",0.540070174902688,12
"c45-h24","c60-h24",0.728594637925348,12
"c45-h36","c60-h24",0.581630924386594,12
"c45-h48","c60-h24",0.507989686548211,12
"c45-h60","c60-h24",0.464033546314066,12
"c55-h36","c60-h36",0.840484772954547,12
"c55-h60","c60-h36",0.66635743653162,12
"c50-h60","c60-h36",0.588099249590611,12
"c50-h36","c60-h36",0.757997734495337,12
"c60-h24","c60-h36",0.817432281574279,12
"c60-h36","c60-h36",1,12
"c60-h48","c60-h36",0.870454659964455,12
"c60-h60","c60-h36",0.787183974739116,12
"c55-h24","c60-h36",0.697469270874303,12
"c55-h48","c60-h36",0.734142638803368,12
"c50-h24","c60-h36",0.625918483308843,12
"c50-h48","c60-h36",0.660765333272786,12
"c45-h24","c60-h36",0.598026972926305,12
"c45-h36","c60-h36",0.716578372699602,12
"c45-h48","c60-h36",0.618612962457154,12
"c45-h60","c60-h36",0.551379121446439,12
"c55-h36","c60-h48",0.732039752860625,12
"c55-h60","c60-h48",0.757976662150736,12
"c50-h60","c60-h48",0.672646898874175,12
"c50-h36","c60-h48",0.664030592207652,12
"c60-h24","c60-h48",0.721477095605822,12
"c60-h36","c60-h48",0.870454659964455,12
"c60-h48","c60-h48",1,12
"c60-h60","c60-h48",0.895604890043699,12
"c55-h24","c60-h48",0.61980153229854,12
"c55-h48","c60-h48",0.842287105572489,12
"c50-h24","c60-h48",0.560539828343267,12
"c50-h48","c60-h48",0.760181568012432,12
"c45-h24","c60-h48",0.543401132391348,12
"c45-h36","c60-h48",0.633917670576127,12
"c45-h48","c60-h48",0.719328806135553,12
"c45-h60","c60-h48",0.637655496107875,12
"c55-h36","c60-h60",0.661233054074967,12
"c55-h60","c60-h60",0.842356416145139,12
"c50-h60","c60-h60",0.756945268830189,12
"c50-h36","c60-h60",0.604905027609192,12
"c60-h24","c60-h60",0.655069282166886,12
"c60-h36","c60-h60",0.787183974739116,12
"c60-h48","c60-h60",0.895604890043699,12
"c60-h60","c60-h60",1,12
"c55-h24","c60-h60",0.558013952159207,12
"c55-h48","c60-h60",0.757289271010936,12
"c50-h24","c60-h60",0.509062290395466,12
"c50-h48","c60-h60",0.69246251480269,12
"c45-h24","c60-h60",0.491088378088518,12
"c45-h36","c60-h60",0.578280339385293,12
"c45-h48","c60-h60",0.653552898467636,12
"c45-h60","c60-h60",0.712119244204234,12
"c55-h36","c55-h24",0.816352900425353,12
"c55-h60","c55-h24",0.655163285656801,12
"c50-h60","c55-h24",0.594203067702132,12
"c50-h36","c55-h24",0.742541649056012,12
"c60-h24","c55-h24",0.849352725053388,12
"c60-h36","c55-h24",0.697469270874303,12
"c60-h48","c55-h24",0.61980153229854,12
"c60-h60","c55-h24",0.558013952159207,12
"c55-h24","c55-h24",1,12
"c55-h48","c55-h24",0.721889267467492,12
"c50-h24","c55-h24",0.91037835410312,12
"c50-h48","c55-h24",0.655637470553268,12
"c45-h24","c55-h24",0.862301220282951,12
"c45-h36","c55-h24",0.698190605049708,12
"c45-h48","c55-h24",0.612925518632577,12
"c45-h60","c55-h24",0.559719153690096,12
"c55-h36","c55-h48",0.872642819114902,12
"c55-h60","c55-h48",0.902133194484453,12
"c50-h60","c55-h48",0.80535470841676,12
"c50-h36","c55-h48",0.795670429968426,12
"c60-h24","c55-h48",0.603478508409047,12
"c60-h36","c55-h48",0.734142638803368,12
"c60-h48","c55-h48",0.842287105572489,12
"c60-h60","c55-h48",0.757289271010936,12
"c55-h24","c55-h48",0.721889267467492,12
"c55-h48","c55-h48",1,12
"c50-h24","c55-h48",0.655653821285269,12
"c50-h48","c55-h48",0.904964618463527,12
"c45-h24","c55-h48",0.6301313418363,12
"c45-h36","c55-h48",0.756310843751116,12
"c45-h48","c55-h48",0.854707094272466,12
"c45-h60","c55-h48",0.761741056416672,12
"c55-h36","c50-h24",0.739224540542486,12
"c55-h60","c50-h24",0.596479979914602,12
"c50-h60","c50-h24",0.651926789104035,12
"c50-h36","c50-h24",0.809294482746302,12
"c60-h24","c50-h24",0.763288353488472,12
"c60-h36","c50-h24",0.625918483308843,12
"c60-h48","c50-h24",0.560539828343267,12
"c60-h60","c50-h24",0.509062290395466,12
"c55-h24","c50-h24",0.91037835410312,12
"c55-h48","c50-h24",0.655653821285269,12
"c50-h24","c50-h24",1,12
"c50-h48","c50-h24",0.716238750355938,12
"c45-h24","c50-h24",0.949391918760846,12
"c45-h36","c50-h24",0.765860063919525,12
"c45-h48","c50-h24",0.674708986945474,12
"c45-h60","c50-h24",0.620787346934955,12
"c55-h36","c50-h48",0.791395538322643,12
"c55-h60","c50-h48",0.821151283539798,12
"c50-h60","c50-h48",0.89916213144136,12
"c50-h36","c50-h48",0.872520937907163,12
"c60-h24","c50-h48",0.540070174902688,12
"c60-h36","c50-h48",0.660765333272786,12
"c60-h48","c50-h48",0.760181568012432,12
"c60-h60","c50-h48",0.69246251480269,12
"c55-h24","c50-h48",0.655637470553268,12
"c55-h48","c50-h48",0.904964618463527,12
"c50-h24","c50-h48",0.716238750355938,12
"c50-h48","c50-h48",1,12
"c45-h24","c50-h48",0.689268085543393,12
"c45-h36","c50-h48",0.831539549657852,12
"c45-h48","c50-h48",0.944980762256444,12
"c45-h60","c50-h48",0.853095719467756,12
"c55-h36","c45-h24",0.702946763282169,12
"c55-h60","c45-h24",0.568951621011563,12
"c50-h60","c45-h24",0.621890664245094,12
"c50-h36","c45-h24",0.77279183283151,12
"c60-h24","c45-h24",0.728594637925348,12
"c60-h36","c45-h24",0.598026972926305,12
"c60-h48","c45-h24",0.543401132391348,12
"c60-h60","c45-h24",0.491088378088518,12
"c55-h24","c45-h24",0.862301220282951,12
"c55-h48","c45-h24",0.6301313418363,12
"c50-h24","c45-h24",0.949391918760846,12
"c50-h48","c45-h24",0.689268085543393,12
"c45-h24","c45-h24",1,12
"c45-h36","c45-h24",0.813798804643906,12
"c45-h48","c45-h24",0.722664699848764,12
"c45-h60","c45-h24",0.658584287495267,12
"c55-h36","c45-h36",0.858563526768776,12
"c55-h60","c45-h36",0.683404918539008,12
"c50-h60","c45-h36",0.742625951015393,12
"c50-h36","c45-h36",0.946937879874462,12
"c60-h24","c45-h36",0.581630924386594,12
"c60-h36","c45-h36",0.716578372699602,12
"c60-h48","c45-h36",0.633917670576127,12
"c60-h60","c45-h36",0.578280339385293,12
"c55-h24","c45-h36",0.698190605049708,12
"c55-h48","c45-h36",0.756310843751116,12
"c50-h24","c45-h36",0.765860063919525,12
"c50-h48","c45-h36",0.831539549657852,12
"c45-h24","c45-h36",0.813798804643906,12
"c45-h36","c45-h36",1,12
"c45-h48","c45-h36",0.874744525766484,12
"c45-h60","c45-h36",0.787036145647468,12
"c55-h36","c45-h48",0.742283363803193,12
"c55-h60","c45-h48",0.773766068608171,12
"c50-h60","c45-h48",0.847297872476167,12
"c50-h36","c45-h48",0.822321127242897,12
"c60-h24","c45-h48",0.507989686548211,12
"c60-h36","c45-h48",0.618612962457154,12
"c60-h48","c45-h48",0.719328806135553,12
"c60-h60","c45-h48",0.653552898467636,12
"c55-h24","c45-h48",0.612925518632577,12
"c55-h48","c45-h48",0.854707094272466,12
"c50-h24","c45-h48",0.674708986945474,12
"c50-h48","c45-h48",0.944980762256444,12
"c45-h24","c45-h48",0.722664699848764,12
"c45-h36","c45-h48",0.874744525766484,12
"c45-h48","c45-h48",1,12
"c45-h60","c45-h48",0.900532829141623,12
"c55-h36","c45-h60",0.662198030370469,12
"c55-h60","c45-h60",0.845501136135749,12
"c50-h60","c45-h60",0.944335308747943,12
"c50-h36","c45-h60",0.74138589039767,12
"c60-h24","c45-h60",0.464033546314066,12
"c60-h36","c45-h60",0.551379121446439,12
"c60-h48","c45-h60",0.637655496107875,12
"c60-h60","c45-h60",0.712119244204234,12
"c55-h24","c45-h60",0.559719153690096,12
"c55-h48","c45-h60",0.761741056416672,12
"c50-h24","c45-h60",0.620787346934955,12
"c50-h48","c45-h60",0.853095719467756,12
"c45-h24","c45-h60",0.658584287495267,12
"c45-h36","c45-h60",0.787036145647468,12
"c45-h48","c45-h60",0.900532829141623,12
"c45-h60","c45-h60",1,12
"c50-h36","c50-h36",1,13
"c55-h60","c50-h36",0.708797133648684,13
"c55-h36","c50-h36",0.906406234779932,13
"c50-h60","c50-h36",0.779577338130603,13
"c50-h36","c55-h60",0.708797133648684,13
"c55-h60","c55-h60",1,13
"c55-h36","c55-h60",0.786880721622362,13
"c50-h60","c55-h60",0.899853026646223,13
"c50-h36","c55-h36",0.906406234779932,13
"c55-h60","c55-h36",0.786880721622362,13
"c55-h36","c55-h36",1,13
"c50-h60","c55-h36",0.707619184836377,13
"c50-h36","c50-h60",0.779577338130603,13
"c55-h60","c50-h60",0.899853026646223,13
"c55-h36","c50-h60",0.707619184836377,13
"c50-h60","c50-h60",1,13
"c50-h60","c50-h60",1,14
"c55-h36","c50-h60",0.704584215423387,14
"c50-h36","c50-h60",0.781304219058778,14
"c55-h60","c50-h60",0.909883781984294,14
"c50-h60","c55-h36",0.704584215423387,14
"c55-h36","c55-h36",1,14
"c50-h36","c55-h36",0.90648421947089,14
"c55-h60","c55-h36",0.7752667300211,14
"c50-h60","c50-h36",0.781304219058778,14
"c55-h36","c50-h36",0.90648421947089,14
"c50-h36","c50-h36",1,14
"c55-h60","c50-h36",0.709345259139224,14
"c50-h60","c55-h60",0.909883781984294,14
"c55-h36","c55-h60",0.7752667300211,14
"c50-h36","c55-h60",0.709345259139224,14
"c55-h60","c55-h60",1,14
"c55-h36","c55-h36",1,15
"c50-h36","c55-h36",0.905710739401566,15
"c55-h60","c55-h36",0.769250708547264,15
"c50-h60","c55-h36",0.695367062401354,15
"c55-h36","c50-h36",0.905710739401566,15
"c50-h36","c50-h36",1,15
"c55-h60","c50-h36",0.69614567572156,15
"c50-h60","c50-h36",0.772755949270682,15
"c55-h36","c55-h60",0.769250708547264,15
"c50-h36","c55-h60",0.69614567572156,15
"c55-h60","c55-h60",1,15
"c50-h60","c55-h60",0.90029782385233,15
"c55-h36","c50-h60",0.695367062401354,15
"c50-h36","c50-h60",0.772755949270682,15
"c55-h60","c50-h60",0.90029782385233,15
"c50-h60","c50-h60",1,15
"c50-h60","c50-h60",1,16
"c55-h60","c50-h60",0.906084525935216,16
"c50-h36","c50-h60",0.769635156253495,16
"c55-h36","c50-h60",0.701332083269055,16
"c50-h60","c55-h60",0.906084525935216,16
"c55-h60","c55-h60",1,16
"c50-h36","c55-h60",0.698909284790001,16
"c55-h36","c55-h60",0.774351637748842,16
"c50-h60","c50-h36",0.769635156253495,16
"c55-h60","c50-h36",0.698909284790001,16
"c50-h36","c50-h36",1,16
"c55-h36","c50-h36",0.907989600906975,16
"c50-h60","c55-h36",0.701332083269055,16
"c55-h60","c55-h36",0.774351637748842,16
"c50-h36","c55-h36",0.907989600906975,16
"c55-h36","c55-h36",1,16
"c55-h36","c55-h36",1,17
"c55-h60","c55-h36",0.770869213053216,17
"c50-h36","c55-h36",0.897811717748216,17
"c50-h60","c55-h36",0.685083542136014,17
"c55-h36","c55-h60",0.770869213053216,17
"c55-h60","c55-h60",1,17
"c50-h36","c55-h60",0.695443131603602,17
"c50-h60","c55-h60",0.893230109013366,17
"c55-h36","c50-h36",0.897811717748216,17
"c55-h60","c50-h36",0.695443131603602,17
"c50-h36","c50-h36",1,17
"c50-h60","c50-h36",0.772570067990279,17
"c55-h36","c50-h60",0.685083542136014,17
"c55-h60","c50-h60",0.893230109013366,17
"c50-h36","c50-h60",0.772570067990279,17
"c50-h60","c50-h60",1,17
"c55-h60","c55-h60",1,18
"c50-h36","c55-h60",0.70000782064847,18
"c55-h36","c55-h60",0.762596978679385,18
"c50-h60","c55-h60",0.904061789948072,18
"c55-h60","c50-h36",0.70000782064847,18
"c50-h36","c50-h36",1,18
"c55-h36","c50-h36",0.906122813562954,18
"c50-h60","c50-h36",0.769150644325141,18
"c55-h60","c55-h36",0.762596978679385,18
"c50-h36","c55-h36",0.906122813562954,18
"c55-h36","c55-h36",1,18
"c50-h60","c55-h36",0.686320134504717,18
"c55-h60","c50-h60",0.904061789948072,18
"c50-h36","c50-h60",0.769150644325141,18
"c55-h36","c50-h60",0.686320134504717,18
"c50-h60","c50-h60",1,18
"c55-h36","c55-h36",1,19
"c55-h60","c55-h36",0.771639622332713,19
"c50-h36","c55-h36",0.909487252669863,19
"c50-h60","c55-h36",0.709232771664009,19
"c45-h36","c55-h36",0.857935645561008,19
"c45-h48","c55-h36",0.74663118776644,19
"c45-h60","c55-h36",0.662581681945264,19
"c55-h24","c55-h36",0.817265217255318,19
"c55-h48","c55-h36",0.862858465047537,19
"c50-h24","c55-h36",0.739351643412118,19
"c50-h48","c55-h36",0.790181450626495,19
"c45-h24","c55-h36",0.693998004577148,19
"c60-h48","c55-h36",0.73298250918817,19
"c60-h60","c55-h36",0.645868584050235,19
"c60-h24","c55-h36",0.676009241295634,19
"c60-h36","c55-h36",0.843886955643503,19
"c55-h36","c55-h60",0.771639622332713,19
"c55-h60","c55-h60",1,19
"c50-h36","c55-h60",0.7046879157195,19
"c50-h60","c55-h60",0.910180294941878,19
"c45-h36","c55-h60",0.669431929968292,19
"c45-h48","c55-h60",0.771933303573155,19
"c45-h60","c55-h60",0.860704967685428,19
"c55-h24","c55-h60",0.634990253993751,19
"c55-h48","c55-h60",0.892814267001528,19
"c50-h24","c55-h60",0.578348671569313,19
"c50-h48","c55-h60",0.811954053356896,19
"c45-h24","c55-h60",0.546127367792889,19
"c60-h48","c55-h60",0.766274042852537,19
"c60-h60","c55-h60",0.84405741033214,19
"c60-h24","c55-h60",0.520098250329069,19
"c60-h36","c55-h60",0.654090026603739,19
"c55-h36","c50-h36",0.909487252669863,19
"c55-h60","c50-h36",0.7046879157195,19
"c50-h36","c50-h36",1,19
"c50-h60","c50-h36",0.781504590664844,19
"c45-h36","c50-h36",0.94723527316734,19
"c45-h48","c50-h36",0.824543165748702,19
"c45-h60","c50-h36",0.735152615843604,19
"c55-h24","c50-h36",0.740917713631096,19
"c55-h48","c50-h36",0.787248690461034,19
"c50-h24","c50-h36",0.8156332103771,19
"c50-h48","c50-h36",0.869713327756729,19
"c45-h24","c50-h36",0.768424332459762,19
"c60-h48","c50-h36",0.671037184157665,19
"c60-h60","c50-h36",0.588256203656511,19
"c60-h24","c50-h36",0.610001438128488,19
"c60-h36","c50-h36",0.764047132063676,19
"c55-h36","c50-h60",0.709232771664009,19
"c55-h60","c50-h60",0.910180294941878,19
"c50-h36","c50-h60",0.781504590664844,19
"c50-h60","c50-h60",1,19
"c45-h36","c50-h60",0.742005784077761,19
"c45-h48","c50-h60",0.849584621140622,19
"c45-h60","c50-h60",0.946627300791715,19
"c55-h24","c50-h60",0.581916433122133,19
"c55-h48","c50-h60",0.816480589224217,19
"c50-h24","c50-h60",0.642380981231828,19
"c50-h48","c50-h60",0.89569488293337,19
"c45-h24","c50-h60",0.606206338390414,19
"c60-h48","c50-h60",0.705537016815092,19
"c60-h60","c50-h60",0.769451679826735,19
"c60-h24","c50-h60",0.47832267371514,19
"c60-h36","c50-h60",0.600969630810097,19
"c55-h36","c45-h36",0.857935645561008,19
"c55-h60","c45-h36",0.669431929968292,19
"c50-h36","c45-h36",0.94723527316734,19
"c50-h60","c45-h36",0.742005784077761,19
"c45-h36","c45-h36",1,19
"c45-h48","c45-h36",0.873591781452095,19
"c45-h60","c45-h36",0.778882872424234,19
"c55-h24","c45-h36",0.698882270362515,19
"c55-h48","c45-h36",0.746814370577661,19
"c50-h24","c45-h36",0.774977936234551,19
"c50-h48","c45-h36",0.826898343969255,19
"c45-h24","c45-h36",0.813218233727373,19
"c60-h48","c45-h36",0.637202522971567,19
"c60-h60","c45-h36",0.560867839432957,19
"c60-h24","c45-h36",0.57633153308828,19
"c60-h36","c45-h36",0.72138307905219,19
"c55-h36","c45-h48",0.74663118776644,19
"c55-h60","c45-h48",0.771933303573155,19
"c50-h36","c45-h48",0.824543165748702,19
"c50-h60","c45-h48",0.849584621140622,19
"c45-h36","c45-h48",0.873591781452095,19
"c45-h48","c45-h48",1,19
"c45-h60","c45-h48",0.89407889802637,19
"c55-h24","c45-h48",0.60892660078082,19
"c55-h48","c45-h48",0.863177767320417,19
"c50-h24","c45-h48",0.679355858341732,19
"c50-h48","c45-h48",0.948115795906684,19
"c45-h24","c45-h48",0.715112774925318,19
"c60-h48","c45-h48",0.734647445363986,19
"c60-h60","c45-h48",0.64463548151915,19
"c60-h24","c45-h48",0.495540785401792,19
"c60-h36","c45-h48",0.624544642657818,19
"c55-h36","c45-h60",0.662581681945264,19
"c55-h60","c45-h60",0.860704967685428,19
"c50-h36","c45-h60",0.735152615843604,19
"c50-h60","c45-h60",0.946627300791715,19
"c45-h36","c45-h60",0.778882872424234,19
