"policy","coverage","mcse","lower","upper","failure_probability","classification"
"fixed_family_bonferroni",0.971375,0.000621119040760782,0.969982822087871,0.972767177912129,0,"calibration gate"
"selected_bonferroni",0.9915,0.000286751998170083,0.990857273289155,0.992142726710845,0,"adequate"
"sample_split",0.946802083333333,0.00070015414668775,0.945429806411375,0.948174360255292,6.94444444444444e-06,"adequate"
