"scenario","n","event_target","event_regime","K","effect","method","selector","candidate","mean_truth","bias","bias_mcse","empse","empse_mcse","modse","modse_mcse","relerror_modse","relerror_modse_mcse","mse","mse_mcse","coverage","coverage_mcse","coverage_conditional","coverage_conditional_mcse","bias_eliminated_coverage","bias_eliminated_coverage_mcse","rejection","rejection_mcse","convergence","convergence_mcse","failure_probability","median_width","median_ess1","median_ess0","median_max_weight","n_used","n_attempted"
27,4000,70,"boundary",4,"heterogeneous","bonferroni","prognostic_low",NA,-0.00472013703097681,0.000245557595457998,0.000207493233408954,0.00927937949547305,0.000146756566122615,0.00921948178384238,2.82887128114855e-05,-0.64549263945819,1.60062520080995,8.61241289117823e-05,2.87469069060573e-06,0.9825,0.00293204280323463,0.9825,0.00293204280323463,0.9825,0.00293204280323463,0.019,0.00305278561317365,1,0,0,0.043852811772241,1199.50377466069,1263.02414359623,6.6622270061602,2000,2000
28,8000,70,"boundary",4,"heterogeneous","bonferroni","prognostic_low",NA,-0.00236972336766556,0.00015344403937756,0.000102827542464654,0.00459858749820427,7.27282369020561e-05,0.00468524276163629,1.4429378613397e-05,1.88438870557239,1.6416035793333,2.11599785483718e-05,7.09429449064474e-07,0.989,0.00233227356885937,0.989,0.00233227356885937,0.9895,0.00227922684259377,0.0215,0.00324328151722912,1,0,0,0.0223327925602617,2410.22228751653,2543.8780323943,7.08386754508635,2000,2000
29,4000,140,"above",4,"heterogeneous","bonferroni","prognostic_low",NA,-0.00973541173574109,0.000513172057527028,0.000278061722269392,0.0124352982587006,0.000196668502678195,0.0124095999910739,3.27216021122078e-05,-0.20665582032714,1.60005102764375,0.000154822670022077,5.18070629303362e-06,0.988,0.00243474844696531,0.988,0.00243474844696531,0.989,0.00233227356885937,0.0465,0.00470838348055891,1,0,0,0.0589577661487712,1205.87229946157,1270.46942411374,6.66996399171809,2000,2000
30,8000,140,"above",4,"heterogeneous","bonferroni","prognostic_low",NA,-0.00491285836929502,5.32404958608428e-05,0.000142667051372759,0.00638026450037889,0.000100906069148958,0.0064824497902867,1.74610329288588e-05,1.60158391398564,1.63000249601759,4.06902557576472e-05,1.32870894584908e-06,0.9875,0.00248432586429397,0.9875,0.00248432586429397,0.988,0.00243474844696531,0.0455,0.00465992220965114,1,0,0,0.0307314618150117,2419.3103157228,2552.7389584398,7.072899126565,2000,2000
31,4000,35,"below",16,"heterogeneous","bonferroni","prognostic_low",NA,-0.0019367097492042,0.000458607231047745,0.000158679922720332,0.00709638187734152,0.00011223171082953,0.00710326474228657,5.60751037240796e-05,0.096991185987716,1.76932465581073,5.0543777023556e-05,1.99034385214648e-06,0.994,0.0017268468374468,0.994,0.0017268468374468,0.9955,0.00149662119455792,0.005,0.00157718102955875,1,0,0,0.034634725490279,1219.83441725469,1290.146303034,7.02525683054686,2000,2000
32,8000,35,"below",16,"heterogeneous","bonferroni","prognostic_low",NA,-0.000936832740215721,3.3603833378455e-05,8.33250523656611e-05,0.00372640962636696,5.89344450239011e-05,0.00364940776749772,2.95094181769617e-05,-2.06638202961904,1.73955529684322,1.38803148567463e-05,6.36647685035764e-07,0.9965,0.00132055859392909,0.9965,0.00132055859392909,0.9965,0.00132055859392909,0.0055,0.00165374574829385,1,0,0,0.0176460673475847,2429.08892166048,2559.09488308285,7.38744891223731,2000,2000
33,4000,70,"boundary",16,"heterogeneous","bonferroni","prognostic_low",NA,-0.004482050105011,0.000466134129135945,0.000219175813415663,0.00980184035642464,0.000155019463649775,0.0095988914545324,7.49110026153314e-05,-2.0705183364797,1.72708717359998,9.62453173619935e-05,4.06344339669518e-06,0.9965,0.00132055859392909,0.9965,0.00132055859392909,0.997,0.00122290637417588,0.012,0.00243474844696531,1,0,0,0.0461187108895292,1287.91886383513,1580.23278109867,7.11842044141215,2000,2000
34,8000,70,"boundary",16,"heterogeneous","bonferroni","prognostic_low",NA,-0.00222316666971992,0.000110700989732432,0.000107651592461168,0.0048143255725855,7.61402084669156e-05,0.00490916479390793,3.81057670087222e-05,1.96993784264359,1.79645545111123,2.3178396562619e-05,8.89381869631599e-07,0.9995,0.000499874984371065,0.9995,0.000499874984371065,0.999,0.000706753139363385,0.0055,0.00165374574829385,1,0,0,0.0236597933344178,2589.58063058503,3160.66922830637,7.50607694216153,2000,2000
35,4000,140,"above",16,"heterogeneous","bonferroni","prognostic_low",NA,-0.0102733878555986,2.03720057044255e-05,0.000266340048094842,0.0119110890534126,0.000188377954486319,0.0120520334219881,8.70643284147236e-05,1.18330379315796,1.7592857296824,0.000141803520435723,6.18740814247638e-06,0.9985,0.000865375640979091,0.9985,0.000865375640979091,0.9985,0.000865375640979091,0.029,0.00375226598204338,1,0,0,0.0604690941502322,1330.07912347429,1638.19831683259,7.26726855704795,2000,2000
36,8000,140,"above",16,"heterogeneous","bonferroni","prognostic_low",NA,-0.00514712107841963,0.000358456245211914,0.00014171812647935,0.0063378272890348,0.000100234910111253,0.00632294093769292,4.76709649084721e-05,-0.234880987805275,1.74793243171541,4.02764615979928e-05,1.57845182391839e-06,0.9965,0.00132055859392909,0.9965,0.00132055859392909,0.9965,0.00132055859392909,0.028,0.00368890227574546,1,0,0,0.0313663080516456,2670.36555485031,3297.50475494825,7.76875188207072,2000,2000
1,4000,35,"below",4,"null","bonferroni","workability",NA,0,-9.11906877844246e-05,0.000149185768905847,0.00667179041098097,0.000105516651310901,0.0064858901888544,1.95156351715282e-05,-2.78636184105238,1.56504527003464,4.44988466359521e-05,1.50634168500157e-06,0.984,0.00280570846668003,0.984,0.00280570846668003,0.9845,0.00276222283677476,0.016,0.00280570846668003,1,0,0,0.0314880392343951,1216.63161078811,1285.30771952134,6.72613542458316,2000,2000
2,8000,35,"below",4,"null","bonferroni","workability",NA,0,2.12018785220106e-05,7.3326842356238e-05,0.00327927608167918,5.18628748129163e-05,0.00328853171879225,1.03189423937796e-05,0.282246352015814,1.61691310474951,1.07487243137161e-05,3.42271163206796e-07,0.994,0.0017268468374468,0.994,0.0017268468374468,0.994,0.0017268468374468,0.006,0.0017268468374468,1,0,0,0.0159235434239226,2438.63527038885,2569.26842876637,7.1060627541785,2000,2000
3,4000,70,"boundary",4,"null","bonferroni","workability",NA,0,0.00015839764334457,0.000223399380159685,0.00999072400336745,0.00015800672324354,0.00997943511786349,2.3048252246418e-05,-0.112993667927908,1.59650311364062,9.97897486418239e-05,3.23422425033167e-06,0.9885,0.00238408787589719,0.9885,0.00238408787589719,0.988,0.00243474844696531,0.0115,0.0023840878758972,1,0,0,0.0492547546629142,968.774495948684,844.145505426222,6.42986911630093,2000,2000
4,8000,70,"boundary",4,"null","bonferroni","workability",NA,0,7.09732701065356e-05,0.000114632206317437,0.00512650811473142,8.10774823343239e-05,0.00509518824738571,1.19666241502887e-05,-0.610939583918824,1.58910969258716,2.62729821127515e-05,8.73528673198637e-07,0.9815,0.00301311715670001,0.9815,0.00301311715670001,0.982,0.002972877394041,0.0185,0.00301311715670002,1,0,0,0.0252064797418361,1941.3926540794,1689.45022765111,6.83062205977111,2000,2000
5,4000,140,"above",4,"null","bonferroni","workability",NA,0,-0.000184803158438383,0.00027428427353948,0.0122663656158685,0.00019399677505027,0.0121503604465795,1.38086470418671e-05,-0.945717524830103,1.57061692952352,0.000150422645766818,4.89149448753752e-06,0.9875,0.00248432586429397,0.9875,0.00248432586429397,0.987,0.00253288373203351,0.0125,0.00248432586429397,1,0,0,0.0606326209728873,970.080802425217,843.942517821598,6.4490543132848,2000,2000
6,8000,140,"above",4,"null","bonferroni","workability",NA,0,-0.000121386662680255,0.00014063431562498,0.00628935779413231,9.94683484422262e-05,0.00622013588849598,7.92113418069707e-06,-1.10061961653554,1.56919000145846,3.95509781737582e-05,1.27994944649737e-06,0.986,0.00262716577322407,0.986,0.00262716577322407,0.985,0.00271799558498538,0.014,0.00262716577322406,1,0,0,0.0310104560022121,1943.07981177871,1690.14439114267,6.84563935884044,2000,2000
7,4000,35,"below",16,"null","bonferroni","workability",NA,0,0.00024437100851416,0.000137611766013904,0.00615418526621767,9.73305485989777e-05,0.00621060445049494,2.41752940711704e-05,0.916761225681229,1.64366504918761,3.79147764825874e-05,1.23770192191194e-06,0.996,0.00141138230115019,0.996,0.00141138230115019,0.9975,0.00111663557170635,0.004,0.00141138230115019,1,0,0,0.0364211672726049,1249.23086535805,1318.56058485624,7.09604893343313,2000,2000
8,8000,35,"below",16,"null","bonferroni","workability",NA,0,-8.07511543551729e-05,7.03946144291945e-05,0.00314814286227133,4.97889580176942e-05,0.00315480724919112,1.34767156983575e-05,0.211692645834582,1.6416784738085,9.91236882845898e-06,3.378438587331e-07,0.9955,0.00149662119455792,0.9955,0.00149662119455792,0.9955,0.00149662119455792,0.0045,0.00149662119455793,1,0,0,0.0184709487416619,2480.03064020071,2623.26503218453,7.51300187076919,2000,2000
9,4000,70,"boundary",16,"null","bonferroni","workability",NA,0,2.80977774922349e-05,0.000329181876064602,0.0147214610368272,0.00023282495032417,0.0147106845071215,4.49011134415141e-05,-0.0732028545183394,1.60953959735801,0.000216613843836393,7.09501532766045e-06,0.998,0.000998999499499375,0.998,0.000998999499499375,0.998,0.000998999499499375,0.002,0.000998999499499374,1,0,0,0.089329970424331,655.144859274566,457.760611170627,6.42965044834463,2000,2000
10,8000,70,"boundary",16,"null","bonferroni","workability",NA,0,3.76360026289464e-05,0.000168564191608347,0.00753841982017125,0.000119222692351219,0.00758910709239945,2.05039643090619e-05,0.672385903642114,1.61523371105007,5.68007759671521e-05,1.77785044950744e-06,0.996,0.00141138230115019,0.996,0.00141138230115019,0.9965,0.00132055859392909,0.004,0.00141138230115019,1,0,0,0.0457257439750453,1302.87147302061,912.837072881465,6.87057927679567,2000,2000
11,4000,140,"above",16,"null","bonferroni","workability",NA,0,0.00038432031628878,0.000362803974706677,0.0162250869990249,0.000256605310104971,0.0162227886285718,2.78519816155099e-05,-0.0141655354647274,1.59060026224198,0.000263269523507376,8.54816000780365e-06,0.995,0.00157718102955875,0.995,0.00157718102955875,0.9955,0.00149662119455792,0.005,0.00157718102955875,1,0,0,0.0958043525975772,647.958598444532,451.673050375728,6.37915831156587,2000,2000
12,8000,140,"above",16,"null","bonferroni","workability",NA,0,-3.83583578618907e-05,0.0001893070705687,0.00846606956825925,0.000133893790958655,0.00833634162660615,1.46444265319335e-05,-1.53232784832618,1.56687732407846,7.16399681312558e-05,2.35495797022127e-06,0.9955,0.00149662119455792,0.9955,0.00149662119455792,0.9955,0.00149662119455792,0.0045,0.00149662119455793,1,0,0,0.0492950411947943,1295.42243456666,910.416125460137,6.85689548480723,2000,2000
13,4000,35,"below",4,"homogeneous","bonferroni","workability",NA,-0.00631872211090702,0.000167250252578206,0.000134591012900404,0.00601909308011707,9.51940193890457e-05,0.00600011336274645,1.20159843637124e-05,-0.315325201288397,1.58913622502605,3.62393394133471e-05,1.19951622686766e-06,0.985,0.00271799558498538,0.985,0.00271799558498538,0.986,0.00262716577322407,0.0615,0.00537204569973116,1,0,0,0.0297847863194127,1219.29563860035,1288.97548114109,6.72849999881786,2000,2000
14,8000,35,"below",4,"homogeneous","bonferroni","workability",NA,-0.00318962193634741,6.8808240611124e-05,6.99291177702866e-05,0.00312732521881899,4.94597198537286e-05,0.00303571098042145,6.577480244601e-06,-2.92947589352831,1.54954373880754,9.78000751672511e-06,3.22051962170737e-07,0.979,0.00320616593457045,0.979,0.00320616593457045,0.98,0.00313049516849971,0.057,0.00518415856238985,1,0,0,0.0150504539004063,2439.03558114561,2576.99126627195,7.07732998169649,2000,2000
15,4000,70,"boundary",4,"homogeneous","bonferroni","workability",NA,-0.0133796735607653,-0.000139593308674884,0.000228924109868222,0.0102377974270795,0.000161914274094524,0.010360509089727,1.64263686964962e-05,1.19861389641258,1.60851306982676,0.000104779576201663,3.30078684957215e-06,0.9915,0.00205277251540447,0.9915,0.00205277251540447,0.9915,0.00205277251540447,0.1075,0.00692617318582202,1,0,0,0.051825281532291,970.238920155027,846.75140389895,6.35738644935314,2000,2000
16,8000,70,"boundary",4,"homogeneous","bonferroni","workability",NA,-0.00686688994408031,-0.000245797615820244,0.0001154474704634,0.00516296783573124,8.16541053141615e-05,0.00531600938534397,8.67807000320221e-06,2.96421659948318,1.63706604282653,2.6703325222302e-05,8.3839764450915e-07,0.9905,0.00216907238237915,0.9905,0.00216907238237915,0.9905,0.00216907238237915,0.1015,0.00675269390687894,1,0,0,0.0266127119826305,1942.97935286663,1689.2206531966,6.85292263877287,2000,2000
17,4000,140,"above",4,"homogeneous","bonferroni","workability",NA,-0.0169047267058082,8.88099458339555e-05,0.000258585990032562,0.0115643170348378,0.000182893636197766,0.0115732575584558,1.41141604344118e-05,0.0773112981166335,1.58745571108458,0.000133674448974478,4.19028768606429e-06,0.9865,0.00258047960658479,0.9865,0.00258047960658479,0.9865,0.00258047960658479,0.1295,0.00750765442731616,1,0,0,0.0576789032819694,970.279248597019,844.769047055675,6.4055283547033,2000,2000
18,8000,140,"above",4,"homogeneous","bonferroni","workability",NA,-0.00860621393419599,7.3069877813439e-05,0.000132826109095162,0.0059401641824717,9.39457318293087e-05,0.00590447290472572,7.90682150156523e-06,-0.600846654227194,1.57765688540369,3.52732469465059e-05,1.092193766766e-06,0.9875,0.00248432586429397,0.9875,0.00248432586429397,0.9885,0.00238408787589719,0.145,0.00787321408320643,1,0,0,0.0293820940186942,1940.61444625879,1690.45957981748,6.82778188144302,2000,2000
19,4000,35,"below",16,"homogeneous","bonferroni","workability",NA,-0.00585112810117344,-0.000123052608604307,0.000122539085131382,0.00548011448508808,8.66698882379667e-05,0.0053616832048978,1.5882927585071e-05,-2.16110959930756,1.57426483446267,3.00317808867716e-05,9.72325850525899e-07,0.9965,0.00132055859392909,0.9965,0.00132055859392909,0.9965,0.00132055859392909,0.026,0.00355837041354607,1,0,0,0.0306245020023862,1346.81445453603,1657.01955055274,7.50249455309917,2000,2000
20,8000,35,"below",16,"homogeneous","bonferroni","workability",NA,-0.00295366809216823,-2.02839665732293e-05,6.25028089301593e-05,0.00279521059105034,4.42072132228494e-05,0.00271685664703222,8.76662552847777e-06,-2.80314994043708,1.56886976307953,7.8097070864958e-06,2.51330785718585e-07,0.9965,0.00132055859392909,0.9965,0.00132055859392909,0.9965,0.00132055859392909,0.024,0.00342227994179319,1,0,0,0.0154194585993318,2700.15518344265,3326.35957417786,7.93774704752282,2000,2000
21,4000,70,"boundary",16,"homogeneous","bonferroni","workability",NA,-0.0133751721577058,-0.000284937565057916,0.000278526147488122,0.0124560679858915,0.000196996983030069,0.0122147386560044,6.99387978707438e-05,-1.93744390413124,1.64940379080789,0.000155157242270297,5.64106550714566e-06,0.995,0.00157718102955875,0.995,0.00157718102955875,0.995,0.00157718102955875,0.029,0.00375226598204338,1,0,0,0.0594628384545764,942.863408610057,816.503579295088,6.39307508734175,2000,2000
22,8000,70,"boundary",16,"homogeneous","bonferroni","workability",NA,-0.00687140978033512,-0.000196647717780332,0.000143721624459145,0.0064274264425469,0.000101651951423482,0.00630241470118896,3.68307794704599e-05,-1.94497350495406,1.65325663347945,4.13298250939222e-05,1.55507746847223e-06,0.997,0.00122290637417588,0.997,0.00122290637417588,0.997,0.00122290637417588,0.026,0.00355837041354607,1,0,0,0.0303210927813127,1899.28851602836,1645.17060658022,6.83455884771782,2000,2000
23,4000,140,"above",16,"homogeneous","bonferroni","workability",NA,-0.0197050560012841,0.000364703799719208,0.000367599672872869,0.0164395571410084,0.000259997228884529,0.0164057412311203,2.41796424388618e-05,-0.205698423613665,1.58511964228101,0.000270256918334514,8.35894919851153e-06,0.997,0.00122290637417588,0.997,0.00122290637417588,0.997,0.00122290637417588,0.0335,0.00402354010791492,1,0,0,0.0966650704426242,648.469098792835,453.728074193377,6.3508264084699,2000,2000
24,8000,140,"above",16,"homogeneous","bonferroni","workability",NA,-0.0100947765577266,-0.000155744908835487,0.000189154960366866,0.00845926699323181,0.000133786205903824,0.00844250322941408,1.35321520348289e-05,-0.1981704068585,1.58648569245244,7.15476749403778e-05,2.28830835402218e-06,0.9975,0.00111663557170635,0.9975,0.00111663557170635,0.9975,0.00111663557170635,0.0305,0.00384511053157123,1,0,0,0.0496514327319068,1299.63767229426,906.811872621443,6.85933762580637,2000,2000
25,4000,35,"below",4,"heterogeneous","bonferroni","workability",NA,-0.00267376870524599,-5.50243366558671e-05,0.000140583118676325,0.00628706819698365,9.94321376788336e-05,0.00629196116932555,1.91600653111337e-05,0.0778259784782076,1.61183750093724,3.95104905778909e-05,1.27981679998632e-06,0.9875,0.00248432586429397,0.9875,0.00248432586429397,0.987,0.00253288373203351,0.0165,0.00284848644019943,1,0,0,0.0307489102796792,1217.60306649895,1285.62361673798,6.7425036010803,2000,2000
26,8000,35,"below",4,"heterogeneous","bonferroni","workability",NA,-0.00134432252862617,-3.26633692102095e-05,7.15908668444499e-05,0.00320164089664652,5.0635047761415e-05,0.00316352535506584,9.22473354894417e-06,-1.19050020945817,1.58904576896909,1.02464460745521e-05,3.5176833776419e-07,0.986,0.00262716577322407,0.986,0.00262716577322407,0.9855,0.00267298989897081,0.0225,0.00331615364541512,1,0,0,0.0154680689679505,2436.0868897677,2574.94806775778,7.14323993105499,2000,2000
27,4000,70,"boundary",4,"heterogeneous","bonferroni","workability",NA,-0.00300951644843025,-0.000108027085261826,0.000223703780156975,0.0100043371850933,0.00015822202037683,0.010029940514432,2.18193018656544e-05,0.255922295150324,1.60051130789731,0.000100048388982934,3.40638497937937e-06,0.987,0.00253288373203351,0.987,0.00253288373203351,0.9865,0.00258047960658479,0.019,0.00305278561317365,1,0,0,0.050228289003037,969.934996703643,844.691816326095,6.45897709329915,2000,2000
28,8000,70,"boundary",4,"heterogeneous","bonferroni","workability",NA,-0.00149287226132058,-2.36918130876378e-05,0.000111641197671111,0.00499274614164192,7.89619908989347e-05,0.00509589659181184,1.16625723954944e-05,2.06600630682154,1.63102259033622,2.49156115798702e-05,8.26514550822187e-07,0.988,0.00243474844696531,0.988,0.00243474844696531,0.988,0.00243474844696531,0.0175,0.00293204280323463,1,0,0,0.0254924763939623,1941.11675930401,1688.24278153005,6.91440295600264,2000,2000
29,4000,140,"above",4,"heterogeneous","bonferroni","workability",NA,-0.00441329385288844,6.80525238407404e-05,0.000262815468086656,0.0117534650436038,0.000185885076764343,0.0119749808691257,1.43404568872112e-05,1.8846852796186,1.61595390914329,0.000138079499706952,4.38761518396761e-06,0.988,0.00243474844696531,0.988,0.00243474844696531,0.988,0.00243474844696531,0.0135,0.00258047960658479,1,0,0,0.059596259300945,970.64821141708,844.102472388873,6.46863222099856,2000,2000
30,8000,140,"above",4,"heterogeneous","bonferroni","workability",NA,-0.00219331162708183,8.2908214476485e-05,0.000132737803124946,0.00593621501942725,9.38832744626556e-05,0.00612053931312852,7.84631178031349e-06,3.10508115184571,1.63599043393689,3.52279032045228e-05,1.1352767019344e-06,0.9865,0.00258047960658479,0.9865,0.00258047960658479,0.9865,0.00258047960658479,0.0115,0.0023840878758972,1,0,0,0.0304940568531333,1940.83382586899,1691.67504037479,6.86785949306357,2000,2000
31,4000,35,"below",16,"heterogeneous","bonferroni","workability",NA,-0.00291323645402765,0.000148148319816419,0.000129074110940219,0.00577236972395356,9.1292004976286e-05,0.00582482000833764,2.4321696971972e-05,0.908643882709592,1.6505893527936,3.33255400285651e-05,1.14253426545186e-06,0.995,0.00157718102955875,0.995,0.00157718102955875,0.995,0.00157718102955875,0.005,0.00157718102955875,1,0,0,0.0322913143519009,1315.68456539277,1624.51911994537,7.24159145637928,2000,2000
32,8000,35,"below",16,"heterogeneous","bonferroni","workability",NA,-0.0014547037992629,-8.84733228935855e-05,6.61585380352437e-05,0.00295869976677621,4.67928505533896e-05,0.00294460233650763,1.1981924642815e-05,-0.476473835800539,1.6252614074317,8.75735488663044e-06,3.28435982983286e-07,0.997,0.00122290637417588,0.997,0.00122290637417588,0.9965,0.00132055859392909,0.005,0.00157718102955875,1,0,0,0.016461815649849,2650.42506353751,3265.56452438061,7.6866385306066,2000,2000
33,4000,70,"boundary",16,"heterogeneous","bonferroni","workability",NA,-0.000567527743388731,-0.000450042132261296,0.00033107751336938,0.0148062365143106,0.000234165703547263,0.0147658163451412,4.3793575539527e-05,-0.272994215176525,1.60471096887472,0.000219317565318655,7.09629662860504e-06,0.997,0.00122290637417588,0.997,0.00122290637417588,0.9965,0.00132055859392909,0.003,0.00122290637417588,1,0,0,0.0894287625148257,653.226206394661,456.696938205746,6.37773814392996,2000,2000
34,8000,70,"boundary",16,"heterogeneous","bonferroni","workability",NA,-0.00022213950108073,-0.000177517835721195,0.000168034177619386,0.00751471687400441,0.00011884782213623,0.00756639468404664,2.09963514748156e-05,0.687688051442081,1.61673640574337,5.64742467935975e-05,1.82948124328314e-06,0.996,0.00141138230115019,0.996,0.00141138230115019,0.996,0.00141138230115019,0.0045,0.00149662119455793,1,0,0,0.0455762969086578,1302.29323830412,911.02068746843,6.81739950734932,2000,2000
35,4000,140,"above",16,"heterogeneous","bonferroni","workability",NA,-0.000298538624899833,-0.000359853325165894,0.000362090759093432,0.0161931910271483,0.000256100864381199,0.0162115369786029,2.9180026315442e-05,0.113294232272465,1.59354736042683,0.000262217820339527,8.28510549714984e-06,0.9975,0.00111663557170635,0.9975,0.00111663557170635,0.9975,0.00111663557170635,0.0025,0.00111663557170636,1,0,0,0.0956949124292308,648.647464485861,453.108544745185,6.39113359010972,2000,2000
36,8000,140,"above",16,"heterogeneous","bonferroni","workability",NA,-0.000107907582980748,0.000395876430813581,0.000184555715303063,0.00825358250107495,0.00013053323518651,0.00827770757944825,1.4900374835086e-05,0.29229826405881,1.59639785093636,6.82442814384732e-05,2.16331783459864e-06,0.9965,0.00132055859392909,0.9965,0.00132055859392909,0.9975,0.00111663557170635,0.0035,0.0013205585939291,1,0,0,0.0488513274195426,1296.85503914084,907.999248701675,6.85420469158587,2000,2000
7,4000,35,"below",16,"null","fixed","fixed","c45-h24",0,1.92323309413397e-05,7.83885235713064e-05,0.00350564134722571,5.54429190472586e-05,0.00351606491846251,9.45494773699973e-06,0.297337069151382,1.60900239427915,1.22837463773043e-05,3.76670555576167e-07,0.9575,0.00451075104611194,0.9575,0.00451075104611194,0.9575,0.00451075104611194,0.0425,0.00451075104611194,1,0,0,0.0136540564319416,1355.35973264555,1668.00830319897,7.64545802537034,2000,2000
8,8000,35,"below",16,"null","fixed","fixed","c45-h24",0,-5.17670848688516e-05,3.96751353985701e-05,0.00177432599535422,2.80615735553556e-05,0.00176238846996464,4.65414788399679e-06,-0.672792114911935,1.59264289307003,3.14933845249666e-06,9.84721326085175e-08,0.946,0.00505390937789747,0.946,0.00505390937789747,0.9455,0.00507591124823908,0.054,0.00505390937789747,1,0,0,0.00686284525777337,2712.37411612088,3342.59576148369,8.10503901373633,2000,2000
9,4000,70,"boundary",16,"null","fixed","fixed","c45-h24",0,-4.63297446952117e-06,0.000110084747987472,0.0049231395957184,7.78611395258039e-05,0.00495910275131129,9.44987441916615e-06,0.730492298535945,1.60460931942824,2.42252062916432e-05,7.36564938401235e-07,0.955,0.00463546114210873,0.955,0.00463546114210873,0.955,0.00463546114210873,0.045,0.00463546114210873,1,0,0,0.0193938207315782,1356.27963320228,1670.2819529656,7.63093158872204,2000,2000
10,8000,70,"boundary",16,"null","fixed","fixed","c45-h24",0,-7.68243695668956e-05,5.6078574717547e-05,0.00250791010299472,3.96634575662386e-05,0.00249771040612454,4.70632227994016e-06,-0.40670105591103,1.58624169693405,6.29237026192e-06,2.02231986663027e-07,0.947,0.0050095408971282,0.947,0.0050095408971282,0.9455,0.00507591124823908,0.053,0.0050095408971282,1,0,0,0.00973286175266492,2712.46115633129,3342.73638368497,8.10854464134523,2000,2000
11,4000,140,"above",16,"null","fixed","fixed","c45-h24",0,9.95384640862173e-05,0.000158032859469908,0.00706744432906769,0.000111774053588682,0.00696432521945174,8.68085109103914e-06,-1.45907211736827,1.56329136979034,4.99337028656315e-05,1.57813102933776e-06,0.9475,0.00498717104178311,0.9475,0.00498717104178311,0.948,0.00496467521596328,0.0525,0.00498717104178311,1,0,0,0.0272604458481554,1354.79603831242,1668.91434134126,7.61528609734346,2000,2000
12,8000,140,"above",16,"null","fixed","fixed","c45-h24",0,3.77799094271206e-05,8.09784120785044e-05,0.00362146468235052,5.72747047769055e-05,0.00350992219155255,4.68013230868865e-06,-3.0800380669617,1.53826061851818,1.31098762638457e-05,4.12028185890475e-07,0.9385,0.00537204569973116,0.9385,0.00537204569973116,0.938,0.00539240206216117,0.0615,0.00537204569973116,1,0,0,0.0137072424026052,2712.31612885573,3343.12748981637,8.08356805779737,2000,2000
19,4000,35,"below",16,"homogeneous","fixed","fixed","c45-h24",-0.00234705934566456,-7.37630314048211e-05,7.42518565050689e-05,0.00332064397201788,5.25171221725383e-05,0.00333014177308113,9.80620326584792e-06,0.286022866145208,1.61331570105366,1.10266040355063e-05,3.83886817725948e-07,0.953,0.00473238840333293,0.953,0.00473238840333293,0.95,0.00487339717240448,0.105,0.00685474288358068,1,0,0,0.0128824399870492,1356.05884011721,1666.4963269562,7.6168596495993,2000,2000
20,8000,35,"below",16,"homogeneous","fixed","fixed","c45-h24",-0.00117361289666922,-2.67517796389834e-05,3.68715706106852e-05,0.00164894676645351,2.60786580914989e-05,0.00167342784170645,4.83443923386799e-06,1.48464921675973,1.63157227404855,2.71838158359204e-06,8.59830841164054e-08,0.95,0.00487339717240448,0.95,0.00487339717240448,0.949,0.00491929873051028,0.094,0.00652548848746207,1,0,0,0.0065146780524974,2715.05661463381,3341.1562326289,8.04562468081736,2000,2000
21,4000,70,"boundary",16,"homogeneous","fixed","fixed","c45-h24",-0.00468902521645792,-0.000206061481326781,0.000103372385621535,0.00462295362492149,7.31135955446756e-05,0.00468176720385702,9.19140786392512e-06,1.27220785037696,1.61394780109114,2.14034757021522e-05,6.80490709642395e-07,0.954,0.00468422885862764,0.954,0.00468422885862764,0.953,0.00473238840333293,0.17,0.00839940474081348,1,0,0,0.0183007779725672,1355.27470121301,1672.33566515265,7.60173178323387,2000,2000
22,8000,70,"boundary",16,"homogeneous","fixed","fixed","c45-h24",-0.0023452313849407,2.33000050456244e-05,5.26575707608778e-05,0.00235491815502656,3.72438374893605e-05,0.00234795044819396,4.86509213675e-06,-0.295878938201144,1.59033071199245,5.5434095873504e-06,1.78916346839076e-07,0.95,0.00487339717240448,0.95,0.00487339717240448,0.95,0.00487339717240448,0.155,0.00809243473869268,1,0,0,0.009143820553426,2713.62450318053,3343.29214582454,8.04185068769042,2000,2000
23,4000,140,"above",16,"homogeneous","fixed","fixed","c45-h24",-0.00937844571726644,1.16860617789681e-05,0.000148771607400337,0.0066532685453813,0.00010522372166028,0.00657362279703651,8.78974171582363e-06,-1.19709204282866,1.56817664853223,4.42439859098316e-05,1.3858443124023e-06,0.944,0.00514120608417908,0.944,0.00514120608417908,0.944,0.00514120608417908,0.297,0.0102174116096005,1,0,0,0.0257710697210009,1356.4581861721,1668.10099825164,7.62172487503218,2000,2000
24,8000,140,"above",16,"homogeneous","fixed","fixed","c45-h24",-0.0046945900944412,-0.000123967659817265,7.21975433932112e-05,0.00322877229671422,5.10641401495405e-05,0.00331514606958824,4.86754605469542e-06,2.67512741489755,1.63082526541029,1.04351260394378e-05,3.50668998542397e-07,0.957,0.00453602248671675,0.957,0.00453602248671675,0.959,0.00443390347211123,0.2935,0.0101822824062191,1,0,0,0.0129434869473091,2713.3696622299,3340.36054494071,8.08753664869683,2000,2000
