"scenario","n","event_target","K","effect","method","selector","candidate","frequency","count","denominator"
20,8000,35,16,"homogeneous","split","workability","c55-h60",0.0295,59,2000
21,4000,70,16,"homogeneous","split","workability","c55-h60",0.1865,373,2000
22,8000,70,16,"homogeneous","split","workability","c55-h60",0.1785,357,2000
25,4000,35,4,"heterogeneous","split","workability","c55-h60",0.118,236,2000
26,8000,35,4,"heterogeneous","split","workability","c55-h60",0.1255,251,2000
27,4000,70,4,"heterogeneous","split","workability","c55-h60",0.5395,1079,2000
28,8000,70,4,"heterogeneous","split","workability","c55-h60",0.5255,1051,2000
31,4000,35,16,"heterogeneous","split","workability","c55-h60",0.0975,195,2000
32,8000,35,16,"heterogeneous","split","workability","c55-h60",0.112,224,2000
33,4000,70,16,"heterogeneous","split","workability","c55-h60",0.0415,83,2000
34,8000,70,16,"heterogeneous","split","workability","c55-h60",0.038,76,2000
7,4000,35,16,"null","bonferroni","effect_seeking","c60-h24",0.1045,209,2000
8,8000,35,16,"null","bonferroni","effect_seeking","c60-h24",0.093,186,2000
9,4000,70,16,"null","bonferroni","effect_seeking","c60-h24",0.109,218,2000
10,8000,70,16,"null","bonferroni","effect_seeking","c60-h24",0.104,208,2000
11,4000,140,16,"null","bonferroni","effect_seeking","c60-h24",0.102,204,2000
12,8000,140,16,"null","bonferroni","effect_seeking","c60-h24",0.1165,233,2000
19,4000,35,16,"homogeneous","bonferroni","effect_seeking","c60-h24",0.0515,103,2000
20,8000,35,16,"homogeneous","bonferroni","effect_seeking","c60-h24",0.045,90,2000
21,4000,70,16,"homogeneous","bonferroni","effect_seeking","c60-h24",0.0285,57,2000
22,8000,70,16,"homogeneous","bonferroni","effect_seeking","c60-h24",0.0295,59,2000
23,4000,140,16,"homogeneous","bonferroni","effect_seeking","c60-h24",0.016,32,2000
24,8000,140,16,"homogeneous","bonferroni","effect_seeking","c60-h24",0.0135,27,2000
31,4000,35,16,"heterogeneous","bonferroni","effect_seeking","c60-h24",0.0505,101,2000
32,8000,35,16,"heterogeneous","bonferroni","effect_seeking","c60-h24",0.0525,105,2000
33,4000,70,16,"heterogeneous","bonferroni","effect_seeking","c60-h24",0.037,74,2000
34,8000,70,16,"heterogeneous","bonferroni","effect_seeking","c60-h24",0.0345,69,2000
35,4000,140,16,"heterogeneous","bonferroni","effect_seeking","c60-h24",0.0255,51,2000
36,8000,140,16,"heterogeneous","bonferroni","effect_seeking","c60-h24",0.0185,37,2000
7,4000,35,16,"null","naive","effect_seeking","c60-h24",0.1045,209,2000
8,8000,35,16,"null","naive","effect_seeking","c60-h24",0.093,186,2000
9,4000,70,16,"null","naive","effect_seeking","c60-h24",0.109,218,2000
10,8000,70,16,"null","naive","effect_seeking","c60-h24",0.104,208,2000
11,4000,140,16,"null","naive","effect_seeking","c60-h24",0.102,204,2000
12,8000,140,16,"null","naive","effect_seeking","c60-h24",0.1165,233,2000
19,4000,35,16,"homogeneous","naive","effect_seeking","c60-h24",0.0515,103,2000
20,8000,35,16,"homogeneous","naive","effect_seeking","c60-h24",0.045,90,2000
21,4000,70,16,"homogeneous","naive","effect_seeking","c60-h24",0.0285,57,2000
22,8000,70,16,"homogeneous","naive","effect_seeking","c60-h24",0.0295,59,2000
23,4000,140,16,"homogeneous","naive","effect_seeking","c60-h24",0.016,32,2000
24,8000,140,16,"homogeneous","naive","effect_seeking","c60-h24",0.0135,27,2000
31,4000,35,16,"heterogeneous","naive","effect_seeking","c60-h24",0.0505,101,2000
32,8000,35,16,"heterogeneous","naive","effect_seeking","c60-h24",0.0525,105,2000
33,4000,70,16,"heterogeneous","naive","effect_seeking","c60-h24",0.037,74,2000
34,8000,70,16,"heterogeneous","naive","effect_seeking","c60-h24",0.0345,69,2000
35,4000,140,16,"heterogeneous","naive","effect_seeking","c60-h24",0.0255,51,2000
36,8000,140,16,"heterogeneous","naive","effect_seeking","c60-h24",0.0185,37,2000
7,4000,35,16,"null","bonferroni","prognostic_high","c60-h24",0.0195,39,2000
8,8000,35,16,"null","bonferroni","prognostic_high","c60-h24",0.0185,37,2000
9,4000,70,16,"null","bonferroni","prognostic_high","c60-h24",0.0045,9,2000
10,8000,70,16,"null","bonferroni","prognostic_high","c60-h24",0.0055,11,2000
11,4000,140,16,"null","bonferroni","prognostic_high","c60-h24",0.0015,3,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_high","c60-h24",0.0265,53,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_high","c60-h24",0.034,68,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_high","c60-h24",0.01,20,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_high","c60-h24",0.006,12,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_high","c60-h24",0.0015,3,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_high","c60-h24",0.003,6,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_high","c60-h24",0.015,30,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_high","c60-h24",0.024,48,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_high","c60-h24",0.004,8,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_high","c60-h24",0.0055,11,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_high","c60-h24",5e-04,1,2000
36,8000,140,16,"heterogeneous","bonferroni","prognostic_high","c60-h24",0.001,2,2000
7,4000,35,16,"null","naive","prognostic_high","c60-h24",0.0195,39,2000
8,8000,35,16,"null","naive","prognostic_high","c60-h24",0.0185,37,2000
9,4000,70,16,"null","naive","prognostic_high","c60-h24",0.0045,9,2000
10,8000,70,16,"null","naive","prognostic_high","c60-h24",0.0055,11,2000
11,4000,140,16,"null","naive","prognostic_high","c60-h24",0.0015,3,2000
19,4000,35,16,"homogeneous","naive","prognostic_high","c60-h24",0.0265,53,2000
20,8000,35,16,"homogeneous","naive","prognostic_high","c60-h24",0.034,68,2000
21,4000,70,16,"homogeneous","naive","prognostic_high","c60-h24",0.01,20,2000
22,8000,70,16,"homogeneous","naive","prognostic_high","c60-h24",0.006,12,2000
23,4000,140,16,"homogeneous","naive","prognostic_high","c60-h24",0.0015,3,2000
24,8000,140,16,"homogeneous","naive","prognostic_high","c60-h24",0.003,6,2000
31,4000,35,16,"heterogeneous","naive","prognostic_high","c60-h24",0.015,30,2000
32,8000,35,16,"heterogeneous","naive","prognostic_high","c60-h24",0.024,48,2000
33,4000,70,16,"heterogeneous","naive","prognostic_high","c60-h24",0.004,8,2000
34,8000,70,16,"heterogeneous","naive","prognostic_high","c60-h24",0.0055,11,2000
35,4000,140,16,"heterogeneous","naive","prognostic_high","c60-h24",5e-04,1,2000
36,8000,140,16,"heterogeneous","naive","prognostic_high","c60-h24",0.001,2,2000
7,4000,35,16,"null","split","prognostic_high","c60-h24",0.0505,101,2000
8,8000,35,16,"null","split","prognostic_high","c60-h24",0.0435,87,2000
9,4000,70,16,"null","split","prognostic_high","c60-h24",0.014,28,2000
10,8000,70,16,"null","split","prognostic_high","c60-h24",0.0185,37,2000
11,4000,140,16,"null","split","prognostic_high","c60-h24",0.008,16,2000
12,8000,140,16,"null","split","prognostic_high","c60-h24",0.0065,13,2000
19,4000,35,16,"homogeneous","split","prognostic_high","c60-h24",0.0535,107,2000
20,8000,35,16,"homogeneous","split","prognostic_high","c60-h24",0.062,124,2000
21,4000,70,16,"homogeneous","split","prognostic_high","c60-h24",0.025,50,2000
22,8000,70,16,"homogeneous","split","prognostic_high","c60-h24",0.0275,55,2000
23,4000,140,16,"homogeneous","split","prognostic_high","c60-h24",0.009,18,2000
24,8000,140,16,"homogeneous","split","prognostic_high","c60-h24",0.0105,21,2000
31,4000,35,16,"heterogeneous","split","prognostic_high","c60-h24",0.0435,87,2000
32,8000,35,16,"heterogeneous","split","prognostic_high","c60-h24",0.0445,89,2000
33,4000,70,16,"heterogeneous","split","prognostic_high","c60-h24",0.02,40,2000
34,8000,70,16,"heterogeneous","split","prognostic_high","c60-h24",0.0195,39,2000
35,4000,140,16,"heterogeneous","split","prognostic_high","c60-h24",0.01,20,2000
36,8000,140,16,"heterogeneous","split","prognostic_high","c60-h24",0.0045,9,2000
7,4000,35,16,"null","bonferroni","prognostic_low","c60-h24",0.0305,61,2000
8,8000,35,16,"null","bonferroni","prognostic_low","c60-h24",0.0355,71,2000
9,4000,70,16,"null","bonferroni","prognostic_low","c60-h24",0.0185,37,2000
10,8000,70,16,"null","bonferroni","prognostic_low","c60-h24",0.016,32,2000
11,4000,140,16,"null","bonferroni","prognostic_low","c60-h24",0.0035,7,2000
12,8000,140,16,"null","bonferroni","prognostic_low","c60-h24",0.0035,7,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_low","c60-h24",0.057,114,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_low","c60-h24",0.0585,117,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_low","c60-h24",0.027,54,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_low","c60-h24",0.023,46,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_low","c60-h24",0.0095,19,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_low","c60-h24",0.0045,9,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_low","c60-h24",0.0365,73,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_low","c60-h24",0.034,68,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_low","c60-h24",0.012,24,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_low","c60-h24",0.011,22,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_low","c60-h24",0.0025,5,2000
36,8000,140,16,"heterogeneous","bonferroni","prognostic_low","c60-h24",0.0025,5,2000
7,4000,35,16,"null","naive","prognostic_low","c60-h24",0.0305,61,2000
8,8000,35,16,"null","naive","prognostic_low","c60-h24",0.0355,71,2000
9,4000,70,16,"null","naive","prognostic_low","c60-h24",0.0185,37,2000
10,8000,70,16,"null","naive","prognostic_low","c60-h24",0.016,32,2000
11,4000,140,16,"null","naive","prognostic_low","c60-h24",0.0035,7,2000
12,8000,140,16,"null","naive","prognostic_low","c60-h24",0.0035,7,2000
19,4000,35,16,"homogeneous","naive","prognostic_low","c60-h24",0.057,114,2000
20,8000,35,16,"homogeneous","naive","prognostic_low","c60-h24",0.0585,117,2000
21,4000,70,16,"homogeneous","naive","prognostic_low","c60-h24",0.027,54,2000
22,8000,70,16,"homogeneous","naive","prognostic_low","c60-h24",0.023,46,2000
23,4000,140,16,"homogeneous","naive","prognostic_low","c60-h24",0.0095,19,2000
24,8000,140,16,"homogeneous","naive","prognostic_low","c60-h24",0.0045,9,2000
31,4000,35,16,"heterogeneous","naive","prognostic_low","c60-h24",0.0365,73,2000
32,8000,35,16,"heterogeneous","naive","prognostic_low","c60-h24",0.034,68,2000
33,4000,70,16,"heterogeneous","naive","prognostic_low","c60-h24",0.012,24,2000
34,8000,70,16,"heterogeneous","naive","prognostic_low","c60-h24",0.011,22,2000
35,4000,140,16,"heterogeneous","naive","prognostic_low","c60-h24",0.0025,5,2000
36,8000,140,16,"heterogeneous","naive","prognostic_low","c60-h24",0.0025,5,2000
7,4000,35,16,"null","split","prognostic_low","c60-h24",0.071,142,2000
8,8000,35,16,"null","split","prognostic_low","c60-h24",0.0835,167,2000
9,4000,70,16,"null","split","prognostic_low","c60-h24",0.0455,91,2000
10,8000,70,16,"null","split","prognostic_low","c60-h24",0.037,74,2000
11,4000,140,16,"null","split","prognostic_low","c60-h24",0.0195,39,2000
12,8000,140,16,"null","split","prognostic_low","c60-h24",0.0165,33,2000
19,4000,35,16,"homogeneous","split","prognostic_low","c60-h24",0.094,188,2000
20,8000,35,16,"homogeneous","split","prognostic_low","c60-h24",0.092,184,2000
21,4000,70,16,"homogeneous","split","prognostic_low","c60-h24",0.058,116,2000
22,8000,70,16,"homogeneous","split","prognostic_low","c60-h24",0.054,108,2000
23,4000,140,16,"homogeneous","split","prognostic_low","c60-h24",0.027,54,2000
24,8000,140,16,"homogeneous","split","prognostic_low","c60-h24",0.022,44,2000
31,4000,35,16,"heterogeneous","split","prognostic_low","c60-h24",0.068,136,2000
32,8000,35,16,"heterogeneous","split","prognostic_low","c60-h24",0.068,136,2000
33,4000,70,16,"heterogeneous","split","prognostic_low","c60-h24",0.0325,65,2000
34,8000,70,16,"heterogeneous","split","prognostic_low","c60-h24",0.0365,73,2000
35,4000,140,16,"heterogeneous","split","prognostic_low","c60-h24",0.0185,37,2000
36,8000,140,16,"heterogeneous","split","prognostic_low","c60-h24",0.0095,19,2000
11,4000,140,16,"null","bonferroni","workability","c60-h24",0.3185,637,2000
12,8000,140,16,"null","bonferroni","workability","c60-h24",0.297,594,2000
23,4000,140,16,"homogeneous","bonferroni","workability","c60-h24",0.024,48,2000
24,8000,140,16,"homogeneous","bonferroni","workability","c60-h24",0.025,50,2000
35,4000,140,16,"heterogeneous","bonferroni","workability","c60-h24",0.307,614,2000
36,8000,140,16,"heterogeneous","bonferroni","workability","c60-h24",0.313,626,2000
11,4000,140,16,"null","naive","workability","c60-h24",0.3185,637,2000
12,8000,140,16,"null","naive","workability","c60-h24",0.297,594,2000
23,4000,140,16,"homogeneous","naive","workability","c60-h24",0.024,48,2000
24,8000,140,16,"homogeneous","naive","workability","c60-h24",0.025,50,2000
35,4000,140,16,"heterogeneous","naive","workability","c60-h24",0.307,614,2000
36,8000,140,16,"heterogeneous","naive","workability","c60-h24",0.313,626,2000
11,4000,140,16,"null","split","workability","c60-h24",0.372,744,2000
12,8000,140,16,"null","split","workability","c60-h24",0.3585,717,2000
23,4000,140,16,"homogeneous","split","workability","c60-h24",0.084,168,2000
24,8000,140,16,"homogeneous","split","workability","c60-h24",0.089,178,2000
35,4000,140,16,"heterogeneous","split","workability","c60-h24",0.3685,737,2000
36,8000,140,16,"heterogeneous","split","workability","c60-h24",0.3605,721,2000
7,4000,35,16,"null","bonferroni","effect_seeking","c60-h36",0.0755,151,2000
8,8000,35,16,"null","bonferroni","effect_seeking","c60-h36",0.059,118,2000
9,4000,70,16,"null","bonferroni","effect_seeking","c60-h36",0.0685,137,2000
10,8000,70,16,"null","bonferroni","effect_seeking","c60-h36",0.0645,129,2000
11,4000,140,16,"null","bonferroni","effect_seeking","c60-h36",0.061,122,2000
12,8000,140,16,"null","bonferroni","effect_seeking","c60-h36",0.0725,145,2000
19,4000,35,16,"homogeneous","bonferroni","effect_seeking","c60-h36",0.0345,69,2000
20,8000,35,16,"homogeneous","bonferroni","effect_seeking","c60-h36",0.0345,69,2000
21,4000,70,16,"homogeneous","bonferroni","effect_seeking","c60-h36",0.0185,37,2000
22,8000,70,16,"homogeneous","bonferroni","effect_seeking","c60-h36",0.021,42,2000
23,4000,140,16,"homogeneous","bonferroni","effect_seeking","c60-h36",0.0165,33,2000
24,8000,140,16,"homogeneous","bonferroni","effect_seeking","c60-h36",0.0145,29,2000
31,4000,35,16,"heterogeneous","bonferroni","effect_seeking","c60-h36",0.026,52,2000
32,8000,35,16,"heterogeneous","bonferroni","effect_seeking","c60-h36",0.0355,71,2000
33,4000,70,16,"heterogeneous","bonferroni","effect_seeking","c60-h36",0.025,50,2000
34,8000,70,16,"heterogeneous","bonferroni","effect_seeking","c60-h36",0.0185,37,2000
35,4000,140,16,"heterogeneous","bonferroni","effect_seeking","c60-h36",0.0095,19,2000
36,8000,140,16,"heterogeneous","bonferroni","effect_seeking","c60-h36",0.009,18,2000
7,4000,35,16,"null","naive","effect_seeking","c60-h36",0.0755,151,2000
8,8000,35,16,"null","naive","effect_seeking","c60-h36",0.059,118,2000
9,4000,70,16,"null","naive","effect_seeking","c60-h36",0.0685,137,2000
10,8000,70,16,"null","naive","effect_seeking","c60-h36",0.0645,129,2000
11,4000,140,16,"null","naive","effect_seeking","c60-h36",0.061,122,2000
12,8000,140,16,"null","naive","effect_seeking","c60-h36",0.0725,145,2000
19,4000,35,16,"homogeneous","naive","effect_seeking","c60-h36",0.0345,69,2000
20,8000,35,16,"homogeneous","naive","effect_seeking","c60-h36",0.0345,69,2000
21,4000,70,16,"homogeneous","naive","effect_seeking","c60-h36",0.0185,37,2000
22,8000,70,16,"homogeneous","naive","effect_seeking","c60-h36",0.021,42,2000
23,4000,140,16,"homogeneous","naive","effect_seeking","c60-h36",0.0165,33,2000
24,8000,140,16,"homogeneous","naive","effect_seeking","c60-h36",0.0145,29,2000
31,4000,35,16,"heterogeneous","naive","effect_seeking","c60-h36",0.026,52,2000
32,8000,35,16,"heterogeneous","naive","effect_seeking","c60-h36",0.0355,71,2000
33,4000,70,16,"heterogeneous","naive","effect_seeking","c60-h36",0.025,50,2000
34,8000,70,16,"heterogeneous","naive","effect_seeking","c60-h36",0.0185,37,2000
35,4000,140,16,"heterogeneous","naive","effect_seeking","c60-h36",0.0095,19,2000
36,8000,140,16,"heterogeneous","naive","effect_seeking","c60-h36",0.009,18,2000
7,4000,35,16,"null","bonferroni","prognostic_high","c60-h36",0.0395,79,2000
8,8000,35,16,"null","bonferroni","prognostic_high","c60-h36",0.0315,63,2000
9,4000,70,16,"null","bonferroni","prognostic_high","c60-h36",0.0185,37,2000
10,8000,70,16,"null","bonferroni","prognostic_high","c60-h36",0.011,22,2000
11,4000,140,16,"null","bonferroni","prognostic_high","c60-h36",0.007,14,2000
12,8000,140,16,"null","bonferroni","prognostic_high","c60-h36",0.005,10,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_high","c60-h36",0.0395,79,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_high","c60-h36",0.0345,69,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_high","c60-h36",0.0245,49,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_high","c60-h36",0.022,44,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_high","c60-h36",0.0095,19,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_high","c60-h36",0.011,22,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_high","c60-h36",0.0455,91,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_high","c60-h36",0.0425,85,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_high","c60-h36",0.018,36,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_high","c60-h36",0.015,30,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_high","c60-h36",0.0065,13,2000
36,8000,140,16,"heterogeneous","bonferroni","prognostic_high","c60-h36",0.005,10,2000
7,4000,35,16,"null","naive","prognostic_high","c60-h36",0.0395,79,2000
8,8000,35,16,"null","naive","prognostic_high","c60-h36",0.0315,63,2000
9,4000,70,16,"null","naive","prognostic_high","c60-h36",0.0185,37,2000
10,8000,70,16,"null","naive","prognostic_high","c60-h36",0.011,22,2000
11,4000,140,16,"null","naive","prognostic_high","c60-h36",0.007,14,2000
12,8000,140,16,"null","naive","prognostic_high","c60-h36",0.005,10,2000
19,4000,35,16,"homogeneous","naive","prognostic_high","c60-h36",0.0395,79,2000
20,8000,35,16,"homogeneous","naive","prognostic_high","c60-h36",0.0345,69,2000
21,4000,70,16,"homogeneous","naive","prognostic_high","c60-h36",0.0245,49,2000
22,8000,70,16,"homogeneous","naive","prognostic_high","c60-h36",0.022,44,2000
23,4000,140,16,"homogeneous","naive","prognostic_high","c60-h36",0.0095,19,2000
24,8000,140,16,"homogeneous","naive","prognostic_high","c60-h36",0.011,22,2000
31,4000,35,16,"heterogeneous","naive","prognostic_high","c60-h36",0.0455,91,2000
32,8000,35,16,"heterogeneous","naive","prognostic_high","c60-h36",0.0425,85,2000
33,4000,70,16,"heterogeneous","naive","prognostic_high","c60-h36",0.018,36,2000
34,8000,70,16,"heterogeneous","naive","prognostic_high","c60-h36",0.015,30,2000
35,4000,140,16,"heterogeneous","naive","prognostic_high","c60-h36",0.0065,13,2000
36,8000,140,16,"heterogeneous","naive","prognostic_high","c60-h36",0.005,10,2000
7,4000,35,16,"null","split","prognostic_high","c60-h36",0.0535,107,2000
8,8000,35,16,"null","split","prognostic_high","c60-h36",0.0515,103,2000
9,4000,70,16,"null","split","prognostic_high","c60-h36",0.0315,63,2000
10,8000,70,16,"null","split","prognostic_high","c60-h36",0.03,60,2000
11,4000,140,16,"null","split","prognostic_high","c60-h36",0.0185,37,2000
12,8000,140,16,"null","split","prognostic_high","c60-h36",0.0205,41,2000
19,4000,35,16,"homogeneous","split","prognostic_high","c60-h36",0.0585,117,2000
20,8000,35,16,"homogeneous","split","prognostic_high","c60-h36",0.0625,125,2000
21,4000,70,16,"homogeneous","split","prognostic_high","c60-h36",0.0395,79,2000
22,8000,70,16,"homogeneous","split","prognostic_high","c60-h36",0.048,96,2000
23,4000,140,16,"homogeneous","split","prognostic_high","c60-h36",0.034,68,2000
24,8000,140,16,"homogeneous","split","prognostic_high","c60-h36",0.022,44,2000
31,4000,35,16,"heterogeneous","split","prognostic_high","c60-h36",0.0645,129,2000
32,8000,35,16,"heterogeneous","split","prognostic_high","c60-h36",0.059,118,2000
33,4000,70,16,"heterogeneous","split","prognostic_high","c60-h36",0.033,66,2000
34,8000,70,16,"heterogeneous","split","prognostic_high","c60-h36",0.0305,61,2000
35,4000,140,16,"heterogeneous","split","prognostic_high","c60-h36",0.0205,41,2000
36,8000,140,16,"heterogeneous","split","prognostic_high","c60-h36",0.018,36,2000
7,4000,35,16,"null","bonferroni","prognostic_low","c60-h36",0.0425,85,2000
8,8000,35,16,"null","bonferroni","prognostic_low","c60-h36",0.046,92,2000
9,4000,70,16,"null","bonferroni","prognostic_low","c60-h36",0.0195,39,2000
10,8000,70,16,"null","bonferroni","prognostic_low","c60-h36",0.0205,41,2000
11,4000,140,16,"null","bonferroni","prognostic_low","c60-h36",0.011,22,2000
12,8000,140,16,"null","bonferroni","prognostic_low","c60-h36",0.011,22,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_low","c60-h36",0.039,78,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_low","c60-h36",0.0495,99,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_low","c60-h36",0.029,58,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_low","c60-h36",0.031,62,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_low","c60-h36",0.0175,35,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_low","c60-h36",0.013,26,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_low","c60-h36",0.0395,79,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_low","c60-h36",0.038,76,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_low","c60-h36",0.0175,35,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_low","c60-h36",0.0225,45,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_low","c60-h36",0.009,18,2000
36,8000,140,16,"heterogeneous","bonferroni","prognostic_low","c60-h36",0.008,16,2000
7,4000,35,16,"null","naive","prognostic_low","c60-h36",0.0425,85,2000
8,8000,35,16,"null","naive","prognostic_low","c60-h36",0.046,92,2000
9,4000,70,16,"null","naive","prognostic_low","c60-h36",0.0195,39,2000
10,8000,70,16,"null","naive","prognostic_low","c60-h36",0.0205,41,2000
11,4000,140,16,"null","naive","prognostic_low","c60-h36",0.011,22,2000
12,8000,140,16,"null","naive","prognostic_low","c60-h36",0.011,22,2000
19,4000,35,16,"homogeneous","naive","prognostic_low","c60-h36",0.039,78,2000
20,8000,35,16,"homogeneous","naive","prognostic_low","c60-h36",0.0495,99,2000
21,4000,70,16,"homogeneous","naive","prognostic_low","c60-h36",0.029,58,2000
22,8000,70,16,"homogeneous","naive","prognostic_low","c60-h36",0.031,62,2000
23,4000,140,16,"homogeneous","naive","prognostic_low","c60-h36",0.0175,35,2000
24,8000,140,16,"homogeneous","naive","prognostic_low","c60-h36",0.013,26,2000
31,4000,35,16,"heterogeneous","naive","prognostic_low","c60-h36",0.0395,79,2000
32,8000,35,16,"heterogeneous","naive","prognostic_low","c60-h36",0.038,76,2000
33,4000,70,16,"heterogeneous","naive","prognostic_low","c60-h36",0.0175,35,2000
34,8000,70,16,"heterogeneous","naive","prognostic_low","c60-h36",0.0225,45,2000
35,4000,140,16,"heterogeneous","naive","prognostic_low","c60-h36",0.009,18,2000
36,8000,140,16,"heterogeneous","naive","prognostic_low","c60-h36",0.008,16,2000
7,4000,35,16,"null","split","prognostic_low","c60-h36",0.07,140,2000
8,8000,35,16,"null","split","prognostic_low","c60-h36",0.051,102,2000
9,4000,70,16,"null","split","prognostic_low","c60-h36",0.0385,77,2000
10,8000,70,16,"null","split","prognostic_low","c60-h36",0.0345,69,2000
11,4000,140,16,"null","split","prognostic_low","c60-h36",0.023,46,2000
12,8000,140,16,"null","split","prognostic_low","c60-h36",0.0285,57,2000
19,4000,35,16,"homogeneous","split","prognostic_low","c60-h36",0.07,140,2000
20,8000,35,16,"homogeneous","split","prognostic_low","c60-h36",0.0695,139,2000
21,4000,70,16,"homogeneous","split","prognostic_low","c60-h36",0.0605,121,2000
22,8000,70,16,"homogeneous","split","prognostic_low","c60-h36",0.05,100,2000
23,4000,140,16,"homogeneous","split","prognostic_low","c60-h36",0.034,68,2000
24,8000,140,16,"homogeneous","split","prognostic_low","c60-h36",0.027,54,2000
31,4000,35,16,"heterogeneous","split","prognostic_low","c60-h36",0.057,114,2000
32,8000,35,16,"heterogeneous","split","prognostic_low","c60-h36",0.054,108,2000
33,4000,70,16,"heterogeneous","split","prognostic_low","c60-h36",0.046,92,2000
34,8000,70,16,"heterogeneous","split","prognostic_low","c60-h36",0.0365,73,2000
35,4000,140,16,"heterogeneous","split","prognostic_low","c60-h36",0.024,48,2000
36,8000,140,16,"heterogeneous","split","prognostic_low","c60-h36",0.021,42,2000
9,4000,70,16,"null","bonferroni","workability","c60-h36",0.0015,3,2000
11,4000,140,16,"null","bonferroni","workability","c60-h36",0.6815,1363,2000
12,8000,140,16,"null","bonferroni","workability","c60-h36",0.7015,1403,2000
23,4000,140,16,"homogeneous","bonferroni","workability","c60-h36",0.904,1808,2000
24,8000,140,16,"homogeneous","bonferroni","workability","c60-h36",0.9015,1803,2000
33,4000,70,16,"heterogeneous","bonferroni","workability","c60-h36",0.001,2,2000
34,8000,70,16,"heterogeneous","bonferroni","workability","c60-h36",0.0035,7,2000
35,4000,140,16,"heterogeneous","bonferroni","workability","c60-h36",0.6915,1383,2000
36,8000,140,16,"heterogeneous","bonferroni","workability","c60-h36",0.684,1368,2000
9,4000,70,16,"null","naive","workability","c60-h36",0.0015,3,2000
11,4000,140,16,"null","naive","workability","c60-h36",0.6815,1363,2000
12,8000,140,16,"null","naive","workability","c60-h36",0.7015,1403,2000
23,4000,140,16,"homogeneous","naive","workability","c60-h36",0.904,1808,2000
24,8000,140,16,"homogeneous","naive","workability","c60-h36",0.9015,1803,2000
33,4000,70,16,"heterogeneous","naive","workability","c60-h36",0.001,2,2000
34,8000,70,16,"heterogeneous","naive","workability","c60-h36",0.0035,7,2000
35,4000,140,16,"heterogeneous","naive","workability","c60-h36",0.6915,1383,2000
36,8000,140,16,"heterogeneous","naive","workability","c60-h36",0.684,1368,2000
9,4000,70,16,"null","split","workability","c60-h36",0.0215,43,2000
10,8000,70,16,"null","split","workability","c60-h36",0.021,42,2000
11,4000,140,16,"null","split","workability","c60-h36",0.611,1222,2000
12,8000,140,16,"null","split","workability","c60-h36",0.6245,1249,2000
21,4000,70,16,"homogeneous","split","workability","c60-h36",0.003,6,2000
22,8000,70,16,"homogeneous","split","workability","c60-h36",5e-04,1,2000
23,4000,140,16,"homogeneous","split","workability","c60-h36",0.7595,1519,2000
24,8000,140,16,"homogeneous","split","workability","c60-h36",0.7545,1509,2000
33,4000,70,16,"heterogeneous","split","workability","c60-h36",0.0265,53,2000
