"v_direction","v_overlap","s","mc_interval_lower","mc_interval_upper","threshold","bootstrap_resamples","truth_checks_passed","sceptical_source_checks_passed","all_structural_nonconvergence_at_most_1_percent","decision_branch"
0.12439375,0.49148125,0.49148125,0.4902625,0.49310625,0.1,20000,TRUE,TRUE,TRUE,"PROBLEM IS REAL FOR THE PAIR-LEVEL PRECISION-CONFLATION COMPONENT"
