"scenario","family","baseline_risk","mismatch","precision","n_trial","n_emulation","delta","delta_raw_true","truth_class","method","cutoff","wrong_definitive","wrong_definitive_mcse","correct_definitive","correct_definitive_mcse","indeterminate","indeterminate_mcse","decision_rate","decision_rate_mcse","convergence","n_used","compatibility_mean"
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.54,0.693,0.00461272454442833,0,0,0.307,0.00461272454442833,0.693,0.00461272454442833,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.55,0.648,0.0047761785130082,0,0,0.352,0.0047761785130082,0.648,0.0047761785130082,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.56,0.6105,0.00487661287527655,0,0,0.3895,0.00487661287527655,0.6105,0.00487661287527655,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.57,0.5763,0.00494168726522635,0,0,0.4237,0.00494168726522635,0.5763,0.00494168726522635,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.58,0.5413,0.00498316307092359,0,0,0.4587,0.00498316307092359,0.5413,0.00498316307092359,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.59,0.5122,0.0049987613227153,0,0,0.4878,0.0049987613227153,0.5122,0.0049987613227153,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.6,0.485899999999999,0.00499826142390769,0,0,0.514100000000001,0.00499826142390769,0.485899999999999,0.00499826142390769,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.61,0.462,0.00498578838385467,0,0,0.538,0.00498578838385467,0.462,0.00498578838385467,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.62,0.4394,0.00496338871364618,0,0,0.5606,0.00496338871364618,0.4394,0.00496338871364618,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.63,0.4173,0.00493137940644252,0,0,0.5827,0.00493137940644252,0.4173,0.00493137940644252,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.64,0.3937,0.00488594087580104,0,0,0.6063,0.00488594087580104,0.3937,0.00488594087580104,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.65,0.3719,0.00483336064633222,0,0,0.6281,0.00483336064633222,0.3719,0.00483336064633222,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.66,0.3534,0.00478049467240878,0,0,0.6466,0.00478049467240878,0.3534,0.00478049467240878,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.67,0.3358,0.00472292987526365,0,0,0.6642,0.00472292987526365,0.3358,0.00472292987526365,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.68,0.3179,0.00465683665300371,0,0,0.6821,0.00465683665300371,0.3179,0.00465683665300371,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.69,0.3011,0.00458759017332185,0,0,0.6989,0.00458759017332185,0.3011,0.00458759017332185,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.7,0.2881,0.00452900543044735,0,0,0.7119,0.00452900543044735,0.2881,0.00452900543044735,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.71,0.2729,0.00445472147887426,0,0,0.7271,0.00445472147887426,0.2729,0.00445472147887426,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.72,0.2558,0.00436331752843947,0,0,0.7442,0.00436331752843947,0.2558,0.00436331752843947,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.73,0.2413,0.00427893233484595,0,0,0.7587,0.00427893233484595,0.2413,0.00427893233484595,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.74,0.2264,0.00418521870462743,0,0,0.7736,0.00418521870462743,0.2264,0.00418521870462743,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.75,0.2146,0.00410565093949323,0,0,0.7854,0.00410565093949323,0.2146,0.00410565093949323,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.76,0.2015,0.00401140675304957,0,0,0.7985,0.00401140675304957,0.2015,0.00401140675304957,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.77,0.189400000000001,0.00391845625596897,0,0,0.810599999999999,0.00391845625596897,0.189400000000001,0.00391845625596897,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.78,0.178,0.00382531871957529,0,0,0.822,0.00382531871957529,0.178,0.00382531871957529,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.79,0.1677,0.00373618346801798,0,0,0.8323,0.00373618346801798,0.1677,0.00373618346801798,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.8,0.156,0.00362873487205598,0,0,0.844,0.00362873487205598,0.156,0.00362873487205598,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.81,0.1439,0.00351005855379978,0,0,0.8561,0.00351005855379978,0.1439,0.00351005855379978,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.82,0.1349,0.00341633811801676,0,0,0.8651,0.00341633811801676,0.1349,0.00341633811801676,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.83,0.1243,0.00329939988542783,0,0,0.8757,0.00329939988542783,0.1243,0.00329939988542783,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.84,0.1139,0.00317705655738745,0,0,0.8861,0.00317705655738745,0.1139,0.00317705655738745,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.85,0.1039,0.00305146032925439,0,0,0.8961,0.00305146032925439,0.1039,0.00305146032925439,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.86,0.093,0.00290446958916059,0,0,0.907,0.00290446958916059,0.093,0.00290446958916059,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.87,0.0842000000000002,0.00277701407643503,0,0,0.9158,0.00277701407643503,0.0842000000000002,0.00277701407643503,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.88,0.0745,0.00262595974197206,0,0,0.9255,0.00262595974197206,0.0745,0.00262595974197206,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.89,0.0672000000000002,0.0025038056842116,0,0,0.9328,0.0025038056842116,0.0672000000000002,0.0025038056842116,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.9,0.0608999999999999,0.0023915875415917,0,0,0.9391,0.0023915875415917,0.0608999999999999,0.0023915875415917,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.91,0.0520000000000002,0.00222038127565976,0,0,0.948,0.00222038127565976,0.0520000000000002,0.00222038127565976,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.92,0.0427,0.00202190004895919,0,0,0.9573,0.00202190004895919,0.0427,0.00202190004895919,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.93,0.0362000000000001,0.00186796812887501,0,0,0.963800000000001,0.00186796812887501,0.0362000000000001,0.00186796812887501,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.94,0.0287999999999997,0.00167252376173648,0,0,0.9712,0.00167252376173648,0.0287999999999997,0.00167252376173648,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.95,0.0223,0.00147664790959278,0,0,0.9777,0.00147664790959278,0.0223,0.00147664790959278,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.96,0.0171000000000001,0.00129650572413273,0,0,0.9829,0.00129650572413273,0.0171000000000001,0.00129650572413273,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.97,0.0123,0.00110226698183796,0,0,0.9877,0.00110226698183796,0.0123,0.00110226698183796,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.98,0.00819999999999999,0.000901863257780105,0,0,0.9918,0.000901863257780105,0.00819999999999999,0.000901863257780105,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.03,0,"aligned","compatibility",0.99,0.00439999999999999,0.000661897130059596,0,0,0.9956,0.000661897130059596,0.00439999999999999,0.000661897130059596,1,10000,0.359551206489048
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","forced-plugin",NA,0.2736,0.00445828348461209,0.7264,0.00445828348461209,0,0,1,0,1,10000,NA
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","joint-uncertainty",NA,0.00750000000000003,0.000862814838157355,0,0,0.9925,0.000862814838157355,0.00750000000000003,0.000862814838157355,1,10000,NA
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.5,0.2902,0.00453877252631187,0.7098,0.00453877252631187,0,0,1,0,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.51,0.2777,0.00447887006148879,0.7008,0.00457930486027104,0.0215000000000002,0.00145051211595757,0.9785,0.00145051211595757,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.52,0.2648,0.00441248716760746,0.6873,0.00463616440627819,0.0479000000000005,0.00213565331959789,0.9521,0.00213565331959789,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.53,0.2537,0.00435149681747023,0.6747,0.00468510256222854,0.0715999999999999,0.00257837328579098,0.9284,0.00257837328579098,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.54,0.2425,0.00428616519994431,0.659699999999999,0.00473833685839428,0.0978000000000001,0.00297058890455174,0.9022,0.00297058890455174,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.55,0.2299,0.0042078937292857,0.6461,0.00478202527979286,0.124,0.00329598033195484,0.876,0.00329598033195484,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.56,0.2216,0.0041534406348122,0.631,0.00482558065136832,0.1474,0.00354521943722615,0.8526,0.00354521943722615,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.57,0.212500000000001,0.00409097159668218,0.615,0.00486619645994639,0.1725,0.00377833330719473,0.8275,0.00377833330719473,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.58,0.2029,0.00402178772160404,0.5969,0.00490545057507825,0.2002,0.00400169930901081,0.7998,0.00400169930901081,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.59,0.1942,0.00395603349582644,0.5766,0.00494122308427339,0.2292,0.00420339182688026,0.7708,0.00420339182688026,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.6,0.1855,0.00388722086439721,0.558,0.0049664943981304,0.2565,0.0043672282134353,0.7435,0.0043672282134353,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.61,0.1771,0.00381772399495419,0.5405,0.00498381970439201,0.2824,0.00450189412415138,0.7176,0.00450189412415138,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.62,0.1697,0.00375387801613435,0.5189,0.00499667646316674,0.3114,0.00463089068267131,0.6886,0.00463089068267131,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.63,0.1627,0.00369110192535285,0.4998,0.00500024961873168,0.3375,0.00472880652608168,0.6625,0.00472880652608168,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.64,0.1534,0.00360390660454498,0.4746,0.00499379392824554,0.372,0.0048336255951035,0.628,0.0048336255951035,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.65,0.1458,0.00352923243045212,0.4487,0.0049738621744567,0.4055,0.00491013094923047,0.5945,0.00491013094923047,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.66,0.1395,0.00346484855622163,0.4197,0.00493534464477146,0.4408,0.00496507816656696,0.5592,0.00496507816656696,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.67,0.1322,0.00338725011570335,0.3906,0.00487909259539651,0.4772,0.00499504865352771,0.5228,0.00499504865352771,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.68,0.1255,0.00331301563643476,0.3601,0.00480053158622544,0.5144,0.00499817588488191,0.4856,0.00499817588488191,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.69,0.1181,0.00322742631644175,0.3233,0.00467759542819807,0.5586,0.00496578995800182,0.4414,0.00496578995800182,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.7,0.1115,0.00314766036550584,0.2794,0.00448726838485953,0.6091,0.00487976436009151,0.3909,0.00487976436009151,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.71,0.1054,0.00307083490319842,0.2299,0.00420789372928569,0.6647,0.00472118840568757,0.3353,0.00472118840568757,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.72,0.0979000000000002,0.00297194250351933,0.1627,0.00369110192535286,0.7394,0.00438983952657812,0.2606,0.00438983952657812,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.73,0.0924000000000002,0.00289604259400133,0.0599999999999999,0.00237498716973505,0.8476,0.00359426151964295,0.1524,0.00359426151964295,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.74,0.0865999999999999,0.00281262067892372,0.0063,0.000791260772034749,0.9071,0.00290306764994886,0.0928999999999998,0.00290306764994886,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.75,0.0798999999999999,0.00271151880565555,0.000200000000000009,0.000141414284285494,0.9199,0.00271461524227478,0.0801000000000001,0.00271461524227478,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.76,0.0743000000000002,0.00262271593274708,0,0,0.9257,0.00262271593274708,0.0743000000000002,0.00262271593274708,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.77,0.0706999999999999,0.00256335874992334,0,0,0.9293,0.00256335874992334,0.0706999999999999,0.00256335874992334,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.78,0.0656000000000001,0.00247593962521348,0,0,0.9344,0.00247593962521348,0.0656000000000001,0.00247593962521348,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.79,0.0617000000000002,0.00240621902348878,0,0,0.9383,0.00240621902348878,0.0617000000000002,0.00240621902348878,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.8,0.0558,0.00229546572971394,0,0,0.9442,0.00229546572971394,0.0558,0.00229546572971394,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.81,0.0511999999999999,0.00220416465677659,0,0,0.9488,0.00220416465677659,0.0511999999999999,0.00220416465677659,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.82,0.0464000000000002,0.00210360322177227,0,0,0.9536,0.00210360322177227,0.0464000000000002,0.00210360322177227,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.83,0.0414000000000004,0.00199223515180572,0,0,0.9586,0.00199223515180572,0.0414000000000004,0.00199223515180572,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.84,0.0378999999999997,0.00190963967081932,0,0,0.9621,0.00190963967081932,0.0378999999999997,0.00190963967081932,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.85,0.0346000000000001,0.00182773577461472,0,0,0.9654,0.00182773577461472,0.0346000000000001,0.00182773577461472,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.86,0.0300000000000001,0.00170595751093134,0,0,0.97,0.00170595751093134,0.0300000000000001,0.00170595751093134,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.87,0.0261000000000003,0.00159440685313436,0,0,0.9739,0.00159440685313436,0.0261000000000003,0.00159440685313436,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.88,0.0237000000000001,0.00152120426184029,0,0,0.9763,0.00152120426184029,0.0237000000000001,0.00152120426184029,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.89,0.0199000000000001,0.00139663669556767,0,0,0.9801,0.00139663669556767,0.0199000000000001,0.00139663669556767,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.9,0.0176000000000001,0.00131498932303329,0,0,0.9824,0.00131498932303329,0.0176000000000001,0.00131498932303329,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.91,0.016,0.00125481371356287,0,0,0.984,0.00125481371356287,0.016,0.00125481371356287,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.92,0.0131000000000001,0.00113708763814822,0,0,0.9869,0.00113708763814822,0.0131000000000001,0.00113708763814822,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.93,0.0112000000000001,0.0010524099755684,0,0,0.9888,0.0010524099755684,0.0112000000000001,0.0010524099755684,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.94,0.00920000000000006,0.000954791685508469,0,0,0.9908,0.000954791685508469,0.00920000000000006,0.000954791685508469,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.95,0.00750000000000003,0.000862814838157355,0,0,0.9925,0.000862814838157355,0.00750000000000003,0.000862814838157355,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.96,0.00580000000000004,0.000759403495756305,0,0,0.9942,0.000759403495756305,0.00580000000000004,0.000759403495756305,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.97,0.00429999999999994,0.000654365203370386,0,0,0.9957,0.000654365203370385,0.00429999999999994,0.000654365203370386,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.98,0.00250000000000003,0.000499399579489181,0,0,0.9975,0.000499399579489181,0.00250000000000003,0.000499399579489181,1,10000,0.563613042751407
3,"logit","common","aligned","small",500,5000,0.05,0,"aligned","compatibility",0.99,0.00119999999999998,0.000346219564436627,0,0,0.9988,0.000346219564436627,0.00119999999999998,0.000346219564436627,1,10000,0.563613042751407
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","forced-plugin",NA,0.8245,0.0038041322456265,0.1755,0.0038041322456265,0,0,1,0,1,10000,NA
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","joint-uncertainty",NA,0.0637999999999999,0.00244408538216972,0,0,0.9362,0.00244408538216972,0.0637999999999999,0.00244408538216972,1,10000,NA
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.5,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.51,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.52,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.53,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.54,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.55,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.56,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.57,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.58,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.59,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.6,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.61,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.62,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.63,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.64,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.65,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.66,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.67,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.68,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.69,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.7,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.71,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.72,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.73,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.74,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.75,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.76,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.77,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.78,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.79,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.8,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.81,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.82,1,0,0,0,0,0,1,0,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.83,0.9548,0.00207752920864199,0,0,0.0452,0.00207752920864199,0.9548,0.00207752920864199,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.84,0.7208,0.00448628450667874,0,0,0.2792,0.00448628450667874,0.7208,0.00448628450667874,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.85,0.6129,0.0048711119647548,0,0,0.3871,0.0048711119647548,0.6129,0.0048711119647548,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.86,0.5256,0.00499369179022618,0,0,0.4744,0.00499369179022618,0.5256,0.00499369179022618,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.87,0.4592,0.00498357498207471,0,0,0.5408,0.00498357498207471,0.4592,0.00498357498207471,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.88,0.4014,0.00490206150723346,0,0,0.5986,0.00490206150723346,0.4014,0.00490206150723346,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.89,0.348699999999999,0.00476582650861668,0,0,0.651300000000001,0.00476582650861668,0.348699999999999,0.00476582650861668,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.9,0.297900000000001,0.00457358183102405,0,0,0.702099999999999,0.00457358183102405,0.297900000000001,0.00457358183102405,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.91,0.2545,0.00435601566655253,0,0,0.7455,0.00435601566655253,0.2545,0.00435601566655253,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.92,0.215,0.00410842888690971,0,0,0.785,0.00410842888690971,0.215,0.00410842888690971,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.93,0.179100000000001,0.00383455204410361,0,0,0.820899999999999,0.00383455204410361,0.179100000000001,0.00383455204410361,1,10000,0.120849746707503
4,"probit","common","aligned","small",500,5000,0.01,0,"aligned","compatibility",0.94,0.1447,0.00351815700941185,0,0,0.8553,0.00351815700941185,0.1447,0.00351815700941185,1,10000,0.120849746707503
