"scenario","family","baseline_risk","mismatch","precision","n_trial","n_emulation","estimand","truth","bias","bias_mcse","relative_bias","empse","empse_mcse","modse","modse_mcse","relerror_modse","relerror_modse_mcse","mse","mse_mcse","coverage","coverage_mcse","convergence","n_used","n_attempted"
12,"probit","common","hidden_u_shift","small",500,5000,"psiE",-0.0795517974713331,0.000185510662102428,0.000134881359598871,-0.00233194808915886,0.0134881359598871,9.5380293161912e-05,0.0135598324386243,1.28065606638456e-06,0.531552165180393,0.710964370489307,0.000181946032896986,2.58702983483779e-06,0.9513,0.00215240121724552,1,10000,10000
12,"probit","common","hidden_u_shift","small",500,5000,"deltaRaw",0.0380782979764458,0.000445039906210185,0.000461456983776471,0.0116874947111731,0.0461456983776471,0.000326315678646081,0.0462652023294404,2.90577268932207e-06,0.258970946360582,0.709001395417636,0.00212941059673104,3.01747509430956e-05,0.9526,0.00212492917529032,1,10000,10000
12,"probit","common","hidden_u_shift","small",500,5000,"psiEtoT_LZ",-0.0795517974713332,0.000212233863229938,0.000143403724205607,-0.00266787011703183,0.0143403724205607,0.00010140681630077,0.0144616755715958,2.54428242975371e-06,0.845885640049437,0.713344425220422,0.000205670759744964,2.94072947195013e-06,0.953,0.00211638843315683,1,10000,10000
12,"probit","common","hidden_u_shift","small",500,5000,"deltaObservedAlign",0.0380782979764458,0.00047176310733768,0.000459120041728667,0.0123892908141404,0.0459120041728667,0.000324663128447263,0.0461313817799494,3.46623566636138e-06,0.477821892193386,0.710561128372417,0.00210792389638606,2.98176995880279e-05,0.9531,0.00211424667434999,1,10000,10000
13,"logit","lower","measurement_mismatch","small",500,5000,"psiT",-0.02168278333915,-7.34536746194864e-06,0.000323641387846481,0.000338764970670809,0.0323641387846481,0.000228860463328128,0.0326018835277517,1.36703890540101e-05,0.734593139293938,0.713587986487519,0.00104733278947846,1.47577372162574e-05,0.9509,0.00216076815045021,1,10000,10000
13,"logit","lower","measurement_mismatch","small",500,5000,"psiE",-0.0179967101714945,-4.84809868932581e-05,0.000106341209315897,0.00269388051656511,0.0106341209315897,7.51983502383634e-05,0.0105299568897141,1.8349331111069e-06,-0.979526587535551,0.700428067673419,0.000113075569940966,1.58106390066906e-06,0.9481,0.00221825133832936,1,10000,10000
13,"logit","lower","measurement_mismatch","small",500,5000,"deltaRaw",0.00368607316765551,-4.11356194313125e-05,0.000340525469403445,-0.0111597403416375,0.0340525469403445,0.000240799908878367,0.034260221856496,1.30274410931668e-05,0.60986603003661,0.712482605103864,0.00115946168766824,1.63402211098919e-05,0.9519,0.00213977545550929,1,10000,10000
13,"logit","lower","measurement_mismatch","small",500,5000,"psiEtoT_LZ",-0.0179967101714945,-5.66780230358069e-05,0.000107645854960884,0.00314935465958556,0.0107645854960884,7.61209201506278e-05,0.0107333230380121,2.65332675768463e-06,-0.29041952509623,0.705519166038886,0.000115867925670801,1.6223635789121e-06,0.9485,0.00221015270965605,1,10000,10000
13,"logit","lower","measurement_mismatch","small",500,5000,"deltaObservedAlign",0.00368607316765551,-4.93326555738621e-05,0.000340566775343223,-0.0133835258634434,0.0340566775343223,0.000240829118048982,0.0343043404957564,1.31356526766148e-05,0.727208228649245,0.713328046501096,0.00115974373265926,1.63739257716924e-05,0.9518,0.00214188608473934,1,10000,10000
14,"probit","lower","measurement_mismatch","small",500,5000,"psiT",-0.0340687194797627,0.000303350343688481,0.000359324269359489,-0.00890407236669624,0.0359324269359489,0.000254093332493253,0.0357895937371014,1.20051865298e-05,-0.397505014348309,0.705123192760213,0.00129110221300777,1.79499103306397e-05,0.9506,0.0021670173049609,1,10000,10000
14,"probit","lower","measurement_mismatch","small",500,5000,"psiE",-0.0282770371682031,0.000134104144306712,0.000111737651974506,-0.00474251045146658,0.0111737651974506,7.90144022439208e-05,0.011176639109708,1.54508201098179e-06,0.0257201776360239,0.707459166785336,0.00012485852730641,1.75479986398212e-06,0.9506,0.0021670173049609,1,10000,10000
14,"probit","lower","measurement_mismatch","small",500,5000,"deltaRaw",0.00579168231155966,-0.000169246199381771,0.000377858416876542,-0.0292222864234061,0.0377858416876542,0.000267199609216294,0.0374941633011783,1.14728185274987e-05,-0.771925074177326,0.702340141882147,0.00142765569933727,1.99845363465079e-05,0.9499,0.00218151300706643,1,10000,10000
14,"probit","lower","measurement_mismatch","small",500,5000,"psiEtoT_LZ",-0.0282770371682031,0.000156268118702129,0.000114392382099962,-0.00552632575232632,0.0114392382099962,8.08916737837744e-05,0.0114999637603138,3.16425636619453e-06,0.530853097058248,0.71143398358735,0.000130867504932876,1.85938343773459e-06,0.9506,0.0021670173049609,1,10000,10000
14,"probit","lower","measurement_mismatch","small",500,5000,"deltaObservedAlign",0.00579168231155967,-0.000147082224986353,0.000377276435153127,-0.0253954234839142,0.0377276435153127,0.000266788065415435,0.0374851841290153,1.16582244316699e-05,-0.642657117450274,0.703276841826218,0.0014232543808909,1.99401738597405e-05,0.9493,0.00219384388687983,1,10000,10000
15,"logit","common","measurement_mismatch","small",500,5000,"psiT",-0.0535138369182675,-0.000859474896003215,0.000426138995199001,0.0160607974590928,0.0426138995199001,0.000301340840651963,0.0430120359795136,5.50009367698122e-06,0.934287788958654,0.713865569964947,0.00181650153494577,2.52355816782891e-05,0.9499,0.00218151300706643,1,10000,10000
15,"logit","common","measurement_mismatch","small",500,5000,"psiE",-0.044416484642162,-0.000129768280867505,0.000135380316105415,0.00292162430036896,0.0135380316105415,9.5733126333306e-05,0.0135580072956546,1.18882657760845e-06,0.147552359810033,0.708239985858703,0.00018327681186475,2.54160167056658e-06,0.9504,0.00217117111255654,1,10000,10000
15,"logit","common","measurement_mismatch","small",500,5000,"deltaRaw",0.00909735227610545,0.000729706615135698,0.000449742597451594,0.0802108781752137,0.0449742597451594,0.000318031942441156,0.0450982793566673,5.25593968208548e-06,0.275756871176069,0.709188428725118,0.00202301424296528,2.84716307332085e-05,0.9481,0.00221825133832936,1,10000,10000
15,"logit","common","measurement_mismatch","small",500,5000,"psiEtoT_LZ",-0.044416484642162,-6.07142013714368e-05,0.000137929474364671,0.00136692946009969,0.0137929474364671,9.75357435578585e-05,0.0139146806535711,2.09649745998111e-06,0.882575806691865,0.71354511412803,0.000190230060659493,2.65506820883632e-06,0.9522,0.00213342822705616,1,10000,10000
15,"logit","common","measurement_mismatch","small",500,5000,"deltaObservedAlign",0.00909735227610545,0.000798760694631766,0.000449090727809358,0.0878014471012343,0.0449090727809358,0.00031757097794788,0.0451108046314931,5.44107743467734e-06,0.44920065827545,0.71042194690582,0.00201726115420888,2.83446991219074e-05,0.9481,0.00221825133832936,1,10000,10000
16,"probit","common","measurement_mismatch","small",500,5000,"psiT",-0.0985909464595561,0.000438068404799555,0.000444747970866748,-0.00444329241711113,0.0444747970866748,0.000314500031513555,0.0444472636746644,2.32076552121113e-06,-0.061907897986968,0.706723626982972,0.00197800167907059,2.77492732970873e-05,0.9498,0.00218357413430367,1,10000,10000
16,"probit","common","measurement_mismatch","small",500,5000,"psiE",-0.0818304855614315,0.000262142010931221,0.00013743828148342,-0.00320347617556817,0.013743828148342,9.7188400373062e-05,0.013778749665386,1.14959880501492e-06,0.254088720166457,0.708988250327783,0.000188942641323837,2.63520362297882e-06,0.9512,0.00215449669296567,1,10000,10000
16,"probit","common","measurement_mismatch","small",500,5000,"deltaRaw",0.0167604608981245,-0.000175926393868337,0.000465103016462438,-0.010496512890527,0.0465103016462438,0.000328893941999147,0.0465340003707667,2.24206025557092e-06,0.0509537106492042,0.707518876609715,0.00216302278850473,3.06805383193021e-05,0.9502,0.00217531514958178,1,10000,10000
16,"probit","common","measurement_mismatch","small",500,5000,"psiEtoT_LZ",-0.0818304855614315,0.000159320528547044,0.000143184875447917,-0.00194695812268448,0.0143184875447917,0.000101252059122101,0.014423950447779,2.3728082665003e-06,0.736550579503703,0.712543328321799,0.000205023966692614,2.85040590324275e-06,0.9532,0.00211210227025113,1,10000,10000
16,"probit","common","measurement_mismatch","small",500,5000,"deltaObservedAlign",0.0167604608981246,-0.000278747876252521,0.000462782184949841,-0.0166312775016654,0.0462782184949841,0.000327252784238658,0.0463971544015782,2.81039620576364e-06,0.257001912480725,0.708985516926578,0.00214153704009729,3.03970419139489e-05,0.9503,0.00217324434889407,1,10000,10000
1,"logit","lower","aligned","medium",2500,25000,"psiT",-0.02168278333915,0.000140737676354055,0.000143031645380286,-0.00649075693616979,0.0143031645380286,0.00010114370368429,0.0145976524777592,2.7354616596062e-06,2.058900594674,0.721954850039985,0.000204579864843883,2.92631008897397e-06,0.9557,0.00205760807735584,1,10000,10000
1,"logit","lower","aligned","medium",2500,25000,"psiE",-0.02168278333915,-4.27004051277435e-07,4.76614717123892e-05,1.9693230550639e-05,0.00476614717123892,3.37034350630457e-05,0.00477434031027679,3.50143445505598e-07,0.171902770592358,0.708395830651704,2.27138874243554e-05,3.21163198995895e-07,0.9501,0.00217738352156895,1,10000,10000
1,"logit","lower","aligned","medium",2500,25000,"deltaRaw",0,-0.000141164680405331,0.000150912765167104,NA,0.0150912765167104,0.000106716775589454,0.0153585736075901,2.60201867002495e-06,1.77120265859405,0.719873571377006,0.000227743779708119,3.21421465324944e-06,0.955,0.00207304124416279,1,10000,10000
1,"logit","lower","aligned","medium",2500,25000,"psiEtoT_LZ",-0.02168278333915,3.7538819543069e-06,4.80617942828788e-05,-0.000173127310068582,0.00480617942828788,3.39865200219028e-05,0.0048261048478885,5.29987856605942e-07,0.414579187022079,0.71015942271482,2.30970648524577e-05,3.27356170075799e-07,0.9501,0.00217738352156895,1,10000,10000
1,"logit","lower","aligned","medium",2500,25000,"deltaObservedAlign",3.46944695195361e-18,-0.000136983794399748,0.000150753782255444,NA,0.0150753782255444,0.00010660435207321,0.0153504775479983,2.6208845290294e-06,1.82482534327257,0.720256096551268,0.000227263066500283,3.20721338998013e-06,0.9554,0.0020642393272099,1,10000,10000
2,"probit","lower","aligned","medium",2500,25000,"psiT",-0.0340687194797627,-8.83353338535786e-05,0.000161435292096048,0.00259285747167724,0.0161435292096048,0.00011415769779154,0.0160143664485695,2.41371977550755e-06,-0.800089988739305,0.701643689062771,0.000260595277119036,3.67855127438042e-06,0.9487,0.00220608952674183,1,10000,10000
2,"probit","lower","aligned","medium",2500,25000,"psiE",-0.0340687194797627,-8.05139800588023e-06,5.08130042424836e-05,0.000236328166389197,0.00508130042424836,3.59320165180641e-05,0.00506444091220999,2.9089389681898e-07,-0.331795222299969,0.70481912513088,2.58170968650762e-05,3.5876358843983e-07,0.9507,0.00216493671962947,1,10000,10000
2,"probit","lower","aligned","medium",2500,25000,"deltaRaw",0,8.02839358476992e-05,0.000169481160436751,NA,0.0169481160436751,0.000119847270341526,0.0167960856898962,2.30186764621738e-06,-0.897033943991898,0.700930433492863,0.00028721635907649,4.05027570226777e-06,0.949,0.00219997727260988,1,10000,10000
2,"probit","lower","aligned","medium",2500,25000,"psiEtoT_LZ",-0.0340687194797627,-5.6063331970585e-07,5.21335746052504e-05,1.64559551479143e-05,0.00521335746052504,3.68658474693254e-05,0.00519053082635438,6.60237431684966e-07,-0.437849012723623,0.704159817862196,2.71763784159208e-05,3.7776241409773e-07,0.9504,0.00217117111255654,1,10000,10000
2,"probit","lower","aligned","medium",2500,25000,"deltaObservedAlign",0,8.77747005338699e-05,0.000168994646809495,NA,0.0168994646809495,0.000119503236054408,0.016761402853259,2.34889883568655e-06,-0.816959769418479,0.701502782542321,0.000285571051710061,4.00845535935656e-06,0.9481,0.00221825133832936,1,10000,10000
3,"logit","common","aligned","medium",2500,25000,"psiT",-0.0535138369182675,7.83440924044046e-05,0.000192991641937321,-0.00146399691960157,0.0192991641937321,0.000136472522522931,0.0192496934678858,1.07894798536109e-06,-0.256336105282906,0.705351634753286,0.000372426630599588,5.1192161882366e-06,0.951,0.0021586801523153,1,10000,10000
3,"logit","common","aligned","medium",2500,25000,"psiE",-0.0535138369182675,-3.16594216545757e-05,6.16144901007381e-05,0.000591611879800912,0.00616144901007381,4.35702023341655e-05,0.00618311664839546,2.19529281104657e-07,0.351664653658945,0.709637852613409,3.79606598773286e-05,5.46188374925858e-07,0.9492,0.00219589070766284,1,10000,10000
3,"logit","common","aligned","medium",2500,25000,"deltaRaw",0,-0.000110003514058985,0.000202015009812212,NA,0.0202015009812212,0.000142853326184567,0.0202183488469071,1.02980477179609e-06,0.0833990786207828,0.707750247745616,0.000408071932603196,5.63017539711241e-06,0.9499,0.00218151300706643,1,10000,10000
3,"logit","common","aligned","medium",2500,25000,"psiEtoT_LZ",-0.0535138369182675,-3.24018107348278e-05,6.26445680323062e-05,0.0006054847232187,0.00626445680323062,4.42986138462141e-05,0.00630879421128797,4.01769964377424e-07,0.707761414117858,0.712175897214168,3.92405445749774e-05,5.62085998631163e-07,0.9485,0.00221015270965605,1,10000,10000
3,"logit","common","aligned","medium",2500,25000,"deltaObservedAlign",-6.93889390390723e-18,-0.000110745903139238,0.000201563638449607,NA,0.0201563638449607,0.000142534142473651,0.0201858921617289,1.06880030292684e-06,0.146496248010375,0.70819792723639,0.000406250640205157,5.59287765147386e-06,0.95,0.00217944947177034,1,10000,10000
4,"probit","common","aligned","medium",2500,25000,"psiT",-0.0985909464595561,-0.000166411384973197,0.000198922050941294,0.00168789722534475,0.0198922050941294,0.000140666164632198,0.0198921388806719,4.19281598534725e-07,-0.00033286132511412,0.707142926675517,0.000395687946273602,5.64271851203432e-06,0.9488,0.00220405444578849,1,10000,10000
4,"probit","common","aligned","medium",2500,25000,"psiE",-0.0985909464595561,5.33610623819347e-05,6.04555018580634e-05,-0.000541236942114401,0.00604555018580634,4.27506329089589e-05,0.0060546870665541,2.55479938986736e-07,0.151133982300178,0.708223479232488,3.65478695843766e-05,5.22408457266651e-07,0.9503,0.00217324434889407,1,10000,10000
4,"probit","common","aligned","medium",2500,25000,"deltaRaw",0,0.000219772447355125,0.000208458461405146,NA,0.0208458461405146,0.000147409762327681,0.0207931821692072,4.08281186003745e-07,-0.252635325774075,0.705358367527642,0.000434554146312495,6.14381511835725e-06,0.9497,0.0021856328602947,1,10000,10000
4,"probit","common","aligned","medium",2500,25000,"psiEtoT_LZ",-0.098590946459556,6.11416266956682e-05,6.35343879754045e-05,-0.000620154576979842,0.00635343879754045,4.49278430242594e-05,0.00637560133409013,4.99247520656786e-07,0.348827418598296,0.709652351112628,4.03658862341519e-05,5.7877716906363e-07,0.9491,0.00219793516737869,1,10000,10000
4,"probit","common","aligned","medium",2500,25000,"deltaObservedAlign",2.77555756156289e-17,0.000227553011668854,0.000207437111700789,NA,0.0207437111700789,0.000146687522912893,0.0206901027042488,5.49270967197601e-07,-0.25843237688068,0.705319625277482,0.000430310303325467,6.09873447175803e-06,0.9499,0.00218151300706643,1,10000,10000
5,"logit","lower","observed_z_shift","medium",2500,25000,"psiT",-0.0310217270360817,5.67315527995153e-05,0.000139614909917941,-0.00182876835752988,0.0139614909917941,9.87275860604434e-05,0.0139680197410099,2.92794036927491e-06,0.0467625500723656,0.707783577315027,0.000194906956859958,2.70115004157554e-06,0.9505,0.00216909543358516,1,10000,10000
5,"logit","lower","observed_z_shift","medium",2500,25000,"psiE",-0.0123438396422182,0.000123885287387399,5.00496447029372e-05,-0.0100362035621144,0.00500496447029372,3.53922128203077e-05,0.00499648426323381,3.49842281284979e-07,-0.169435909290427,0.705978590894957,2.50625119463986e-05,3.62131306825237e-07,0.948,0.00222027025382047,1,10000,10000
5,"logit","lower","observed_z_shift","medium",2500,25000,"deltaRaw",0.0186778873938635,6.71537345878874e-05,0.000148532849118759,0.00359536028737118,0.0148532849118759,0.000105033836663965,0.0148347709951312,2.76042962337299e-06,-0.124645267727019,0.706505197031741,0.000220602520290162,3.03509237878334e-06,0.9503,0.00217324434889407,1,10000,10000
5,"logit","lower","observed_z_shift","medium",2500,25000,"psiEtoT_LZ",-0.0310217270360817,9.20206731839686e-05,5.02885147347061e-05,-0.00296632979449978,0.00502885147347061,3.55611278855582e-05,0.00498874371952617,7.37999630251183e-07,-0.79755296325672,0.701655791843022,2.52952860118066e-05,3.63439050748303e-07,0.9478,0.00222430123859157,1,10000,10000
5,"logit","lower","observed_z_shift","medium",2500,25000,"deltaObservedAlign",2.08166817117217e-17,3.52891203844567e-05,0.00014835428960644,NA,0.014835428960644,0.000104907569708453,0.0148084870437216,2.76095651389142e-06,-0.181605243729877,0.706103231190757,0.000220069188773087,3.01373844231581e-06,0.9498,0.00218357413430367,1,10000,10000
6,"probit","lower","observed_z_shift","medium",2500,25000,"psiT",-0.0496148049937308,-0.000218425697399188,0.000151230041238774,0.00440242982768527,0.0151230041238774,0.000106941134869485,0.0150139861093617,2.62995772021023e-06,-0.720875387076914,0.702259883109956,0.000228730092990723,3.21186818455409e-06,0.9491,0.00219793516737869,1,10000,10000
6,"probit","lower","observed_z_shift","medium",2500,25000,"psiE",-0.0185226339657947,0.000126558575053528,5.34305674829027e-05,-0.00683264460590437,0.00534305674829027,3.77830057873264e-05,0.00538858739632721,2.83374886872875e-07,0.852146068849313,0.713187743497852,2.85614176628281e-05,4.01219160532932e-07,0.9523,0.00213130734526956,1,10000,10000
6,"probit","lower","observed_z_shift","medium",2500,25000,"deltaRaw",0.0310921710279361,0.000344984272452716,0.000159879742974339,0.0110955350188557,0.0159879742974339,0.000113057703458019,0.0159516974965037,2.47741988755532e-06,-0.226900545718334,0.705707771132074,0.000255708774751432,3.64035240877167e-06,0.95,0.00217944947177034,1,10000,10000
6,"probit","lower","observed_z_shift","medium",2500,25000,"psiEtoT_LZ",-0.0496148049937308,0.000104544310462709,5.0097106645485e-05,-0.00210711924547359,0.0050097106645485,3.54257751598905e-05,0.00503851667235475,7.69906687068711e-07,0.575003423053988,0.711374255664087,2.51056207352469e-05,3.51509773068081e-07,0.9515,0.00214820273717357,1,10000,10000
6,"probit","lower","observed_z_shift","medium",2500,25000,"deltaObservedAlign",0,0.000322970007861896,0.000158163545988842,NA,0.0158163545988842,0.000111844108250445,0.0157613527683136,2.50302919975427e-06,-0.347752892278297,0.704860712730293,0.000250236366716342,3.54044476141591e-06,0.9471,0.00223833844625874,1,10000,10000
7,"logit","common","observed_z_shift","medium",2500,25000,"psiT",-0.0716714120583398,-0.000197814238236296,0.000189046995990964,0.00276001591925212,0.0189046995990964,0.000133683097150126,0.0188791592066053,1.31347602255553e-06,-0.135100758185458,0.706220962628637,0.000357391058638233,5.07281215363412e-06,0.947,0.00224033479640879,1,10000,10000
7,"logit","common","observed_z_shift","medium",2500,25000,"psiE",-0.0353562617781952,0.000162803777598468,6.32555601074874e-05,-0.00460466603114902,0.00632555601074874,4.47306720892782e-05,0.00632127470229181,2.13248610570189e-07,-0.0676827214818432,0.706671567499623,4.00351626492353e-05,5.68213315309955e-07,0.9514,0.00215030323442997,1,10000,10000
7,"logit","common","observed_z_shift","medium",2500,25000,"deltaRaw",0.0363151502801446,0.000360618015834764,0.0002001063904936,0.00993023608749689,0.02001063904936,0.000141503661036728,0.0199093236000168,1.2473427048056e-06,-0.506307914971271,0.703589435257266,0.0004005156779496,5.70132763396865e-06,0.9479,0.00222228688517032,1,10000,10000
7,"logit","common","observed_z_shift","medium",2500,25000,"psiEtoT_LZ",-0.0716714120583398,0.000121490066647564,6.95594373316986e-05,-0.00169509799177213,0.00695594373316986,4.91884093147191e-05,0.00699024109804752,7.2237939672803e-07,0.493065588125896,0.710704692897513,4.8395074539997e-05,6.76328085132315e-07,0.9512,0.00215449669296567,1,10000,10000
7,"logit","common","observed_z_shift","medium",2500,25000,"deltaObservedAlign",1.38777878078145e-17,0.000319304304883856,0.000201149431545459,NA,0.0201149431545459,0.00014224123931739,0.0200654175819231,1.22906181494772e-06,-0.246212839093063,0.705427527227143,0.000404672432255918,5.7339987801673e-06,0.9488,0.00220405444578849,1,10000,10000
8,"probit","common","observed_z_shift","medium",2500,25000,"psiT",-0.128569468272018,-0.000120855945180104,0.000196345907269871,0.000940005016777433,0.0196345907269871,0.000138844464885559,0.0196936625303056,7.00842658431124e-07,0.300855791393051,0.709278598847039,0.00038549320746047,5.46705505382245e-06,0.9502,0.00217531514958178,1,10000,10000
8,"probit","common","observed_z_shift","medium",2500,25000,"psiE",-0.0686124246470941,-6.09460896401626e-06,6.12804617526104e-05,8.88266082326006e-05,0.00612804617526104,4.33339968135245e-05,0.00611542995882705,2.58991970339359e-07,-0.205876654208681,0.705698954207426,3.75492317753973e-05,5.41475124930391e-07,0.9485,0.00221015270965605,1,10000,10000
8,"probit","common","observed_z_shift","medium",2500,25000,"deltaRaw",0.0599570436249238,0.000114761336216081,0.000205483635638849,0.00191405928774605,0.0205483635638849,0.000145306137671621,0.0206213197307757,6.73547822746044e-07,0.355046116757873,0.709660390026679,0.000422206191793365,6.00458214292819e-06,0.9511,0.00215658966889856,1,10000,10000
8,"probit","common","observed_z_shift","medium",2500,25000,"psiEtoT_LZ",-0.128569468272018,-5.27371213789596e-05,7.23483530470573e-05,0.000410183864705594,0.00723483530470573,5.11605691396635e-05,0.00721333391038299,7.57120925548641e-07,-0.297192588596451,0.705118226542916,5.23403888059991e-05,7.55490044445489e-07,0.95,0.00217944947177034,1,10000,10000
8,"probit","common","observed_z_shift","medium",2500,25000,"deltaObservedAlign",-2.77555756156289e-17,6.81188238011495e-05,0.000207080658311235,NA,0.0207080658311235,0.000146435459700487,0.0207903657260425,7.28401769156655e-07,0.397429173685993,0.709961242004596,0.000428785748241255,6.04058369313636e-06,0.9503,0.00217324434889407,1,10000,10000
9,"logit","lower","hidden_u_shift","medium",2500,25000,"psiT",-0.0286447925719777,0.000228065220944818,0.000140051914362621,-0.00796183880095283,0.0140051914362621,9.90366103182846e-05,0.0142232283793344,2.82634754013622e-06,1.55682943760276,0.718434628597705,0.000196177786372637,2.74723617729613e-06,0.9521,0.00213554653426237,1,10000,10000
9,"logit","lower","hidden_u_shift","medium",2500,25000,"psiE",-0.0147207741063223,6.79226195405419e-06,4.87880887696313e-05,-0.000461406574477429,0.00487880887696313,3.45001134589378e-05,0.00487858352556634,3.41702864508944e-07,-0.00461898390514692,0.707144161445798,2.3800441915151e-05,3.36336363775359e-07,0.951,0.0021586801523153,1,10000,10000
9,"logit","lower","hidden_u_shift","medium",2500,25000,"deltaRaw",0.0139240184656554,-0.000221272958990762,0.000148069144880228,-0.0158914583125947,0.0148069144880228,0.000104705931856784,0.0150366486540928,2.67792772998039e-06,1.55153301017497,0.718341389968703,0.000219271753906332,3.0328335460422e-06,0.9527,0.00212279791784334,1,10000,10000
9,"logit","lower","hidden_u_shift","medium",2500,25000,"psiEtoT_LZ",-0.0147207741063222,-1.72679498514593e-06,4.93994534650417e-05,0.000117303273093791,0.00493994534650417,3.49324351974678e-05,0.00493984283474314,5.23355259199445e-07,-0.00207515982134643,0.707206823964914,2.44006227022664e-05,3.45737601173998e-07,0.9511,0.00215658966889856,1,10000,10000
9,"logit","lower","hidden_u_shift","medium",2500,25000,"deltaObservedAlign",0.0139240184656554,-0.000229792015929962,0.000147987593825894,-0.016503282906207,0.0147987593825894,0.00010464826366977,0.0150321195997281,2.69499832893701e-06,1.57689040753857,0.718523811244979,0.000219034183306435,3.02438303702499e-06,0.953,0.00211638843315683,1,10000,10000
10,"probit","lower","hidden_u_shift","medium",2500,25000,"psiT",-0.0457931410579923,1.1913316532372e-06,0.000154862717536535,-2.60155041937068e-05,0.0154862717536535,0.000109509953357623,0.0154306930131152,2.52916807515047e-06,-0.358890386416999,0.704793520602978,0.000239800631785995,3.3854279598585e-06,0.9484,0.00221218082443547,1,10000,10000
10,"probit","lower","hidden_u_shift","medium",2500,25000,"psiE",-0.0223442979015332,-2.16218088566582e-05,5.21836714074033e-05,0.000967665618850105,0.00521836714074033,3.69012730291658e-05,0.00519987387549914,2.82994915318554e-07,-0.354387967393266,0.704656980805041,2.72290999826149e-05,3.81751403290482e-07,0.9499,0.00218151300706643,1,10000,10000
10,"probit","lower","hidden_u_shift","medium",2500,25000,"deltaRaw",0.0234488431564591,-2.28131405098989e-05,0.00016302119420654,-0.000972889807726606,0.016302119420654,0.00011527915600248,0.0162832728646946,2.39756929643156e-06,-0.115608010670654,0.706477725370444,0.000265733042134883,3.77295816049966e-06,0.9482,0.00221623013245466,1,10000,10000
10,"probit","lower","hidden_u_shift","medium",2500,25000,"psiEtoT_LZ",-0.0223442979015332,-8.60944162789715e-06,5.37134098576578e-05,0.00038530821893967,0.00537134098576578,3.79830155492608e-05,0.00536117097501469,6.61478214681305e-07,-0.189338393858041,0.705910675968998,2.88484929774539e-05,4.02431245136706e-07,0.952,0.00213766227454198,1,10000,10000
10,"probit","lower","hidden_u_shift","medium",2500,25000,"deltaObservedAlign",0.0234488431564591,-9.80077328113782e-06,0.000162791418978327,-0.000417964042649931,0.0162791418978327,0.000115116672256072,0.0162627659192831,2.43305417027265e-06,-0.100594851082425,0.706588876203177,0.000264984055938837,3.75220424707624e-06,0.949,0.00219997727260988,1,10000,10000
11,"logit","common","hidden_u_shift","medium",2500,25000,"psiT",-0.0659327082030828,-0.000134037810153712,0.000191090273492659,0.00203294865032473,0.0191090273492659,0.000135127984773608,0.019037292572897,1.22372488637757e-06,-0.375397319066517,0.704516652250675,0.000365136376876918,5.16736643554594e-06,0.9485,0.00221015270965605,1,10000,10000
11,"logit","common","hidden_u_shift","medium",2500,25000,"psiE",-0.0410949656334522,3.52706380692472e-05,6.26126117601228e-05,-0.000858271506632825,0.00626126117601228,4.42760162195422e-05,0.00623809055643059,2.18619773698294e-07,-0.370063137926069,0.704533918976798,3.92007151929969e-05,5.66333808239885e-07,0.9489,0.0022020170299069,1,10000,10000
11,"logit","common","hidden_u_shift","medium",2500,25000,"deltaRaw",0.0248377425696306,0.000169308448222976,0.000201038907325604,0.00681657955622713,0.0201038907325604,0.00014216308298413,0.0200332793694969,1.16609552370419e-06,-0.35123232613451,0.704682299569858,0.000404154671295109,5.70398162165856e-06,0.9504,0.00217117111255654,1,10000,10000
11,"logit","common","hidden_u_shift","medium",2500,25000,"psiEtoT_LZ",-0.0410949656334522,3.6443832026542e-05,6.38402188293849e-05,-0.00088681986868182,0.00638402188293849,4.51441089085696e-05,0.00637532847224856,3.95176247519919e-07,-0.136174512702802,0.706206321183399,4.07529879811902e-05,5.91459762270951e-07,0.9497,0.0021856328602947,1,10000,10000
11,"logit","common","hidden_u_shift","medium",2500,25000,"deltaObservedAlign",0.0248377425696306,0.000170481642180271,0.000200738026672958,0.0068638138793145,0.0200738026672958,0.000141950317595781,0.0200052443678842,1.19328873733695e-06,-0.341531201376666,0.704752099219332,0.000402946321760498,5.68728485605839e-06,0.9508,0.00216285367050108,1,10000,10000
12,"probit","common","hidden_u_shift","medium",2500,25000,"psiT",-0.117630095447779,8.39548885556568e-05,0.000195797605175191,-0.000713719463000249,0.0195797605175191,0.000138456737369412,0.019798948580052,5.59770327241723e-07,1.11946242823915,0.71506404494457,0.000383335733644522,5.36948804494184e-06,0.9518,0.00214188608473934,1,10000,10000
12,"probit","common","hidden_u_shift","medium",2500,25000,"psiE",-0.0795517974713331,9.04019677030465e-05,6.06675299065511e-05,-0.00113639126426557,0.00606675299065511,4.29005668767322e-05,0.00606645125047927,2.57172817732503e-07,-0.00497366839073976,0.707119674554316,3.68099838162023e-05,5.15928048069479e-07,0.9492,0.00219589070766284,1,10000,10000
12,"probit","common","hidden_u_shift","medium",2500,25000,"deltaRaw",0.0380782979764458,6.44707914738973e-06,0.000204413176362643,0.000169311116567703,0.0204413176362643,0.000144549170809142,0.0207074912930075,5.39343230494344e-07,1.30213551533012,0.716354947216318,0.00041780572352481,5.88088491282326e-06,0.9536,0.00210349803898173,1,10000,10000
