"scenario","family","baseline_risk","mismatch","precision","delta","truth_class","mean_se_trial","mean_se_emulation","mean_se_delta","direction_agreement","interval_overlap","forced_aligned","forced_wrong","joint_aligned","joint_mismatched","joint_indeterminate","joint_wrong"
13,"logit","lower","measurement_mismatch","medium",0.01,"aligned",0.0145966572748699,0.00471119754253075,0.0153381154606672,0.931231732247826,0.983634354976227,0.473583510277572,0.526416489722428,0,0.0254550283621243,0.974544971637876,0.0254550283621243
13,"logit","lower","measurement_mismatch","medium",0.02,"aligned",0.0145966572748699,0.00471119754253075,0.0153381154606672,0.931231732247826,0.983634354976227,0.794987164524443,0.205012835475557,0,0.00409321239596527,0.995906787604035,0.00409321239596527
13,"logit","lower","measurement_mismatch","medium",0.03,"aligned",0.0145966572748699,0.00471119754253075,0.0153381154606672,0.931231732247826,0.983634354976227,0.942843860367604,0.057156139632396,0.237509312652383,0.000450331044808294,0.762040356302808,0.000450331044808294
13,"logit","lower","measurement_mismatch","medium",0.05,"aligned",0.0145966572748699,0.00471119754253075,0.0153381154606672,0.931231732247826,0.983634354976227,0.998501694011428,0.00149830598857159,0.883609045154353,1.68144158452233e-06,0.116389273404062,1.68144158452233e-06
14,"probit","lower","measurement_mismatch","medium",0.01,"aligned",0.0160135402985803,0.00500222367416821,0.0167766419339707,0.983310484942253,0.980018441748637,0.425754408160368,0.574245591839632,0,0.0338528251100236,0.966147174889976,0.0338528251100236
14,"probit","lower","measurement_mismatch","medium",0.02,"aligned",0.0160135402985803,0.00500222367416821,0.0167766419339707,0.983310484942253,0.980018441748637,0.739374557107847,0.260625442892153,0,0.00708628789635979,0.99291371210364,0.00708628789635979
14,"probit","lower","measurement_mismatch","medium",0.03,"aligned",0.0160135402985803,0.00500222367416821,0.0167766419339707,0.983310484942253,0.980018441748637,0.909041602266659,0.090958397733341,0.107433404989965,0.00108707203627456,0.891479522973761,0.00108707203627456
14,"probit","lower","measurement_mismatch","medium",0.05,"aligned",0.0160135402985803,0.00500222367416821,0.0167766419339707,0.983310484942253,0.980018441748637,0.995353304340711,0.00464669565928855,0.792565509118244,9.68018065228282e-06,0.207424810701104,9.68018065228282e-06
15,"logit","common","measurement_mismatch","medium",0.01,"aligned",0.0192493967713287,0.00606621073261999,0.0201826209574623,0.997282278511359,0.975849717600543,0.345820086977169,0.654179913022831,0,0.0503380986342092,0.949661901365791,0.0503380986342092
15,"logit","common","measurement_mismatch","medium",0.02,"aligned",0.0192493967713287,0.00606621073261999,0.0201826209574623,0.997282278511359,0.975849717600543,0.630777334444617,0.369222665555383,0,0.0154548956185067,0.984545104381493,0.0154548956185067
15,"logit","common","measurement_mismatch","medium",0.03,"aligned",0.0192493967713287,0.00606621073261999,0.0201826209574623,0.997282278511359,0.975849717600543,0.823461516624391,0.176538483375609,0,0.00384575361735884,0.996154246382641,0.00384575361735884
15,"logit","common","measurement_mismatch","medium",0.05,"aligned",0.0192493967713287,0.00606621073261999,0.0201826209574623,0.997282278511359,0.975849717600543,0.976944688174511,0.0230553118254894,0.548987610121563,0.000122978556461595,0.450889411321976,0.000122978556461595
16,"probit","common","measurement_mismatch","medium",0.01,"mismatched",0.0198919793370231,0.00616444736221576,0.0208252551779344,0.99999964078933,0.949707551030389,0.273335242312243,0.273335242312243,0,0.0950753909233952,0.904924609076605,0
16,"probit","common","measurement_mismatch","medium",0.02,"aligned",0.0198919793370231,0.00616444736221576,0.0208252551779344,0.99999964078933,0.949707551030389,0.523043153381056,0.476956846618944,0,0.0362225544132865,0.963777445586714,0.0362225544132865
16,"probit","common","measurement_mismatch","medium",0.03,"aligned",0.0198919793370231,0.00616444736221576,0.0208252551779344,0.99999964078933,0.949707551030389,0.725156373985689,0.274843626014311,0,0.0113361866934225,0.988663813306577,0.0113361866934225
16,"probit","common","measurement_mismatch","medium",0.05,"aligned",0.0198919793370231,0.00616444736221576,0.0208252551779344,0.99999964078933,0.949707551030389,0.944095071594948,0.0559049284050518,0.421289637080754,0.000596232427476528,0.578114130491769,0.000596232427476528
1,"logit","lower","aligned","large",0.01,"aligned",0.00461791252150095,0.00150984333504652,0.00485847125674524,0.999998669342485,0.986564357274221,0.960434876545657,0.039565123454343,0.320691265537006,0.000212968611827957,0.679095765851166,0.000212968611827957
1,"logit","lower","aligned","large",0.02,"aligned",0.00461791252150095,0.00150984333504652,0.00485847125674524,0.999998669342485,0.986564357274221,0.999961536605985,3.84633940149204e-05,0.986551535904908,8.34313340636328e-09,0.0134484557519582,8.34313340636328e-09
1,"logit","lower","aligned","large",0.03,"aligned",0.00461791252150095,0.00150984333504652,0.00485847125674524,0.999998669342485,0.986564357274221,0.999999999337451,6.62548904628579e-10,0.999994099615971,5.32907051820075e-15,5.90038402381587e-06,5.32907051820075e-15
1,"logit","lower","aligned","large",0.05,"aligned",0.00461791252150095,0.00150984333504652,0.00485847125674524,0.999998669342485,0.986564357274221,1,0,1,0,0,0
2,"probit","lower","aligned","large",0.01,"aligned",0.00506488371302502,0.00160154247470158,0.00531206036531395,0.999999999991308,0.986093808505904,0.94023302400865,0.0597669759913502,0.187851100297187,0.000419721336429535,0.811729178366383,0.000419721336429535
2,"probit","lower","aligned","large",0.02,"aligned",0.00506488371302502,0.00160154247470158,0.00531206036531395,0.999999999991308,0.986093808505904,0.999833462552247,0.000166537447752857,0.966007736879572,6.30700029979891e-08,0.0339922000504254,6.30700029979891e-08
2,"probit","lower","aligned","large",0.03,"aligned",0.00506488371302502,0.00160154247470158,0.00531206036531395,0.999999999991308,0.986093808505904,0.999999983722695,1.62773050593756e-08,0.999937368944349,3.0453417565468e-13,6.26310553465403e-05,3.0453417565468e-13
2,"probit","lower","aligned","large",0.05,"aligned",0.00506488371302502,0.00160154247470158,0.00531206036531395,0.999999999991308,0.986093808505904,1,0,0.999999999999992,0,7.99360577730113e-15,0
3,"logit","common","aligned","large",0.01,"aligned",0.00608836316710088,0.00195552430916511,0.00639470416659335,1,0.98631531419551,0.882134045915548,0.117865954084452,0,0.00133360653126458,0.998666393468735,0.00133360653126458
3,"logit","common","aligned","large",0.02,"aligned",0.00608836316710088,0.00195552430916511,0.00639470416659335,1,0.98631531419551,0.99823752949093,0.00176247050906997,0.861854901888588,1.82005533300167e-06,0.138143278056079,1.82005533300167e-06
3,"logit","common","aligned","large",0.03,"aligned",0.00608836316710088,0.00195552430916511,0.00639470416659335,1,0.98631531419551,0.999997286342306,2.71365769366483e-06,0.997684990806823,2.35445996032979e-10,0.00231500895773051,2.35445996032979e-10
3,"logit","common","aligned","large",0.05,"aligned",0.00608836316710088,0.00195552430916511,0.00639470416659335,1,0.98631531419551,0.999999999999995,5.32907051820075e-15,0.999999999334653,0,6.6534688869524e-10,0
4,"probit","common","aligned","large",0.01,"aligned",0.00629172199185011,0.00191463901762824,0.00657659548631013,1,0.985541611342182,0.871625583780937,0.128374416219063,0,0.00154871177856608,0.998451288221434,0.00154871177856608
4,"probit","common","aligned","large",0.02,"aligned",0.00629172199185011,0.00191463901762824,0.00657659548631013,1,0.985541611342182,0.997642744067186,0.00235725593281444,0.837355701751715,2.78676342369e-06,0.162641511484861,2.78676342369e-06
4,"probit","common","aligned","large",0.03,"aligned",0.00629172199185011,0.00191463901762824,0.00657659548631013,1,0.985541611342182,0.999994924213979,5.07578602060299e-06,0.996463311514428,5.41828804045963e-10,0.00353668794374351,5.41828804045963e-10
4,"probit","common","aligned","large",0.05,"aligned",0.00629172199185011,0.00191463901762824,0.00657659548631013,1,0.985541611342182,0.999999999999971,2.90878432451791e-14,0.999999997444437,0,2.55556265038592e-09,0
5,"logit","lower","observed_z_shift","large",0.01,"mismatched",0.00441842370026821,0.00158003896070193,0.00469243978250418,0.999999999998896,0.0701129225067999,0.0322048150588373,0.0322048150588373,0.000233780610864449,0.581010703752189,0.418755515636947,0.000233780610864449
5,"logit","lower","observed_z_shift","large",0.02,"aligned",0.00441842370026821,0.00158003896070193,0.00469243978250418,0.999999999998896,0.0701129225067999,0.610933839829752,0.389066160170248,0.0864254623688853,0.0270142647062089,0.886560272924906,0.0270142647062089
5,"logit","lower","observed_z_shift","large",0.03,"aligned",0.00441842370026821,0.00158003896070193,0.00469243978250418,0.999999999998896,0.0701129225067999,0.992085645475463,0.00791435452453726,0.77875264138641,2.47796821020163e-05,0.221222578931488,2.47796821020163e-05
5,"logit","lower","observed_z_shift","large",0.05,"aligned",0.00441842370026821,0.00158003896070193,0.00469243978250418,0.999999999998896,0.0701129225067999,0.99999999998764,1.23602239554543e-11,0.999999754967744,0,2.45032256485089e-07,0
6,"probit","lower","observed_z_shift","large",0.01,"mismatched",0.00474883574251287,0.00170428340064156,0.00504539620040588,1,0.000128256936115702,1.45448070870279e-05,1.45448070870279e-05,2.80969006418752e-09,0.994387651131789,0.00561234605852123,2.80969006418752e-09
6,"probit","lower","observed_z_shift","large",0.02,"mismatched",0.00474883574251287,0.00170428340064156,0.00504539620040588,1,0.000128256936115702,0.0139576821343294,0.0139576821343294,6.06886032225124e-05,0.710080441420394,0.289858869976384,6.06886032225124e-05
6,"probit","lower","observed_z_shift","large",0.03,"mismatched",0.00474883574251287,0.00170428340064156,0.00504539620040588,1,0.000128256936115702,0.414311158410236,0.414311158410236,0.0313493003035443,0.0765905131010668,0.892060186595389,0.0313493003035443
6,"probit","lower","observed_z_shift","large",0.05,"aligned",0.00474883574251287,0.00170428340064156,0.00504539620040588,1,0.000128256936115702,0.999910711662423,8.92883375768205e-05,0.982253429104021,3.47623690943877e-08,0.0177465361336095,3.47623690943877e-08
7,"logit","common","observed_z_shift","large",0.01,"mismatched",0.00597102562262149,0.00199916551092839,0.00629680948783492,1,0.000507376009563356,1.46316783201563e-05,1.46316783201563e-05,0,0.994365913111074,0.00563408688892575,0
7,"logit","common","observed_z_shift","large",0.02,"mismatched",0.00597102562262149,0.00199916551092839,0.00629680948783492,1,0.000507376009563356,0.00478461646112709,0.00478461646112709,1.13832936117491e-05,0.827967671564161,0.172020945142227,1.13832936117491e-05
7,"logit","common","observed_z_shift","large",0.03,"mismatched",0.00597102562262149,0.00199916551092839,0.00629680948783492,1,0.000507376009563356,0.157951489333176,0.157951489333176,0.00405127086975266,0.260455652450675,0.735493076679572,0.00405127086975266
7,"logit","common","observed_z_shift","large",0.05,"aligned",0.00597102562262149,0.00199916551092839,0.00629680948783492,1,0.000507376009563356,0.985121089384431,0.014878910615569,0.701404741935332,6.72272688928555e-05,0.298528030795775,6.72272688928555e-05
8,"probit","common","observed_z_shift","large",0.01,"mismatched",0.00622902846637079,0.00193408398839017,0.00652238273248396,1,7.94630562520037e-12,9.34570381204429e-15,9.34570381204429e-15,0,0.99999999909762,9.02380059564223e-10,0
8,"probit","common","observed_z_shift","large",0.02,"mismatched",0.00622902846637079,0.00193408398839017,0.00652238273248396,1,7.94630562520037e-12,4.50176938282969e-10,4.50176938282969e-10,3.89356401563488e-15,0.999996290306712,3.70969328411519e-06,3.89356401563488e-15
8,"probit","common","observed_z_shift","large",0.03,"mismatched",0.00622902846637079,0.00193408398839017,0.00652238273248396,1,7.94630562520037e-12,2.18501323799279e-06,2.18501323799279e-06,2.21863765230643e-10,0.998401363434683,0.00159863634345347,2.21863765230643e-10
8,"probit","common","observed_z_shift","large",0.05,"mismatched",0.00622902846637079,0.00193408398839017,0.00652238273248396,1,7.94630562520037e-12,0.0634307466671226,0.0634307466671226,0.000758399790655598,0.452931631756578,0.546309968452766,0.000758399790655598
9,"logit","lower","hidden_u_shift","large",0.01,"mismatched",0.00449888217772234,0.0015430676070196,0.00475615374949769,0.999999999903677,0.330783112802886,0.204674113651792,0.204674113651792,0.00640210113052353,0.206161156890281,0.787436741979196,0.00640210113052353
9,"logit","lower","hidden_u_shift","large",0.02,"aligned",0.00449888217772234,0.0015430676070196,0.00475615374949769,0.999999999903677,0.330783112802886,0.89928692875987,0.10071307124013,0.356677086579316,0.00173698797011534,0.641585925450569,0.00173698797011534
9,"logit","lower","hidden_u_shift","large",0.03,"aligned",0.00449888217772234,0.0015430676070196,0.00475615374949769,0.999999999903677,0.330783112802886,0.999637621269343,0.000362378730657031,0.958645911206697,2.51857650068743e-07,0.041353836935653,2.51857650068743e-07
9,"logit","lower","hidden_u_shift","large",0.05,"aligned",0.00449888217772234,0.0015430676070196,0.00475615374949769,0.999999999903677,0.330783112802886,0.999999999999983,1.66533453693773e-14,0.999999998577172,0,1.42282796655735e-09,0
10,"probit","lower","hidden_u_shift","large",0.01,"mismatched",0.004881705026672,0.00164453067826059,0.00515126441945809,1,0.0192758667974861,0.00451673511923911,0.00451673511923911,9.80056909244632e-06,0.832960610468383,0.167029588962525,9.80056909244632e-06
10,"probit","lower","hidden_u_shift","large",0.02,"mismatched",0.004881705026672,0.00164453067826059,0.00515126441945809,1,0.0192758667974861,0.251583856894737,0.251583856894737,0.0103237749244988,0.164695794003468,0.824980431072034,0.0103237749244988
10,"probit","lower","hidden_u_shift","large",0.03,"aligned",0.004881705026672,0.00164453067826059,0.00515126441945809,1,0.0192758667974861,0.89827027327985,0.10172972672015,0.354538144425949,0.00176928365835305,0.643692571915698,0.00176928365835305
10,"probit","lower","hidden_u_shift","large",0.05,"aligned",0.004881705026672,0.00164453067826059,0.00515126441945809,1,0.0192758667974861,0.999999872709243,1.27290757268028e-07,0.999775478507176,5.26179100290847e-12,0.000224521487561913,5.26179100290847e-12
11,"logit","common","hidden_u_shift","large",0.01,"mismatched",0.00602166631433301,0.00197289329628214,0.00633662158880329,1,0.0739572556395256,0.0096009889631823,0.0096009889631823,0,0.757014645281497,0.242985354718503,0
11,"logit","common","hidden_u_shift","large",0.02,"mismatched",0.00602166631433301,0.00197289329628214,0.00633662158880329,1,0.0739572556395256,0.222595238803988,0.222595238803988,0.00801321757878974,0.189051680896587,0.802935101524623,0.00801321757878974
11,"logit","common","hidden_u_shift","large",0.03,"aligned",0.00602166631433301,0.00197289329628214,0.00633662158880329,1,0.0739572556395256,0.792369471766028,0.207630528233972,0.203217465685323,0.00695606389875281,0.789826470415924,0.00695606389875281
11,"logit","common","hidden_u_shift","large",0.05,"aligned",0.00602166631433301,0.00197289329628214,0.00633662158880329,1,0.0739572556395256,0.999964203139571,3.57968604293157e-05,0.989992653470795,9.78385716887686e-09,0.010007336745348,9.78385716887686e-09
12,"probit","common","hidden_u_shift","large",0.01,"mismatched",0.00626193628521982,0.00191838000338176,0.00654920055255049,1,0.000381214617593054,9.04345472067951e-06,9.04345472067951e-06,0,0.995884354354965,0.00411564564503475,0
12,"probit","common","hidden_u_shift","large",0.02,"mismatched",0.00626193628521982,0.00191838000338176,0.00654920055255049,1,0.000381214617593054,0.00288668692662617,0.00288668692662617,5.28342847956461e-06,0.867687973570794,0.132306743000726,5.28342847956461e-06
12,"probit","common","hidden_u_shift","large",0.03,"mismatched",0.00626193628521982,0.00191838000338176,0.00654920055255049,1,0.000381214617593054,0.108698649426049,0.108698649426049,0.00199891770304132,0.340398602541016,0.657602479755942,0.00199891770304132
12,"probit","common","hidden_u_shift","large",0.05,"aligned",0.00626193628521982,0.00191838000338176,0.00654920055255049,1,0.000381214617593054,0.965645568276114,0.0343544317238862,0.5696469332676,0.000264935043735259,0.430088131688664,0.000264935043735259
13,"logit","lower","measurement_mismatch","large",0.01,"aligned",0.00461804208770865,0.00148993198554008,0.00485244371893007,0.999998668484614,0.955505286071929,0.901004605626105,0.0989953943738955,0.245669353877384,0.00161335699284648,0.75271728912977,0.00161335699284648
13,"logit","lower","measurement_mismatch","large",0.02,"aligned",0.00461804208770865,0.00148993198554008,0.00485244371893007,0.999998668484614,0.955505286071929,0.999612575540317,0.000387424459683428,0.956418747707186,2.76664777976166e-07,0.0435809756280363,2.76664777976166e-07
13,"logit","lower","measurement_mismatch","large",0.03,"aligned",0.00461804208770865,0.00148993198554008,0.00485244371893007,0.999998668484614,0.955505286071929,0.99999997066497,2.93350305158313e-08,0.999920883852675,7.87814258274011e-13,7.91161465368839e-05,7.87814258274011e-13
13,"logit","lower","measurement_mismatch","large",0.05,"aligned",0.00461804208770865,0.00148993198554008,0.00485244371893007,0.999998668484614,0.955505286071929,1,0,0.999999999999999,0,1.4432899320127e-15,0
14,"probit","lower","measurement_mismatch","large",0.01,"aligned",0.00506473840392528,0.00158192495369311,0.00530604011097848,0.999999999991319,0.913464801748979,0.784686198088718,0.215313801911282,0.10563803440041,0.00738686143885448,0.886975104160735,0.00738686143885448
14,"probit","lower","measurement_mismatch","large",0.02,"aligned",0.00506473840392528,0.00158192495369311,0.00530604011097848,0.999999999991319,0.913464801748979,0.996293633048749,0.00370636695125137,0.848526706776875,7.70950336592691e-06,0.151465583719759,7.70950336592691e-06
14,"probit","lower","measurement_mismatch","large",0.03,"aligned",0.00506473840392528,0.00158192495369311,0.00530604011097848,0.999999999991319,0.913464801748979,0.999997471474721,2.52852527937719e-06,0.998235885627687,2.69579025768962e-10,0.0017641141027338,2.69579025768962e-10
14,"probit","lower","measurement_mismatch","large",0.05,"aligned",0.00506473840392528,0.00158192495369311,0.00530604011097848,0.999999999991319,0.913464801748979,1,0,0.999999999988598,0,1.14018794405979e-11,0
15,"logit","common","measurement_mismatch","large",0.01,"aligned",0.00608834450185292,0.00191841053886441,0.00638343463731467,1,0.849201970476842,0.554837761443665,0.445162238556335,0,0.0370304607928644,0.962969539207136,0.0370304607928644
15,"logit","common","measurement_mismatch","large",0.02,"aligned",0.00608834450185292,0.00191841053886441,0.00638343463731467,1,0.849201970476842,0.95617549069011,0.0438245093098897,0.523371196458676,0.000399973249844088,0.47622883029148,0.000399973249844088
15,"logit","common","measurement_mismatch","large",0.03,"aligned",0.00608834450185292,0.00191841053886441,0.00638343463731467,1,0.849201970476842,0.999470780554489,0.000529219445511431,0.948409606362428,4.3411992212139e-07,0.0515899595176502,4.3411992212139e-07
15,"logit","common","measurement_mismatch","large",0.05,"aligned",0.00608834450185292,0.00191841053886441,0.00638343463731467,1,0.849201970476842,0.999999999926097,7.39025507456859e-11,0.999999045231826,4.44089209850063e-16,9.54768173855314e-07,4.44089209850063e-16
16,"probit","common","measurement_mismatch","large",0.01,"mismatched",0.00629174350921237,0.00194965236875834,0.00658689462073904,1,0.46325058274289,0.152339005148916,0.152339005148916,0,0.268121666916748,0.731878333083252,0
16,"probit","common","measurement_mismatch","large",0.02,"aligned",0.00629174350921237,0.00194965236875834,0.00658689462073904,1,0.46325058274289,0.6885752186971,0.3114247813029,0.124405934277978,0.016312427425564,0.859281638296458,0.016312427425564
16,"probit","common","measurement_mismatch","large",0.03,"aligned",0.00629174350921237,0.00194965236875834,0.00658689462073904,1,0.46325058274289,0.977783448815056,0.0222165511849444,0.642492015487174,0.000128673254594314,0.357379311258231,0.000128673254594314
16,"probit","common","measurement_mismatch","large",0.05,"aligned",0.00629174350921237,0.00194965236875834,0.00658689462073904,1,0.46325058274289,0.999999774792624,2.25207375859071e-07,0.999664865420209,1.10698117339325e-11,0.000335134568721585,1.10698117339325e-11
