"pilot_scenario","pilot_replicates","pilot_fits","elapsed_seconds","fits_per_second","projected_full_fits","projected_full_hours","overnight_ceiling_hours"
1,100,300,4.184,71.7017208413002,480000,1.85955555555556,12
