"scenario","method","replicate_id","curve_rmse","curve_max_error","fail"
1,"calendar_omitted",1,NA,NA,"incomplete-curve"
2,"calendar_omitted",1,NA,NA,"incomplete-curve"
3,"calendar_omitted",1,NA,NA,"incomplete-curve"
4,"calendar_omitted",1,NA,NA,"incomplete-curve"
5,"calendar_omitted",1,NA,NA,"incomplete-curve"
6,"calendar_omitted",1,NA,NA,"incomplete-curve"
7,"calendar_omitted",1,NA,NA,"incomplete-curve"
8,"calendar_omitted",1,NA,NA,"incomplete-curve"
9,"calendar_omitted",1,NA,NA,"incomplete-curve"
10,"calendar_omitted",1,NA,NA,"incomplete-curve"
11,"calendar_omitted",1,NA,NA,"incomplete-curve"
12,"calendar_omitted",1,NA,NA,"incomplete-curve"
1,"calendar_quadratic",1,NA,NA,"incomplete-curve"
2,"calendar_quadratic",1,NA,NA,"incomplete-curve"
3,"calendar_quadratic",1,NA,NA,"incomplete-curve"
4,"calendar_quadratic",1,NA,NA,"incomplete-curve"
5,"calendar_quadratic",1,NA,NA,"incomplete-curve"
6,"calendar_quadratic",1,NA,NA,"incomplete-curve"
7,"calendar_quadratic",1,NA,NA,"incomplete-curve"
8,"calendar_quadratic",1,NA,NA,"incomplete-curve"
9,"calendar_quadratic",1,NA,NA,"incomplete-curve"
10,"calendar_quadratic",1,NA,NA,"incomplete-curve"
11,"calendar_quadratic",1,NA,NA,"incomplete-curve"
12,"calendar_quadratic",1,NA,NA,"incomplete-curve"
1,"equal_common",1,NA,NA,"incomplete-curve"
2,"equal_common",1,NA,NA,"incomplete-curve"
3,"equal_common",1,NA,NA,"incomplete-curve"
4,"equal_common",1,NA,NA,"incomplete-curve"
5,"equal_common",1,NA,NA,"incomplete-curve"
6,"equal_common",1,NA,NA,"incomplete-curve"
7,"equal_common",1,NA,NA,"incomplete-curve"
8,"equal_common",1,NA,NA,"incomplete-curve"
9,"equal_common",1,NA,NA,"incomplete-curve"
10,"equal_common",1,NA,NA,"incomplete-curve"
11,"equal_common",1,NA,NA,"incomplete-curve"
12,"equal_common",1,NA,NA,"incomplete-curve"
1,"equal_flexible",1,NA,NA,"incomplete-curve"
2,"equal_flexible",1,NA,NA,"incomplete-curve"
3,"equal_flexible",1,NA,NA,"incomplete-curve"
4,"equal_flexible",1,NA,NA,"incomplete-curve"
5,"equal_flexible",1,NA,NA,"incomplete-curve"
6,"equal_flexible",1,NA,NA,"incomplete-curve"
7,"equal_flexible",1,NA,NA,"incomplete-curve"
8,"equal_flexible",1,NA,NA,"incomplete-curve"
9,"equal_flexible",1,NA,NA,"incomplete-curve"
10,"equal_flexible",1,NA,NA,"incomplete-curve"
11,"equal_flexible",1,NA,NA,"incomplete-curve"
12,"equal_flexible",1,NA,NA,"incomplete-curve"
1,"package_like",1,NA,NA,"incomplete-curve"
2,"package_like",1,NA,NA,"incomplete-curve"
3,"package_like",1,NA,NA,"incomplete-curve"
4,"package_like",1,NA,NA,"incomplete-curve"
5,"package_like",1,NA,NA,"incomplete-curve"
6,"package_like",1,NA,NA,"incomplete-curve"
7,"package_like",1,NA,NA,"incomplete-curve"
8,"package_like",1,NA,NA,"incomplete-curve"
9,"package_like",1,NA,NA,"incomplete-curve"
10,"package_like",1,NA,NA,"incomplete-curve"
11,"package_like",1,NA,NA,"incomplete-curve"
12,"package_like",1,NA,NA,"incomplete-curve"
1,"start_saturated",1,NA,NA,"incomplete-curve"
2,"start_saturated",1,NA,NA,"incomplete-curve"
3,"start_saturated",1,NA,NA,"incomplete-curve"
4,"start_saturated",1,NA,NA,"incomplete-curve"
5,"start_saturated",1,NA,NA,"incomplete-curve"
6,"start_saturated",1,NA,NA,"incomplete-curve"
7,"start_saturated",1,NA,NA,"incomplete-curve"
8,"start_saturated",1,NA,NA,"incomplete-curve"
9,"start_saturated",1,NA,NA,"incomplete-curve"
10,"start_saturated",1,NA,NA,"incomplete-curve"
11,"start_saturated",1,NA,NA,"incomplete-curve"
12,"start_saturated",1,NA,NA,"incomplete-curve"
1,"calendar_omitted",2,NA,NA,"incomplete-curve"
2,"calendar_omitted",2,NA,NA,"incomplete-curve"
3,"calendar_omitted",2,NA,NA,"incomplete-curve"
4,"calendar_omitted",2,NA,NA,"incomplete-curve"
5,"calendar_omitted",2,NA,NA,"incomplete-curve"
6,"calendar_omitted",2,NA,NA,"incomplete-curve"
7,"calendar_omitted",2,NA,NA,"incomplete-curve"
8,"calendar_omitted",2,NA,NA,"incomplete-curve"
9,"calendar_omitted",2,NA,NA,"incomplete-curve"
10,"calendar_omitted",2,NA,NA,"incomplete-curve"
11,"calendar_omitted",2,NA,NA,"incomplete-curve"
12,"calendar_omitted",2,NA,NA,"incomplete-curve"
1,"calendar_quadratic",2,NA,NA,"incomplete-curve"
2,"calendar_quadratic",2,NA,NA,"incomplete-curve"
3,"calendar_quadratic",2,NA,NA,"incomplete-curve"
4,"calendar_quadratic",2,NA,NA,"incomplete-curve"
5,"calendar_quadratic",2,NA,NA,"incomplete-curve"
6,"calendar_quadratic",2,NA,NA,"incomplete-curve"
7,"calendar_quadratic",2,NA,NA,"incomplete-curve"
8,"calendar_quadratic",2,NA,NA,"incomplete-curve"
9,"calendar_quadratic",2,NA,NA,"incomplete-curve"
10,"calendar_quadratic",2,NA,NA,"incomplete-curve"
11,"calendar_quadratic",2,NA,NA,"incomplete-curve"
12,"calendar_quadratic",2,NA,NA,"incomplete-curve"
1,"equal_common",2,NA,NA,"incomplete-curve"
2,"equal_common",2,NA,NA,"incomplete-curve"
3,"equal_common",2,NA,NA,"incomplete-curve"
4,"equal_common",2,NA,NA,"incomplete-curve"
5,"equal_common",2,NA,NA,"incomplete-curve"
6,"equal_common",2,NA,NA,"incomplete-curve"
7,"equal_common",2,NA,NA,"incomplete-curve"
8,"equal_common",2,NA,NA,"incomplete-curve"
9,"equal_common",2,NA,NA,"incomplete-curve"
10,"equal_common",2,NA,NA,"incomplete-curve"
11,"equal_common",2,NA,NA,"incomplete-curve"
12,"equal_common",2,NA,NA,"incomplete-curve"
1,"equal_flexible",2,NA,NA,"incomplete-curve"
2,"equal_flexible",2,NA,NA,"incomplete-curve"
3,"equal_flexible",2,NA,NA,"incomplete-curve"
4,"equal_flexible",2,NA,NA,"incomplete-curve"
5,"equal_flexible",2,NA,NA,"incomplete-curve"
6,"equal_flexible",2,NA,NA,"incomplete-curve"
7,"equal_flexible",2,NA,NA,"incomplete-curve"
8,"equal_flexible",2,NA,NA,"incomplete-curve"
9,"equal_flexible",2,NA,NA,"incomplete-curve"
10,"equal_flexible",2,NA,NA,"incomplete-curve"
11,"equal_flexible",2,NA,NA,"incomplete-curve"
12,"equal_flexible",2,NA,NA,"incomplete-curve"
1,"package_like",2,NA,NA,"incomplete-curve"
2,"package_like",2,NA,NA,"incomplete-curve"
3,"package_like",2,NA,NA,"incomplete-curve"
4,"package_like",2,NA,NA,"incomplete-curve"
5,"package_like",2,NA,NA,"incomplete-curve"
6,"package_like",2,NA,NA,"incomplete-curve"
7,"package_like",2,NA,NA,"incomplete-curve"
8,"package_like",2,NA,NA,"incomplete-curve"
9,"package_like",2,NA,NA,"incomplete-curve"
10,"package_like",2,NA,NA,"incomplete-curve"
11,"package_like",2,NA,NA,"incomplete-curve"
12,"package_like",2,NA,NA,"incomplete-curve"
1,"start_saturated",2,NA,NA,"incomplete-curve"
2,"start_saturated",2,NA,NA,"incomplete-curve"
3,"start_saturated",2,NA,NA,"incomplete-curve"
4,"start_saturated",2,NA,NA,"incomplete-curve"
5,"start_saturated",2,NA,NA,"incomplete-curve"
6,"start_saturated",2,NA,NA,"incomplete-curve"
7,"start_saturated",2,NA,NA,"incomplete-curve"
8,"start_saturated",2,NA,NA,"incomplete-curve"
9,"start_saturated",2,NA,NA,"incomplete-curve"
10,"start_saturated",2,NA,NA,"incomplete-curve"
11,"start_saturated",2,NA,NA,"incomplete-curve"
12,"start_saturated",2,NA,NA,"incomplete-curve"
1,"calendar_omitted",3,NA,NA,"incomplete-curve"
2,"calendar_omitted",3,NA,NA,"incomplete-curve"
3,"calendar_omitted",3,NA,NA,"incomplete-curve"
4,"calendar_omitted",3,NA,NA,"incomplete-curve"
5,"calendar_omitted",3,NA,NA,"incomplete-curve"
6,"calendar_omitted",3,NA,NA,"incomplete-curve"
7,"calendar_omitted",3,NA,NA,"incomplete-curve"
8,"calendar_omitted",3,NA,NA,"incomplete-curve"
9,"calendar_omitted",3,NA,NA,"incomplete-curve"
10,"calendar_omitted",3,NA,NA,"incomplete-curve"
11,"calendar_omitted",3,NA,NA,"incomplete-curve"
12,"calendar_omitted",3,NA,NA,"incomplete-curve"
1,"calendar_quadratic",3,NA,NA,"incomplete-curve"
2,"calendar_quadratic",3,NA,NA,"incomplete-curve"
3,"calendar_quadratic",3,NA,NA,"incomplete-curve"
4,"calendar_quadratic",3,NA,NA,"incomplete-curve"
5,"calendar_quadratic",3,NA,NA,"incomplete-curve"
6,"calendar_quadratic",3,NA,NA,"incomplete-curve"
7,"calendar_quadratic",3,NA,NA,"incomplete-curve"
8,"calendar_quadratic",3,NA,NA,"incomplete-curve"
9,"calendar_quadratic",3,NA,NA,"incomplete-curve"
10,"calendar_quadratic",3,NA,NA,"incomplete-curve"
11,"calendar_quadratic",3,NA,NA,"incomplete-curve"
12,"calendar_quadratic",3,NA,NA,"incomplete-curve"
1,"equal_common",3,NA,NA,"incomplete-curve"
2,"equal_common",3,NA,NA,"incomplete-curve"
3,"equal_common",3,NA,NA,"incomplete-curve"
4,"equal_common",3,NA,NA,"incomplete-curve"
5,"equal_common",3,NA,NA,"incomplete-curve"
6,"equal_common",3,NA,NA,"incomplete-curve"
7,"equal_common",3,NA,NA,"incomplete-curve"
8,"equal_common",3,NA,NA,"incomplete-curve"
9,"equal_common",3,NA,NA,"incomplete-curve"
10,"equal_common",3,NA,NA,"incomplete-curve"
11,"equal_common",3,NA,NA,"incomplete-curve"
12,"equal_common",3,NA,NA,"incomplete-curve"
1,"equal_flexible",3,NA,NA,"incomplete-curve"
2,"equal_flexible",3,NA,NA,"incomplete-curve"
3,"equal_flexible",3,NA,NA,"incomplete-curve"
4,"equal_flexible",3,NA,NA,"incomplete-curve"
5,"equal_flexible",3,NA,NA,"incomplete-curve"
6,"equal_flexible",3,NA,NA,"incomplete-curve"
7,"equal_flexible",3,NA,NA,"incomplete-curve"
8,"equal_flexible",3,NA,NA,"incomplete-curve"
9,"equal_flexible",3,NA,NA,"incomplete-curve"
10,"equal_flexible",3,NA,NA,"incomplete-curve"
11,"equal_flexible",3,NA,NA,"incomplete-curve"
12,"equal_flexible",3,NA,NA,"incomplete-curve"
1,"package_like",3,NA,NA,"incomplete-curve"
2,"package_like",3,NA,NA,"incomplete-curve"
3,"package_like",3,NA,NA,"incomplete-curve"
4,"package_like",3,NA,NA,"incomplete-curve"
5,"package_like",3,NA,NA,"incomplete-curve"
6,"package_like",3,NA,NA,"incomplete-curve"
7,"package_like",3,NA,NA,"incomplete-curve"
8,"package_like",3,NA,NA,"incomplete-curve"
9,"package_like",3,NA,NA,"incomplete-curve"
10,"package_like",3,NA,NA,"incomplete-curve"
11,"package_like",3,NA,NA,"incomplete-curve"
12,"package_like",3,NA,NA,"incomplete-curve"
1,"start_saturated",3,NA,NA,"incomplete-curve"
2,"start_saturated",3,NA,NA,"incomplete-curve"
3,"start_saturated",3,NA,NA,"incomplete-curve"
4,"start_saturated",3,NA,NA,"incomplete-curve"
5,"start_saturated",3,NA,NA,"incomplete-curve"
6,"start_saturated",3,NA,NA,"incomplete-curve"
7,"start_saturated",3,NA,NA,"incomplete-curve"
8,"start_saturated",3,NA,NA,"incomplete-curve"
9,"start_saturated",3,NA,NA,"incomplete-curve"
10,"start_saturated",3,NA,NA,"incomplete-curve"
11,"start_saturated",3,NA,NA,"incomplete-curve"
12,"start_saturated",3,NA,NA,"incomplete-curve"
1,"calendar_omitted",4,NA,NA,"incomplete-curve"
2,"calendar_omitted",4,NA,NA,"incomplete-curve"
3,"calendar_omitted",4,NA,NA,"incomplete-curve"
4,"calendar_omitted",4,NA,NA,"incomplete-curve"
5,"calendar_omitted",4,NA,NA,"incomplete-curve"
6,"calendar_omitted",4,NA,NA,"incomplete-curve"
7,"calendar_omitted",4,NA,NA,"incomplete-curve"
8,"calendar_omitted",4,NA,NA,"incomplete-curve"
9,"calendar_omitted",4,NA,NA,"incomplete-curve"
10,"calendar_omitted",4,NA,NA,"incomplete-curve"
11,"calendar_omitted",4,NA,NA,"incomplete-curve"
12,"calendar_omitted",4,NA,NA,"incomplete-curve"
1,"calendar_quadratic",4,NA,NA,"incomplete-curve"
2,"calendar_quadratic",4,NA,NA,"incomplete-curve"
3,"calendar_quadratic",4,NA,NA,"incomplete-curve"
4,"calendar_quadratic",4,NA,NA,"incomplete-curve"
5,"calendar_quadratic",4,NA,NA,"incomplete-curve"
6,"calendar_quadratic",4,NA,NA,"incomplete-curve"
7,"calendar_quadratic",4,NA,NA,"incomplete-curve"
8,"calendar_quadratic",4,NA,NA,"incomplete-curve"
9,"calendar_quadratic",4,NA,NA,"incomplete-curve"
10,"calendar_quadratic",4,NA,NA,"incomplete-curve"
11,"calendar_quadratic",4,NA,NA,"incomplete-curve"
12,"calendar_quadratic",4,NA,NA,"incomplete-curve"
1,"equal_common",4,NA,NA,"incomplete-curve"
2,"equal_common",4,NA,NA,"incomplete-curve"
3,"equal_common",4,NA,NA,"incomplete-curve"
4,"equal_common",4,NA,NA,"incomplete-curve"
5,"equal_common",4,NA,NA,"incomplete-curve"
6,"equal_common",4,NA,NA,"incomplete-curve"
7,"equal_common",4,NA,NA,"incomplete-curve"
8,"equal_common",4,NA,NA,"incomplete-curve"
9,"equal_common",4,NA,NA,"incomplete-curve"
10,"equal_common",4,NA,NA,"incomplete-curve"
11,"equal_common",4,NA,NA,"incomplete-curve"
12,"equal_common",4,NA,NA,"incomplete-curve"
1,"equal_flexible",4,NA,NA,"incomplete-curve"
2,"equal_flexible",4,NA,NA,"incomplete-curve"
3,"equal_flexible",4,NA,NA,"incomplete-curve"
4,"equal_flexible",4,NA,NA,"incomplete-curve"
5,"equal_flexible",4,NA,NA,"incomplete-curve"
6,"equal_flexible",4,NA,NA,"incomplete-curve"
7,"equal_flexible",4,NA,NA,"incomplete-curve"
8,"equal_flexible",4,NA,NA,"incomplete-curve"
9,"equal_flexible",4,NA,NA,"incomplete-curve"
10,"equal_flexible",4,NA,NA,"incomplete-curve"
11,"equal_flexible",4,NA,NA,"incomplete-curve"
12,"equal_flexible",4,NA,NA,"incomplete-curve"
1,"package_like",4,NA,NA,"incomplete-curve"
2,"package_like",4,NA,NA,"incomplete-curve"
3,"package_like",4,NA,NA,"incomplete-curve"
4,"package_like",4,NA,NA,"incomplete-curve"
5,"package_like",4,NA,NA,"incomplete-curve"
6,"package_like",4,NA,NA,"incomplete-curve"
7,"package_like",4,NA,NA,"incomplete-curve"
8,"package_like",4,NA,NA,"incomplete-curve"
9,"package_like",4,NA,NA,"incomplete-curve"
10,"package_like",4,NA,NA,"incomplete-curve"
11,"package_like",4,NA,NA,"incomplete-curve"
12,"package_like",4,NA,NA,"incomplete-curve"
1,"start_saturated",4,NA,NA,"incomplete-curve"
2,"start_saturated",4,NA,NA,"incomplete-curve"
3,"start_saturated",4,NA,NA,"incomplete-curve"
4,"start_saturated",4,NA,NA,"incomplete-curve"
5,"start_saturated",4,NA,NA,"incomplete-curve"
6,"start_saturated",4,NA,NA,"incomplete-curve"
7,"start_saturated",4,NA,NA,"incomplete-curve"
8,"start_saturated",4,NA,NA,"incomplete-curve"
9,"start_saturated",4,NA,NA,"incomplete-curve"
10,"start_saturated",4,NA,NA,"incomplete-curve"
11,"start_saturated",4,NA,NA,"incomplete-curve"
12,"start_saturated",4,NA,NA,"incomplete-curve"
1,"calendar_omitted",5,NA,NA,"incomplete-curve"
2,"calendar_omitted",5,NA,NA,"incomplete-curve"
3,"calendar_omitted",5,NA,NA,"incomplete-curve"
4,"calendar_omitted",5,NA,NA,"incomplete-curve"
5,"calendar_omitted",5,NA,NA,"incomplete-curve"
6,"calendar_omitted",5,NA,NA,"incomplete-curve"
7,"calendar_omitted",5,NA,NA,"incomplete-curve"
8,"calendar_omitted",5,NA,NA,"incomplete-curve"
9,"calendar_omitted",5,NA,NA,"incomplete-curve"
10,"calendar_omitted",5,NA,NA,"incomplete-curve"
11,"calendar_omitted",5,NA,NA,"incomplete-curve"
12,"calendar_omitted",5,NA,NA,"incomplete-curve"
1,"calendar_quadratic",5,NA,NA,"incomplete-curve"
2,"calendar_quadratic",5,NA,NA,"incomplete-curve"
3,"calendar_quadratic",5,NA,NA,"incomplete-curve"
4,"calendar_quadratic",5,NA,NA,"incomplete-curve"
5,"calendar_quadratic",5,NA,NA,"incomplete-curve"
6,"calendar_quadratic",5,NA,NA,"incomplete-curve"
7,"calendar_quadratic",5,NA,NA,"incomplete-curve"
8,"calendar_quadratic",5,NA,NA,"incomplete-curve"
9,"calendar_quadratic",5,NA,NA,"incomplete-curve"
10,"calendar_quadratic",5,NA,NA,"incomplete-curve"
11,"calendar_quadratic",5,NA,NA,"incomplete-curve"
12,"calendar_quadratic",5,NA,NA,"incomplete-curve"
1,"equal_common",5,NA,NA,"incomplete-curve"
2,"equal_common",5,NA,NA,"incomplete-curve"
3,"equal_common",5,NA,NA,"incomplete-curve"
4,"equal_common",5,NA,NA,"incomplete-curve"
5,"equal_common",5,NA,NA,"incomplete-curve"
6,"equal_common",5,NA,NA,"incomplete-curve"
7,"equal_common",5,NA,NA,"incomplete-curve"
8,"equal_common",5,NA,NA,"incomplete-curve"
9,"equal_common",5,NA,NA,"incomplete-curve"
10,"equal_common",5,NA,NA,"incomplete-curve"
11,"equal_common",5,NA,NA,"incomplete-curve"
12,"equal_common",5,NA,NA,"incomplete-curve"
1,"equal_flexible",5,NA,NA,"incomplete-curve"
2,"equal_flexible",5,NA,NA,"incomplete-curve"
3,"equal_flexible",5,NA,NA,"incomplete-curve"
4,"equal_flexible",5,NA,NA,"incomplete-curve"
5,"equal_flexible",5,NA,NA,"incomplete-curve"
6,"equal_flexible",5,NA,NA,"incomplete-curve"
7,"equal_flexible",5,NA,NA,"incomplete-curve"
8,"equal_flexible",5,NA,NA,"incomplete-curve"
9,"equal_flexible",5,NA,NA,"incomplete-curve"
10,"equal_flexible",5,NA,NA,"incomplete-curve"
11,"equal_flexible",5,NA,NA,"incomplete-curve"
12,"equal_flexible",5,NA,NA,"incomplete-curve"
1,"package_like",5,NA,NA,"incomplete-curve"
2,"package_like",5,NA,NA,"incomplete-curve"
3,"package_like",5,NA,NA,"incomplete-curve"
4,"package_like",5,NA,NA,"incomplete-curve"
5,"package_like",5,NA,NA,"incomplete-curve"
6,"package_like",5,NA,NA,"incomplete-curve"
7,"package_like",5,NA,NA,"incomplete-curve"
8,"package_like",5,NA,NA,"incomplete-curve"
9,"package_like",5,NA,NA,"incomplete-curve"
10,"package_like",5,NA,NA,"incomplete-curve"
11,"package_like",5,NA,NA,"incomplete-curve"
12,"package_like",5,NA,NA,"incomplete-curve"
1,"start_saturated",5,NA,NA,"incomplete-curve"
2,"start_saturated",5,NA,NA,"incomplete-curve"
3,"start_saturated",5,NA,NA,"incomplete-curve"
4,"start_saturated",5,NA,NA,"incomplete-curve"
5,"start_saturated",5,NA,NA,"incomplete-curve"
6,"start_saturated",5,NA,NA,"incomplete-curve"
7,"start_saturated",5,NA,NA,"incomplete-curve"
8,"start_saturated",5,NA,NA,"incomplete-curve"
9,"start_saturated",5,NA,NA,"incomplete-curve"
10,"start_saturated",5,NA,NA,"incomplete-curve"
11,"start_saturated",5,NA,NA,"incomplete-curve"
12,"start_saturated",5,NA,NA,"incomplete-curve"
1,"calendar_omitted",6,NA,NA,"incomplete-curve"
2,"calendar_omitted",6,NA,NA,"incomplete-curve"
3,"calendar_omitted",6,NA,NA,"incomplete-curve"
4,"calendar_omitted",6,NA,NA,"incomplete-curve"
5,"calendar_omitted",6,NA,NA,"incomplete-curve"
6,"calendar_omitted",6,NA,NA,"incomplete-curve"
7,"calendar_omitted",6,NA,NA,"incomplete-curve"
8,"calendar_omitted",6,NA,NA,"incomplete-curve"
9,"calendar_omitted",6,NA,NA,"incomplete-curve"
10,"calendar_omitted",6,NA,NA,"incomplete-curve"
11,"calendar_omitted",6,NA,NA,"incomplete-curve"
12,"calendar_omitted",6,NA,NA,"incomplete-curve"
1,"calendar_quadratic",6,NA,NA,"incomplete-curve"
2,"calendar_quadratic",6,NA,NA,"incomplete-curve"
3,"calendar_quadratic",6,NA,NA,"incomplete-curve"
4,"calendar_quadratic",6,NA,NA,"incomplete-curve"
5,"calendar_quadratic",6,NA,NA,"incomplete-curve"
6,"calendar_quadratic",6,NA,NA,"incomplete-curve"
7,"calendar_quadratic",6,NA,NA,"incomplete-curve"
8,"calendar_quadratic",6,NA,NA,"incomplete-curve"
9,"calendar_quadratic",6,NA,NA,"incomplete-curve"
10,"calendar_quadratic",6,NA,NA,"incomplete-curve"
11,"calendar_quadratic",6,NA,NA,"incomplete-curve"
12,"calendar_quadratic",6,NA,NA,"incomplete-curve"
1,"equal_common",6,NA,NA,"incomplete-curve"
2,"equal_common",6,NA,NA,"incomplete-curve"
3,"equal_common",6,NA,NA,"incomplete-curve"
4,"equal_common",6,NA,NA,"incomplete-curve"
5,"equal_common",6,NA,NA,"incomplete-curve"
6,"equal_common",6,NA,NA,"incomplete-curve"
7,"equal_common",6,NA,NA,"incomplete-curve"
8,"equal_common",6,NA,NA,"incomplete-curve"
9,"equal_common",6,NA,NA,"incomplete-curve"
10,"equal_common",6,NA,NA,"incomplete-curve"
11,"equal_common",6,NA,NA,"incomplete-curve"
12,"equal_common",6,NA,NA,"incomplete-curve"
1,"equal_flexible",6,NA,NA,"incomplete-curve"
2,"equal_flexible",6,NA,NA,"incomplete-curve"
3,"equal_flexible",6,NA,NA,"incomplete-curve"
4,"equal_flexible",6,NA,NA,"incomplete-curve"
5,"equal_flexible",6,NA,NA,"incomplete-curve"
6,"equal_flexible",6,NA,NA,"incomplete-curve"
7,"equal_flexible",6,NA,NA,"incomplete-curve"
8,"equal_flexible",6,NA,NA,"incomplete-curve"
9,"equal_flexible",6,NA,NA,"incomplete-curve"
10,"equal_flexible",6,NA,NA,"incomplete-curve"
11,"equal_flexible",6,NA,NA,"incomplete-curve"
12,"equal_flexible",6,NA,NA,"incomplete-curve"
1,"package_like",6,NA,NA,"incomplete-curve"
2,"package_like",6,NA,NA,"incomplete-curve"
3,"package_like",6,NA,NA,"incomplete-curve"
4,"package_like",6,NA,NA,"incomplete-curve"
5,"package_like",6,NA,NA,"incomplete-curve"
6,"package_like",6,NA,NA,"incomplete-curve"
7,"package_like",6,NA,NA,"incomplete-curve"
8,"package_like",6,NA,NA,"incomplete-curve"
9,"package_like",6,NA,NA,"incomplete-curve"
10,"package_like",6,NA,NA,"incomplete-curve"
11,"package_like",6,NA,NA,"incomplete-curve"
12,"package_like",6,NA,NA,"incomplete-curve"
1,"start_saturated",6,NA,NA,"incomplete-curve"
2,"start_saturated",6,NA,NA,"incomplete-curve"
3,"start_saturated",6,NA,NA,"incomplete-curve"
4,"start_saturated",6,NA,NA,"incomplete-curve"
5,"start_saturated",6,NA,NA,"incomplete-curve"
6,"start_saturated",6,NA,NA,"incomplete-curve"
7,"start_saturated",6,NA,NA,"incomplete-curve"
8,"start_saturated",6,NA,NA,"incomplete-curve"
9,"start_saturated",6,NA,NA,"incomplete-curve"
10,"start_saturated",6,NA,NA,"incomplete-curve"
11,"start_saturated",6,NA,NA,"incomplete-curve"
12,"start_saturated",6,NA,NA,"incomplete-curve"
1,"calendar_omitted",7,NA,NA,"incomplete-curve"
2,"calendar_omitted",7,NA,NA,"incomplete-curve"
3,"calendar_omitted",7,NA,NA,"incomplete-curve"
4,"calendar_omitted",7,NA,NA,"incomplete-curve"
5,"calendar_omitted",7,NA,NA,"incomplete-curve"
6,"calendar_omitted",7,NA,NA,"incomplete-curve"
7,"calendar_omitted",7,NA,NA,"incomplete-curve"
8,"calendar_omitted",7,NA,NA,"incomplete-curve"
9,"calendar_omitted",7,NA,NA,"incomplete-curve"
10,"calendar_omitted",7,NA,NA,"incomplete-curve"
11,"calendar_omitted",7,NA,NA,"incomplete-curve"
12,"calendar_omitted",7,NA,NA,"incomplete-curve"
1,"calendar_quadratic",7,NA,NA,"incomplete-curve"
2,"calendar_quadratic",7,NA,NA,"incomplete-curve"
3,"calendar_quadratic",7,NA,NA,"incomplete-curve"
4,"calendar_quadratic",7,NA,NA,"incomplete-curve"
5,"calendar_quadratic",7,NA,NA,"incomplete-curve"
6,"calendar_quadratic",7,NA,NA,"incomplete-curve"
7,"calendar_quadratic",7,NA,NA,"incomplete-curve"
8,"calendar_quadratic",7,NA,NA,"incomplete-curve"
9,"calendar_quadratic",7,NA,NA,"incomplete-curve"
10,"calendar_quadratic",7,NA,NA,"incomplete-curve"
11,"calendar_quadratic",7,NA,NA,"incomplete-curve"
12,"calendar_quadratic",7,NA,NA,"incomplete-curve"
1,"equal_common",7,NA,NA,"incomplete-curve"
2,"equal_common",7,NA,NA,"incomplete-curve"
3,"equal_common",7,NA,NA,"incomplete-curve"
4,"equal_common",7,NA,NA,"incomplete-curve"
5,"equal_common",7,NA,NA,"incomplete-curve"
6,"equal_common",7,NA,NA,"incomplete-curve"
7,"equal_common",7,NA,NA,"incomplete-curve"
8,"equal_common",7,NA,NA,"incomplete-curve"
9,"equal_common",7,NA,NA,"incomplete-curve"
10,"equal_common",7,NA,NA,"incomplete-curve"
11,"equal_common",7,NA,NA,"incomplete-curve"
12,"equal_common",7,NA,NA,"incomplete-curve"
1,"equal_flexible",7,NA,NA,"incomplete-curve"
2,"equal_flexible",7,NA,NA,"incomplete-curve"
3,"equal_flexible",7,NA,NA,"incomplete-curve"
4,"equal_flexible",7,NA,NA,"incomplete-curve"
5,"equal_flexible",7,NA,NA,"incomplete-curve"
6,"equal_flexible",7,NA,NA,"incomplete-curve"
7,"equal_flexible",7,NA,NA,"incomplete-curve"
8,"equal_flexible",7,NA,NA,"incomplete-curve"
9,"equal_flexible",7,NA,NA,"incomplete-curve"
10,"equal_flexible",7,NA,NA,"incomplete-curve"
11,"equal_flexible",7,NA,NA,"incomplete-curve"
12,"equal_flexible",7,NA,NA,"incomplete-curve"
1,"package_like",7,NA,NA,"incomplete-curve"
2,"package_like",7,NA,NA,"incomplete-curve"
3,"package_like",7,NA,NA,"incomplete-curve"
4,"package_like",7,NA,NA,"incomplete-curve"
5,"package_like",7,NA,NA,"incomplete-curve"
6,"package_like",7,NA,NA,"incomplete-curve"
7,"package_like",7,NA,NA,"incomplete-curve"
8,"package_like",7,NA,NA,"incomplete-curve"
9,"package_like",7,NA,NA,"incomplete-curve"
10,"package_like",7,NA,NA,"incomplete-curve"
11,"package_like",7,NA,NA,"incomplete-curve"
12,"package_like",7,NA,NA,"incomplete-curve"
1,"start_saturated",7,NA,NA,"incomplete-curve"
2,"start_saturated",7,NA,NA,"incomplete-curve"
3,"start_saturated",7,NA,NA,"incomplete-curve"
4,"start_saturated",7,NA,NA,"incomplete-curve"
5,"start_saturated",7,NA,NA,"incomplete-curve"
6,"start_saturated",7,NA,NA,"incomplete-curve"
7,"start_saturated",7,NA,NA,"incomplete-curve"
8,"start_saturated",7,NA,NA,"incomplete-curve"
9,"start_saturated",7,NA,NA,"incomplete-curve"
10,"start_saturated",7,NA,NA,"incomplete-curve"
11,"start_saturated",7,NA,NA,"incomplete-curve"
12,"start_saturated",7,NA,NA,"incomplete-curve"
1,"calendar_omitted",8,NA,NA,"incomplete-curve"
2,"calendar_omitted",8,NA,NA,"incomplete-curve"
3,"calendar_omitted",8,NA,NA,"incomplete-curve"
