"scenario","method","replicate_id","curve_rmse","curve_max_error","fail"
8,"calendar_quadratic",46,NA,NA,"incomplete-curve"
9,"calendar_quadratic",46,NA,NA,"incomplete-curve"
10,"calendar_quadratic",46,NA,NA,"incomplete-curve"
11,"calendar_quadratic",46,NA,NA,"incomplete-curve"
12,"calendar_quadratic",46,NA,NA,"incomplete-curve"
1,"equal_common",46,NA,NA,"incomplete-curve"
2,"equal_common",46,NA,NA,"incomplete-curve"
3,"equal_common",46,NA,NA,"incomplete-curve"
4,"equal_common",46,NA,NA,"incomplete-curve"
5,"equal_common",46,NA,NA,"incomplete-curve"
6,"equal_common",46,NA,NA,"incomplete-curve"
7,"equal_common",46,NA,NA,"incomplete-curve"
8,"equal_common",46,NA,NA,"incomplete-curve"
9,"equal_common",46,NA,NA,"incomplete-curve"
10,"equal_common",46,NA,NA,"incomplete-curve"
11,"equal_common",46,NA,NA,"incomplete-curve"
12,"equal_common",46,NA,NA,"incomplete-curve"
1,"equal_flexible",46,NA,NA,"incomplete-curve"
2,"equal_flexible",46,NA,NA,"incomplete-curve"
3,"equal_flexible",46,NA,NA,"incomplete-curve"
4,"equal_flexible",46,NA,NA,"incomplete-curve"
5,"equal_flexible",46,NA,NA,"incomplete-curve"
6,"equal_flexible",46,NA,NA,"incomplete-curve"
7,"equal_flexible",46,NA,NA,"incomplete-curve"
8,"equal_flexible",46,NA,NA,"incomplete-curve"
9,"equal_flexible",46,NA,NA,"incomplete-curve"
10,"equal_flexible",46,NA,NA,"incomplete-curve"
11,"equal_flexible",46,NA,NA,"incomplete-curve"
12,"equal_flexible",46,NA,NA,"incomplete-curve"
1,"package_like",46,NA,NA,"incomplete-curve"
2,"package_like",46,NA,NA,"incomplete-curve"
3,"package_like",46,NA,NA,"incomplete-curve"
4,"package_like",46,NA,NA,"incomplete-curve"
5,"package_like",46,NA,NA,"incomplete-curve"
6,"package_like",46,NA,NA,"incomplete-curve"
7,"package_like",46,NA,NA,"incomplete-curve"
8,"package_like",46,NA,NA,"incomplete-curve"
9,"package_like",46,NA,NA,"incomplete-curve"
10,"package_like",46,NA,NA,"incomplete-curve"
11,"package_like",46,NA,NA,"incomplete-curve"
12,"package_like",46,NA,NA,"incomplete-curve"
1,"start_saturated",46,NA,NA,"incomplete-curve"
2,"start_saturated",46,NA,NA,"incomplete-curve"
3,"start_saturated",46,NA,NA,"incomplete-curve"
4,"start_saturated",46,NA,NA,"incomplete-curve"
5,"start_saturated",46,NA,NA,"incomplete-curve"
6,"start_saturated",46,NA,NA,"incomplete-curve"
7,"start_saturated",46,NA,NA,"incomplete-curve"
8,"start_saturated",46,NA,NA,"incomplete-curve"
9,"start_saturated",46,NA,NA,"incomplete-curve"
10,"start_saturated",46,NA,NA,"incomplete-curve"
11,"start_saturated",46,NA,NA,"incomplete-curve"
12,"start_saturated",46,NA,NA,"incomplete-curve"
1,"calendar_omitted",47,NA,NA,"incomplete-curve"
2,"calendar_omitted",47,NA,NA,"incomplete-curve"
3,"calendar_omitted",47,NA,NA,"incomplete-curve"
4,"calendar_omitted",47,NA,NA,"incomplete-curve"
5,"calendar_omitted",47,NA,NA,"incomplete-curve"
6,"calendar_omitted",47,NA,NA,"incomplete-curve"
7,"calendar_omitted",47,NA,NA,"incomplete-curve"
8,"calendar_omitted",47,NA,NA,"incomplete-curve"
9,"calendar_omitted",47,NA,NA,"incomplete-curve"
10,"calendar_omitted",47,NA,NA,"incomplete-curve"
11,"calendar_omitted",47,NA,NA,"incomplete-curve"
12,"calendar_omitted",47,NA,NA,"incomplete-curve"
1,"calendar_quadratic",47,NA,NA,"incomplete-curve"
2,"calendar_quadratic",47,NA,NA,"incomplete-curve"
3,"calendar_quadratic",47,NA,NA,"incomplete-curve"
4,"calendar_quadratic",47,NA,NA,"incomplete-curve"
5,"calendar_quadratic",47,NA,NA,"incomplete-curve"
6,"calendar_quadratic",47,NA,NA,"incomplete-curve"
7,"calendar_quadratic",47,NA,NA,"incomplete-curve"
8,"calendar_quadratic",47,NA,NA,"incomplete-curve"
9,"calendar_quadratic",47,NA,NA,"incomplete-curve"
10,"calendar_quadratic",47,NA,NA,"incomplete-curve"
11,"calendar_quadratic",47,NA,NA,"incomplete-curve"
12,"calendar_quadratic",47,NA,NA,"incomplete-curve"
1,"equal_common",47,NA,NA,"incomplete-curve"
2,"equal_common",47,NA,NA,"incomplete-curve"
3,"equal_common",47,NA,NA,"incomplete-curve"
4,"equal_common",47,NA,NA,"incomplete-curve"
5,"equal_common",47,NA,NA,"incomplete-curve"
6,"equal_common",47,NA,NA,"incomplete-curve"
7,"equal_common",47,NA,NA,"incomplete-curve"
8,"equal_common",47,NA,NA,"incomplete-curve"
9,"equal_common",47,NA,NA,"incomplete-curve"
10,"equal_common",47,NA,NA,"incomplete-curve"
11,"equal_common",47,NA,NA,"incomplete-curve"
12,"equal_common",47,NA,NA,"incomplete-curve"
1,"equal_flexible",47,NA,NA,"incomplete-curve"
2,"equal_flexible",47,NA,NA,"incomplete-curve"
3,"equal_flexible",47,NA,NA,"incomplete-curve"
4,"equal_flexible",47,NA,NA,"incomplete-curve"
5,"equal_flexible",47,NA,NA,"incomplete-curve"
6,"equal_flexible",47,NA,NA,"incomplete-curve"
7,"equal_flexible",47,NA,NA,"incomplete-curve"
8,"equal_flexible",47,NA,NA,"incomplete-curve"
9,"equal_flexible",47,NA,NA,"incomplete-curve"
10,"equal_flexible",47,NA,NA,"incomplete-curve"
11,"equal_flexible",47,NA,NA,"incomplete-curve"
12,"equal_flexible",47,NA,NA,"incomplete-curve"
1,"package_like",47,NA,NA,"incomplete-curve"
2,"package_like",47,NA,NA,"incomplete-curve"
3,"package_like",47,NA,NA,"incomplete-curve"
4,"package_like",47,NA,NA,"incomplete-curve"
5,"package_like",47,NA,NA,"incomplete-curve"
6,"package_like",47,NA,NA,"incomplete-curve"
7,"package_like",47,NA,NA,"incomplete-curve"
8,"package_like",47,NA,NA,"incomplete-curve"
9,"package_like",47,NA,NA,"incomplete-curve"
10,"package_like",47,NA,NA,"incomplete-curve"
11,"package_like",47,NA,NA,"incomplete-curve"
12,"package_like",47,NA,NA,"incomplete-curve"
1,"start_saturated",47,NA,NA,"incomplete-curve"
2,"start_saturated",47,NA,NA,"incomplete-curve"
3,"start_saturated",47,NA,NA,"incomplete-curve"
4,"start_saturated",47,NA,NA,"incomplete-curve"
5,"start_saturated",47,NA,NA,"incomplete-curve"
6,"start_saturated",47,NA,NA,"incomplete-curve"
7,"start_saturated",47,NA,NA,"incomplete-curve"
8,"start_saturated",47,NA,NA,"incomplete-curve"
9,"start_saturated",47,NA,NA,"incomplete-curve"
10,"start_saturated",47,NA,NA,"incomplete-curve"
11,"start_saturated",47,NA,NA,"incomplete-curve"
12,"start_saturated",47,NA,NA,"incomplete-curve"
1,"calendar_omitted",48,NA,NA,"incomplete-curve"
2,"calendar_omitted",48,NA,NA,"incomplete-curve"
3,"calendar_omitted",48,NA,NA,"incomplete-curve"
4,"calendar_omitted",48,NA,NA,"incomplete-curve"
5,"calendar_omitted",48,NA,NA,"incomplete-curve"
6,"calendar_omitted",48,NA,NA,"incomplete-curve"
7,"calendar_omitted",48,NA,NA,"incomplete-curve"
8,"calendar_omitted",48,NA,NA,"incomplete-curve"
9,"calendar_omitted",48,NA,NA,"incomplete-curve"
10,"calendar_omitted",48,NA,NA,"incomplete-curve"
11,"calendar_omitted",48,NA,NA,"incomplete-curve"
12,"calendar_omitted",48,NA,NA,"incomplete-curve"
1,"calendar_quadratic",48,NA,NA,"incomplete-curve"
2,"calendar_quadratic",48,NA,NA,"incomplete-curve"
3,"calendar_quadratic",48,NA,NA,"incomplete-curve"
4,"calendar_quadratic",48,NA,NA,"incomplete-curve"
5,"calendar_quadratic",48,NA,NA,"incomplete-curve"
6,"calendar_quadratic",48,NA,NA,"incomplete-curve"
7,"calendar_quadratic",48,NA,NA,"incomplete-curve"
8,"calendar_quadratic",48,NA,NA,"incomplete-curve"
9,"calendar_quadratic",48,NA,NA,"incomplete-curve"
10,"calendar_quadratic",48,NA,NA,"incomplete-curve"
11,"calendar_quadratic",48,NA,NA,"incomplete-curve"
12,"calendar_quadratic",48,NA,NA,"incomplete-curve"
1,"equal_common",48,NA,NA,"incomplete-curve"
2,"equal_common",48,NA,NA,"incomplete-curve"
3,"equal_common",48,NA,NA,"incomplete-curve"
4,"equal_common",48,NA,NA,"incomplete-curve"
5,"equal_common",48,NA,NA,"incomplete-curve"
6,"equal_common",48,NA,NA,"incomplete-curve"
7,"equal_common",48,NA,NA,"incomplete-curve"
8,"equal_common",48,NA,NA,"incomplete-curve"
9,"equal_common",48,NA,NA,"incomplete-curve"
10,"equal_common",48,NA,NA,"incomplete-curve"
11,"equal_common",48,NA,NA,"incomplete-curve"
12,"equal_common",48,NA,NA,"incomplete-curve"
1,"equal_flexible",48,NA,NA,"incomplete-curve"
2,"equal_flexible",48,NA,NA,"incomplete-curve"
3,"equal_flexible",48,NA,NA,"incomplete-curve"
4,"equal_flexible",48,NA,NA,"incomplete-curve"
5,"equal_flexible",48,NA,NA,"incomplete-curve"
6,"equal_flexible",48,NA,NA,"incomplete-curve"
7,"equal_flexible",48,NA,NA,"incomplete-curve"
8,"equal_flexible",48,NA,NA,"incomplete-curve"
9,"equal_flexible",48,NA,NA,"incomplete-curve"
10,"equal_flexible",48,NA,NA,"incomplete-curve"
11,"equal_flexible",48,NA,NA,"incomplete-curve"
12,"equal_flexible",48,NA,NA,"incomplete-curve"
1,"package_like",48,NA,NA,"incomplete-curve"
2,"package_like",48,NA,NA,"incomplete-curve"
3,"package_like",48,NA,NA,"incomplete-curve"
4,"package_like",48,NA,NA,"incomplete-curve"
5,"package_like",48,NA,NA,"incomplete-curve"
6,"package_like",48,NA,NA,"incomplete-curve"
7,"package_like",48,NA,NA,"incomplete-curve"
8,"package_like",48,NA,NA,"incomplete-curve"
9,"package_like",48,NA,NA,"incomplete-curve"
10,"package_like",48,NA,NA,"incomplete-curve"
11,"package_like",48,NA,NA,"incomplete-curve"
12,"package_like",48,NA,NA,"incomplete-curve"
1,"start_saturated",48,NA,NA,"incomplete-curve"
2,"start_saturated",48,NA,NA,"incomplete-curve"
3,"start_saturated",48,NA,NA,"incomplete-curve"
4,"start_saturated",48,NA,NA,"incomplete-curve"
5,"start_saturated",48,NA,NA,"incomplete-curve"
6,"start_saturated",48,NA,NA,"incomplete-curve"
7,"start_saturated",48,NA,NA,"incomplete-curve"
8,"start_saturated",48,NA,NA,"incomplete-curve"
9,"start_saturated",48,NA,NA,"incomplete-curve"
10,"start_saturated",48,NA,NA,"incomplete-curve"
11,"start_saturated",48,NA,NA,"incomplete-curve"
12,"start_saturated",48,NA,NA,"incomplete-curve"
1,"calendar_omitted",49,NA,NA,"incomplete-curve"
2,"calendar_omitted",49,NA,NA,"incomplete-curve"
3,"calendar_omitted",49,NA,NA,"incomplete-curve"
4,"calendar_omitted",49,NA,NA,"incomplete-curve"
5,"calendar_omitted",49,NA,NA,"incomplete-curve"
6,"calendar_omitted",49,NA,NA,"incomplete-curve"
7,"calendar_omitted",49,NA,NA,"incomplete-curve"
8,"calendar_omitted",49,NA,NA,"incomplete-curve"
9,"calendar_omitted",49,NA,NA,"incomplete-curve"
10,"calendar_omitted",49,NA,NA,"incomplete-curve"
11,"calendar_omitted",49,NA,NA,"incomplete-curve"
12,"calendar_omitted",49,NA,NA,"incomplete-curve"
1,"calendar_quadratic",49,NA,NA,"incomplete-curve"
2,"calendar_quadratic",49,NA,NA,"incomplete-curve"
3,"calendar_quadratic",49,NA,NA,"incomplete-curve"
4,"calendar_quadratic",49,NA,NA,"incomplete-curve"
5,"calendar_quadratic",49,NA,NA,"incomplete-curve"
6,"calendar_quadratic",49,NA,NA,"incomplete-curve"
7,"calendar_quadratic",49,NA,NA,"incomplete-curve"
8,"calendar_quadratic",49,NA,NA,"incomplete-curve"
9,"calendar_quadratic",49,NA,NA,"incomplete-curve"
10,"calendar_quadratic",49,NA,NA,"incomplete-curve"
11,"calendar_quadratic",49,NA,NA,"incomplete-curve"
12,"calendar_quadratic",49,NA,NA,"incomplete-curve"
1,"equal_common",49,NA,NA,"incomplete-curve"
2,"equal_common",49,NA,NA,"incomplete-curve"
3,"equal_common",49,NA,NA,"incomplete-curve"
4,"equal_common",49,NA,NA,"incomplete-curve"
5,"equal_common",49,NA,NA,"incomplete-curve"
6,"equal_common",49,NA,NA,"incomplete-curve"
7,"equal_common",49,NA,NA,"incomplete-curve"
8,"equal_common",49,NA,NA,"incomplete-curve"
9,"equal_common",49,NA,NA,"incomplete-curve"
10,"equal_common",49,NA,NA,"incomplete-curve"
11,"equal_common",49,NA,NA,"incomplete-curve"
12,"equal_common",49,NA,NA,"incomplete-curve"
1,"equal_flexible",49,NA,NA,"incomplete-curve"
2,"equal_flexible",49,NA,NA,"incomplete-curve"
3,"equal_flexible",49,NA,NA,"incomplete-curve"
4,"equal_flexible",49,NA,NA,"incomplete-curve"
5,"equal_flexible",49,NA,NA,"incomplete-curve"
6,"equal_flexible",49,NA,NA,"incomplete-curve"
7,"equal_flexible",49,NA,NA,"incomplete-curve"
8,"equal_flexible",49,NA,NA,"incomplete-curve"
9,"equal_flexible",49,NA,NA,"incomplete-curve"
10,"equal_flexible",49,NA,NA,"incomplete-curve"
11,"equal_flexible",49,NA,NA,"incomplete-curve"
12,"equal_flexible",49,NA,NA,"incomplete-curve"
1,"package_like",49,NA,NA,"incomplete-curve"
2,"package_like",49,NA,NA,"incomplete-curve"
3,"package_like",49,NA,NA,"incomplete-curve"
4,"package_like",49,NA,NA,"incomplete-curve"
5,"package_like",49,NA,NA,"incomplete-curve"
6,"package_like",49,NA,NA,"incomplete-curve"
7,"package_like",49,NA,NA,"incomplete-curve"
8,"package_like",49,NA,NA,"incomplete-curve"
9,"package_like",49,NA,NA,"incomplete-curve"
10,"package_like",49,NA,NA,"incomplete-curve"
11,"package_like",49,NA,NA,"incomplete-curve"
12,"package_like",49,NA,NA,"incomplete-curve"
1,"start_saturated",49,NA,NA,"incomplete-curve"
2,"start_saturated",49,NA,NA,"incomplete-curve"
3,"start_saturated",49,NA,NA,"incomplete-curve"
4,"start_saturated",49,NA,NA,"incomplete-curve"
5,"start_saturated",49,NA,NA,"incomplete-curve"
6,"start_saturated",49,NA,NA,"incomplete-curve"
7,"start_saturated",49,NA,NA,"incomplete-curve"
8,"start_saturated",49,NA,NA,"incomplete-curve"
9,"start_saturated",49,NA,NA,"incomplete-curve"
10,"start_saturated",49,NA,NA,"incomplete-curve"
11,"start_saturated",49,NA,NA,"incomplete-curve"
12,"start_saturated",49,NA,NA,"incomplete-curve"
1,"calendar_omitted",50,NA,NA,"incomplete-curve"
2,"calendar_omitted",50,NA,NA,"incomplete-curve"
3,"calendar_omitted",50,NA,NA,"incomplete-curve"
4,"calendar_omitted",50,NA,NA,"incomplete-curve"
5,"calendar_omitted",50,NA,NA,"incomplete-curve"
6,"calendar_omitted",50,NA,NA,"incomplete-curve"
7,"calendar_omitted",50,NA,NA,"incomplete-curve"
8,"calendar_omitted",50,NA,NA,"incomplete-curve"
9,"calendar_omitted",50,NA,NA,"incomplete-curve"
10,"calendar_omitted",50,NA,NA,"incomplete-curve"
11,"calendar_omitted",50,NA,NA,"incomplete-curve"
12,"calendar_omitted",50,NA,NA,"incomplete-curve"
1,"calendar_quadratic",50,NA,NA,"incomplete-curve"
2,"calendar_quadratic",50,NA,NA,"incomplete-curve"
3,"calendar_quadratic",50,NA,NA,"incomplete-curve"
4,"calendar_quadratic",50,NA,NA,"incomplete-curve"
5,"calendar_quadratic",50,NA,NA,"incomplete-curve"
6,"calendar_quadratic",50,NA,NA,"incomplete-curve"
7,"calendar_quadratic",50,NA,NA,"incomplete-curve"
8,"calendar_quadratic",50,NA,NA,"incomplete-curve"
9,"calendar_quadratic",50,NA,NA,"incomplete-curve"
10,"calendar_quadratic",50,NA,NA,"incomplete-curve"
11,"calendar_quadratic",50,NA,NA,"incomplete-curve"
12,"calendar_quadratic",50,NA,NA,"incomplete-curve"
1,"equal_common",50,NA,NA,"incomplete-curve"
2,"equal_common",50,NA,NA,"incomplete-curve"
3,"equal_common",50,NA,NA,"incomplete-curve"
4,"equal_common",50,NA,NA,"incomplete-curve"
5,"equal_common",50,NA,NA,"incomplete-curve"
6,"equal_common",50,NA,NA,"incomplete-curve"
7,"equal_common",50,NA,NA,"incomplete-curve"
8,"equal_common",50,NA,NA,"incomplete-curve"
9,"equal_common",50,NA,NA,"incomplete-curve"
10,"equal_common",50,NA,NA,"incomplete-curve"
11,"equal_common",50,NA,NA,"incomplete-curve"
12,"equal_common",50,NA,NA,"incomplete-curve"
1,"equal_flexible",50,NA,NA,"incomplete-curve"
2,"equal_flexible",50,NA,NA,"incomplete-curve"
3,"equal_flexible",50,NA,NA,"incomplete-curve"
4,"equal_flexible",50,NA,NA,"incomplete-curve"
5,"equal_flexible",50,NA,NA,"incomplete-curve"
6,"equal_flexible",50,NA,NA,"incomplete-curve"
7,"equal_flexible",50,NA,NA,"incomplete-curve"
8,"equal_flexible",50,NA,NA,"incomplete-curve"
9,"equal_flexible",50,NA,NA,"incomplete-curve"
10,"equal_flexible",50,NA,NA,"incomplete-curve"
11,"equal_flexible",50,NA,NA,"incomplete-curve"
12,"equal_flexible",50,NA,NA,"incomplete-curve"
1,"package_like",50,NA,NA,"incomplete-curve"
2,"package_like",50,NA,NA,"incomplete-curve"
3,"package_like",50,NA,NA,"incomplete-curve"
4,"package_like",50,NA,NA,"incomplete-curve"
5,"package_like",50,NA,NA,"incomplete-curve"
6,"package_like",50,NA,NA,"incomplete-curve"
7,"package_like",50,NA,NA,"incomplete-curve"
8,"package_like",50,NA,NA,"incomplete-curve"
9,"package_like",50,NA,NA,"incomplete-curve"
10,"package_like",50,NA,NA,"incomplete-curve"
11,"package_like",50,NA,NA,"incomplete-curve"
12,"package_like",50,NA,NA,"incomplete-curve"
1,"start_saturated",50,NA,NA,"incomplete-curve"
2,"start_saturated",50,NA,NA,"incomplete-curve"
3,"start_saturated",50,NA,NA,"incomplete-curve"
4,"start_saturated",50,NA,NA,"incomplete-curve"
5,"start_saturated",50,NA,NA,"incomplete-curve"
6,"start_saturated",50,NA,NA,"incomplete-curve"
7,"start_saturated",50,NA,NA,"incomplete-curve"
8,"start_saturated",50,NA,NA,"incomplete-curve"
9,"start_saturated",50,NA,NA,"incomplete-curve"
10,"start_saturated",50,NA,NA,"incomplete-curve"
11,"start_saturated",50,NA,NA,"incomplete-curve"
12,"start_saturated",50,NA,NA,"incomplete-curve"
1,"calendar_omitted",51,NA,NA,"incomplete-curve"
2,"calendar_omitted",51,NA,NA,"incomplete-curve"
3,"calendar_omitted",51,NA,NA,"incomplete-curve"
4,"calendar_omitted",51,NA,NA,"incomplete-curve"
5,"calendar_omitted",51,NA,NA,"incomplete-curve"
6,"calendar_omitted",51,NA,NA,"incomplete-curve"
7,"calendar_omitted",51,NA,NA,"incomplete-curve"
8,"calendar_omitted",51,NA,NA,"incomplete-curve"
9,"calendar_omitted",51,NA,NA,"incomplete-curve"
10,"calendar_omitted",51,NA,NA,"incomplete-curve"
11,"calendar_omitted",51,NA,NA,"incomplete-curve"
12,"calendar_omitted",51,NA,NA,"incomplete-curve"
1,"calendar_quadratic",51,NA,NA,"incomplete-curve"
2,"calendar_quadratic",51,NA,NA,"incomplete-curve"
3,"calendar_quadratic",51,NA,NA,"incomplete-curve"
4,"calendar_quadratic",51,NA,NA,"incomplete-curve"
5,"calendar_quadratic",51,NA,NA,"incomplete-curve"
6,"calendar_quadratic",51,NA,NA,"incomplete-curve"
7,"calendar_quadratic",51,NA,NA,"incomplete-curve"
8,"calendar_quadratic",51,NA,NA,"incomplete-curve"
9,"calendar_quadratic",51,NA,NA,"incomplete-curve"
10,"calendar_quadratic",51,NA,NA,"incomplete-curve"
11,"calendar_quadratic",51,NA,NA,"incomplete-curve"
12,"calendar_quadratic",51,NA,NA,"incomplete-curve"
1,"equal_common",51,NA,NA,"incomplete-curve"
2,"equal_common",51,NA,NA,"incomplete-curve"
3,"equal_common",51,NA,NA,"incomplete-curve"
4,"equal_common",51,NA,NA,"incomplete-curve"
5,"equal_common",51,NA,NA,"incomplete-curve"
6,"equal_common",51,NA,NA,"incomplete-curve"
7,"equal_common",51,NA,NA,"incomplete-curve"
8,"equal_common",51,NA,NA,"incomplete-curve"
9,"equal_common",51,NA,NA,"incomplete-curve"
10,"equal_common",51,NA,NA,"incomplete-curve"
11,"equal_common",51,NA,NA,"incomplete-curve"
12,"equal_common",51,NA,NA,"incomplete-curve"
1,"equal_flexible",51,NA,NA,"incomplete-curve"
2,"equal_flexible",51,NA,NA,"incomplete-curve"
3,"equal_flexible",51,NA,NA,"incomplete-curve"
4,"equal_flexible",51,NA,NA,"incomplete-curve"
5,"equal_flexible",51,NA,NA,"incomplete-curve"
6,"equal_flexible",51,NA,NA,"incomplete-curve"
7,"equal_flexible",51,NA,NA,"incomplete-curve"
8,"equal_flexible",51,NA,NA,"incomplete-curve"
9,"equal_flexible",51,NA,NA,"incomplete-curve"
10,"equal_flexible",51,NA,NA,"incomplete-curve"
11,"equal_flexible",51,NA,NA,"incomplete-curve"
12,"equal_flexible",51,NA,NA,"incomplete-curve"
1,"package_like",51,NA,NA,"incomplete-curve"
2,"package_like",51,NA,NA,"incomplete-curve"
3,"package_like",51,NA,NA,"incomplete-curve"
4,"package_like",51,NA,NA,"incomplete-curve"
5,"package_like",51,NA,NA,"incomplete-curve"
6,"package_like",51,NA,NA,"incomplete-curve"
7,"package_like",51,NA,NA,"incomplete-curve"
8,"package_like",51,NA,NA,"incomplete-curve"
9,"package_like",51,NA,NA,"incomplete-curve"
10,"package_like",51,NA,NA,"incomplete-curve"
11,"package_like",51,NA,NA,"incomplete-curve"
12,"package_like",51,NA,NA,"incomplete-curve"
1,"start_saturated",51,NA,NA,"incomplete-curve"
2,"start_saturated",51,NA,NA,"incomplete-curve"
3,"start_saturated",51,NA,NA,"incomplete-curve"
4,"start_saturated",51,NA,NA,"incomplete-curve"
5,"start_saturated",51,NA,NA,"incomplete-curve"
6,"start_saturated",51,NA,NA,"incomplete-curve"
7,"start_saturated",51,NA,NA,"incomplete-curve"
8,"start_saturated",51,NA,NA,"incomplete-curve"
9,"start_saturated",51,NA,NA,"incomplete-curve"
10,"start_saturated",51,NA,NA,"incomplete-curve"
11,"start_saturated",51,NA,NA,"incomplete-curve"
12,"start_saturated",51,NA,NA,"incomplete-curve"
1,"calendar_omitted",52,NA,NA,"incomplete-curve"
2,"calendar_omitted",52,NA,NA,"incomplete-curve"
3,"calendar_omitted",52,NA,NA,"incomplete-curve"
4,"calendar_omitted",52,NA,NA,"incomplete-curve"
5,"calendar_omitted",52,NA,NA,"incomplete-curve"
6,"calendar_omitted",52,NA,NA,"incomplete-curve"
7,"calendar_omitted",52,NA,NA,"incomplete-curve"
8,"calendar_omitted",52,NA,NA,"incomplete-curve"
9,"calendar_omitted",52,NA,NA,"incomplete-curve"
10,"calendar_omitted",52,NA,NA,"incomplete-curve"
11,"calendar_omitted",52,NA,NA,"incomplete-curve"
12,"calendar_omitted",52,NA,NA,"incomplete-curve"
1,"calendar_quadratic",52,NA,NA,"incomplete-curve"
2,"calendar_quadratic",52,NA,NA,"incomplete-curve"
3,"calendar_quadratic",52,NA,NA,"incomplete-curve"
4,"calendar_quadratic",52,NA,NA,"incomplete-curve"
5,"calendar_quadratic",52,NA,NA,"incomplete-curve"
6,"calendar_quadratic",52,NA,NA,"incomplete-curve"
7,"calendar_quadratic",52,NA,NA,"incomplete-curve"
8,"calendar_quadratic",52,NA,NA,"incomplete-curve"
9,"calendar_quadratic",52,NA,NA,"incomplete-curve"
10,"calendar_quadratic",52,NA,NA,"incomplete-curve"
11,"calendar_quadratic",52,NA,NA,"incomplete-curve"
12,"calendar_quadratic",52,NA,NA,"incomplete-curve"
1,"equal_common",52,NA,NA,"incomplete-curve"
2,"equal_common",52,NA,NA,"incomplete-curve"
3,"equal_common",52,NA,NA,"incomplete-curve"
4,"equal_common",52,NA,NA,"incomplete-curve"
5,"equal_common",52,NA,NA,"incomplete-curve"
6,"equal_common",52,NA,NA,"incomplete-curve"
7,"equal_common",52,NA,NA,"incomplete-curve"
8,"equal_common",52,NA,NA,"incomplete-curve"
9,"equal_common",52,NA,NA,"incomplete-curve"
10,"equal_common",52,NA,NA,"incomplete-curve"
11,"equal_common",52,NA,NA,"incomplete-curve"
12,"equal_common",52,NA,NA,"incomplete-curve"
1,"equal_flexible",52,NA,NA,"incomplete-curve"
2,"equal_flexible",52,NA,NA,"incomplete-curve"
3,"equal_flexible",52,NA,NA,"incomplete-curve"
4,"equal_flexible",52,NA,NA,"incomplete-curve"
5,"equal_flexible",52,NA,NA,"incomplete-curve"
6,"equal_flexible",52,NA,NA,"incomplete-curve"
7,"equal_flexible",52,NA,NA,"incomplete-curve"
8,"equal_flexible",52,NA,NA,"incomplete-curve"
9,"equal_flexible",52,NA,NA,"incomplete-curve"
10,"equal_flexible",52,NA,NA,"incomplete-curve"
11,"equal_flexible",52,NA,NA,"incomplete-curve"
12,"equal_flexible",52,NA,NA,"incomplete-curve"
1,"package_like",52,NA,NA,"incomplete-curve"
2,"package_like",52,NA,NA,"incomplete-curve"
3,"package_like",52,NA,NA,"incomplete-curve"
4,"package_like",52,NA,NA,"incomplete-curve"
5,"package_like",52,NA,NA,"incomplete-curve"
6,"package_like",52,NA,NA,"incomplete-curve"
7,"package_like",52,NA,NA,"incomplete-curve"
8,"package_like",52,NA,NA,"incomplete-curve"
9,"package_like",52,NA,NA,"incomplete-curve"
10,"package_like",52,NA,NA,"incomplete-curve"
11,"package_like",52,NA,NA,"incomplete-curve"
12,"package_like",52,NA,NA,"incomplete-curve"
1,"start_saturated",52,NA,NA,"incomplete-curve"
2,"start_saturated",52,NA,NA,"incomplete-curve"
3,"start_saturated",52,NA,NA,"incomplete-curve"
4,"start_saturated",52,NA,NA,"incomplete-curve"
5,"start_saturated",52,NA,NA,"incomplete-curve"
6,"start_saturated",52,NA,NA,"incomplete-curve"
7,"start_saturated",52,NA,NA,"incomplete-curve"
8,"start_saturated",52,NA,NA,"incomplete-curve"
9,"start_saturated",52,NA,NA,"incomplete-curve"
10,"start_saturated",52,NA,NA,"incomplete-curve"
11,"start_saturated",52,NA,NA,"incomplete-curve"
12,"start_saturated",52,NA,NA,"incomplete-curve"
1,"calendar_omitted",53,NA,NA,"incomplete-curve"
2,"calendar_omitted",53,NA,NA,"incomplete-curve"
3,"calendar_omitted",53,NA,NA,"incomplete-curve"
4,"calendar_omitted",53,NA,NA,"incomplete-curve"
5,"calendar_omitted",53,NA,NA,"incomplete-curve"
6,"calendar_omitted",53,NA,NA,"incomplete-curve"
7,"calendar_omitted",53,NA,NA,"incomplete-curve"
8,"calendar_omitted",53,NA,NA,"incomplete-curve"
9,"calendar_omitted",53,NA,NA,"incomplete-curve"
10,"calendar_omitted",53,NA,NA,"incomplete-curve"
11,"calendar_omitted",53,NA,NA,"incomplete-curve"
12,"calendar_omitted",53,NA,NA,"incomplete-curve"
1,"calendar_quadratic",53,NA,NA,"incomplete-curve"
2,"calendar_quadratic",53,NA,NA,"incomplete-curve"
3,"calendar_quadratic",53,NA,NA,"incomplete-curve"
4,"calendar_quadratic",53,NA,NA,"incomplete-curve"
5,"calendar_quadratic",53,NA,NA,"incomplete-curve"
6,"calendar_quadratic",53,NA,NA,"incomplete-curve"
7,"calendar_quadratic",53,NA,NA,"incomplete-curve"
8,"calendar_quadratic",53,NA,NA,"incomplete-curve"
9,"calendar_quadratic",53,NA,NA,"incomplete-curve"
10,"calendar_quadratic",53,NA,NA,"incomplete-curve"
