"scenario","method","estimand","start","truth","bias","bias_mcse","empse","empse_mcse","modse","modse_mcse","relerror_modse","relerror_modse_mcse","mse","mse_mcse","coverage","coverage_mcse","becoverage","becoverage_mcse","rejection","rejection_mcse","convergence","n_used","n_attempted","fixed_modse","fixed_to_linearized","bootstrap_to_linearized","h_key","h_label","a","adoption","b","background","sentinel"
2,"calendar_quadratic","rd_k",4,-0.105124993898578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"package_like","rd_k",12,-0.0706126253535613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"calendar_quadratic","rd_k",22,-0.0375021190630916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"equal_flexible","rd_k",18,-0.0502801112283504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"equal_common","rd_k",18,-0.0502801112283504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"calendar_omitted","rd_k",0,-0.1303395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"package_like","rd_k",8,-0.0861365686737326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"calendar_omitted","rd_k",18,-0.0502801112283504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"start_saturated","rd_k",16,-0.0569563090602961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"calendar_quadratic","rd_k",14,-0.0636288969039032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"package_like","rd_k",10,-0.0781988404098436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"calendar_omitted","rd_k",8,-0.0861365686737326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"equal_common","rd_k",4,-0.105124993898578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"package_like","rd_k",0,-0.1303395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"equal_flexible","rd_k",0,-0.1303395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"equal_common","rd_k",0,-0.1303395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"calendar_quadratic","rd_k",0,-0.1303395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"start_saturated","rd_k",14,-0.0636288969039032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"package_like","rd_k",14,-0.0636288969039032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"equal_flexible","rd_k",14,-0.0636288969039032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"equal_common","rd_k",14,-0.0636288969039032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"start_saturated","rd_k",4,-0.105124993898578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"package_like","rd_k",4,-0.105124993898578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"equal_flexible","rd_k",4,-0.105124993898578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"start_saturated","rd_k",0,-0.1303395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"calendar_omitted","rd_k",6,-0.0953694433091814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"equal_common","rd_k",2,-0.11689810972154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"calendar_quadratic","rd_k",2,-0.11689810972154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
2,"calendar_omitted","rd_k",2,-0.11689810972154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"monotone","monotone conditional effect modification",0,"none",0,"none",FALSE
3,"equal_common","rd_k",0,-0.1303395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_omitted","rd_k",14,-0.0529395659988811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"start_saturated","rd_k",12,-0.0448240764549584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_common","rd_k",22,-0.0813031531658802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_flexible","rd_k",0,-0.1303395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"package_like","rd_k",12,-0.0448240764549584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_flexible","rd_k",12,-0.0448240764549584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"start_saturated","rd_k",8,-0.0585404470383219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_omitted","rd_k",0,-0.1303395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_common","rd_k",14,-0.0529395659988811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_quadratic","rd_k",14,-0.0529395659988811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"package_like","rd_k",22,-0.0813031531658802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_flexible","rd_k",22,-0.0813031531658802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"package_like","rd_k",0,-0.1303395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_quadratic","rd_k",10,-0.046495049885434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_omitted","rd_k",10,-0.046495049885434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_quadratic","rd_k",0,-0.1303395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"start_saturated","rd_k",14,-0.0529395659988811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"package_like","rd_k",14,-0.0529395659988811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_flexible","rd_k",14,-0.0529395659988811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_omitted","rd_k",12,-0.0448240764549584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"start_saturated","rd_k",22,-0.0813031531658802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_quadratic","rd_k",20,-0.0809731358240403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"start_saturated","rd_k",0,-0.1303395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_flexible","rd_k",10,-0.046495049885434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_common","rd_k",10,-0.046495049885434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"package_like","rd_k",18,-0.075657722150648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_omitted","rd_k",16,-0.0653076508258388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_flexible","rd_k",6,-0.077937626197787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_common","rd_k",6,-0.077937626197787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_quadratic","rd_k",6,-0.077937626197787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_flexible","rd_k",2,-0.117549889709972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_quadratic","rd_k",12,-0.0448240764549584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_flexible","rd_k",20,-0.0809731358240403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_common","rd_k",20,-0.0809731358240403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_omitted","rd_k",2,-0.117549889709972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"package_like","rd_k",10,-0.046495049885434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_omitted","rd_k",20,-0.0809731358240403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"start_saturated","rd_k",18,-0.075657722150648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_quadratic","rd_k",16,-0.0653076508258388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"package_like","rd_k",6,-0.077937626197787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_omitted","rd_k",4,-0.0989119075017736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"start_saturated","rd_k",2,-0.117549889709972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"package_like","rd_k",2,-0.117549889709972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_common","rd_k",12,-0.0448240764549584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"package_like","rd_k",20,-0.0809731358240403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_common","rd_k",2,-0.117549889709972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_quadratic","rd_k",2,-0.117549889709972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"start_saturated","rd_k",10,-0.046495049885434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_quadratic","rd_k",8,-0.0585404470383219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_flexible","rd_k",16,-0.0653076508258388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_common","rd_k",16,-0.0653076508258388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"start_saturated","rd_k",6,-0.077937626197787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_quadratic","rd_k",4,-0.0989119075017736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_quadratic","rd_k",18,-0.075657722150648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_quadratic","rd_k",22,-0.0813031531658802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_omitted","rd_k",22,-0.0813031531658802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"start_saturated","rd_k",20,-0.0809731358240403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"package_like","rd_k",16,-0.0653076508258388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"package_like","rd_k",8,-0.0585404470383219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_flexible","rd_k",8,-0.0585404470383219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_common","rd_k",8,-0.0585404470383219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_common","rd_k",18,-0.075657722150648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"package_like","rd_k",4,-0.0989119075017736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_omitted","rd_k",8,-0.0585404470383219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_common","rd_k",4,-0.0989119075017736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"start_saturated","rd_k",16,-0.0653076508258388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"start_saturated","rd_k",4,-0.0989119075017736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_flexible","rd_k",18,-0.075657722150648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_omitted","rd_k",6,-0.077937626197787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"calendar_omitted","rd_k",18,-0.075657722150648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
3,"equal_flexible","rd_k",4,-0.0989119075017736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"cosine","transient loss of benefit",0,"none",0,"none",FALSE
4,"calendar_omitted","rd_k",16,-0.0708736284593554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"calendar_quadratic","rd_k",16,-0.0708736284593554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"equal_flexible","rd_k",0,-0.097484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"equal_common","rd_k",0,-0.097484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"equal_common","rd_k",16,-0.0708736284593554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"calendar_omitted","rd_k",0,-0.097484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"calendar_omitted","rd_k",2,-0.0932177784406165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"start_saturated","rd_k",0,-0.097484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"equal_flexible","rd_k",16,-0.0708736284593554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"package_like","rd_k",0,-0.097484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"start_saturated","rd_k",12,-0.0766490156246034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"equal_common","rd_k",22,-0.0609185399867787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"calendar_omitted","rd_k",4,-0.0898234302879332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"calendar_quadratic","rd_k",0,-0.097484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
4,"equal_flexible","rd_k",18,-0.0675601758103326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,500,NA,NA,NA,"none","no conditional effect modification",0.8,"strong",0,"none",FALSE
