"formal_scenario","pair_id","method","own_target","psi","mapped_equal","exact_change","functional_discrepancy"
17,3,"validation-200",-0.0671261568926403,-0.0871261568926403,-0.0671261568926403,0.02,0.02
17,3,"site-exclusion-200",NA,-0.0871261568926403,-0.0671261568926403,0.02,NA
18,1,"historical-fixed",-0.0870400430869886,-0.0871261568926403,-0.0871261568926403,0,8.61138056517247e-05
18,1,"historical-dl",-0.0870400430869886,-0.0871261568926403,-0.0871261568926403,0,8.61138056517247e-05
18,1,"historical-q-gate",-0.0870400430869886,-0.0871261568926403,-0.0871261568926403,0,8.61138056517247e-05
18,1,"commonq-fixed",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,1,"pm-hk",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,1,"equalq",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,1,"aggregate-gate",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,1,"validation-50",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,1,"validation-100",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,1,"validation-200",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,1,"site-exclusion-200",NA,-0.0871261568926403,-0.0871261568926403,0,NA
18,2,"historical-fixed",-0.0870400430869886,-0.0871261568926403,-0.0871261568926403,0,8.61138056517247e-05
18,2,"historical-dl",-0.0870400430869886,-0.0871261568926403,-0.0871261568926403,0,8.61138056517247e-05
18,2,"historical-q-gate",-0.0870400430869886,-0.0871261568926403,-0.0871261568926403,0,8.61138056517247e-05
18,2,"commonq-fixed",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,2,"pm-hk",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,2,"equalq",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,2,"aggregate-gate",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,2,"validation-50",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,2,"validation-100",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,2,"validation-200",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,2,"site-exclusion-200",NA,-0.0871261568926403,-0.0871261568926403,0,NA
18,3,"historical-fixed",-0.0870400430869886,-0.0871261568926403,-0.0871261568926403,0,8.61138056517247e-05
18,3,"historical-dl",-0.0870400430869886,-0.0871261568926403,-0.0871261568926403,0,8.61138056517247e-05
18,3,"historical-q-gate",-0.0870400430869886,-0.0871261568926403,-0.0871261568926403,0,8.61138056517247e-05
18,3,"commonq-fixed",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,3,"pm-hk",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,3,"equalq",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,3,"aggregate-gate",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,3,"validation-50",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,3,"validation-100",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,3,"validation-200",-0.0871261568926403,-0.0871261568926403,-0.0871261568926403,0,0
18,3,"site-exclusion-200",NA,-0.0871261568926403,-0.0871261568926403,0,NA
19,1,"historical-fixed",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277799
19,1,"historical-dl",-0.0618922779853677,-0.06,-0.06,0,-0.00189227798536772
19,1,"historical-q-gate",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277799
19,1,"commonq-fixed",-0.0609208759512811,-0.06,-0.06,0,-0.000920875951281139
19,1,"pm-hk",-0.0608340152634174,-0.06,-0.06,0,-0.000834015263417448
19,1,"equalq",-0.06,-0.06,-0.06,0,0
19,1,"aggregate-gate",-0.06,-0.06,-0.06,0,0
19,1,"validation-50",-0.06,-0.06,-0.06,0,0
19,1,"validation-100",-0.06,-0.06,-0.06,0,0
19,1,"validation-200",-0.06,-0.06,-0.06,0,0
19,1,"site-exclusion-200",NA,-0.06,-0.06,0,NA
19,2,"historical-fixed",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277799
19,2,"historical-dl",-0.0618922779853677,-0.06,-0.06,0,-0.00189227798536772
19,2,"historical-q-gate",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277799
19,2,"commonq-fixed",-0.0609208759512811,-0.06,-0.06,0,-0.000920875951281139
19,2,"pm-hk",-0.0608340152634174,-0.06,-0.06,0,-0.000834015263417448
19,2,"equalq",-0.06,-0.06,-0.06,0,0
19,2,"aggregate-gate",-0.06,-0.06,-0.06,0,0
19,2,"validation-50",-0.06,-0.06,-0.06,0,0
19,2,"validation-100",-0.06,-0.06,-0.06,0,0
19,2,"validation-200",-0.06,-0.06,-0.06,0,0
19,2,"site-exclusion-200",NA,-0.06,-0.06,0,NA
19,3,"historical-fixed",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277799
19,3,"historical-dl",-0.0618922779853677,-0.06,-0.06,0,-0.00189227798536772
19,3,"historical-q-gate",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277799
19,3,"commonq-fixed",-0.0609208759512811,-0.06,-0.06,0,-0.000920875951281139
19,3,"pm-hk",-0.0608340152634174,-0.06,-0.06,0,-0.000834015263417448
19,3,"equalq",-0.06,-0.06,-0.06,0,0
19,3,"aggregate-gate",-0.06,-0.06,-0.06,0,0
19,3,"validation-50",-0.06,-0.06,-0.06,0,0
19,3,"validation-100",-0.06,-0.06,-0.06,0,0
19,3,"validation-200",-0.06,-0.06,-0.06,0,0
19,3,"site-exclusion-200",NA,-0.06,-0.06,0,NA
20,1,"historical-fixed",-0.0624329294434137,-0.06,-0.06,0,-0.00243292944341373
20,1,"historical-dl",-0.0624329294434137,-0.06,-0.06,0,-0.00243292944341373
20,1,"historical-q-gate",-0.0624329294434137,-0.06,-0.06,0,-0.00243292944341373
20,1,"commonq-fixed",-0.0601432484885256,-0.06,-0.06,0,-0.000143248488525621
20,1,"pm-hk",-0.0601432484885256,-0.06,-0.06,0,-0.000143248488525621
20,1,"equalq",-0.06,-0.06,-0.06,0,0
20,1,"aggregate-gate",-0.06,-0.06,-0.06,0,0
20,1,"validation-50",-0.06,-0.06,-0.06,0,0
20,1,"validation-100",-0.06,-0.06,-0.06,0,0
20,1,"validation-200",-0.06,-0.06,-0.06,0,0
20,1,"site-exclusion-200",NA,-0.06,-0.06,0,NA
20,2,"historical-fixed",-0.062487788533047,-0.06,-0.06,0,-0.00248778853304705
20,2,"historical-dl",-0.0622427070723336,-0.06,-0.06,0,-0.00224270707233359
20,2,"historical-q-gate",-0.062487788533047,-0.06,-0.06,0,-0.00248778853304705
20,2,"commonq-fixed",-0.0607231922914026,-0.06,-0.06,0,-0.00072319229140265
20,2,"pm-hk",-0.0607231922914026,-0.06,-0.06,0,-0.00072319229140265
20,2,"equalq",-0.06,-0.06,-0.06,0,0
20,2,"aggregate-gate",-0.06,-0.06,-0.06,0,0
20,2,"validation-50",-0.06,-0.06,-0.06,0,0
20,2,"validation-100",-0.06,-0.06,-0.06,0,0
20,2,"validation-200",-0.06,-0.06,-0.06,0,0
20,2,"site-exclusion-200",NA,-0.06,-0.06,0,NA
20,3,"historical-fixed",-0.0625095460906046,-0.06,-0.06,0,-0.00250954609060465
20,3,"historical-dl",-0.0620579930737786,-0.06,-0.06,0,-0.00205799307377862
20,3,"historical-q-gate",-0.0625095460906046,-0.06,-0.06,0,-0.00250954609060465
20,3,"commonq-fixed",-0.0610548727913194,-0.06,-0.06,0,-0.00105487279131945
20,3,"pm-hk",-0.0609577588245742,-0.06,-0.06,0,-0.000957758824574217
20,3,"equalq",-0.06,-0.06,-0.06,0,0
20,3,"aggregate-gate",-0.06,-0.06,-0.06,0,0
20,3,"validation-50",-0.06,-0.06,-0.06,0,0
20,3,"validation-100",-0.06,-0.06,-0.06,0,0
20,3,"validation-200",-0.06,-0.06,-0.06,0,0
20,3,"site-exclusion-200",NA,-0.06,-0.06,0,NA
21,1,"historical-fixed",-0.062266098262778,-0.06,-0.06,0,-0.002266098262778
21,1,"historical-dl",-0.0618922779853677,-0.06,-0.06,0,-0.00189227798536772
21,1,"historical-q-gate",-0.062266098262778,-0.06,-0.06,0,-0.002266098262778
21,1,"commonq-fixed",-0.0609208759512811,-0.06,-0.06,0,-0.000920875951281125
21,1,"pm-hk",-0.0608340152634174,-0.06,-0.06,0,-0.000834015263417448
21,1,"equalq",-0.06,-0.06,-0.06,0,0
21,1,"aggregate-gate",-0.06,-0.06,-0.06,0,0
21,1,"validation-50",-0.06,-0.06,-0.06,0,0
21,1,"validation-100",-0.06,-0.06,-0.06,0,0
21,1,"validation-200",-0.06,-0.06,-0.06,0,0
21,1,"site-exclusion-200",NA,-0.06,-0.06,0,NA
21,2,"historical-fixed",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277801
21,2,"historical-dl",-0.0618922779853677,-0.06,-0.06,0,-0.00189227798536775
21,2,"historical-q-gate",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277801
21,2,"commonq-fixed",-0.0609208759512811,-0.06,-0.06,0,-0.000920875951281139
21,2,"pm-hk",-0.0608340152634174,-0.06,-0.06,0,-0.000834015263417448
21,2,"equalq",-0.06,-0.06,-0.06,0,0
21,2,"aggregate-gate",-0.06,-0.06,-0.06,0,0
21,2,"validation-50",-0.06,-0.06,-0.06,0,0
21,2,"validation-100",-0.06,-0.06,-0.06,0,0
21,2,"validation-200",-0.06,-0.06,-0.06,0,0
21,2,"site-exclusion-200",NA,-0.06,-0.06,0,NA
21,3,"historical-fixed",-0.062266098262778,-0.06,-0.06,6.93889390390723e-18,-0.002266098262778
21,3,"historical-dl",-0.0618922779853677,-0.06,-0.06,6.93889390390723e-18,-0.00189227798536774
21,3,"historical-q-gate",-0.062266098262778,-0.06,-0.06,6.93889390390723e-18,-0.002266098262778
21,3,"commonq-fixed",-0.0609208759512811,-0.06,-0.06,6.93889390390723e-18,-0.000920875951281146
21,3,"pm-hk",-0.0608340152634174,-0.06,-0.06,6.93889390390723e-18,-0.000834015263417434
21,3,"equalq",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
21,3,"aggregate-gate",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
21,3,"validation-50",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
21,3,"validation-100",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
21,3,"validation-200",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
21,3,"site-exclusion-200",NA,-0.06,-0.06,6.93889390390723e-18,NA
22,1,"historical-fixed",-0.06260840809105,-0.06,-0.06,6.93889390390723e-18,-0.00260840809105005
22,1,"historical-dl",-0.0618871104275809,-0.06,-0.06,6.93889390390723e-18,-0.00188711042758094
22,1,"historical-q-gate",-0.06260840809105,-0.06,-0.06,6.93889390390723e-18,-0.00260840809105005
22,1,"commonq-fixed",-0.0610990064892153,-0.06,-0.06,6.93889390390723e-18,-0.00109900648921535
22,1,"pm-hk",-0.0608816658692525,-0.06,-0.06,6.93889390390723e-18,-0.000881665869252521
22,1,"equalq",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
22,1,"aggregate-gate",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
22,1,"validation-50",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
22,1,"validation-100",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
22,1,"validation-200",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
22,1,"site-exclusion-200",NA,-0.06,-0.06,6.93889390390723e-18,NA
22,2,"historical-fixed",-0.0623120030979119,-0.06,-0.06,-6.93889390390723e-18,-0.00231200309791191
22,2,"historical-dl",-0.0618574669329945,-0.06,-0.06,-6.93889390390723e-18,-0.00185746693299445
22,2,"historical-q-gate",-0.0623120030979119,-0.06,-0.06,-6.93889390390723e-18,-0.00231200309791191
22,2,"commonq-fixed",-0.0609571528550585,-0.06,-0.06,-6.93889390390723e-18,-0.000957152855058485
22,2,"pm-hk",-0.0608293454308118,-0.06,-0.06,-6.93889390390723e-18,-0.000829345430811812
22,2,"equalq",-0.06,-0.06,-0.06,-6.93889390390723e-18,-6.93889390390723e-18
22,2,"aggregate-gate",-0.06,-0.06,-0.06,-6.93889390390723e-18,-6.93889390390723e-18
22,2,"validation-50",-0.06,-0.06,-0.06,-6.93889390390723e-18,-6.93889390390723e-18
22,2,"validation-100",-0.06,-0.06,-0.06,-6.93889390390723e-18,-6.93889390390723e-18
22,2,"validation-200",-0.06,-0.06,-0.06,-6.93889390390723e-18,-6.93889390390723e-18
22,2,"site-exclusion-200",NA,-0.06,-0.06,-6.93889390390723e-18,NA
22,3,"historical-fixed",-0.062161723144549,-0.06,-0.06,0,-0.00216172314454904
22,3,"historical-dl",-0.0618264245194481,-0.06,-0.06,0,-0.0018264245194481
22,3,"historical-q-gate",-0.062161723144549,-0.06,-0.06,0,-0.00216172314454904
22,3,"commonq-fixed",-0.0608785218487403,-0.06,-0.06,0,-0.000878521848740335
22,3,"pm-hk",-0.0607966389291984,-0.06,-0.06,0,-0.000796638929198429
22,3,"equalq",-0.06,-0.06,-0.06,0,0
22,3,"aggregate-gate",-0.06,-0.06,-0.06,0,0
22,3,"validation-50",-0.06,-0.06,-0.06,0,0
22,3,"validation-100",-0.06,-0.06,-0.06,0,0
22,3,"validation-200",-0.06,-0.06,-0.06,0,0
22,3,"site-exclusion-200",NA,-0.06,-0.06,0,NA
23,1,"historical-fixed",-0.0615113725896254,-0.06,-0.06,0,-0.00151137258962545
23,1,"historical-dl",-0.0614862685547796,-0.06,-0.06,0,-0.00148626855477965
23,1,"historical-q-gate",-0.0615113725896254,-0.06,-0.06,0,-0.00151137258962545
23,1,"commonq-fixed",-0.0605722585473675,-0.06,-0.06,0,-0.000572258547367539
23,1,"pm-hk",-0.0605722585473675,-0.06,-0.06,0,-0.000572258547367539
23,1,"equalq",-0.06,-0.06,-0.06,0,0
23,1,"aggregate-gate",-0.06,-0.06,-0.06,0,0
23,1,"validation-50",-0.06,-0.06,-0.06,0,0
23,1,"validation-100",-0.06,-0.06,-0.06,0,0
23,1,"validation-200",-0.06,-0.06,-0.06,0,0
23,1,"site-exclusion-200",NA,-0.06,-0.06,0,NA
23,2,"historical-fixed",-0.0621115193463775,-0.06,-0.06,0,-0.00211151934637753
23,2,"historical-dl",-0.0618378390970937,-0.06,-0.06,0,-0.00183783909709375
23,2,"historical-q-gate",-0.0621115193463775,-0.06,-0.06,0,-0.00211151934637753
23,2,"commonq-fixed",-0.0608293853096104,-0.06,-0.06,0,-0.000829385309610409
23,2,"pm-hk",-0.0607902477188476,-0.06,-0.06,0,-0.0007902477188476
23,2,"equalq",-0.06,-0.06,-0.06,0,0
23,2,"aggregate-gate",-0.06,-0.06,-0.06,0,0
23,2,"validation-50",-0.06,-0.06,-0.06,0,0
23,2,"validation-100",-0.06,-0.06,-0.06,0,0
23,2,"validation-200",-0.06,-0.06,-0.06,0,0
23,2,"site-exclusion-200",NA,-0.06,-0.06,0,NA
23,3,"historical-fixed",-0.0623912239358969,-0.06,-0.06,6.93889390390723e-18,-0.00239122393589686
23,3,"historical-dl",-0.0619686778349159,-0.06,-0.06,6.93889390390723e-18,-0.00196867783491591
23,3,"historical-q-gate",-0.0623912239358969,-0.06,-0.06,6.93889390390723e-18,-0.00239122393589686
23,3,"commonq-fixed",-0.0609708291435809,-0.06,-0.06,6.93889390390723e-18,-0.000970829143580862
23,3,"pm-hk",-0.0608791840740121,-0.06,-0.06,6.93889390390723e-18,-0.0008791840740121
23,3,"equalq",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
23,3,"aggregate-gate",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
23,3,"validation-50",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
23,3,"validation-100",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
23,3,"validation-200",-0.06,-0.06,-0.06,6.93889390390723e-18,6.93889390390723e-18
23,3,"site-exclusion-200",NA,-0.06,-0.06,6.93889390390723e-18,NA
24,1,"historical-fixed",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277799
24,1,"historical-dl",-0.0618922779853677,-0.06,-0.06,0,-0.00189227798536772
24,1,"historical-q-gate",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277799
24,1,"commonq-fixed",-0.0609208759512811,-0.06,-0.06,0,-0.000920875951281139
24,1,"pm-hk",-0.0608340152634174,-0.06,-0.06,0,-0.000834015263417448
24,1,"equalq",-0.06,-0.06,-0.06,0,0
24,1,"aggregate-gate",-0.06,-0.06,-0.06,0,0
24,1,"validation-50",-0.06,-0.06,-0.06,0,0
24,1,"validation-100",-0.06,-0.06,-0.06,0,0
24,1,"validation-200",-0.06,-0.06,-0.06,0,0
24,1,"site-exclusion-200",NA,-0.06,-0.06,0,NA
24,2,"historical-fixed",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277799
24,2,"historical-dl",-0.0618922779853677,-0.06,-0.06,0,-0.00189227798536772
24,2,"historical-q-gate",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277799
24,2,"commonq-fixed",-0.0609208759512811,-0.06,-0.06,0,-0.000920875951281139
24,2,"pm-hk",-0.0608340152634174,-0.06,-0.06,0,-0.000834015263417448
24,2,"equalq",-0.06,-0.06,-0.06,0,0
24,2,"aggregate-gate",-0.06,-0.06,-0.06,0,0
24,2,"validation-50",-0.06,-0.06,-0.06,0,0
24,2,"validation-100",-0.06,-0.06,-0.06,0,0
24,2,"validation-200",-0.06,-0.06,-0.06,0,0
24,2,"site-exclusion-200",NA,-0.06,-0.06,0,NA
24,3,"historical-fixed",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277799
24,3,"historical-dl",-0.0618922779853677,-0.06,-0.06,0,-0.00189227798536772
24,3,"historical-q-gate",-0.062266098262778,-0.06,-0.06,0,-0.00226609826277799
24,3,"commonq-fixed",-0.0609208759512811,-0.06,-0.06,0,-0.000920875951281139
24,3,"pm-hk",-0.0608340152634174,-0.06,-0.06,0,-0.000834015263417448
24,3,"equalq",-0.06,-0.06,-0.06,0,0
24,3,"aggregate-gate",-0.06,-0.06,-0.06,0,0
24,3,"validation-50",-0.06,-0.06,-0.06,0,0
24,3,"validation-100",-0.06,-0.06,-0.06,0,0
24,3,"validation-200",-0.06,-0.06,-0.06,0,0
24,3,"site-exclusion-200",NA,-0.06,-0.06,0,NA
25,1,"historical-fixed",-0.0758344102819606,-0.0735630784463202,-0.0735630784463202,0,-0.00227133183564042
25,1,"historical-dl",-0.0756884225235837,-0.0735630784463202,-0.0735630784463202,0,-0.00212534407726352
25,1,"historical-q-gate",-0.0758344102819606,-0.0735630784463202,-0.0735630784463202,0,-0.00227133183564042
25,1,"commonq-fixed",-0.0745930149373714,-0.0735630784463202,-0.0735630784463202,0,-0.00102993649105125
25,1,"pm-hk",-0.074489002584493,-0.0735630784463202,-0.0735630784463202,0,-0.000925924138172843
25,1,"equalq",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,1,"aggregate-gate",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,1,"validation-50",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,1,"validation-100",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,1,"validation-200",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,1,"site-exclusion-200",NA,-0.0735630784463202,-0.0735630784463202,0,NA
25,2,"historical-fixed",-0.0758344102819606,-0.0735630784463202,-0.0735630784463202,0,-0.00227133183564042
25,2,"historical-dl",-0.0756884225235837,-0.0735630784463202,-0.0735630784463202,0,-0.00212534407726352
25,2,"historical-q-gate",-0.0758344102819606,-0.0735630784463202,-0.0735630784463202,0,-0.00227133183564042
25,2,"commonq-fixed",-0.0745930149373714,-0.0735630784463202,-0.0735630784463202,0,-0.00102993649105125
25,2,"pm-hk",-0.074489002584493,-0.0735630784463202,-0.0735630784463202,0,-0.000925924138172843
25,2,"equalq",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,2,"aggregate-gate",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,2,"validation-50",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,2,"validation-100",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,2,"validation-200",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,2,"site-exclusion-200",NA,-0.0735630784463202,-0.0735630784463202,0,NA
25,3,"historical-fixed",-0.0758344102819606,-0.0735630784463202,-0.0735630784463202,0,-0.00227133183564042
25,3,"historical-dl",-0.0756884225235837,-0.0735630784463202,-0.0735630784463202,0,-0.00212534407726352
25,3,"historical-q-gate",-0.0758344102819606,-0.0735630784463202,-0.0735630784463202,0,-0.00227133183564042
25,3,"commonq-fixed",-0.0745930149373714,-0.0735630784463202,-0.0735630784463202,0,-0.00102993649105125
25,3,"pm-hk",-0.074489002584493,-0.0735630784463202,-0.0735630784463202,0,-0.000925924138172843
25,3,"equalq",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,3,"aggregate-gate",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,3,"validation-50",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,3,"validation-100",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,3,"validation-200",-0.0735630784463202,-0.0735630784463202,-0.0735630784463202,0,0
25,3,"site-exclusion-200",NA,-0.0735630784463202,-0.0735630784463202,0,NA
26,1,"historical-fixed",-0.0749244813189066,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,-0.00136140287258639
26,1,"historical-dl",-0.0749244813189066,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,-0.00136140287258639
26,1,"historical-q-gate",-0.0749244813189066,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,-0.00136140287258639
26,1,"commonq-fixed",-0.0732975348469533,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,0.000265543599366896
26,1,"pm-hk",-0.0732975348469533,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,0.000265543599366896
26,1,"equalq",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,0.00083624990812689
26,1,"aggregate-gate",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,0.00083624990812689
26,1,"validation-50",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,0.00083624990812689
26,1,"validation-100",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,0.00083624990812689
26,1,"validation-200",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,0.00083624990812689
26,1,"site-exclusion-200",NA,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,NA
26,2,"historical-fixed",-0.074990461248868,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,-0.00142738280254781
26,2,"historical-dl",-0.0749560464531572,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,-0.00139296800683707
26,2,"historical-q-gate",-0.074990461248868,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,-0.00142738280254781
26,2,"commonq-fixed",-0.0738592375350306,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,-0.00029615908871046
26,2,"pm-hk",-0.0738592375350306,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,-0.00029615908871046
26,2,"equalq",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,0.00083624990812689
26,2,"aggregate-gate",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,0.00083624990812689
26,2,"validation-50",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,0.00083624990812689
26,2,"validation-100",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,0.00083624990812689
26,2,"validation-200",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,0.00083624990812689
26,2,"site-exclusion-200",NA,-0.0735630784463202,-0.0727268285381933,0.00083624990812689,NA
26,3,"historical-fixed",-0.0750162467781045,-0.0735630784463202,-0.0727268285381933,0.000836249908126876,-0.00145316833178437
26,3,"historical-dl",-0.0747539966288875,-0.0735630784463202,-0.0727268285381933,0.000836249908126876,-0.00119091818256734
26,3,"historical-q-gate",-0.0750162467781045,-0.0735630784463202,-0.0727268285381933,0.000836249908126876,-0.00145316833178437
26,3,"commonq-fixed",-0.0741799713278306,-0.0735630784463202,-0.0727268285381933,0.000836249908126876,-0.000616892881510414
26,3,"pm-hk",-0.074034755920487,-0.0735630784463202,-0.0727268285381933,0.000836249908126876,-0.00047167747416689
26,3,"equalq",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.000836249908126876,0.000836249908126876
26,3,"aggregate-gate",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.000836249908126876,0.000836249908126876
26,3,"validation-50",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.000836249908126876,0.000836249908126876
26,3,"validation-100",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.000836249908126876,0.000836249908126876
26,3,"validation-200",-0.0727268285381933,-0.0735630784463202,-0.0727268285381933,0.000836249908126876,0.000836249908126876
26,3,"site-exclusion-200",NA,-0.0735630784463202,-0.0727268285381933,0.000836249908126876,NA
27,1,"historical-fixed",-0.0769322027423072,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00336912429598707
27,1,"historical-dl",-0.076866771522797,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00330369307647679
27,1,"historical-q-gate",-0.0769322027423072,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00336912429598707
27,1,"commonq-fixed",-0.075645258243047,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00208217979672683
27,1,"pm-hk",-0.0755372480618694,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00197416961554926
27,1,"equalq",-0.0746917428052325,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00112866435891233
27,1,"aggregate-gate",-0.0746917428052325,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00112866435891233
27,1,"validation-50",-0.0746917428052325,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00112866435891233
27,1,"validation-100",-0.0746917428052325,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00112866435891233
27,1,"validation-200",-0.0746917428052325,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00112866435891233
27,1,"site-exclusion-200",NA,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,NA
27,2,"historical-fixed",-0.0769413496212196,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00337827117489944
27,2,"historical-dl",-0.0768404228372362,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00327734439091602
27,2,"historical-q-gate",-0.0769413496212196,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00337827117489944
27,2,"commonq-fixed",-0.0757288510446113,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00216577259829111
27,2,"pm-hk",-0.0756186163255022,-0.0735630784463202,-0.0746917428052325,-0.00112866435891233,-0.00205553787918202
