"formal_scenario","pair_id","site","theta_local","v_local","theta_q","v_q","intended_theta_q"
16,2,2,-0.0553757170733386,0.000257083520917637,-0.0571261568926403,0.000278986975447128,-0.0871261568926403
16,2,3,-0.0865018918648423,0.000278042919371287,-0.0871261568926403,0.000285443098117511,-0.0871261568926403
16,2,4,-0.0877022921724986,0.000290618469932025,-0.0871261568926403,0.000285949853552199,-0.0871261568926403
16,2,5,-0.0589655959605705,0.000291843312775779,-0.0571261568926403,0.000283404503281917,-0.0871261568926403
16,2,6,-0.0902773083454988,0.000337588613325735,-0.0871261568926403,0.000327314136321057,-0.0871261568926403
16,3,1,-0.0843314826152763,0.00027050757339862,-0.0871261568926404,0.00032418437707444,-0.0871261568926404
16,3,2,-0.0853757170733386,0.000271540700562043,-0.0871261568926403,0.00029771021079564,-0.0871261568926403
16,3,3,-0.0565018918648423,0.000262262987342212,-0.0571261568926403,0.000268441469799527,-0.0871261568926403
16,3,4,-0.0577022921724986,0.000273586230376167,-0.0571261568926403,0.000269838551386195,-0.0871261568926403
16,3,5,-0.0889655959605705,0.00031010101313496,-0.0871261568926403,0.000299343095236011,-0.0871261568926403
16,3,6,-0.0902773083454988,0.000337588613325735,-0.0871261568926403,0.000327314136321057,-0.0871261568926403
17,1,1,-0.0243314826152763,0.000427878066165553,-0.0271261568926404,0.000476833867648587,-0.0871261568926404
17,1,2,-0.0853757170733386,0.000271540700562043,-0.0871261568926403,0.00029771021079564,-0.0871261568926403
17,1,3,-0.0865018918648423,0.000278042919371287,-0.0871261568926403,0.000285443098117511,-0.0871261568926403
17,1,4,-0.0877022921724986,0.000290618469932025,-0.0871261568926403,0.000285949853552199,-0.0871261568926403
17,1,5,-0.0889655959605705,0.00031010101313496,-0.0871261568926403,0.000299343095236011,-0.0871261568926403
17,1,6,-0.0302773083454988,0.00043920682926453,-0.0271261568926403,0.000450423336685406,-0.0871261568926403
17,2,1,-0.0843314826152763,0.00027050757339862,-0.0871261568926404,0.00032418437707444,-0.0871261568926404
17,2,2,-0.0253757170733385,0.000411948694964905,-0.0271261568926403,0.000432787732220153,-0.0871261568926403
17,2,3,-0.0865018918648423,0.000278042919371287,-0.0871261568926403,0.000285443098117511,-0.0871261568926403
17,2,4,-0.0877022921724986,0.000290618469932025,-0.0871261568926403,0.000285949853552199,-0.0871261568926403
17,2,5,-0.0289655959605705,0.000417884166471309,-0.0271261568926403,0.000418088718392041,-0.0871261568926403
17,2,6,-0.0902773083454988,0.000337588613325735,-0.0871261568926403,0.000327314136321057,-0.0871261568926403
17,3,1,-0.0843314826152763,0.00027050757339862,-0.0871261568926404,0.00032418437707444,-0.0871261568926404
17,3,2,-0.0853757170733386,0.000271540700562043,-0.0871261568926403,0.00029771021079564,-0.0871261568926403
17,3,3,-0.0265018918648423,0.000404850053974861,-0.0271261568926403,0.000409790590581969,-0.0871261568926403
17,3,4,-0.0277022921724986,0.000406686936633486,-0.0271261568926404,0.000405072742067034,-0.0871261568926403
17,3,5,-0.0889655959605705,0.00031010101313496,-0.0871261568926403,0.000299343095236011,-0.0871261568926403
17,3,6,-0.0902773083454988,0.000337588613325735,-0.0871261568926403,0.000327314136321057,-0.0871261568926403
18,1,1,-0.0843314826152763,0.00027050757339862,-0.0871261568926404,0.00032418437707444,-0.0871261568926404
18,1,2,-0.0853757170733386,0.000271540700562043,-0.0871261568926403,0.00029771021079564,-0.0871261568926403
18,1,3,-0.0865018918648423,0.000278042919371287,-0.0871261568926403,0.000285443098117511,-0.0871261568926403
18,1,4,-0.0877022921724986,0.000290618469932025,-0.0871261568926403,0.000285949853552199,-0.0871261568926403
18,1,5,-0.0889655959605705,0.00031010101313496,-0.0871261568926403,0.000299343095236011,-0.0871261568926403
18,1,6,-0.0902773083454988,0.000337588613325735,-0.0871261568926403,0.000327314136321057,-0.0871261568926403
18,2,1,-0.0843314826152763,0.00027050757339862,-0.0871261568926404,0.00032418437707444,-0.0871261568926404
18,2,2,-0.0853757170733386,0.000271540700562043,-0.0871261568926403,0.00029771021079564,-0.0871261568926403
18,2,3,-0.0865018918648423,0.000278042919371287,-0.0871261568926403,0.000285443098117511,-0.0871261568926403
18,2,4,-0.0877022921724986,0.000290618469932025,-0.0871261568926403,0.000285949853552199,-0.0871261568926403
18,2,5,-0.0889655959605705,0.00031010101313496,-0.0871261568926403,0.000299343095236011,-0.0871261568926403
18,2,6,-0.0902773083454988,0.000337588613325735,-0.0871261568926403,0.000327314136321057,-0.0871261568926403
18,3,1,-0.0843314826152763,0.00027050757339862,-0.0871261568926404,0.00032418437707444,-0.0871261568926404
18,3,2,-0.0853757170733386,0.000271540700562043,-0.0871261568926403,0.00029771021079564,-0.0871261568926403
18,3,3,-0.0865018918648423,0.000278042919371287,-0.0871261568926403,0.000285443098117511,-0.0871261568926403
18,3,4,-0.0877022921724986,0.000290618469932025,-0.0871261568926403,0.000285949853552199,-0.0871261568926403
18,3,5,-0.0889655959605705,0.00031010101313496,-0.0871261568926403,0.000299343095236011,-0.0871261568926403
18,3,6,-0.0902773083454988,0.000337588613325735,-0.0871261568926403,0.000327314136321057,-0.0871261568926403
19,1,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
19,1,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
19,1,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
19,1,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
19,1,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
19,1,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
19,2,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
19,2,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
19,2,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
19,2,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
19,2,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
19,2,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
19,3,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
19,3,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
19,3,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
19,3,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
19,3,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
19,3,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
20,1,1,-0.085,0.000317063122451928,-0.085,0.000625268189154057,-0.085
20,1,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
20,1,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
20,1,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
20,1,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
20,1,6,-0.035,0.000542928987382104,-0.035,0.000580962267552641,-0.035
20,2,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
20,2,2,-0.075,0.000349421185331965,-0.075,0.000569466080635119,-0.075
20,2,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
20,2,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
20,2,5,-0.045,0.000478798072153629,-0.045,0.000543798661680037,-0.045
20,2,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
20,3,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
20,3,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
20,3,3,-0.065,0.000385292744651321,-0.065,0.000538742006692984,-0.065
20,3,4,-0.055,0.000427414720719945,-0.055,0.000530344901129862,-0.055
20,3,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
20,3,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
21,1,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
21,1,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
21,1,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
21,1,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
21,1,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
21,1,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
21,2,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
21,2,2,-0.075,0.000257123231757205,-0.075,0.000285227638122168,-0.075
21,2,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
21,2,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
21,2,5,-0.045,0.000323714786438136,-0.045,0.000314612573360527,-0.045
21,2,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
21,3,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
21,3,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
21,3,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
21,3,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
21,3,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
21,3,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
22,1,1,-0.085,0.000200528695865117,-0.085,0.000250494794545379,-0.085
22,1,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
22,1,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
22,1,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
22,1,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
22,1,6,-0.035,0.000311729790332923,-0.035,0.000303748891341315,-0.035
22,2,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
22,2,2,-0.075,0.000216603791406455,-0.075,0.000241400444407373,-0.075
22,2,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
22,2,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
22,2,5,-0.045,0.0002803627515933,-0.045,0.000270739715673809,-0.045
22,2,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
22,3,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
22,3,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
22,3,3,-0.065,0.000234313677669537,-0.065,0.000241399459042213,-0.065
22,3,4,-0.055,0.000255080413689302,-0.055,0.000250768936906979,-0.055
22,3,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
22,3,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
23,1,1,-0.085,0.000329344135857208,-0.085,0.000388128291231038,-0.085
23,1,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
23,1,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
23,1,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
23,1,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
23,1,6,-0.035,0.000417252633452894,-0.035,0.000421850656118159,-0.035
23,2,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
23,2,2,-0.075,0.000337580762442855,-0.075,0.000364554403987599,-0.075
23,2,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
23,2,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
23,2,5,-0.045,0.000387566142889236,-0.045,0.000383113009593247,-0.045
23,2,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
23,3,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
23,3,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
23,3,3,-0.065,0.000349149292400227,-0.065,0.000356109250736435,-0.065
23,3,4,-0.055,0.000365358605255424,-0.055,0.000362033213119285,-0.055
23,3,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
23,3,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
24,1,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
24,1,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
24,1,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
24,1,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
24,1,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
24,1,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
24,2,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
24,2,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
24,2,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
24,2,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
24,2,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
24,2,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
24,3,1,-0.085,0.000239448620644145,-0.085,0.000297361617682328,-0.085
24,3,2,-0.075,0.000257123231757204,-0.075,0.000285227638122168,-0.075
24,3,3,-0.065,0.000275984301783431,-0.065,0.00028377189694739,-0.065
24,3,4,-0.055,0.000297649300561309,-0.055,0.0002931553552235,-0.055
24,3,5,-0.045,0.000323714786438135,-0.045,0.000314612573360527,-0.045
24,3,6,-0.035,0.000355841685341982,-0.035,0.000350709578287422,-0.035
25,1,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
25,1,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
25,1,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
25,1,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
25,1,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
25,1,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
25,2,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
25,2,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
25,2,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
25,2,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
25,2,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
25,2,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
25,3,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
25,3,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
25,3,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
25,3,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
25,3,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
25,3,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
26,1,1,-0.0937325774529699,0.000312016440023376,-0.0960543287219395,0.000611949537744835,-0.0985630784463202
26,1,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
26,1,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
26,1,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
26,1,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
26,1,6,-0.0453696867501453,0.00054278948391368,-0.0460543287219395,0.000579816719791894,-0.0485630784463202
26,2,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
26,2,2,-0.0840071124164039,0.000345409861350762,-0.0860543287219395,0.000560234500175898,-0.0885630784463202
26,2,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
26,2,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
26,2,5,-0.0549891901178533,0.000477627171401095,-0.0560543287219395,0.000541182955339089,-0.0585630784463202
26,2,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
26,3,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
26,3,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
26,3,3,-0.0743077257634854,0.000382238744057567,-0.0760543287219395,0.000532361878288886,-0.0785630784463201
26,3,4,-0.0646350440898786,0.000425290426302328,-0.0660543287219395,0.000526062674031012,-0.0685630784463202
26,3,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
26,3,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
27,1,1,-0.0995077438978115,0.000235599219771975,-0.101949071523057,0.000293471786735194,-0.0985630784463202
27,1,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
27,1,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
27,1,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
27,1,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
27,1,6,-0.0547762023906448,0.000358699726521141,-0.0519490715230572,0.000352427239414282,-0.0485630784463202
27,2,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
27,2,2,-0.0903923576155594,0.000254587351367709,-0.0919490715230572,0.000282906257401444,-0.0885630784463202
27,2,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
27,2,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
27,2,5,-0.0635712220350063,0.000325084002361008,-0.0619490715230572,0.000315360292562971,-0.0585630784463202
27,2,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
27,3,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
27,3,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
27,3,3,-0.0813682770367636,0.00027471633885794,-0.0819490715230572,0.000282630067443768,-0.0785630784463201
27,3,4,-0.0724308803730836,0.00029766326917876,-0.0719490715230572,0.000292990313456679,-0.0685630784463202
27,3,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
27,3,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
28,1,1,-0.0821657413076381,0.000215358149023644,-0.0835630784463201,0.000263723265913847,-0.0985630784463202
28,1,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
28,1,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
28,1,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
28,1,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
28,1,6,-0.0351386541727494,0.000321584918578416,-0.0335630784463202,0.000315817660231396,-0.0485630784463202
28,2,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
28,2,2,-0.0726878585366693,0.000229706732282027,-0.0735630784463202,0.00025346813292132,-0.0885630784463202
28,2,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
28,2,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
28,2,5,-0.0444827979802852,0.000290557662750236,-0.0435630784463202,0.00028214641759192,-0.0585630784463202
28,2,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
28,3,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
28,3,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
28,3,3,-0.0632509459324211,0.000246100715338919,-0.0635630784463202,0.000252810618485169,-0.0785630784463201
28,3,4,-0.0538511460862493,0.000265910694641302,-0.0535630784463202,0.000261965433116146,-0.0685630784463202
28,3,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
28,3,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
29,1,1,-0.0671657413076381,0.000365426051712411,-0.0685630784463201,0.000420383137134143,-0.0985630784463202
29,1,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
29,1,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
29,1,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
29,1,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
29,1,6,-0.0201386541727494,0.000435345156803243,-0.0185630784463202,0.000445545225761935,-0.0485630784463202
29,2,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
29,2,2,-0.0576878585366693,0.000368360706680054,-0.0585630784463202,0.000392742162208815,-0.0885630784463202
29,2,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
29,2,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
29,2,5,-0.0294827979802852,0.000407844099485253,-0.0285630784463202,0.000406541239671844,-0.0585630784463202
29,2,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
29,3,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
29,3,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
29,3,3,-0.0482509459324211,0.000375640819009949,-0.0485630784463202,0.000381656723720249,-0.0785630784463201
29,3,4,-0.0388511460862493,0.000388397514001157,-0.0385630784463202,0.000386053756594013,-0.0685630784463202
29,3,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
29,3,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
30,1,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
30,1,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
30,1,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
30,1,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
30,1,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
30,1,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
30,2,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
30,2,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
30,2,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
30,2,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
30,2,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
30,2,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
30,3,1,-0.0971657413076382,0.000235159754635423,-0.0985630784463202,0.000292091721169838,-0.0985630784463202
30,3,2,-0.0876878585366693,0.00025391004808452,-0.0885630784463202,0.000281654115438279,-0.0885630784463202
30,3,3,-0.0782509459324211,0.000273755519050591,-0.0785630784463201,0.00028146366649483,-0.0785630784463201
30,3,4,-0.0688511460862493,0.000296357753813055,-0.0685630784463202,0.000291870654707718,-0.0685630784463202
30,3,5,-0.0594827979802852,0.000323354612300039,-0.0585630784463202,0.000314249713803433,-0.0585630784463202
30,3,6,-0.0501386541727494,0.000356446579930976,-0.0485630784463202,0.000351286833161975,-0.0485630784463202
31,1,1,-0.109331482615276,0.000231813452354373,-0.11212615689264,0.000287594998117104,-0.11212615689264
31,1,2,-0.100375717073339,0.000251517877657918,-0.10212615689264,0.000278767288020645,-0.10212615689264
31,1,3,-0.0915018918648423,0.000272244720347017,-0.0921261568926403,0.000279790765667041,-0.0921261568926403
31,1,4,-0.0827022921724986,0.000295694975690265,-0.0821261568926403,0.000291198523576753,-0.0821261568926403
31,1,5,-0.0739655959605705,0.00032354342901598,-0.0721261568926403,0.000314502335878538,-0.0721261568926403
31,1,6,-0.0652773083454988,0.00035752591785105,-0.0621261568926404,0.000352508213939426,-0.0621261568926404
31,2,1,-0.109331482615276,0.000231813452354373,-0.11212615689264,0.000287594998117104,-0.11212615689264
31,2,2,-0.100375717073339,0.000251517877657918,-0.10212615689264,0.000278767288020645,-0.10212615689264
31,2,3,-0.0915018918648423,0.000272244720347017,-0.0921261568926403,0.000279790765667041,-0.0921261568926403
31,2,4,-0.0827022921724986,0.000295694975690265,-0.0821261568926403,0.000291198523576753,-0.0821261568926403
31,2,5,-0.0739655959605705,0.00032354342901598,-0.0721261568926403,0.000314502335878538,-0.0721261568926403
31,2,6,-0.0652773083454988,0.00035752591785105,-0.0621261568926404,0.000352508213939426,-0.0621261568926404
31,3,1,-0.109331482615276,0.000231813452354373,-0.11212615689264,0.000287594998117104,-0.11212615689264
31,3,2,-0.100375717073339,0.000251517877657918,-0.10212615689264,0.000278767288020645,-0.10212615689264
31,3,3,-0.0915018918648423,0.000272244720347017,-0.0921261568926403,0.000279790765667041,-0.0921261568926403
31,3,4,-0.0827022921724986,0.000295694975690265,-0.0821261568926403,0.000291198523576753,-0.0821261568926403
31,3,5,-0.0739655959605705,0.00032354342901598,-0.0721261568926403,0.000314502335878538,-0.0721261568926403
31,3,6,-0.0652773083454988,0.00035752591785105,-0.0621261568926404,0.000352508213939426,-0.0621261568926404
32,1,1,-0.10246515490594,0.000308082751502568,-0.107108657443879,0.000599236760537469,-0.11212615689264
32,1,2,-0.100375717073339,0.000251517877657918,-0.10212615689264,0.000278767288020645,-0.10212615689264
32,1,3,-0.0915018918648423,0.000272244720347017,-0.0921261568926403,0.000279790765667041,-0.0921261568926403
32,1,4,-0.0827022921724986,0.000295694975690265,-0.0821261568926403,0.000291198523576753,-0.0821261568926403
32,1,5,-0.0739655959605705,0.00032354342901598,-0.0721261568926403,0.000314502335878538,-0.0721261568926403
32,1,6,-0.0557393735002905,0.000543405374781627,-0.057108657443879,0.000579265172211129,-0.0621261568926404
32,2,1,-0.109331482615276,0.000231813452354373,-0.11212615689264,0.000287594998117104,-0.11212615689264
32,2,2,-0.0930142248328078,0.000342403920451088,-0.097108657443879,0.000551562866784984,-0.10212615689264
