"scenario","separation_key","s","gamma_z_key","gamma_z","shape","I_G","I_C","I_Q","label","n","columns","rank","zero_variance","duplicate","ok"
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL1_a0_t2",6549,11,11,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL1_a1_t0",9517,5,5,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL1_a1_t1",8780,8,8,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL1_a1_t2",8229,11,11,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL2_a0_t0",8892,8,8,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL2_a0_t1",7852,17,17,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL2_a0_t2",6549,29,29,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL2_a1_t0",9517,8,8,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL2_a1_t1",8780,17,17,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL2_a1_t2",8229,29,29,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL3_a0_t0",8892,10,10,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL3_a0_t1",7852,13,13,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL3_a0_t2",6549,13,13,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL3_a1_t0",9517,10,10,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL3_a1_t1",8780,13,13,FALSE,FALSE,TRUE
5,"good",0.65,"strong",1.49962304642689,"all-main",0,0,0,"QL3_a1_t2",8229,13,13,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G0_t0",20000,4,4,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G0_t1",18383,5,5,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G0_t2",16607,5,5,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G1_t0",20000,5,5,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G1_t1",18383,6,6,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G1_t2",16607,6,6,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G2_t0",20000,7,7,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G2_t1",18383,8,8,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G2_t2",16607,8,8,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G3_t0",20000,6,6,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G3_t1",18383,7,7,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G3_t2",16607,7,7,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G4_t0",20000,11,11,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G4_t1",18383,12,12,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"G4_t2",16607,12,12,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"C0_t0",20000,5,5,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"C0_t1",18383,5,5,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"C0_t2",16607,5,5,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"C1_t0",20000,6,6,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"C1_t1",18383,6,6,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"C1_t2",16607,6,6,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"C2_t0",20000,10,10,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"C2_t1",18383,10,10,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"C2_t2",16607,10,10,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL0_a0_t0",8092,4,4,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL0_a0_t1",7538,6,6,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL0_a0_t2",6224,8,8,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL0_a1_t0",10291,4,4,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL0_a1_t1",9069,6,6,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL0_a1_t2",8507,8,8,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL1_a0_t0",8092,5,5,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL1_a0_t1",7538,8,8,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL1_a0_t2",6224,11,11,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL1_a1_t0",10291,5,5,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL1_a1_t1",9069,8,8,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL1_a1_t2",8507,11,11,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL2_a0_t0",8092,8,8,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL2_a0_t1",7538,17,17,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL2_a0_t2",6224,29,29,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL2_a1_t0",10291,8,8,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL2_a1_t1",9069,17,17,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL2_a1_t2",8507,29,29,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL3_a0_t0",8092,10,10,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL3_a0_t1",7538,13,13,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL3_a0_t2",6224,13,13,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL3_a1_t0",10291,10,10,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL3_a1_t1",9069,13,13,FALSE,FALSE,TRUE
6,"poor",1.25,"strong",1.49962304642689,"all-main",0,0,0,"QL3_a1_t2",8507,13,13,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G0_t0",20000,4,4,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G0_t1",18453,5,5,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G0_t2",16800,5,5,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G1_t0",20000,5,5,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G1_t1",18453,6,6,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G1_t2",16800,6,6,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G2_t0",20000,7,7,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G2_t1",18453,8,8,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G2_t2",16800,8,8,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G3_t0",20000,6,6,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G3_t1",18453,7,7,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G3_t2",16800,7,7,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G4_t0",20000,11,11,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G4_t1",18453,12,12,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"G4_t2",16800,12,12,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"C0_t0",20000,5,5,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"C0_t1",18453,5,5,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"C0_t2",16800,5,5,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"C1_t0",20000,6,6,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"C1_t1",18453,6,6,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"C1_t2",16800,6,6,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"C2_t0",20000,10,10,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"C2_t1",18453,10,10,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"C2_t2",16800,10,10,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL0_a0_t0",8680,4,4,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL0_a0_t1",7645,6,6,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL0_a0_t2",6263,8,8,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL0_a1_t0",9773,4,4,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL0_a1_t1",9155,6,6,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL0_a1_t2",8592,8,8,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL1_a0_t0",8680,5,5,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL1_a0_t1",7645,8,8,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL1_a0_t2",6263,11,11,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL1_a1_t0",9773,5,5,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL1_a1_t1",9155,8,8,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL1_a1_t2",8592,11,11,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL2_a0_t0",8680,8,8,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL2_a0_t1",7645,17,17,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL2_a0_t2",6263,29,29,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL2_a1_t0",9773,8,8,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL2_a1_t1",9155,17,17,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL2_a1_t2",8592,29,29,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL3_a0_t0",8680,10,10,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL3_a0_t1",7645,13,13,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL3_a0_t2",6263,13,13,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL3_a1_t0",9773,10,10,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL3_a1_t1",9155,13,13,FALSE,FALSE,TRUE
7,"good",0.65,"absent",0,"nonlinear-treatment",1,0,0,"QL3_a1_t2",8592,13,13,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G0_t0",20000,4,4,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G0_t1",18368,5,5,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G0_t2",16676,5,5,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G1_t0",20000,5,5,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G1_t1",18368,6,6,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G1_t2",16676,6,6,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G2_t0",20000,7,7,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G2_t1",18368,8,8,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G2_t2",16676,8,8,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G3_t0",20000,6,6,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G3_t1",18368,7,7,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G3_t2",16676,7,7,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G4_t0",20000,11,11,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G4_t1",18368,12,12,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"G4_t2",16676,12,12,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"C0_t0",20000,5,5,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"C0_t1",18368,5,5,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"C0_t2",16676,5,5,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"C1_t0",20000,6,6,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"C1_t1",18368,6,6,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"C1_t2",16676,6,6,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"C2_t0",20000,10,10,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"C2_t1",18368,10,10,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"C2_t2",16676,10,10,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL0_a0_t0",8208,4,4,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL0_a0_t1",7585,6,6,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL0_a0_t2",6231,8,8,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL0_a1_t0",10160,4,4,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL0_a1_t1",9091,6,6,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL0_a1_t2",8591,8,8,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL1_a0_t0",8208,5,5,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL1_a0_t1",7585,8,8,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL1_a0_t2",6231,11,11,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL1_a1_t0",10160,5,5,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL1_a1_t1",9091,8,8,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL1_a1_t2",8591,11,11,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL2_a0_t0",8208,8,8,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL2_a0_t1",7585,17,17,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL2_a0_t2",6231,29,29,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL2_a1_t0",10160,8,8,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL2_a1_t1",9091,17,17,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL2_a1_t2",8591,29,29,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL3_a0_t0",8208,10,10,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL3_a0_t1",7585,13,13,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL3_a0_t2",6231,13,13,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL3_a1_t0",10160,10,10,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL3_a1_t1",9091,13,13,FALSE,FALSE,TRUE
8,"poor",1.25,"absent",0,"nonlinear-treatment",1,0,0,"QL3_a1_t2",8591,13,13,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G0_t0",20000,4,4,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G0_t1",18415,5,5,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G0_t2",16715,5,5,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G1_t0",20000,5,5,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G1_t1",18415,6,6,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G1_t2",16715,6,6,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G2_t0",20000,7,7,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G2_t1",18415,8,8,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G2_t2",16715,8,8,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G3_t0",20000,6,6,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G3_t1",18415,7,7,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G3_t2",16715,7,7,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G4_t0",20000,11,11,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G4_t1",18415,12,12,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G4_t2",16715,12,12,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"C0_t0",20000,5,5,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"C0_t1",18415,5,5,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"C0_t2",16715,5,5,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"C1_t0",20000,6,6,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"C1_t1",18415,6,6,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"C1_t2",16715,6,6,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"C2_t0",20000,10,10,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"C2_t1",18415,10,10,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"C2_t2",16715,10,10,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL0_a0_t0",8877,4,4,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL0_a0_t1",7615,6,6,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL0_a0_t2",6322,8,8,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL0_a1_t0",9538,4,4,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL0_a1_t1",9100,6,6,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL0_a1_t2",8443,8,8,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL1_a0_t0",8877,5,5,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL1_a0_t1",7615,8,8,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL1_a0_t2",6322,11,11,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL1_a1_t0",9538,5,5,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL1_a1_t1",9100,8,8,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL1_a1_t2",8443,11,11,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL2_a0_t0",8877,8,8,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL2_a0_t1",7615,17,17,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL2_a0_t2",6322,29,29,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL2_a1_t0",9538,8,8,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL2_a1_t1",9100,17,17,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL2_a1_t2",8443,29,29,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL3_a0_t0",8877,10,10,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL3_a0_t1",7615,13,13,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL3_a0_t2",6322,13,13,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL3_a1_t0",9538,10,10,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL3_a1_t1",9100,13,13,FALSE,FALSE,TRUE
9,"good",0.65,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"QL3_a1_t2",8443,13,13,FALSE,FALSE,TRUE
10,"poor",1.25,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G0_t0",20000,4,4,FALSE,FALSE,TRUE
10,"poor",1.25,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G0_t1",18404,5,5,FALSE,FALSE,TRUE
10,"poor",1.25,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G0_t2",16712,5,5,FALSE,FALSE,TRUE
10,"poor",1.25,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G1_t0",20000,5,5,FALSE,FALSE,TRUE
10,"poor",1.25,"moderate",0.751416088683921,"nonlinear-treatment",1,0,0,"G1_t1",18404,6,6,FALSE,FALSE,TRUE
