"candidate_1","candidate_2","correlation","scenario"
"c50-h36","c50-h60",0.766901306706025,11
"c50-h60","c50-h60",1,11
"c45-h60","c50-h60",0.933706912061924,11
"c60-h60","c50-h60",0.745302685608479,11
"c55-h24","c50-h60",0.546283533336536,11
"c55-h48","c50-h60",0.800902472825793,11
"c50-h24","c50-h60",0.615088084734409,11
"c50-h48","c50-h60",0.893662718311374,11
"c45-h24","c50-h60",0.572958671376153,11
"c45-h36","c50-h60",0.719048667891152,11
"c45-h48","c50-h60",0.833337342963427,11
"c60-h36","c50-h60",0.578036847176377,11
"c60-h48","c50-h60",0.668575290383481,11
"c55-h36","c45-h60",0.633418219665931,11
"c60-h24","c45-h60",0.435836962160736,11
"c55-h60","c45-h60",0.831679981729616,11
"c50-h36","c45-h60",0.71079247615804,11
"c50-h60","c45-h60",0.933706912061924,11
"c45-h60","c45-h60",1,11
"c60-h60","c45-h60",0.704028853587717,11
"c55-h24","c45-h60",0.506520058122891,11
"c55-h48","c45-h60",0.743212622975761,11
"c50-h24","c45-h60",0.574424890620399,11
"c50-h48","c45-h60",0.834480468654235,11
"c45-h24","c45-h60",0.612492080917203,11
"c45-h36","c45-h60",0.761607773513504,11
"c45-h48","c45-h60",0.890956099593563,11
"c60-h36","c45-h60",0.545078575106441,11
"c60-h48","c45-h60",0.631520168098939,11
"c55-h36","c60-h60",0.65098655611492,11
"c60-h24","c60-h60",0.624445366045455,11
"c55-h60","c60-h60",0.837248714894227,11
"c50-h36","c60-h60",0.578022708321178,11
"c50-h60","c60-h60",0.745302685608479,11
"c45-h60","c60-h60",0.704028853587717,11
"c60-h60","c60-h60",1,11
"c55-h24","c60-h60",0.516931220612858,11
"c55-h48","c60-h60",0.755489738623051,11
"c50-h24","c60-h60",0.465359920013082,11
"c50-h48","c60-h60",0.672616713687291,11
"c45-h24","c60-h60",0.441106510030075,11
"c45-h36","c60-h60",0.550974758749839,11
"c45-h48","c60-h60",0.635758989552505,11
"c60-h36","c60-h60",0.772980490263734,11
"c60-h48","c60-h60",0.897209706890021,11
"c55-h36","c55-h24",0.808745733633938,11
"c60-h24","c55-h24",0.829159784242688,11
"c55-h60","c55-h24",0.608208143558543,11
"c50-h36","c55-h24",0.716438792926266,11
"c50-h60","c55-h24",0.546283533336536,11
"c45-h60","c55-h24",0.506520058122891,11
"c60-h60","c55-h24",0.516931220612858,11
"c55-h24","c55-h24",1,11
"c55-h48","c55-h24",0.690918312803977,11
"c50-h24","c55-h24",0.893334161453502,11
"c50-h48","c55-h24",0.616377971717416,11
"c45-h24","c55-h24",0.835735395798824,11
"c45-h36","c55-h24",0.668904284093173,11
"c45-h48","c55-h24",0.574633078134704,11
"c60-h36","c55-h24",0.672353533798334,11
"c60-h48","c55-h24",0.580511636048883,11
"c55-h36","c55-h48",0.851096209154807,11
"c60-h24","c55-h48",0.579820296766406,11
"c55-h60","c55-h48",0.895007915200075,11
"c50-h36","c55-h48",0.761086283569722,11
"c50-h60","c55-h48",0.800902472825793,11
"c45-h60","c55-h48",0.743212622975761,11
"c60-h60","c55-h48",0.755489738623051,11
"c55-h24","c55-h48",0.690918312803977,11
"c55-h48","c55-h48",1,11
"c50-h24","c55-h48",0.619313502422215,11
"c50-h48","c55-h48",0.89580678110455,11
"c45-h24","c55-h48",0.578540026155748,11
"c45-h36","c55-h48",0.712902373680436,11
"c45-h48","c55-h48",0.8365711589831,11
"c60-h36","c55-h48",0.717547843097866,11
"c60-h48","c55-h48",0.8369055159067,11
"c55-h36","c50-h24",0.729034195983437,11
"c60-h24","c50-h24",0.742894940801806,11
"c55-h60","c50-h24",0.544361439414326,11
"c50-h36","c50-h24",0.80734868467675,11
"c50-h60","c50-h24",0.615088084734409,11
"c45-h60","c50-h24",0.574424890620399,11
"c60-h60","c50-h24",0.465359920013082,11
"c55-h24","c50-h24",0.893334161453502,11
"c55-h48","c50-h24",0.619313502422215,11
"c50-h24","c50-h24",1,11
"c50-h48","c50-h24",0.69396478708562,11
"c45-h24","c50-h24",0.939127134965879,11
"c45-h36","c50-h24",0.757760344974021,11
"c45-h48","c50-h24",0.649080190716719,11
"c60-h36","c50-h24",0.608725835579058,11
"c60-h48","c50-h24",0.525649350638975,11
"c55-h36","c50-h48",0.767862687035522,11
"c60-h24","c50-h48",0.519650804663534,11
"c55-h60","c50-h48",0.800527083284806,11
"c50-h36","c50-h48",0.856358324066166,11
"c50-h60","c50-h48",0.893662718311374,11
"c45-h60","c50-h48",0.834480468654235,11
"c60-h60","c50-h48",0.672616713687291,11
"c55-h24","c50-h48",0.616377971717416,11
"c55-h48","c50-h48",0.89580678110455,11
"c50-h24","c50-h48",0.69396478708562,11
"c50-h48","c50-h48",1,11
"c45-h24","c50-h48",0.648952783966828,11
"c45-h36","c50-h48",0.80391893358767,11
"c45-h48","c50-h48",0.936249948900589,11
"c60-h36","c50-h48",0.650204325021946,11
"c60-h48","c50-h48",0.753129529983833,11
"c55-h36","c45-h24",0.679140215127638,11
"c60-h24","c45-h24",0.70545974979517,11
"c55-h60","c45-h24",0.508022336396483,11
"c50-h36","c45-h24",0.754261383236725,11
"c50-h60","c45-h24",0.572958671376153,11
"c45-h60","c45-h24",0.612492080917203,11
"c60-h60","c45-h24",0.441106510030075,11
"c55-h24","c45-h24",0.835735395798824,11
"c55-h48","c45-h24",0.578540026155748,11
"c50-h24","c45-h24",0.939127134965879,11
"c50-h48","c45-h24",0.648952783966828,11
"c45-h24","c45-h24",1,11
"c45-h36","c45-h24",0.80382522672697,11
"c45-h48","c45-h24",0.691436949390117,11
"c60-h36","c45-h24",0.574796016255856,11
"c60-h48","c45-h24",0.499218352767738,11
"c55-h36","c45-h36",0.839258626035061,11
"c60-h24","c45-h36",0.568629568995731,11
"c55-h60","c45-h36",0.637518097236433,11
"c50-h36","c45-h36",0.938591192256704,11
"c50-h60","c45-h36",0.719048667891152,11
"c45-h60","c45-h36",0.761607773513504,11
"c60-h60","c45-h36",0.550974758749839,11
"c55-h24","c45-h36",0.668904284093173,11
"c55-h48","c45-h36",0.712902373680436,11
"c50-h24","c45-h36",0.757760344974021,11
"c50-h48","c45-h36",0.80391893358767,11
"c45-h24","c45-h36",0.80382522672697,11
"c45-h36","c45-h36",1,11
"c45-h48","c45-h36",0.854170549649595,11
"c60-h36","c45-h36",0.714002961194078,11
"c60-h48","c45-h36",0.614572574737152,11
"c55-h36","c45-h48",0.714903387530135,11
"c60-h24","c45-h48",0.496360495494743,11
"c55-h60","c45-h48",0.744236736662898,11
"c50-h36","c45-h48",0.799399839361831,11
"c50-h60","c45-h48",0.833337342963427,11
"c45-h60","c45-h48",0.890956099593563,11
"c60-h60","c45-h48",0.635758989552505,11
"c55-h24","c45-h48",0.574633078134704,11
"c55-h48","c45-h48",0.8365711589831,11
"c50-h24","c45-h48",0.649080190716719,11
"c50-h48","c45-h48",0.936249948900589,11
"c45-h24","c45-h48",0.691436949390117,11
"c45-h36","c45-h48",0.854170549649595,11
"c45-h48","c45-h48",1,11
"c60-h36","c45-h48",0.617770787036317,11
"c60-h48","c45-h48",0.713563495592916,11
"c55-h36","c60-h36",0.839946222739573,11
"c60-h24","c60-h36",0.809128833544913,11
"c55-h60","c60-h36",0.634231026318821,11
"c50-h36","c60-h36",0.753341130129213,11
"c50-h60","c60-h36",0.578036847176377,11
"c45-h60","c60-h36",0.545078575106441,11
"c60-h60","c60-h36",0.772980490263734,11
"c55-h24","c60-h36",0.672353533798334,11
"c55-h48","c60-h36",0.717547843097866,11
"c50-h24","c60-h36",0.608725835579058,11
"c50-h48","c60-h36",0.650204325021946,11
"c45-h24","c60-h36",0.574796016255856,11
"c45-h36","c60-h36",0.714002961194078,11
"c45-h48","c60-h36",0.617770787036317,11
"c60-h36","c60-h36",1,11
"c60-h48","c60-h36",0.86586594376254,11
"c55-h36","c60-h48",0.721880989365932,11
"c60-h24","c60-h48",0.704965486012125,11
"c55-h60","c60-h48",0.744858350154737,11
"c50-h36","c60-h48",0.64699097901115,11
"c50-h60","c60-h48",0.668575290383481,11
"c45-h60","c60-h48",0.631520168098939,11
"c60-h60","c60-h48",0.897209706890021,11
"c55-h24","c60-h48",0.580511636048883,11
"c55-h48","c60-h48",0.8369055159067,11
"c50-h24","c60-h48",0.525649350638975,11
"c50-h48","c60-h48",0.753129529983833,11
"c45-h24","c60-h48",0.499218352767738,11
"c45-h36","c60-h48",0.614572574737152,11
"c45-h48","c60-h48",0.713563495592916,11
"c60-h36","c60-h48",0.86586594376254,11
"c60-h48","c60-h48",1,11
"c55-h36","c55-h36",1,12
"c55-h60","c55-h36",0.751824947621512,12
"c50-h60","c55-h36",0.67497104914667,12
"c50-h36","c55-h36",0.901815446303696,12
"c60-h24","c55-h36",0.707884791207046,12
"c60-h36","c55-h36",0.849089319122938,12
"c60-h48","c55-h36",0.728532134211112,12
"c60-h60","c55-h36",0.636028143068683,12
"c55-h24","c55-h36",0.824526263297087,12
"c55-h48","c55-h36",0.857633983967907,12
"c50-h24","c55-h36",0.744167042770301,12
"c50-h48","c55-h36",0.773896013457682,12
"c45-h24","c55-h36",0.699664307390216,12
"c45-h36","c55-h36",0.84817687430318,12
"c45-h48","c55-h36",0.725034930341057,12
"c45-h60","c55-h36",0.632235070790592,12
"c55-h36","c55-h60",0.751824947621512,12
"c55-h60","c55-h60",1,12
"c50-h60","c55-h60",0.894595651666807,12
"c50-h36","c55-h60",0.674636147287474,12
"c60-h24","c55-h60",0.537392846412543,12
"c60-h36","c55-h60",0.640645784720916,12
"c60-h48","c55-h60",0.741318485729299,12
"c60-h60","c55-h60",0.835205991762009,12
"c55-h24","c55-h60",0.62612590500543,12
"c55-h48","c55-h60",0.884374539535413,12
"c50-h24","c55-h60",0.560525740364658,12
"c50-h48","c55-h60",0.795926209312065,12
"c45-h24","c55-h60",0.530760873584733,12
"c45-h36","c55-h60",0.632302615704359,12
"c45-h48","c55-h60",0.748622261052625,12
"c45-h60","c55-h60",0.840144056480818,12
"c55-h36","c50-h60",0.67497104914667,12
"c55-h60","c50-h60",0.894595651666807,12
"c50-h60","c50-h60",1,12
"c50-h36","c50-h60",0.756262970858259,12
"c60-h24","c50-h60",0.498845735808278,12
"c60-h36","c50-h60",0.579785445049853,12
"c60-h48","c50-h60",0.663780409431915,12
"c60-h60","c50-h60",0.744517951013306,12
"c55-h24","c50-h60",0.573443221819146,12
"c55-h48","c50-h60",0.790546825560022,12
"c50-h24","c50-h60",0.64005297045868,12
"c50-h48","c50-h60",0.887723171220201,12
"c45-h24","c50-h60",0.607062216915586,12
"c45-h36","c50-h60",0.710745788603912,12
"c45-h48","c50-h60",0.83696001234547,12
"c45-h60","c50-h60",0.940255101174385,12
"c55-h36","c50-h36",0.901815446303696,12
"c55-h60","c50-h36",0.674636147287474,12
"c50-h60","c50-h36",0.756262970858259,12
"c50-h36","c50-h36",1,12
"c60-h24","c50-h36",0.643905403874209,12
"c60-h36","c50-h36",0.769499772751212,12
"c60-h48","c50-h36",0.651673219404032,12
"c60-h60","c50-h36",0.566510184361191,12
"c55-h24","c50-h36",0.746547113890845,12
"c55-h48","c50-h36",0.766671019486774,12
"c50-h24","c50-h36",0.827545411699554,12
"c50-h48","c50-h36",0.856960377114998,12
"c45-h24","c50-h36",0.777765659674234,12
"c45-h36","c50-h36",0.941468029587588,12
"c45-h48","c50-h36",0.805974976072353,12
"c45-h60","c50-h36",0.710641370844761,12
"c55-h36","c60-h24",0.707884791207046,12
"c55-h60","c60-h24",0.537392846412543,12
"c50-h60","c60-h24",0.498845735808278,12
"c50-h36","c60-h24",0.643905403874209,12
"c60-h24","c60-h24",1,12
"c60-h36","c60-h24",0.813908029930105,12
"c60-h48","c60-h24",0.711043104379954,12
"c60-h60","c60-h24",0.613563663778868,12
"c55-h24","c60-h24",0.855171989569172,12
"c55-h48","c60-h24",0.623714523411559,12
"c50-h24","c60-h24",0.77535666661612,12
"c50-h48","c60-h24",0.577432255117287,12
"c45-h24","c60-h24",0.731014596092367,12
"c45-h36","c60-h24",0.609695043067287,12
"c45-h48","c60-h24",0.546402316446921,12
"c45-h60","c60-h24",0.469355237384069,12
"c55-h36","c60-h36",0.849089319122938,12
"c55-h60","c60-h36",0.640645784720916,12
"c50-h60","c60-h36",0.579785445049853,12
"c50-h36","c60-h36",0.769499772751212,12
"c60-h24","c60-h36",0.813908029930105,12
"c60-h36","c60-h36",1,12
"c60-h48","c60-h36",0.865501284008575,12
"c60-h60","c60-h36",0.759649511037403,12
"c55-h24","c60-h36",0.693129464338647,12
"c55-h48","c60-h36",0.734797164104621,12
"c50-h24","c60-h36",0.626708930567566,12
"c50-h48","c60-h36",0.665995709715841,12
"c45-h24","c60-h36",0.58701738815557,12
"c45-h36","c60-h36",0.723187058642626,12
"c45-h48","c60-h36",0.620061283731971,12
"c45-h60","c60-h36",0.539018942165314,12
"c55-h36","c60-h48",0.728532134211112,12
"c55-h60","c60-h48",0.741318485729299,12
"c50-h60","c60-h48",0.663780409431915,12
"c50-h36","c60-h48",0.651673219404032,12
"c60-h24","c60-h48",0.711043104379954,12
"c60-h36","c60-h48",0.865501284008575,12
"c60-h48","c60-h48",1,12
"c60-h60","c60-h48",0.88304495726105,12
"c55-h24","c60-h48",0.604210340193318,12
"c55-h48","c60-h48",0.846609559582122,12
"c50-h24","c60-h48",0.542770845530332,12
"c50-h48","c60-h48",0.758411228190961,12
"c45-h24","c60-h48",0.505620302744161,12
"c45-h36","c60-h48",0.606653866978463,12
"c45-h48","c60-h48",0.704294143425672,12
"c45-h60","c60-h48",0.614459243649674,12
"c55-h36","c60-h60",0.636028143068683,12
"c55-h60","c60-h60",0.835205991762009,12
"c50-h60","c60-h60",0.744517951013306,12
"c50-h36","c60-h60",0.566510184361191,12
"c60-h24","c60-h60",0.613563663778868,12
"c60-h36","c60-h60",0.759649511037403,12
"c60-h48","c60-h60",0.88304495726105,12
"c60-h60","c60-h60",1,12
"c55-h24","c60-h60",0.523120844160341,12
"c55-h48","c60-h60",0.743578951105761,12
"c50-h24","c60-h60",0.465793621662119,12
"c50-h48","c60-h60",0.663358121637185,12
"c45-h24","c60-h60",0.437240066692767,12
"c45-h36","c60-h60",0.5258753022801,12
"c45-h48","c60-h60",0.618058799450621,12
"c45-h60","c60-h60",0.69198824787762,12
"c55-h36","c55-h24",0.824526263297087,12
"c55-h60","c55-h24",0.62612590500543,12
"c50-h60","c55-h24",0.573443221819146,12
"c50-h36","c55-h24",0.746547113890845,12
"c60-h24","c55-h24",0.855171989569172,12
"c60-h36","c55-h24",0.693129464338647,12
"c60-h48","c55-h24",0.604210340193318,12
"c60-h60","c55-h24",0.523120844160341,12
"c55-h24","c55-h24",1,12
"c55-h48","c55-h24",0.717781295112332,12
"c50-h24","c55-h24",0.903000082710722,12
"c50-h48","c55-h24",0.657471340144337,12
"c45-h24","c55-h24",0.85636289352147,12
"c45-h36","c55-h24",0.710217708435657,12
"c45-h48","c55-h24",0.627038622190276,12
"c45-h60","c55-h24",0.546131635728964,12
"c55-h36","c55-h48",0.857633983967907,12
"c55-h60","c55-h48",0.884374539535413,12
"c50-h60","c55-h48",0.790546825560022,12
"c50-h36","c55-h48",0.766671019486774,12
"c60-h24","c55-h48",0.623714523411559,12
"c60-h36","c55-h48",0.734797164104621,12
"c60-h48","c55-h48",0.846609559582122,12
"c60-h60","c55-h48",0.743578951105761,12
"c55-h24","c55-h48",0.717781295112332,12
"c55-h48","c55-h48",1,12
"c50-h24","c55-h48",0.643106974710378,12
"c50-h48","c55-h48",0.897745179649024,12
"c45-h24","c55-h48",0.604765328268311,12
"c45-h36","c55-h48",0.718049033856282,12
"c45-h48","c55-h48",0.840202710700933,12
"c45-h60","c55-h48",0.740233584108672,12
"c55-h36","c50-h24",0.744167042770301,12
"c55-h60","c50-h24",0.560525740364658,12
"c50-h60","c50-h24",0.64005297045868,12
"c50-h36","c50-h24",0.827545411699554,12
"c60-h24","c50-h24",0.77535666661612,12
"c60-h36","c50-h24",0.626708930567566,12
"c60-h48","c50-h24",0.542770845530332,12
"c60-h60","c50-h24",0.465793621662119,12
"c55-h24","c50-h24",0.903000082710722,12
"c55-h48","c50-h24",0.643106974710378,12
"c50-h24","c50-h24",1,12
"c50-h48","c50-h24",0.725021950960019,12
"c45-h24","c50-h24",0.945408235753091,12
"c45-h36","c50-h24",0.784448253245284,12
"c45-h48","c50-h24",0.689768198259636,12
"c45-h60","c50-h24",0.606200701303646,12
"c55-h36","c50-h48",0.773896013457682,12
"c55-h60","c50-h48",0.795926209312065,12
"c50-h60","c50-h48",0.887723171220201,12
"c50-h36","c50-h48",0.856960377114998,12
"c60-h24","c50-h48",0.577432255117287,12
"c60-h36","c50-h48",0.665995709715841,12
"c60-h48","c50-h48",0.758411228190961,12
"c60-h60","c50-h48",0.663358121637185,12
"c55-h24","c50-h48",0.657471340144337,12
"c55-h48","c50-h48",0.897745179649024,12
"c50-h24","c50-h48",0.725021950960019,12
"c50-h48","c50-h48",1,12
"c45-h24","c50-h48",0.682615850242145,12
"c45-h36","c50-h48",0.803945787707342,12
"c45-h48","c50-h48",0.93921632550965,12
"c45-h60","c50-h48",0.83408515109384,12
"c55-h36","c45-h24",0.699664307390216,12
"c55-h60","c45-h24",0.530760873584733,12
"c50-h60","c45-h24",0.607062216915586,12
"c50-h36","c45-h24",0.777765659674234,12
"c60-h24","c45-h24",0.731014596092367,12
"c60-h36","c45-h24",0.58701738815557,12
"c60-h48","c45-h24",0.505620302744161,12
"c60-h60","c45-h24",0.437240066692767,12
"c55-h24","c45-h24",0.85636289352147,12
"c55-h48","c45-h24",0.604765328268311,12
"c50-h24","c45-h24",0.945408235753091,12
"c50-h48","c45-h24",0.682615850242145,12
"c45-h24","c45-h24",1,12
"c45-h36","c45-h24",0.826149364210294,12
"c45-h48","c45-h24",0.729017105077912,12
"c45-h60","c45-h24",0.645706295150097,12
"c55-h36","c45-h36",0.84817687430318,12
"c55-h60","c45-h36",0.632302615704359,12
"c50-h60","c45-h36",0.710745788603912,12
"c50-h36","c45-h36",0.941468029587588,12
"c60-h24","c45-h36",0.609695043067287,12
"c60-h36","c45-h36",0.723187058642626,12
"c60-h48","c45-h36",0.606653866978463,12
"c60-h60","c45-h36",0.5258753022801,12
"c55-h24","c45-h36",0.710217708435657,12
"c55-h48","c45-h36",0.718049033856282,12
"c50-h24","c45-h36",0.784448253245284,12
"c50-h48","c45-h36",0.803945787707342,12
"c45-h24","c45-h36",0.826149364210294,12
"c45-h36","c45-h36",1,12
"c45-h48","c45-h36",0.856733708881734,12
"c45-h60","c45-h36",0.758604701551042,12
"c55-h36","c45-h48",0.725034930341057,12
"c55-h60","c45-h48",0.748622261052625,12
"c50-h60","c45-h48",0.83696001234547,12
"c50-h36","c45-h48",0.805974976072353,12
"c60-h24","c45-h48",0.546402316446921,12
"c60-h36","c45-h48",0.620061283731971,12
"c60-h48","c45-h48",0.704294143425672,12
"c60-h60","c45-h48",0.618058799450621,12
"c55-h24","c45-h48",0.627038622190276,12
"c55-h48","c45-h48",0.840202710700933,12
"c50-h24","c45-h48",0.689768198259636,12
"c50-h48","c45-h48",0.93921632550965,12
"c45-h24","c45-h48",0.729017105077912,12
"c45-h36","c45-h48",0.856733708881734,12
"c45-h48","c45-h48",1,12
"c45-h60","c45-h48",0.89126945564113,12
"c55-h36","c45-h60",0.632235070790592,12
"c55-h60","c45-h60",0.840144056480818,12
"c50-h60","c45-h60",0.940255101174385,12
"c50-h36","c45-h60",0.710641370844761,12
"c60-h24","c45-h60",0.469355237384069,12
"c60-h36","c45-h60",0.539018942165314,12
"c60-h48","c45-h60",0.614459243649674,12
"c60-h60","c45-h60",0.69198824787762,12
"c55-h24","c45-h60",0.546131635728964,12
"c55-h48","c45-h60",0.740233584108672,12
"c50-h24","c45-h60",0.606200701303646,12
"c50-h48","c45-h60",0.83408515109384,12
"c45-h24","c45-h60",0.645706295150097,12
"c45-h36","c45-h60",0.758604701551042,12
"c45-h48","c45-h60",0.89126945564113,12
"c45-h60","c45-h60",1,12
"c55-h60","c55-h60",1,13
"c50-h36","c55-h60",0.698812695131356,13
"c55-h36","c55-h60",0.76474563988806,13
"c50-h60","c55-h60",0.904489744230175,13
"c55-h60","c50-h36",0.698812695131356,13
"c50-h36","c50-h36",1,13
"c55-h36","c50-h36",0.902913272113645,13
"c50-h60","c50-h36",0.764151212722983,13
"c55-h60","c55-h36",0.76474563988806,13
"c50-h36","c55-h36",0.902913272113645,13
"c55-h36","c55-h36",1,13
"c50-h60","c55-h36",0.679625432131626,13
"c55-h60","c50-h60",0.904489744230175,13
"c50-h36","c50-h60",0.764151212722983,13
"c55-h36","c50-h60",0.679625432131626,13
"c50-h60","c50-h60",1,13
"c55-h60","c55-h60",1,14
"c50-h60","c55-h60",0.909830423095061,14
"c50-h36","c55-h60",0.693890612756848,14
"c55-h36","c55-h60",0.767431108631237,14
"c55-h60","c50-h60",0.909830423095061,14
"c50-h60","c50-h60",1,14
"c50-h36","c50-h60",0.766603198846969,14
"c55-h36","c50-h60",0.693863397977825,14
"c55-h60","c50-h36",0.693890612756848,14
"c50-h60","c50-h36",0.766603198846969,14
"c50-h36","c50-h36",1,14
"c55-h36","c50-h36",0.903976598060976,14
"c55-h60","c55-h36",0.767431108631237,14
"c50-h60","c55-h36",0.693863397977825,14
"c50-h36","c55-h36",0.903976598060976,14
"c55-h36","c55-h36",1,14
"c55-h36","c55-h36",1,15
"c55-h60","c55-h36",0.775384735925143,15
"c50-h36","c55-h36",0.901345953105169,15
"c50-h60","c55-h36",0.701554426326989,15
"c55-h36","c55-h60",0.775384735925143,15
"c55-h60","c55-h60",1,15
"c50-h36","c55-h60",0.689507733613948,15
"c50-h60","c55-h60",0.897325050660758,15
"c55-h36","c50-h36",0.901345953105169,15
"c55-h60","c50-h36",0.689507733613948,15
"c50-h36","c50-h36",1,15
"c50-h60","c50-h36",0.771164401984404,15
"c55-h36","c50-h60",0.701554426326989,15
"c55-h60","c50-h60",0.897325050660758,15
"c50-h36","c50-h60",0.771164401984404,15
"c50-h60","c50-h60",1,15
"c50-h60","c50-h60",1,16
"c55-h60","c50-h60",0.898131925952561,16
"c50-h36","c50-h60",0.769451081638452,16
"c55-h36","c50-h60",0.688162963425715,16
"c50-h60","c55-h60",0.898131925952561,16
"c55-h60","c55-h60",1,16
"c50-h36","c55-h60",0.700170708147383,16
"c55-h36","c55-h60",0.771573287061714,16
"c50-h60","c50-h36",0.769451081638452,16
"c55-h60","c50-h36",0.700170708147383,16
"c50-h36","c50-h36",1,16
"c55-h36","c50-h36",0.905756692244576,16
"c50-h60","c55-h36",0.688162963425715,16
"c55-h60","c55-h36",0.771573287061714,16
"c50-h36","c55-h36",0.905756692244576,16
"c55-h36","c55-h36",1,16
"c55-h60","c55-h60",1,17
"c55-h36","c55-h60",0.764345644589106,17
"c50-h36","c55-h60",0.685412169115668,17
"c50-h60","c55-h60",0.897564387964305,17
"c55-h60","c55-h36",0.764345644589106,17
"c55-h36","c55-h36",1,17
"c50-h36","c55-h36",0.899671203398827,17
"c50-h60","c55-h36",0.687353586605306,17
"c55-h60","c50-h36",0.685412169115668,17
"c55-h36","c50-h36",0.899671203398827,17
"c50-h36","c50-h36",1,17
"c50-h60","c50-h36",0.765654231805275,17
"c55-h60","c50-h60",0.897564387964305,17
"c55-h36","c50-h60",0.687353586605306,17
"c50-h36","c50-h60",0.765654231805275,17
"c50-h60","c50-h60",1,17
"c55-h36","c55-h36",1,18
"c50-h36","c55-h36",0.907010049978911,18
"c55-h60","c55-h36",0.769046054654066,18
"c50-h60","c55-h36",0.698612236131493,18
"c55-h36","c50-h36",0.907010049978911,18
"c50-h36","c50-h36",1,18
"c55-h60","c50-h36",0.692144267820119,18
"c50-h60","c50-h36",0.76932898940593,18
"c55-h36","c55-h60",0.769046054654066,18
"c50-h36","c55-h60",0.692144267820119,18
"c55-h60","c55-h60",1,18
"c50-h60","c55-h60",0.903348284151567,18
"c55-h36","c50-h60",0.698612236131493,18
"c50-h36","c50-h60",0.76932898940593,18
"c55-h60","c50-h60",0.903348284151567,18
"c50-h60","c50-h60",1,18
"c55-h36","c55-h36",1,19
"c50-h36","c55-h36",0.911368665417916,19
"c55-h60","c55-h36",0.780788877776735,19
"c50-h60","c55-h36",0.702004317826914,19
"c45-h48","c55-h36",0.735398002514579,19
"c45-h60","c55-h36",0.658886996634882,19
"c55-h24","c55-h36",0.806692990660054,19
"c55-h48","c55-h36",0.866841892669338,19
"c50-h24","c55-h36",0.733688202599535,19
"c50-h48","c55-h36",0.782828462098801,19
"c45-h24","c55-h36",0.692122878122215,19
"c45-h36","c55-h36",0.853654383262386,19
"c60-h48","c55-h36",0.730779677838868,19
"c60-h60","c55-h36",0.650384803697681,19
"c60-h24","c55-h36",0.682145838882569,19
"c60-h36","c55-h36",0.843640572448501,19
"c55-h36","c50-h36",0.911368665417916,19
"c50-h36","c50-h36",1,19
"c55-h60","c50-h36",0.723862787197365,19
"c50-h60","c50-h36",0.785351472133348,19
"c45-h48","c50-h36",0.818694114418113,19
"c45-h60","c50-h36",0.740591227725524,19
"c55-h24","c50-h36",0.743472879590145,19
"c55-h48","c50-h36",0.795756866367446,19
"c50-h24","c50-h36",0.811268448380644,19
"c50-h48","c50-h36",0.868740992859124,19
"c45-h24","c50-h36",0.77057556890404,19
"c45-h36","c50-h36",0.942573276481844,19
"c60-h48","c50-h36",0.671212209380697,19
"c60-h60","c50-h36",0.605952788445436,19
"c60-h24","c50-h36",0.628285897229039,19
"c60-h36","c50-h36",0.773508442038722,19
"c55-h36","c55-h60",0.780788877776735,19
"c50-h36","c55-h60",0.723862787197365,19
"c55-h60","c55-h60",1,19
"c50-h60","c55-h60",0.907455141939228,19
"c45-h48","c55-h60",0.764844471365072,19
"c45-h60","c55-h60",0.852515659271225,19
"c55-h24","c55-h60",0.616848539919763,19
"c55-h48","c55-h60",0.889534065809197,19
"c50-h24","c55-h60",0.56744824138831,19
"c50-h48","c55-h60",0.813297744623345,19
"c45-h24","c55-h60",0.535602019131197,19
"c45-h36","c55-h60",0.680495299303533,19
"c60-h48","c55-h60",0.75013896626241,19
"c60-h60","c55-h60",0.844630509532241,19
"c60-h24","c55-h60",0.517850387435208,19
"c60-h36","c55-h60",0.659851975249195,19
"c55-h36","c50-h60",0.702004317826914,19
"c50-h36","c50-h60",0.785351472133348,19
"c55-h60","c50-h60",0.907455141939228,19
"c50-h60","c50-h60",1,19
"c45-h48","c50-h60",0.839597200072674,19
"c45-h60","c50-h60",0.94115723601753,19
"c55-h24","c50-h60",0.564181833278298,19
"c55-h48","c50-h60",0.804046730568192,19
"c50-h24","c50-h60",0.624798815947058,19
"c50-h48","c50-h60",0.892963320085969,19
"c45-h24","c50-h60",0.592348775804887,19
"c45-h36","c50-h60",0.741922030877575,19
"c60-h48","c50-h60",0.677802012306272,19
"c60-h60","c50-h60",0.76908314264066,19
"c60-h24","c50-h60",0.475112339623453,19
"c60-h36","c50-h60",0.595960749507072,19
"c55-h36","c45-h48",0.735398002514579,19
"c50-h36","c45-h48",0.818694114418113,19
"c55-h60","c45-h48",0.764844471365072,19
"c50-h60","c45-h48",0.839597200072674,19
"c45-h48","c45-h48",1,19
"c45-h60","c45-h48",0.891920440937904,19
"c55-h24","c45-h48",0.597555596432039,19
"c55-h48","c45-h48",0.85259539357832,19
"c50-h24","c45-h48",0.659636787738707,19
"c50-h48","c45-h48",0.939852589386812,19
"c45-h24","c45-h48",0.70398114822972,19
"c45-h36","c45-h48",0.872306369117468,19
"c60-h48","c45-h48",0.718861653581976,19
"c60-h60","c45-h48",0.644779277044522,19
"c60-h24","c45-h48",0.509376813524241,19
"c60-h36","c45-h48",0.62744364882054,19
"c55-h36","c45-h60",0.658886996634882,19
