"scenario","n","event_target","event_regime","K","effect","method","selector","candidate","mean_truth","bias","bias_mcse","empse","empse_mcse","modse","modse_mcse","relerror_modse","relerror_modse_mcse","mse","mse_mcse","coverage","coverage_mcse","coverage_conditional","coverage_conditional_mcse","bias_eliminated_coverage","bias_eliminated_coverage_mcse","rejection","rejection_mcse","convergence","convergence_mcse","failure_probability","median_width","median_ess1","median_ess0","median_max_weight","n_used","n_attempted"
24,8000,140,"above",16,"homogeneous","fixed","fixed","c45-h24",-0.0046945900944412,0.000130122638543492,7.3907013249788e-05,0.00330522211281007,5.2273220185162e-05,0.00330292363593666,4.52744682714753e-06,-0.06954076897,1.58635941472146,1.09359628694627e-05,3.46564483932033e-07,0.949,0.00491929873051028,0.949,0.00491929873051028,0.95,0.00487339717240448,0.2775,0.0100123361409813,1,0,0,0.0129140008647162,2715.41465391411,3339.2481654551,8.02241924731167,2000,2000
31,4000,35,"below",16,"heterogeneous","fixed","fixed","c45-h24",-0.00126388019662158,8.23106160582197e-05,7.45850062911638e-05,0.00333554288338584,5.27527535606492e-05,0.00339003450882814,9.28916770057602e-06,1.63366586332077,1.63131825517498,1.11270584412583e-05,3.50343052448251e-07,0.9515,0.00480352734977121,0.9515,0.00480352734977121,0.9515,0.00480352734977121,0.053,0.0050095408971282,1,0,0,0.0131517680596091,1355.28763938762,1668.63111024333,7.58297389795785,2000,2000
32,8000,35,"below",16,"heterogeneous","fixed","fixed","c45-h24",-0.000629833273709184,-6.8633903028279e-05,3.66208295676859e-05,0.0016377332861156,2.59013130578705e-05,0.00170452001037891,4.64129431248037e-06,4.077997609838,1.67024735153897,2.68553984393767e-06,8.94836777734937e-08,0.9545,0.00465992220965114,0.9545,0.00465992220965114,0.9545,0.00465992220965114,0.059,0.00526872849936301,1,0,0,0.00663101080075244,2714.75388835707,3341.32239896825,8.07014979166929,2000,2000
33,4000,70,"boundary",16,"heterogeneous","fixed","fixed","c45-h24",-0.00254250425036052,9.07818637429944e-05,0.000107261072554767,0.00479686099143992,7.58640001321939e-05,0.00476842300709099,9.35108530197836e-06,-0.592845704715639,1.58419812910707,2.30066117802969e-05,7.28969971649471e-07,0.9515,0.00480352734977121,0.9515,0.00480352734977121,0.952,0.00477995815881269,0.084,0.00620258010830977,1,0,0,0.0185560840057855,1356.07751690386,1668.70525567158,7.61950886644516,2000,2000
34,8000,70,"boundary",16,"heterogeneous","fixed","fixed","c45-h24",-0.00126420252721531,-1.82226352784199e-05,5.54020348940781e-05,0.00247765432229948,3.91849520279793e-05,0.00239386254431717,4.62180741234377e-06,-3.38189945337272,1.53939236092909,6.13603361977537e-06,1.88947665703083e-07,0.9435,0.00516273909857936,0.9435,0.00516273909857936,0.943,0.00518415856238985,0.0895,0.00638317123379907,1,0,0,0.00935292736367138,2714.04446069901,3338.89238357233,8.02691543316758,2000,2000
35,4000,140,"above",16,"heterogeneous","fixed","fixed","c45-h24",-0.00513988103601887,0.000135792501552212,0.000151779354292905,0.00678777907559922,0.000107351051783134,0.00668798884311496,8.6754842657032e-06,-1.47014555678423,1.56351612194351,4.60693474102307e-05,1.46179794038036e-06,0.945,0.00509779364038993,0.945,0.00509779364038993,0.9445,0.00511955808639769,0.1175,0.00720047741472744,1,0,0,0.0261318840602342,1355.63097074575,1670.68919266542,7.61832057826522,2000,2000
36,8000,140,"above",16,"heterogeneous","fixed","fixed","c45-h24",-0.00254371289606629,5.99669244997835e-05,7.50590828386081e-05,0.00335674423111831,5.30880601392742e-05,0.00336678742451181,4.52799605179515e-06,0.2991944783995,1.59199127153217,1.12656939992634e-05,3.49365282384754e-07,0.955,0.00463546114210873,0.955,0.00463546114210873,0.9565,0.00456112650559048,0.1115,0.00703803061942757,1,0,0,0.0131727911764042,2712.97910962663,3339.78263289377,8.09674517249716,2000,2000
7,4000,35,"below",16,"null","fixed","fixed","c45-h36",0,-0.000140988657507891,9.46123088992042e-05,0.00423119108413658,6.69177367322289e-05,0.00431335333459506,9.31055050601982e-06,1.94182320828113,1.6271919277831,1.79139043030275e-05,5.63249087509856e-07,0.953,0.00473238840333293,0.953,0.00473238840333293,0.9515,0.00480352734977121,0.047,0.00473238840333293,1,0,0,0.0167898713121432,1355.24561586662,1669.3242281542,7.63859935813428,2000,2000
8,8000,35,"below",16,"null","fixed","fixed","c45-h36",0,2.64112899114142e-05,4.815329744997e-05,0.002153480928778,3.40580387376309e-05,0.00215308452692767,4.83290791480673e-06,-0.0184074929587275,1.59708972425352,4.63585892679004e-06,1.45885955736852e-07,0.954,0.00468422885862764,0.954,0.00468422885862764,0.955,0.00463546114210873,0.046,0.00468422885862764,1,0,0,0.00836497476849976,2715.46161784992,3339.17323979431,8.11294428490164,2000,2000
9,4000,70,"boundary",16,"null","fixed","fixed","c45-h36",0,-6.19452559597008e-05,0.000137227026516458,0.00613697919281932,9.70584286528511e-05,0.00603349022166165,9.23929550568632e-06,-1.6863177779511,1.56213619515583,3.76475195710267e-05,1.20945835065556e-06,0.949,0.00491929873051028,0.949,0.00491929873051028,0.949,0.00491929873051028,0.051,0.00491929873051027,1,0,0,0.0235413916038018,1356.15473317293,1670.24656651934,7.5855013553698,2000,2000
10,8000,70,"boundary",16,"null","fixed","fixed","c45-h36",0,-6.88585411128685e-06,6.85263321330254e-05,0.00306459073796346,4.84675525442297e-05,0.00303632669449814,4.70722678452435e-06,-0.922277911865654,1.5744584882539,9.38706794800266e-06,2.97116925875252e-07,0.9465,0.00503178646208283,0.9465,0.00503178646208283,0.947,0.0050095408971282,0.0535,0.00503178646208283,1,0,0,0.0118694743899159,2712.68271620738,3343.83078572768,8.10737338597163,2000,2000
11,4000,140,"above",16,"null","fixed","fixed","c45-h36",0,0.000161072880930592,0.000184487321248369,0.00825052382596388,0.000130484861191632,0.00836845076380822,8.2192000467125e-06,1.429326674668,1.60722989077502,6.80630523040674e-05,2.20270590707155e-06,0.955,0.00463546114210873,0.955,0.00463546114210873,0.9545,0.00465992220965114,0.045,0.00463546114210873,1,0,0,0.0327938497543659,1354.94035656843,1669.10286035071,7.6652040369601,2000,2000
12,8000,140,"above",16,"null","fixed","fixed","c45-h36",0,-2.5953099675403e-05,9.4426578972559e-05,0.00422288498930788,6.67863729965888e-05,0.00425616570733826,4.51065395716863e-06,0.788103822733599,1.59757322939404,1.78245148174881e-05,5.37038211769665e-07,0.953,0.00473238840333293,0.953,0.00473238840333293,0.9525,0.00475624589355933,0.047,0.00473238840333293,1,0,0,0.0166561477478666,2714.53577139227,3341.4138931647,8.08608910568842,2000,2000
19,4000,35,"below",16,"homogeneous","fixed","fixed","c45-h36",-0.00350078953136576,-8.11608661427466e-06,9.05206507989558e-05,0.00404820657107972,6.40237739620949e-05,0.00406572230344135,9.53470376589724e-06,0.432678818486454,1.60574473785262,1.63798483247739e-05,5.14134847683703e-07,0.953,0.00473238840333293,0.953,0.00473238840333293,0.953,0.00473238840333293,0.1255,0.00740775775791838,1,0,0,0.0158245866147429,1354.5023147058,1670.72068698735,7.61705371993664,2000,2000
20,8000,35,"below",16,"homogeneous","fixed","fixed","c45-h36",-0.00175547873845626,-3.25605117374095e-05,4.50167651489806e-05,0.00201321094000528,3.18396208043645e-05,0.0020324994590481,4.91719322519187e-06,0.95809726936833,1.6152601370941,4.05205196673707e-06,1.32256349056765e-07,0.949,0.00491929873051028,0.949,0.00491929873051028,0.946,0.00505390937789747,0.1255,0.00740775775791838,1,0,0,0.00789652588665338,2711.58152608833,3342.62177170263,8.1192258352362,2000,2000
21,4000,70,"boundary",16,"homogeneous","fixed","fixed","c45-h36",-0.00695422111916294,1.29619743761309e-07,0.000127179821079372,0.00568765450599472,8.99522047782196e-05,0.00569339866164176,9.22506700618995e-06,0.10099339966918,1.59141837757274,3.23332390894735e-05,1.01152181385766e-06,0.9525,0.00475624589355933,0.9525,0.00475624589355933,0.9525,0.00475624589355933,0.228,0.00938125791138907,1,0,0,0.0222453429104412,1355.53979519367,1671.89722223918,7.58952344729568,2000,2000
22,8000,70,"boundary",16,"homogeneous","fixed","fixed","c45-h36",-0.0034980777112541,0.000103710425853068,6.50182362328142e-05,0.00290770391987425,4.59863337618846e-05,0.00286078847352775,4.88728662443417e-06,-1.61348774288291,1.56506809280458,8.46127056703987e-06,2.73097111834894e-07,0.941,0.00526872849936301,0.941,0.00526872849936301,0.9445,0.00511955808639769,0.212,0.00913936540466569,1,0,0,0.0111537126357068,2713.49119757752,3341.96432018306,8.05939935752511,2000,2000
23,4000,140,"above",16,"homogeneous","fixed","fixed","c45-h36",-0.0137473860422454,-0.000142382882229112,0.000178506623475462,0.00798305889050188,0.000126254811595562,0.00789627827942363,8.83145392727208e-06,-1.08705963802288,1.56824885044765,6.37176375197483e-05,2.0632041672845e-06,0.9475,0.00498717104178311,0.9475,0.00498717104178311,0.9465,0.00503178646208283,0.4205,0.0110381101190376,1,0,0,0.0308582007977343,1354.52902227391,1669.73539778764,7.61119559247022,2000,2000
24,8000,140,"above",16,"homogeneous","fixed","fixed","c45-h36",-0.00696229486144805,0.000130739453344648,8.94226445992962e-05,0.00399910224103661,6.32471721578048e-05,0.00401000777968039,4.50045983881428e-06,0.272699670737886,1.58983507045882,1.60019151295578e-05,4.98432868352881e-07,0.9515,0.00480352734977121,0.9515,0.00480352734977121,0.9495,0.00489641450451246,0.3855,0.0108832382589007,1,0,0,0.0156911557381669,2715.41465391411,3339.2481654551,8.02241924731167,2000,2000
31,4000,35,"below",16,"heterogeneous","fixed","fixed","c45-h36",-0.0018903574360814,7.87027207537398e-05,9.08895148056522e-05,0.00406470267094824,6.42846654335883e-05,0.0041352017900288,8.9439770420127e-06,1.73442253438236,1.62394126270087,1.65197410175662e-05,5.1654172218395e-07,0.9505,0.0048502448391808,0.9505,0.0048502448391808,0.949,0.00491929873051028,0.058,0.00522666241496426,1,0,0,0.0160523229247751,1355.28763938762,1668.63111024333,7.58297389795785,2000,2000
32,8000,35,"below",16,"heterogeneous","fixed","fixed","c45-h36",-0.000943402663204668,-9.74107240375039e-05,4.51048795255953e-05,0.00201715153472339,3.19019426600007e-05,0.00208023788482725,4.75804128472975e-06,3.12749682003977,1.64796517897898,4.07635471303743e-06,1.29757837066602e-07,0.952,0.00477995815881269,0.952,0.00477995815881269,0.9505,0.0048502448391808,0.072,0.0057799653978203,1,0,0,0.00808844091502448,2714.75388835707,3341.32239896825,8.07014979166929,2000,2000
33,4000,70,"boundary",16,"heterogeneous","fixed","fixed","c45-h36",-0.00379132496472473,3.2173184131055e-05,0.000127323123534441,0.00569406318661228,9.00535602579979e-05,0.00577540069854283,9.15169262806611e-06,1.42846170238828,1.61215750963254,3.24071795091237e-05,1.03485529214198e-06,0.9575,0.00451075104611194,0.9575,0.00451075104611194,0.9575,0.00451075104611194,0.0955,0.00657190041007926,1,0,0,0.0225363770147347,1356.07751690386,1668.70525567158,7.61950886644516,2000,2000
34,8000,70,"boundary",16,"heterogeneous","fixed","fixed","c45-h36",-0.00189083491356822,6.53991687711447e-06,6.73322788750925e-05,0.0030111910528936,4.76230182284703e-05,0.00291678212938905,4.56750887342687e-06,-3.13526846507556,1.53944004847029,9.06278069176072e-06,2.74032484145646e-07,0.945,0.00509779364038993,0.945,0.00509779364038993,0.945,0.00509779364038993,0.103,0.00679672715356443,1,0,0,0.0114051520381935,2714.04446069901,3338.89238357233,8.02691543316758,2000,2000
35,4000,140,"above",16,"heterogeneous","fixed","fixed","c45-h36",-0.00761646067030564,9.68484134869827e-05,0.000180958173990354,0.00809269556253332,0.000127988753128645,0.00803453013589612,8.17087086194812e-06,-0.71873983381372,1.57340999116174,6.54683552223074e-05,2.14867697393065e-06,0.9445,0.00511955808639769,0.9445,0.00511955808639769,0.945,0.00509779364038993,0.154,0.00807105941001551,1,0,0,0.0314968581704641,1355.63097074575,1670.68919266542,7.61832057826522,2000,2000
36,8000,140,"above",16,"heterogeneous","fixed","fixed","c45-h36",-0.00379316745671582,4.86824819239606e-06,9.25051003606338e-05,0.00413695385343635,6.54273426401221e-05,0.00408642991989962,4.42947028497479e-06,-1.22128346910998,1.56588413817492,1.71058536917096e-05,5.3396136273587e-07,0.944,0.00514120608417908,0.944,0.00514120608417908,0.945,0.00509779364038993,0.1505,0.00799530330881825,1,0,0,0.0159828808029237,2712.97910962663,3339.78263289377,8.09674517249716,2000,2000
7,4000,35,"below",16,"null","fixed","fixed","c45-h48",0,-0.000174370926692233,0.000108863684493574,0.00486853197617444,7.6997501312461e-05,0.00495399575432023,9.26587693355694e-06,1.75543220346572,1.62051204741641,2.3721157521307e-05,7.37061794623483e-07,0.9535,0.00470838348055891,0.9535,0.00470838348055891,0.9545,0.00465992220965114,0.0465,0.00470838348055891,1,0,0,0.0193241072738988,1355.24561586662,1669.3242281542,7.63859935813428,2000,2000
8,8000,35,"below",16,"null","fixed","fixed","c45-h48",0,-4.3142420140492e-06,5.46070827437162e-05,0.0024421029813581,3.86226953900052e-05,0.00247899365396481,4.73217432968753e-06,1.51061085008755,1.61707708663395,5.96090365075653e-06,1.92492598362978e-07,0.955,0.00463546114210873,0.955,0.00463546114210873,0.955,0.00463546114210873,0.045,0.00463546114210873,1,0,0,0.00967422833771815,2715.46161784992,3339.17323979431,8.11294428490164,2000,2000
9,4000,70,"boundary",16,"null","fixed","fixed","c45-h48",0,-0.000129422308885465,0.000158423045255953,0.00708489396789671,0.000112050025605548,0.00689247670608773,8.85982411734991e-06,-2.71588061417533,1.54365529511571,5.01873748091082e-05,1.6336631331156e-06,0.9435,0.00516273909857936,0.9435,0.00516273909857936,0.9435,0.00516273909857936,0.0565,0.00516273909857936,1,0,0,0.0269739058454995,1356.15473317293,1670.24656651934,7.5855013553698,2000,2000
10,8000,70,"boundary",16,"null","fixed","fixed","c45-h48",0,-0.000108933885880894,7.74252660971878e-05,0.00346256316338644,5.47616228099256e-05,0.00349142432221034,4.59820398592873e-06,0.833520067708426,1.60023638256934,1.19952155801036e-05,3.73182678081695e-07,0.9525,0.00475624589355933,0.9525,0.00475624589355933,0.9515,0.00480352734977121,0.0475,0.00475624589355933,1,0,0,0.0136516302446495,2712.68271620738,3343.83078572768,8.10737338597163,2000,2000
11,4000,140,"above",16,"null","fixed","fixed","c45-h48",0,7.37094729135973e-05,0.000209974142372283,0.00939032911723286,0.00014851127240551,0.00948535919434496,7.92586157975105e-06,1.01199942968664,1.59976754407687,8.81396248758836e-05,2.79341814821295e-06,0.956,0.00458606585212206,0.956,0.00458606585212206,0.956,0.00458606585212206,0.044,0.00458606585212206,1,0,0,0.0371841201524904,1354.94035656843,1669.10286035071,7.6652040369601,2000,2000
12,8000,140,"above",16,"null","fixed","fixed","c45-h48",0,-8.39216441315622e-06,0.00010871782211555,0.00486200881232198,7.68943352410971e-05,0.00486686628490281,4.43319878212831e-06,0.099906700467578,1.58573794179674,2.36273805546745e-05,7.54667791407221e-07,0.949,0.00491929873051028,0.949,0.00491929873051028,0.9485,0.00494205169944629,0.051,0.00491929873051027,1,0,0,0.0190458158065913,2714.53577139227,3341.4138931647,8.08608910568842,2000,2000
19,4000,35,"below",16,"homogeneous","fixed","fixed","c45-h48",-0.00464151454693754,6.17744125614886e-05,0.000103433781322019,0.00462569932411765,7.31570197182242e-05,0.00466598643389701,9.22878534949275e-06,0.870940953064325,1.60773563774044,2.13902117680712e-05,6.46313826303568e-07,0.9525,0.00475624589355933,0.9525,0.00475624589355933,0.9535,0.00470838348055891,0.1605,0.00820791538699078,1,0,0,0.0181825302012308,1354.5023147058,1670.72068698735,7.61705371993664,2000,2000
20,8000,35,"below",16,"homogeneous","fixed","fixed","c45-h48",-0.00233407507255691,-3.63853196657638e-05,5.20318153250934e-05,0.00232693352119248,3.68012509168756e-05,0.0023447428367419,4.84004416200735e-06,0.765355580089255,1.6071553952448,5.41323619373041e-06,1.7736447980709e-07,0.9515,0.00480352734977121,0.9515,0.00480352734977121,0.952,0.00477995815881269,0.1625,0.00824905297594821,1,0,0,0.00912721003872333,2711.58152608833,3342.62177170263,8.1192258352362,2000,2000
21,4000,70,"boundary",16,"homogeneous","fixed","fixed","c45-h48",-0.00916809836151708,-3.17134961113319e-05,0.00014540207984922,0.00650257869225416,0.000102840510002081,0.00651817767304079,9.24081479168118e-06,0.239889150518335,1.59168487144682,4.22633936299689e-05,1.33069463206238e-06,0.948,0.00496467521596328,0.948,0.00496467521596328,0.948,0.00496467521596328,0.2865,0.0101098405031929,1,0,0,0.0254926512941439,1355.53979519367,1671.89722223918,7.58952344729568,2000,2000
22,8000,70,"boundary",16,"homogeneous","fixed","fixed","c45-h48",-0.0046379385430832,0.000128855425373867,7.29238559746959e-05,0.00326125398281648,5.15778491444756e-05,0.00329394983208798,4.76240498681049e-06,1.00255452178126,1.60405098286999,1.06470633723144e-05,3.3800035054518e-07,0.95,0.00487339717240448,0.95,0.00487339717240448,0.95,0.00487339717240448,0.264,0.00985657141200732,1,0,0,0.0128653273942365,2713.49119757752,3341.96432018306,8.05939935752511,2000,2000
23,4000,140,"above",16,"homogeneous","fixed","fixed","c45-h48",-0.0179154737812322,-0.000168514321771394,0.000202860436626829,0.00907219452485756,0.000143479864824368,0.00896234993128247,8.31011003634635e-06,-1.21078305005606,1.56506817412026,8.2291958216749e-05,2.64971503048877e-06,0.942,0.00522666241496426,0.942,0.00522666241496426,0.941,0.00526872849936301,0.519,0.0111722647659282,1,0,0,0.0350884268798969,1354.52902227391,1669.73539778764,7.61119559247022,2000,2000
24,8000,140,"above",16,"homogeneous","fixed","fixed","c45-h48",-0.00917850833262007,4.47912333929345e-05,0.00010227324209156,0.0045737984319204,7.23361893252778e-05,0.00459545882568741,4.45807132500134e-06,0.473575608751031,1.59201058596561,2.09111785343785e-05,6.49570545637102e-07,0.956,0.00458606585212206,0.956,0.00458606585212206,0.9545,0.00465992220965114,0.5095,0.0111783216539872,1,0,0,0.0179794012331343,2715.41465391411,3339.2481654551,8.02241924731167,2000,2000
31,4000,35,"below",16,"heterogeneous","fixed","fixed","c45-h48",-0.00251319383682007,0.00011981339697668,0.000102687903681989,0.00459234266199756,7.26294726777734e-05,0.00475289320521772,8.89721700175355e-06,3.49604885865207,1.64825147437366,2.10934215697353e-05,6.63773280907369e-07,0.9545,0.00465992220965114,0.9545,0.00465992220965114,0.956,0.00458606585212206,0.068,0.00562920953598283,1,0,0,0.0185513591057004,1355.28763938762,1668.63111024333,7.58297389795785,2000,2000
32,8000,35,"below",16,"heterogeneous","fixed","fixed","c45-h48",-0.00125607389178641,-8.2535460165882e-05,5.27349623228047e-05,0.00235837921089363,3.72985752737627e-05,0.00239441566847203,4.7835080733943e-06,1.52801794605153,1.61846034308364,5.56598362830888e-06,1.7623545371118e-07,0.95,0.00487339717240448,0.95,0.00487339717240448,0.947,0.0050095408971282,0.079,0.00603154209137265,1,0,0,0.00935344365565947,2714.75388835707,3341.32239896825,8.07014979166929,2000,2000
33,4000,70,"boundary",16,"heterogeneous","fixed","fixed","c45-h48",-0.00502521695392814,4.79952132335933e-05,0.000148290145818296,0.00663173692886133,0.000104883191767621,0.00661399538546769,9.02228225957081e-06,-0.26752483676532,1.58315962314382,4.39602482667697e-05,1.38407273828099e-06,0.947,0.0050095408971282,0.947,0.0050095408971282,0.947,0.0050095408971282,0.113,0.00707923018413726,1,0,0,0.0258841157841486,1356.07751690386,1668.70525567158,7.61950886644516,2000,2000
34,8000,70,"boundary",16,"heterogeneous","fixed","fixed","c45-h48",-0.00251382261105506,3.2070283648328e-05,7.65700957826361e-05,0.00342431878427289,5.41567748505405e-05,0.00335239473530388,4.48620654757317e-06,-2.10038998995465,1.55384868019866,1.17211246598493e-05,3.70724539440958e-07,0.9465,0.00503178646208283,0.9465,0.00503178646208283,0.947,0.0050095408971282,0.1195,0.00725326650551322,1,0,0,0.013131385699156,2714.04446069901,3338.89238357233,8.02691543316758,2000,2000
35,4000,140,"above",16,"heterogeneous","fixed","fixed","c45-h48",-0.0100311871541865,0.00013224077897142,0.000207618193554021,0.00928496788304999,0.000146844948386898,0.00910681681143988,7.83571607726422e-06,-1.91870423090343,1.5534832314911,8.6185010898598e-05,2.76093487899354e-06,0.9485,0.00494205169944629,0.9485,0.00494205169944629,0.9485,0.00494205169944629,0.185,0.00868259753760359,1,0,0,0.0356517599899489,1355.63097074575,1670.68919266542,7.61832057826522,2000,2000
36,8000,140,"above",16,"heterogeneous","fixed","fixed","c45-h48",-0.00502771026755517,-5.8000304057752e-06,0.000101725481491367,0.00454930183317187,7.19487672227792e-05,0.00467471893264025,4.35939437133617e-06,2.75684278747754,1.62795738763718,2.0685832736069e-05,6.52570695566446e-07,0.956,0.00458606585212206,0.956,0.00458606585212206,0.956,0.00458606585212206,0.1805,0.00859999273255507,1,0,0,0.0183144103836683,2712.97910962663,3339.78263289377,8.09674517249716,2000,2000
7,4000,35,"below",16,"null","fixed","fixed","c45-h60",0,-0.000131252552230236,0.000122253303353546,0.00546733393544864,8.64677594664083e-05,0.00550695907845612,9.16803321890863e-06,0.72476171156417,1.60179814822851,2.98940217239943e-05,9.33068909166045e-07,0.9505,0.0048502448391808,0.9505,0.0048502448391808,0.9485,0.00494205169944629,0.0495,0.0048502448391808,1,0,0,0.0215291111949292,1355.24561586662,1669.3242281542,7.63859935813428,2000,2000
8,8000,35,"below",16,"null","fixed","fixed","c45-h60",0,2.91914018043793e-05,6.05339666304033e-05,0.00270716128666571,4.28146833055982e-05,0.00276914814502844,4.61289931421482e-06,2.28973643602415,1.62669633150364,7.32591000884486e-06,2.3037167621996e-07,0.957,0.00453602248671675,0.957,0.00453602248671675,0.9575,0.00451075104611194,0.043,0.00453602248671675,1,0,0,0.0108100157909561,2715.46161784992,3339.17323979431,8.11294428490164,2000,2000
9,4000,70,"boundary",16,"null","fixed","fixed","c45-h60",0,-8.14848677887038e-05,0.000175358366784814,0.00784226457108369,0.000124028101193485,0.00763212896087194,8.59852834688061e-06,-2.67952717365044,1.54305696344276,6.14770028297514e-05,1.96089637935542e-06,0.946,0.00505390937789747,0.946,0.00505390937789747,0.9465,0.00503178646208283,0.054,0.00505390937789747,1,0,0,0.0298527260734815,1356.15473317293,1670.24656651934,7.5855013553698,2000,2000
10,8000,70,"boundary",16,"null","fixed","fixed","c45-h60",0,-0.000111801171369692,8.53422813961325e-05,0.00381662285113336,6.03611980834158e-05,0.00388515840675102,4.54847961984096e-06,1.79571202843138,1.61433902637426,1.4571826184719e-05,4.50717330266022e-07,0.9585,0.00445969449626317,0.9585,0.00445969449626317,0.9575,0.00451075104611194,0.0415,0.00445969449626317,1,0,0,0.015184836447938,2712.68271620738,3343.83078572768,8.10737338597163,2000,2000
11,4000,140,"above",16,"null","fixed","fixed","c45-h60",0,2.45107211270629e-05,0.000231828532945158,0.0103676871757885,0.000163968524974592,0.01040751597127,7.70357354586544e-06,0.384162781980746,1.58934776701021,0.000107435793681771,3.34618009276543e-06,0.955,0.00463546114210873,0.955,0.00463546114210873,0.9545,0.00465992220965114,0.045,0.00463546114210873,1,0,0,0.0407968949361035,1354.94035656843,1669.10286035071,7.6652040369601,2000,2000
12,8000,140,"above",16,"null","fixed","fixed","c45-h60",0,3.66640732341434e-06,0.000120372843175858,0.00538323719972282,8.51377407767682e-05,0.00539179131157273,4.3557038047806e-06,0.158902748152068,1.58611249966046,2.8964766569648e-05,8.9969621444018e-07,0.952,0.00477995815881269,0.952,0.00477995815881269,0.9515,0.00480352734977121,0.048,0.00477995815881269,1,0,0,0.0211230983906718,2714.53577139227,3341.4138931647,8.08608910568842,2000,2000
19,4000,35,"below",16,"homogeneous","fixed","fixed","c45-h60",-0.00576937803444244,5.37072488475831e-05,0.000115697870646165,0.00517416607233605,8.18312092629278e-05,0.00518629394586912,9.10197193059088e-06,0.234392815451301,1.59497174088968,2.67614930154202e-05,8.17265308802447e-07,0.956,0.00458606585212206,0.956,0.00458606585212206,0.955,0.00463546114210873,0.1905,0.00878093816172281,1,0,0,0.0202414217043156,1354.5023147058,1670.72068698735,7.61705371993664,2000,2000
20,8000,35,"below",16,"homogeneous","fixed","fixed","c45-h60",-0.00290941993318624,-5.27288809915001e-05,5.78885180992505e-05,0.00258885323173302,4.0943600880848e-05,0.00261470861655952,4.74125663312651e-06,0.998719607182696,1.60779406853794,6.7015903098174e-06,2.15935756713205e-07,0.9515,0.00480352734977121,0.9515,0.00480352734977121,0.952,0.00477995815881269,0.189,0.00875439889427024,1,0,0,0.010198434832482,2711.58152608833,3342.62177170263,8.1192258352362,2000,2000
21,4000,70,"boundary",16,"homogeneous","fixed","fixed","c45-h60",-0.0113317906749274,4.54619941371244e-05,0.000163663727055251,0.00731926438293026,0.000115756674021838,0.0072168519599792,9.06373423606281e-06,-1.39921742941675,1.5643143227678,5.35469120845888e-05,1.68532841228948e-06,0.945,0.00509779364038993,0.945,0.00509779364038993,0.9445,0.00511955808639769,0.3515,0.0106758547667154,1,0,0,0.0282277294507238,1355.53979519367,1671.89722223918,7.58952344729568,2000,2000
22,8000,70,"boundary",16,"homogeneous","fixed","fixed","c45-h60",-0.00576495722390466,0.000146520183491811,8.10190881916224e-05,0.00362328377343036,5.730347432561e-05,0.00366461627525232,4.66491741532174e-06,1.14074702415117,1.60474861928459,1.31430893743229e-05,3.97897274894634e-07,0.9545,0.00465992220965114,0.9545,0.00465992220965114,0.953,0.00473238840333293,0.335,0.0105540276671989,1,0,0,0.0143345903348569,2713.49119757752,3341.96432018306,8.05939935752511,2000,2000
23,4000,140,"above",16,"homogeneous","fixed","fixed","c45-h60",-0.0218916300874799,-0.000272500465859142,0.000224969895213817,0.010060959571782,0.000159117522822889,0.00985398471626583,7.91469718460172e-06,-2.0572079038729,1.55099512968774,0.000101246552555172,3.29654837473793e-06,0.939,0.00535158854920668,0.939,0.00535158854920668,0.938,0.00539240206216117,0.6225,0.0108395975478797,1,0,0,0.0385871311519038,1354.52902227391,1669.73539778764,7.61119559247022,2000,2000
24,8000,140,"above",16,"homogeneous","fixed","fixed","c45-h60",-0.0113443712327637,7.4466909397857e-05,0.000110631944606538,0.00494761097246421,7.82481627336876e-05,0.00509455671550725,4.30689820735816e-06,2.97003430263343,1.63083129726053,2.44721602282761e-05,7.38851862000942e-07,0.962,0.00427527776875375,0.962,0.00427527776875375,0.9605,0.00435544199823623,0.603,0.010940543862167,1,0,0,0.019938960021558,2715.41465391411,3339.2481654551,8.02241924731167,2000,2000
31,4000,35,"below",16,"heterogeneous","fixed","fixed","c45-h60",-0.00313239084036802,0.000146213665908068,0.000114606298243511,0.00512534947044209,8.1059157977901e-05,0.00529247789583678,8.94554934330535e-06,3.26082009350814,1.64240535946721,2.62774510266623e-05,8.54243534439673e-07,0.9585,0.00445969449626317,0.9585,0.00445969449626317,0.9595,0.00440793318914885,0.073,0.00581682903307292,1,0,0,0.020660699830968,1355.28763938762,1668.63111024333,7.58297389795785,2000,2000
32,8000,35,"below",16,"heterogeneous","fixed","fixed","c45-h60",-0.00156784700364979,-7.19439187521168e-05,5.96153396580539e-05,0.00266607903954295,4.21649534913064e-05,0.00266748385198904,4.71401195828432e-06,0.0526920779636564,1.59221561908947,7.10959938381313e-06,2.25154441860504e-07,0.948,0.00496467521596328,0.948,0.00496467521596328,0.946,0.00505390937789747,0.0925,0.00647857044416436,1,0,0,0.0104226148380583,2714.75388835707,3341.32239896825,8.07014979166929,2000,2000
33,4000,70,"boundary",16,"heterogeneous","fixed","fixed","c45-h60",-0.00624420904146077,-4.02716766011258e-05,0.000165952030616973,0.00742160042927356,0.000117375153658245,0.00733109848437927,8.66401135313918e-06,-1.21943973886436,1.56660410415746,5.50542346632638e-05,1.68729702637187e-06,0.9405,0.00528960064655168,0.9405,0.00528960064655168,0.9405,0.00528960064655168,0.127,0.00744550199785078,1,0,0,0.0287267551075211,1356.07751690386,1668.70525567158,7.61950886644516,2000,2000
