"n","event_target","truth_scenario","effect","theta0","theta1","lambda","calibration_draws","candidate","c","h","truth","truth_mcse","truth_draws","truth_mcse_pass"
4000,35,7,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c45-h60",45,60,-0.00576937803444244,2.36463626894895e-06,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c60-h24",60,24,-0.00169121530200601,1.04155057878348e-06,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c60-h36",60,36,-0.00252758914826296,1.55108184507392e-06,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c60-h48",60,48,-0.00335786077638612,2.05322334068824e-06,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c60-h60",60,60,-0.00418207008492532,2.54805371683258e-06,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c55-h24",55,24,-0.00145716798948545,7.54658138166025e-07,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c55-h36",55,36,-0.00217866816746455,1.12448673981116e-06,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c55-h48",55,48,-0.00289548362418641,1.4893828558199e-06,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c55-h60",55,60,-0.0036076425009372,1.84939671218791e-06,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c50-h24",50,24,-0.00128650662394766,5.84141168446046e-07,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c50-h36",50,36,-0.0019240314235497,8.70813703929353e-07,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c50-h48",50,48,-0.00255776615093107,1.15393461193197e-06,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c50-h60",50,60,-0.003187732340626,1.43353875187967e-06,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c45-h24",45,24,-0.00117361289666922,5.25698259313039e-07,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c45-h36",45,36,-0.00175547873845626,7.83933509710461e-07,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c45-h48",45,48,-0.00233407507255691,1.03913193936974e-06,2000000,TRUE
8000,35,8,"homogeneous",-0.287682072,0,0.000153775122859788,10000000,"c45-h60",45,60,-0.00290941993318624,1.29132250889598e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c60-h24",60,24,-0.0067211966444788,4.30594250663048e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c60-h36",60,36,-0.00993428021582048,6.26738711503667e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c60-h48",60,48,-0.0130524603110041,8.10831514776913e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c60-h60",60,60,-0.0160782292575361,9.83383427090125e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c55-h24",55,24,-0.00580566245975624,3.12604478655162e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c55-h36",55,36,-0.00859504629653874,4.56330838670709e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c55-h48",55,48,-0.0113112284670269,5.9211518268844e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c55-h60",55,60,-0.0139559732032351,7.20272936775144e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c50-h24",50,24,-0.00513557101797908,2.5338024373554e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c50-h36",50,36,-0.00761143746013485,3.70495750383095e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c50-h48",50,48,-0.0100278863987146,4.81551077543054e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c50-h60",50,60,-0.0123862710794518,5.86777047546307e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c45-h24",45,24,-0.00468902521645792,2.31037561888562e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c45-h36",45,36,-0.00695422111916294,3.38311058020393e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c45-h48",45,48,-0.00916809836151708,4.40357976000511e-06,2000000,TRUE
4000,70,9,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c45-h60",45,60,-0.0113317906749274,5.37371671047911e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c60-h24",60,24,-0.00337492021109401,2.02492875563112e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c60-h36",60,36,-0.00502546368876779,2.99108141516038e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c60-h48",60,48,-0.00665182578463732,3.92725865742104e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c60-h60",60,60,-0.00825432331465037,4.83411730617581e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c55-h24",55,24,-0.00290899147364802,1.45707977605213e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c55-h36",55,36,-0.00433516762246915,2.15485540298045e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c55-h48",55,48,-0.00574276682486417,2.83270241787314e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c55-h60",55,60,-0.00713201253779958,3.49104524181851e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c50-h24",50,24,-0.00256999201571909,1.19726555846265e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c50-h36",50,36,-0.00383207140079365,1.77287224078018e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c50-h48",50,48,-0.00507910479174905,2.33354725722114e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c50-h60",50,60,-0.00631126331725979,2.87959683392611e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c45-h24",45,24,-0.0023452313849407,1.02637278210029e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c45-h36",45,36,-0.0034980777112541,1.52072695757035e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c45-h48",45,48,-0.0046379385430832,2.00286162252839e-06,2000000,TRUE
8000,70,10,"homogeneous",-0.287682072,0,0.00030927963450513,10000000,"c45-h60",45,60,-0.00576495722390466,2.47302186033934e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c60-h24",60,24,-0.0133540530583658,6.98469270972249e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c60-h36",60,36,-0.0194393630774733,9.82749709844875e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c60-h48",60,48,-0.0251579792478823,1.22881527995643e-05,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c60-h60",60,60,-0.0305293212028827,1.44009842867067e-05,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c55-h24",55,24,-0.0115743749179512,5.25784844646497e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c55-h36",55,36,-0.0169047267058082,7.4486423478385e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c55-h48",55,48,-0.0219502263974119,9.37966157102546e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c55-h60",55,60,-0.0267247050846117,1.1072762504665e-05,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c50-h24",50,24,-0.0102572352441359,4.45035985344016e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c50-h36",50,36,-0.0150151377825194,6.33502725812375e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c50-h48",50,48,-0.0195410118622658,8.01644091949242e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c50-h60",50,60,-0.0238454906665659,9.51070691145131e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c45-h24",45,24,-0.00937844571726644,3.832850569509e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c45-h36",45,36,-0.0137473860422454,5.4691868149668e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c45-h48",45,48,-0.0179154737812322,6.93804654435099e-06,2000000,TRUE
4000,140,11,"homogeneous",-0.287682072,0,0.00128064302305361,10000000,"c45-h60",45,60,-0.0218916300874799,8.25248017028161e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c60-h24",60,24,-0.00672915547658031,4.13740724889201e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c60-h36",60,36,-0.00994576706328144,6.02348208104016e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c60-h48",60,48,-0.0130671926974671,7.79459777365691e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c60-h60",60,60,-0.0160959378863625,9.45559596413782e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c55-h24",55,24,-0.00581336708959641,2.9058525675793e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c55-h36",55,36,-0.00860621393419599,4.24162811958981e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c55-h48",55,48,-0.0113256140287979,5.50345425312503e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c55-h60",55,60,-0.0139733419606986,6.69429239450625e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c50-h24",50,24,-0.00514120781712805,2.38837008076605e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c50-h36",50,36,-0.00761960148934478,3.49269900071119e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c50-h48",50,48,-0.0100383942550164,4.54015564659812e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c50-h60",50,60,-0.0123989470369226,5.53290562667928e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c45-h24",45,24,-0.0046945900944412,2.12181413224074e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c45-h36",45,36,-0.00696229486144805,3.10583072366885e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c45-h48",45,48,-0.00917850833262007,4.04113168910649e-06,2000000,TRUE
8000,140,12,"homogeneous",-0.287682072,0,0.000625616841839842,10000000,"c45-h60",45,60,-0.0113443712327637,4.92953592015683e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c60-h24",60,24,-2.71315312758025e-05,2.12159277439354e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c60-h36",60,36,-4.48610497542148e-05,3.14522496422531e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c60-h48",60,48,-6.52479650004242e-05,4.14486073079294e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c60-h60",60,60,-8.82061245508908e-05,5.12106575288553e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c55-h24",55,24,-0.000728276049954213,1.61559865962092e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c55-h36",55,36,-0.00108983054822876,2.39864471119684e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c55-h48",55,48,-0.0014496297084272,3.16567223485653e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c55-h60",55,60,-0.00180765008818205,3.91703252263617e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c50-h24",50,24,-0.00109718881998844,1.30506435179576e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c50-h36",50,36,-0.00164087238321937,1.94002123250007e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c50-h48",50,48,-0.00218127580333215,2.56359218215536e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c50-h60",50,60,-0.00271839521653531,3.17601745513802e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c45-h24",45,24,-0.00126388019662158,1.15650773378575e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c45-h36",45,36,-0.0018903574360814,1.7207461808714e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c45-h48",45,48,-0.00251319383682007,2.27590225683921e-06,2000000,TRUE
4000,35,13,"heterogeneous",-0.287682072,0.25,0.00030927963450513,10000000,"c45-h60",45,60,-0.00313239084036802,2.82216551225821e-06,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c60-h24",60,24,-1.11115468432905e-05,9.70841478846536e-07,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c60-h36",60,36,-1.77334271556345e-05,1.44700505443037e-06,2000000,TRUE
8000,35,14,"heterogeneous",-0.287682072,0.25,0.000153775122859788,10000000,"c60-h48",60,48,-2.50509928857775e-05,1.91710270950559e-06,2000000,TRUE
