"scenario","n","event_target","K","effect","method","selector","candidate","frequency","count","denominator"
24,8000,140,16,"homogeneous","bonferroni","prognostic_high","c55-h24",5e-04,1,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_high","c55-h24",0.002,4,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_high","c55-h24",5e-04,1,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_high","c55-h24",5e-04,1,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_high","c55-h24",5e-04,1,2000
7,4000,35,16,"null","naive","prognostic_high","c55-h24",0.0015,3,2000
8,8000,35,16,"null","naive","prognostic_high","c55-h24",0.0045,9,2000
9,4000,70,16,"null","naive","prognostic_high","c55-h24",0.003,6,2000
10,8000,70,16,"null","naive","prognostic_high","c55-h24",0.001,2,2000
19,4000,35,16,"homogeneous","naive","prognostic_high","c55-h24",0.0075,15,2000
20,8000,35,16,"homogeneous","naive","prognostic_high","c55-h24",0.006,12,2000
21,4000,70,16,"homogeneous","naive","prognostic_high","c55-h24",0.0025,5,2000
22,8000,70,16,"homogeneous","naive","prognostic_high","c55-h24",0.0025,5,2000
24,8000,140,16,"homogeneous","naive","prognostic_high","c55-h24",5e-04,1,2000
31,4000,35,16,"heterogeneous","naive","prognostic_high","c55-h24",0.002,4,2000
32,8000,35,16,"heterogeneous","naive","prognostic_high","c55-h24",5e-04,1,2000
33,4000,70,16,"heterogeneous","naive","prognostic_high","c55-h24",5e-04,1,2000
34,8000,70,16,"heterogeneous","naive","prognostic_high","c55-h24",5e-04,1,2000
7,4000,35,16,"null","split","prognostic_high","c55-h24",0.0105,21,2000
8,8000,35,16,"null","split","prognostic_high","c55-h24",0.0145,29,2000
9,4000,70,16,"null","split","prognostic_high","c55-h24",0.0055,11,2000
10,8000,70,16,"null","split","prognostic_high","c55-h24",0.0045,9,2000
12,8000,140,16,"null","split","prognostic_high","c55-h24",5e-04,1,2000
19,4000,35,16,"homogeneous","split","prognostic_high","c55-h24",0.0205,41,2000
20,8000,35,16,"homogeneous","split","prognostic_high","c55-h24",0.01,20,2000
21,4000,70,16,"homogeneous","split","prognostic_high","c55-h24",0.008,16,2000
22,8000,70,16,"homogeneous","split","prognostic_high","c55-h24",0.0075,15,2000
23,4000,140,16,"homogeneous","split","prognostic_high","c55-h24",0.002,4,2000
24,8000,140,16,"homogeneous","split","prognostic_high","c55-h24",0.001,2,2000
31,4000,35,16,"heterogeneous","split","prognostic_high","c55-h24",0.01,20,2000
32,8000,35,16,"heterogeneous","split","prognostic_high","c55-h24",0.0085,17,2000
33,4000,70,16,"heterogeneous","split","prognostic_high","c55-h24",0.0035,7,2000
34,8000,70,16,"heterogeneous","split","prognostic_high","c55-h24",0.003,6,2000
7,4000,35,16,"null","bonferroni","prognostic_low","c55-h24",0.012,24,2000
8,8000,35,16,"null","bonferroni","prognostic_low","c55-h24",0.0155,31,2000
9,4000,70,16,"null","bonferroni","prognostic_low","c55-h24",0.0045,9,2000
10,8000,70,16,"null","bonferroni","prognostic_low","c55-h24",0.005,10,2000
11,4000,140,16,"null","bonferroni","prognostic_low","c55-h24",0.0015,3,2000
12,8000,140,16,"null","bonferroni","prognostic_low","c55-h24",0.002,4,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_low","c55-h24",0.024,48,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_low","c55-h24",0.0165,33,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_low","c55-h24",0.0075,15,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_low","c55-h24",0.006,12,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_low","c55-h24",0.001,2,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_low","c55-h24",0.005,10,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_low","c55-h24",0.013,26,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_low","c55-h24",0.0075,15,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_low","c55-h24",0.003,6,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_low","c55-h24",0.002,4,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_low","c55-h24",5e-04,1,2000
7,4000,35,16,"null","naive","prognostic_low","c55-h24",0.012,24,2000
8,8000,35,16,"null","naive","prognostic_low","c55-h24",0.0155,31,2000
9,4000,70,16,"null","naive","prognostic_low","c55-h24",0.0045,9,2000
10,8000,70,16,"null","naive","prognostic_low","c55-h24",0.005,10,2000
11,4000,140,16,"null","naive","prognostic_low","c55-h24",0.0015,3,2000
12,8000,140,16,"null","naive","prognostic_low","c55-h24",0.002,4,2000
19,4000,35,16,"homogeneous","naive","prognostic_low","c55-h24",0.024,48,2000
20,8000,35,16,"homogeneous","naive","prognostic_low","c55-h24",0.0165,33,2000
21,4000,70,16,"homogeneous","naive","prognostic_low","c55-h24",0.0075,15,2000
22,8000,70,16,"homogeneous","naive","prognostic_low","c55-h24",0.006,12,2000
23,4000,140,16,"homogeneous","naive","prognostic_low","c55-h24",0.001,2,2000
24,8000,140,16,"homogeneous","naive","prognostic_low","c55-h24",0.005,10,2000
31,4000,35,16,"heterogeneous","naive","prognostic_low","c55-h24",0.013,26,2000
32,8000,35,16,"heterogeneous","naive","prognostic_low","c55-h24",0.0075,15,2000
33,4000,70,16,"heterogeneous","naive","prognostic_low","c55-h24",0.003,6,2000
34,8000,70,16,"heterogeneous","naive","prognostic_low","c55-h24",0.002,4,2000
35,4000,140,16,"heterogeneous","naive","prognostic_low","c55-h24",5e-04,1,2000
7,4000,35,16,"null","split","prognostic_low","c55-h24",0.0245,49,2000
8,8000,35,16,"null","split","prognostic_low","c55-h24",0.027,54,2000
9,4000,70,16,"null","split","prognostic_low","c55-h24",0.0155,31,2000
10,8000,70,16,"null","split","prognostic_low","c55-h24",0.011,22,2000
11,4000,140,16,"null","split","prognostic_low","c55-h24",0.005,10,2000
12,8000,140,16,"null","split","prognostic_low","c55-h24",0.007,14,2000
19,4000,35,16,"homogeneous","split","prognostic_low","c55-h24",0.033,66,2000
20,8000,35,16,"homogeneous","split","prognostic_low","c55-h24",0.035,70,2000
21,4000,70,16,"homogeneous","split","prognostic_low","c55-h24",0.02,40,2000
22,8000,70,16,"homogeneous","split","prognostic_low","c55-h24",0.0145,29,2000
23,4000,140,16,"homogeneous","split","prognostic_low","c55-h24",0.0085,17,2000
24,8000,140,16,"homogeneous","split","prognostic_low","c55-h24",0.009,18,2000
31,4000,35,16,"heterogeneous","split","prognostic_low","c55-h24",0.0225,45,2000
32,8000,35,16,"heterogeneous","split","prognostic_low","c55-h24",0.023,46,2000
33,4000,70,16,"heterogeneous","split","prognostic_low","c55-h24",0.008,16,2000
34,8000,70,16,"heterogeneous","split","prognostic_low","c55-h24",0.013,26,2000
35,4000,140,16,"heterogeneous","split","prognostic_low","c55-h24",0.0045,9,2000
36,8000,140,16,"heterogeneous","split","prognostic_low","c55-h24",0.004,8,2000
1,4000,35,4,"null","bonferroni","effect_seeking","c55-h36",0.2525,505,2000
2,8000,35,4,"null","bonferroni","effect_seeking","c55-h36",0.2305,461,2000
3,4000,70,4,"null","bonferroni","effect_seeking","c55-h36",0.2355,471,2000
4,8000,70,4,"null","bonferroni","effect_seeking","c55-h36",0.237,474,2000
5,4000,140,4,"null","bonferroni","effect_seeking","c55-h36",0.238,476,2000
6,8000,140,4,"null","bonferroni","effect_seeking","c55-h36",0.2595,519,2000
7,4000,35,16,"null","bonferroni","effect_seeking","c55-h36",0.0335,67,2000
8,8000,35,16,"null","bonferroni","effect_seeking","c55-h36",0.039,78,2000
9,4000,70,16,"null","bonferroni","effect_seeking","c55-h36",0.0445,89,2000
10,8000,70,16,"null","bonferroni","effect_seeking","c55-h36",0.049,98,2000
11,4000,140,16,"null","bonferroni","effect_seeking","c55-h36",0.038,76,2000
12,8000,140,16,"null","bonferroni","effect_seeking","c55-h36",0.046,92,2000
13,4000,35,4,"homogeneous","bonferroni","effect_seeking","c55-h36",0.141,282,2000
14,8000,35,4,"homogeneous","bonferroni","effect_seeking","c55-h36",0.1505,301,2000
15,4000,70,4,"homogeneous","bonferroni","effect_seeking","c55-h36",0.1035,207,2000
16,8000,70,4,"homogeneous","bonferroni","effect_seeking","c55-h36",0.118,236,2000
17,4000,140,4,"homogeneous","bonferroni","effect_seeking","c55-h36",0.0915,183,2000
18,8000,140,4,"homogeneous","bonferroni","effect_seeking","c55-h36",0.0795,159,2000
19,4000,35,16,"homogeneous","bonferroni","effect_seeking","c55-h36",0.0315,63,2000
20,8000,35,16,"homogeneous","bonferroni","effect_seeking","c55-h36",0.0315,63,2000
21,4000,70,16,"homogeneous","bonferroni","effect_seeking","c55-h36",0.029,58,2000
22,8000,70,16,"homogeneous","bonferroni","effect_seeking","c55-h36",0.026,52,2000
23,4000,140,16,"homogeneous","bonferroni","effect_seeking","c55-h36",0.017,34,2000
24,8000,140,16,"homogeneous","bonferroni","effect_seeking","c55-h36",0.014,28,2000
25,4000,35,4,"heterogeneous","bonferroni","effect_seeking","c55-h36",0.1565,313,2000
26,8000,35,4,"heterogeneous","bonferroni","effect_seeking","c55-h36",0.1465,293,2000
27,4000,70,4,"heterogeneous","bonferroni","effect_seeking","c55-h36",0.119,238,2000
28,8000,70,4,"heterogeneous","bonferroni","effect_seeking","c55-h36",0.1155,231,2000
29,4000,140,4,"heterogeneous","bonferroni","effect_seeking","c55-h36",0.089,178,2000
30,8000,140,4,"heterogeneous","bonferroni","effect_seeking","c55-h36",0.087,174,2000
31,4000,35,16,"heterogeneous","bonferroni","effect_seeking","c55-h36",0.028,56,2000
32,8000,35,16,"heterogeneous","bonferroni","effect_seeking","c55-h36",0.0295,59,2000
33,4000,70,16,"heterogeneous","bonferroni","effect_seeking","c55-h36",0.0175,35,2000
34,8000,70,16,"heterogeneous","bonferroni","effect_seeking","c55-h36",0.019,38,2000
35,4000,140,16,"heterogeneous","bonferroni","effect_seeking","c55-h36",0.0185,37,2000
36,8000,140,16,"heterogeneous","bonferroni","effect_seeking","c55-h36",0.017,34,2000
1,4000,35,4,"null","naive","effect_seeking","c55-h36",0.2525,505,2000
2,8000,35,4,"null","naive","effect_seeking","c55-h36",0.2305,461,2000
3,4000,70,4,"null","naive","effect_seeking","c55-h36",0.2355,471,2000
4,8000,70,4,"null","naive","effect_seeking","c55-h36",0.237,474,2000
5,4000,140,4,"null","naive","effect_seeking","c55-h36",0.238,476,2000
6,8000,140,4,"null","naive","effect_seeking","c55-h36",0.2595,519,2000
7,4000,35,16,"null","naive","effect_seeking","c55-h36",0.0335,67,2000
8,8000,35,16,"null","naive","effect_seeking","c55-h36",0.039,78,2000
9,4000,70,16,"null","naive","effect_seeking","c55-h36",0.0445,89,2000
10,8000,70,16,"null","naive","effect_seeking","c55-h36",0.049,98,2000
11,4000,140,16,"null","naive","effect_seeking","c55-h36",0.038,76,2000
12,8000,140,16,"null","naive","effect_seeking","c55-h36",0.046,92,2000
13,4000,35,4,"homogeneous","naive","effect_seeking","c55-h36",0.141,282,2000
14,8000,35,4,"homogeneous","naive","effect_seeking","c55-h36",0.1505,301,2000
15,4000,70,4,"homogeneous","naive","effect_seeking","c55-h36",0.1035,207,2000
16,8000,70,4,"homogeneous","naive","effect_seeking","c55-h36",0.118,236,2000
17,4000,140,4,"homogeneous","naive","effect_seeking","c55-h36",0.0915,183,2000
18,8000,140,4,"homogeneous","naive","effect_seeking","c55-h36",0.0795,159,2000
19,4000,35,16,"homogeneous","naive","effect_seeking","c55-h36",0.0315,63,2000
20,8000,35,16,"homogeneous","naive","effect_seeking","c55-h36",0.0315,63,2000
21,4000,70,16,"homogeneous","naive","effect_seeking","c55-h36",0.029,58,2000
22,8000,70,16,"homogeneous","naive","effect_seeking","c55-h36",0.026,52,2000
23,4000,140,16,"homogeneous","naive","effect_seeking","c55-h36",0.017,34,2000
24,8000,140,16,"homogeneous","naive","effect_seeking","c55-h36",0.014,28,2000
25,4000,35,4,"heterogeneous","naive","effect_seeking","c55-h36",0.1565,313,2000
26,8000,35,4,"heterogeneous","naive","effect_seeking","c55-h36",0.1465,293,2000
27,4000,70,4,"heterogeneous","naive","effect_seeking","c55-h36",0.119,238,2000
28,8000,70,4,"heterogeneous","naive","effect_seeking","c55-h36",0.1155,231,2000
29,4000,140,4,"heterogeneous","naive","effect_seeking","c55-h36",0.089,178,2000
30,8000,140,4,"heterogeneous","naive","effect_seeking","c55-h36",0.087,174,2000
31,4000,35,16,"heterogeneous","naive","effect_seeking","c55-h36",0.028,56,2000
32,8000,35,16,"heterogeneous","naive","effect_seeking","c55-h36",0.0295,59,2000
33,4000,70,16,"heterogeneous","naive","effect_seeking","c55-h36",0.0175,35,2000
34,8000,70,16,"heterogeneous","naive","effect_seeking","c55-h36",0.019,38,2000
35,4000,140,16,"heterogeneous","naive","effect_seeking","c55-h36",0.0185,37,2000
36,8000,140,16,"heterogeneous","naive","effect_seeking","c55-h36",0.017,34,2000
1,4000,35,4,"null","bonferroni","prognostic_high","c55-h36",0.0535,107,2000
2,8000,35,4,"null","bonferroni","prognostic_high","c55-h36",0.0475,95,2000
3,4000,70,4,"null","bonferroni","prognostic_high","c55-h36",0.018,36,2000
4,8000,70,4,"null","bonferroni","prognostic_high","c55-h36",0.013,26,2000
5,4000,140,4,"null","bonferroni","prognostic_high","c55-h36",0.0025,5,2000
6,8000,140,4,"null","bonferroni","prognostic_high","c55-h36",0.0025,5,2000
7,4000,35,16,"null","bonferroni","prognostic_high","c55-h36",0.009,18,2000
8,8000,35,16,"null","bonferroni","prognostic_high","c55-h36",0.009,18,2000
9,4000,70,16,"null","bonferroni","prognostic_high","c55-h36",0.0045,9,2000
10,8000,70,16,"null","bonferroni","prognostic_high","c55-h36",0.0035,7,2000
11,4000,140,16,"null","bonferroni","prognostic_high","c55-h36",0.001,2,2000
13,4000,35,4,"homogeneous","bonferroni","prognostic_high","c55-h36",0.0745,149,2000
14,8000,35,4,"homogeneous","bonferroni","prognostic_high","c55-h36",0.068,136,2000
15,4000,70,4,"homogeneous","bonferroni","prognostic_high","c55-h36",0.0345,69,2000
16,8000,70,4,"homogeneous","bonferroni","prognostic_high","c55-h36",0.024,48,2000
17,4000,140,4,"homogeneous","bonferroni","prognostic_high","c55-h36",0.0075,15,2000
18,8000,140,4,"homogeneous","bonferroni","prognostic_high","c55-h36",0.005,10,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_high","c55-h36",0.0125,25,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_high","c55-h36",0.0135,27,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_high","c55-h36",0.0055,11,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_high","c55-h36",0.005,10,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_high","c55-h36",0.001,2,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_high","c55-h36",0.001,2,2000
25,4000,35,4,"heterogeneous","bonferroni","prognostic_high","c55-h36",0.045,90,2000
26,8000,35,4,"heterogeneous","bonferroni","prognostic_high","c55-h36",0.0465,93,2000
27,4000,70,4,"heterogeneous","bonferroni","prognostic_high","c55-h36",0.0145,29,2000
28,8000,70,4,"heterogeneous","bonferroni","prognostic_high","c55-h36",0.02,40,2000
29,4000,140,4,"heterogeneous","bonferroni","prognostic_high","c55-h36",0.003,6,2000
30,8000,140,4,"heterogeneous","bonferroni","prognostic_high","c55-h36",0.005,10,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_high","c55-h36",0.0125,25,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_high","c55-h36",0.0135,27,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_high","c55-h36",0.0015,3,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_high","c55-h36",0.0015,3,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_high","c55-h36",5e-04,1,2000
1,4000,35,4,"null","naive","prognostic_high","c55-h36",0.0535,107,2000
2,8000,35,4,"null","naive","prognostic_high","c55-h36",0.0475,95,2000
3,4000,70,4,"null","naive","prognostic_high","c55-h36",0.018,36,2000
4,8000,70,4,"null","naive","prognostic_high","c55-h36",0.013,26,2000
5,4000,140,4,"null","naive","prognostic_high","c55-h36",0.0025,5,2000
6,8000,140,4,"null","naive","prognostic_high","c55-h36",0.0025,5,2000
7,4000,35,16,"null","naive","prognostic_high","c55-h36",0.009,18,2000
8,8000,35,16,"null","naive","prognostic_high","c55-h36",0.009,18,2000
9,4000,70,16,"null","naive","prognostic_high","c55-h36",0.0045,9,2000
10,8000,70,16,"null","naive","prognostic_high","c55-h36",0.0035,7,2000
11,4000,140,16,"null","naive","prognostic_high","c55-h36",0.001,2,2000
13,4000,35,4,"homogeneous","naive","prognostic_high","c55-h36",0.0745,149,2000
14,8000,35,4,"homogeneous","naive","prognostic_high","c55-h36",0.068,136,2000
15,4000,70,4,"homogeneous","naive","prognostic_high","c55-h36",0.0345,69,2000
16,8000,70,4,"homogeneous","naive","prognostic_high","c55-h36",0.024,48,2000
17,4000,140,4,"homogeneous","naive","prognostic_high","c55-h36",0.0075,15,2000
18,8000,140,4,"homogeneous","naive","prognostic_high","c55-h36",0.005,10,2000
19,4000,35,16,"homogeneous","naive","prognostic_high","c55-h36",0.0125,25,2000
20,8000,35,16,"homogeneous","naive","prognostic_high","c55-h36",0.0135,27,2000
21,4000,70,16,"homogeneous","naive","prognostic_high","c55-h36",0.0055,11,2000
22,8000,70,16,"homogeneous","naive","prognostic_high","c55-h36",0.005,10,2000
23,4000,140,16,"homogeneous","naive","prognostic_high","c55-h36",0.001,2,2000
24,8000,140,16,"homogeneous","naive","prognostic_high","c55-h36",0.001,2,2000
25,4000,35,4,"heterogeneous","naive","prognostic_high","c55-h36",0.045,90,2000
26,8000,35,4,"heterogeneous","naive","prognostic_high","c55-h36",0.0465,93,2000
27,4000,70,4,"heterogeneous","naive","prognostic_high","c55-h36",0.0145,29,2000
28,8000,70,4,"heterogeneous","naive","prognostic_high","c55-h36",0.02,40,2000
29,4000,140,4,"heterogeneous","naive","prognostic_high","c55-h36",0.003,6,2000
30,8000,140,4,"heterogeneous","naive","prognostic_high","c55-h36",0.005,10,2000
31,4000,35,16,"heterogeneous","naive","prognostic_high","c55-h36",0.0125,25,2000
32,8000,35,16,"heterogeneous","naive","prognostic_high","c55-h36",0.0135,27,2000
33,4000,70,16,"heterogeneous","naive","prognostic_high","c55-h36",0.0015,3,2000
34,8000,70,16,"heterogeneous","naive","prognostic_high","c55-h36",0.0015,3,2000
35,4000,140,16,"heterogeneous","naive","prognostic_high","c55-h36",5e-04,1,2000
1,4000,35,4,"null","split","prognostic_high","c55-h36",0.0945,189,2000
2,8000,35,4,"null","split","prognostic_high","c55-h36",0.1025,205,2000
3,4000,70,4,"null","split","prognostic_high","c55-h36",0.044,88,2000
4,8000,70,4,"null","split","prognostic_high","c55-h36",0.052,104,2000
5,4000,140,4,"null","split","prognostic_high","c55-h36",0.0185,37,2000
6,8000,140,4,"null","split","prognostic_high","c55-h36",0.014,28,2000
7,4000,35,16,"null","split","prognostic_high","c55-h36",0.015,30,2000
8,8000,35,16,"null","split","prognostic_high","c55-h36",0.018,36,2000
9,4000,70,16,"null","split","prognostic_high","c55-h36",0.011,22,2000
10,8000,70,16,"null","split","prognostic_high","c55-h36",0.014,28,2000
11,4000,140,16,"null","split","prognostic_high","c55-h36",0.0045,9,2000
12,8000,140,16,"null","split","prognostic_high","c55-h36",0.0045,9,2000
13,4000,35,4,"homogeneous","split","prognostic_high","c55-h36",0.105,210,2000
14,8000,35,4,"homogeneous","split","prognostic_high","c55-h36",0.12,240,2000
15,4000,70,4,"homogeneous","split","prognostic_high","c55-h36",0.0665,133,2000
16,8000,70,4,"homogeneous","split","prognostic_high","c55-h36",0.0545,109,2000
17,4000,140,4,"homogeneous","split","prognostic_high","c55-h36",0.035,70,2000
18,8000,140,4,"homogeneous","split","prognostic_high","c55-h36",0.0305,61,2000
19,4000,35,16,"homogeneous","split","prognostic_high","c55-h36",0.0175,35,2000
20,8000,35,16,"homogeneous","split","prognostic_high","c55-h36",0.0205,41,2000
21,4000,70,16,"homogeneous","split","prognostic_high","c55-h36",0.013,26,2000
22,8000,70,16,"homogeneous","split","prognostic_high","c55-h36",0.0135,27,2000
23,4000,140,16,"homogeneous","split","prognostic_high","c55-h36",0.007,14,2000
24,8000,140,16,"homogeneous","split","prognostic_high","c55-h36",0.0055,11,2000
25,4000,35,4,"heterogeneous","split","prognostic_high","c55-h36",0.085,170,2000
26,8000,35,4,"heterogeneous","split","prognostic_high","c55-h36",0.0785,157,2000
27,4000,70,4,"heterogeneous","split","prognostic_high","c55-h36",0.051,102,2000
28,8000,70,4,"heterogeneous","split","prognostic_high","c55-h36",0.0475,95,2000
29,4000,140,4,"heterogeneous","split","prognostic_high","c55-h36",0.0205,41,2000
30,8000,140,4,"heterogeneous","split","prognostic_high","c55-h36",0.02,40,2000
31,4000,35,16,"heterogeneous","split","prognostic_high","c55-h36",0.0215,43,2000
32,8000,35,16,"heterogeneous","split","prognostic_high","c55-h36",0.0165,33,2000
33,4000,70,16,"heterogeneous","split","prognostic_high","c55-h36",0.011,22,2000
34,8000,70,16,"heterogeneous","split","prognostic_high","c55-h36",0.008,16,2000
35,4000,140,16,"heterogeneous","split","prognostic_high","c55-h36",0.0045,9,2000
36,8000,140,16,"heterogeneous","split","prognostic_high","c55-h36",0.001,2,2000
1,4000,35,4,"null","bonferroni","prognostic_low","c55-h36",0.0955,191,2000
2,8000,35,4,"null","bonferroni","prognostic_low","c55-h36",0.0855,171,2000
3,4000,70,4,"null","bonferroni","prognostic_low","c55-h36",0.05,100,2000
4,8000,70,4,"null","bonferroni","prognostic_low","c55-h36",0.0405,81,2000
5,4000,140,4,"null","bonferroni","prognostic_low","c55-h36",0.017,34,2000
6,8000,140,4,"null","bonferroni","prognostic_low","c55-h36",0.019,38,2000
7,4000,35,16,"null","bonferroni","prognostic_low","c55-h36",0.0145,29,2000
8,8000,35,16,"null","bonferroni","prognostic_low","c55-h36",0.0195,39,2000
9,4000,70,16,"null","bonferroni","prognostic_low","c55-h36",0.006,12,2000
10,8000,70,16,"null","bonferroni","prognostic_low","c55-h36",0.0085,17,2000
11,4000,140,16,"null","bonferroni","prognostic_low","c55-h36",0.002,4,2000
12,8000,140,16,"null","bonferroni","prognostic_low","c55-h36",0.002,4,2000
13,4000,35,4,"homogeneous","bonferroni","prognostic_low","c55-h36",0.111,222,2000
14,8000,35,4,"homogeneous","bonferroni","prognostic_low","c55-h36",0.1135,227,2000
15,4000,70,4,"homogeneous","bonferroni","prognostic_low","c55-h36",0.068,136,2000
16,8000,70,4,"homogeneous","bonferroni","prognostic_low","c55-h36",0.052,104,2000
17,4000,140,4,"homogeneous","bonferroni","prognostic_low","c55-h36",0.0325,65,2000
18,8000,140,4,"homogeneous","bonferroni","prognostic_low","c55-h36",0.0235,47,2000
19,4000,35,16,"homogeneous","bonferroni","prognostic_low","c55-h36",0.0195,39,2000
20,8000,35,16,"homogeneous","bonferroni","prognostic_low","c55-h36",0.021,42,2000
21,4000,70,16,"homogeneous","bonferroni","prognostic_low","c55-h36",0.0125,25,2000
22,8000,70,16,"homogeneous","bonferroni","prognostic_low","c55-h36",0.0125,25,2000
23,4000,140,16,"homogeneous","bonferroni","prognostic_low","c55-h36",0.0065,13,2000
24,8000,140,16,"homogeneous","bonferroni","prognostic_low","c55-h36",0.0045,9,2000
25,4000,35,4,"heterogeneous","bonferroni","prognostic_low","c55-h36",0.0815,163,2000
26,8000,35,4,"heterogeneous","bonferroni","prognostic_low","c55-h36",0.0705,141,2000
27,4000,70,4,"heterogeneous","bonferroni","prognostic_low","c55-h36",0.037,74,2000
28,8000,70,4,"heterogeneous","bonferroni","prognostic_low","c55-h36",0.038,76,2000
29,4000,140,4,"heterogeneous","bonferroni","prognostic_low","c55-h36",0.012,24,2000
30,8000,140,4,"heterogeneous","bonferroni","prognostic_low","c55-h36",0.013,26,2000
31,4000,35,16,"heterogeneous","bonferroni","prognostic_low","c55-h36",0.023,46,2000
32,8000,35,16,"heterogeneous","bonferroni","prognostic_low","c55-h36",0.0215,43,2000
33,4000,70,16,"heterogeneous","bonferroni","prognostic_low","c55-h36",0.0065,13,2000
34,8000,70,16,"heterogeneous","bonferroni","prognostic_low","c55-h36",0.0095,19,2000
35,4000,140,16,"heterogeneous","bonferroni","prognostic_low","c55-h36",0.0035,7,2000
36,8000,140,16,"heterogeneous","bonferroni","prognostic_low","c55-h36",0.0015,3,2000
1,4000,35,4,"null","naive","prognostic_low","c55-h36",0.0955,191,2000
2,8000,35,4,"null","naive","prognostic_low","c55-h36",0.0855,171,2000
3,4000,70,4,"null","naive","prognostic_low","c55-h36",0.05,100,2000
4,8000,70,4,"null","naive","prognostic_low","c55-h36",0.0405,81,2000
5,4000,140,4,"null","naive","prognostic_low","c55-h36",0.017,34,2000
6,8000,140,4,"null","naive","prognostic_low","c55-h36",0.019,38,2000
7,4000,35,16,"null","naive","prognostic_low","c55-h36",0.0145,29,2000
8,8000,35,16,"null","naive","prognostic_low","c55-h36",0.0195,39,2000
9,4000,70,16,"null","naive","prognostic_low","c55-h36",0.006,12,2000
10,8000,70,16,"null","naive","prognostic_low","c55-h36",0.0085,17,2000
11,4000,140,16,"null","naive","prognostic_low","c55-h36",0.002,4,2000
12,8000,140,16,"null","naive","prognostic_low","c55-h36",0.002,4,2000
13,4000,35,4,"homogeneous","naive","prognostic_low","c55-h36",0.111,222,2000
14,8000,35,4,"homogeneous","naive","prognostic_low","c55-h36",0.1135,227,2000
15,4000,70,4,"homogeneous","naive","prognostic_low","c55-h36",0.068,136,2000
16,8000,70,4,"homogeneous","naive","prognostic_low","c55-h36",0.052,104,2000
17,4000,140,4,"homogeneous","naive","prognostic_low","c55-h36",0.0325,65,2000
18,8000,140,4,"homogeneous","naive","prognostic_low","c55-h36",0.0235,47,2000
19,4000,35,16,"homogeneous","naive","prognostic_low","c55-h36",0.0195,39,2000
20,8000,35,16,"homogeneous","naive","prognostic_low","c55-h36",0.021,42,2000
21,4000,70,16,"homogeneous","naive","prognostic_low","c55-h36",0.0125,25,2000
22,8000,70,16,"homogeneous","naive","prognostic_low","c55-h36",0.0125,25,2000
23,4000,140,16,"homogeneous","naive","prognostic_low","c55-h36",0.0065,13,2000
24,8000,140,16,"homogeneous","naive","prognostic_low","c55-h36",0.0045,9,2000
25,4000,35,4,"heterogeneous","naive","prognostic_low","c55-h36",0.0815,163,2000
26,8000,35,4,"heterogeneous","naive","prognostic_low","c55-h36",0.0705,141,2000
27,4000,70,4,"heterogeneous","naive","prognostic_low","c55-h36",0.037,74,2000
28,8000,70,4,"heterogeneous","naive","prognostic_low","c55-h36",0.038,76,2000
29,4000,140,4,"heterogeneous","naive","prognostic_low","c55-h36",0.012,24,2000
30,8000,140,4,"heterogeneous","naive","prognostic_low","c55-h36",0.013,26,2000
31,4000,35,16,"heterogeneous","naive","prognostic_low","c55-h36",0.023,46,2000
32,8000,35,16,"heterogeneous","naive","prognostic_low","c55-h36",0.0215,43,2000
33,4000,70,16,"heterogeneous","naive","prognostic_low","c55-h36",0.0065,13,2000
34,8000,70,16,"heterogeneous","naive","prognostic_low","c55-h36",0.0095,19,2000
35,4000,140,16,"heterogeneous","naive","prognostic_low","c55-h36",0.0035,7,2000
36,8000,140,16,"heterogeneous","naive","prognostic_low","c55-h36",0.0015,3,2000
1,4000,35,4,"null","split","prognostic_low","c55-h36",0.1475,295,2000
2,8000,35,4,"null","split","prognostic_low","c55-h36",0.138,276,2000
3,4000,70,4,"null","split","prognostic_low","c55-h36",0.0935,187,2000
4,8000,70,4,"null","split","prognostic_low","c55-h36",0.087,174,2000
