"truth_scenario","n","event_target","effect","candidate","c","h","score_key","lambda","expected_eligible","expected_treated","expected_control","expected_events","distance_from_70","population_r2","diagnostic_draws","scenario","K","analysis_scenario"
3,4000,70,"null","c50-h36",50,36,"higher",0.000625616841839842,NA,1366.00203752654,1435.84196247347,86.7130541777543,16.7130541777543,0.00871083880815358,2000000,3,4,5
3,4000,70,"null","c50-h60",50,60,"higher",0.000625616841839842,NA,1366.00203752654,1435.84196247347,142.569840599001,72.569840599001,0.0142585035855861,2000000,3,4,5
3,4000,70,"null","c55-h36",55,36,"higher",0.000625616841839842,NA,1057.62194763893,942.64805236108,70.0226084503385,0.0226084503384811,0.0084667733908582,2000000,3,4,5
3,4000,70,"null","c55-h60",55,60,"higher",0.000625616841839842,NA,1057.62194763893,942.64805236108,114.984602920403,44.9846029204031,0.0138525023582738,2000000,3,4,5
3,4000,70,"null","c50-h36",50,36,"reduced",0.000625616841839842,NA,1366.00203752654,1435.84196247347,86.7130541777543,16.7130541777543,0.00438316665344911,2000000,3,4,6
3,4000,70,"null","c50-h60",50,60,"reduced",0.000625616841839842,NA,1366.00203752654,1435.84196247347,142.569840599001,72.569840599001,0.00715948051062024,2000000,3,4,6
3,4000,70,"null","c55-h36",55,36,"reduced",0.000625616841839842,NA,1057.62194763893,942.64805236108,70.0226084503385,0.0226084503384811,0.00367306931135887,2000000,3,4,6
3,4000,70,"null","c55-h60",55,60,"reduced",0.000625616841839842,NA,1057.62194763893,942.64805236108,114.984602920403,44.9846029204031,0.00599212762991633,2000000,3,4,6
4,8000,70,"null","c50-h36",50,36,"higher",0.00030927963450513,NA,2732.00407505307,2871.68392494694,86.6311560670496,16.6311560670496,0.00436578709361819,2000000,4,4,7
4,8000,70,"null","c50-h60",50,60,"higher",0.00030927963450513,NA,2732.00407505307,2871.68392494694,143.408592450741,73.4085924507415,0.00721149193448875,2000000,4,4,7
