"truth_scenario","n","event_target","effect","candidate","c","h","score_key","lambda","expected_eligible","expected_treated","expected_control","expected_events","distance_from_70","population_r2","diagnostic_draws","scenario","K","analysis_scenario"
4,8000,70,"null","c55-h36",55,36,"higher",0.00030927963450513,NA,2115.24389527785,1885.29610472216,70.0233080462814,0.0233080462814002,0.00424492769146035,2000000,4,4,7
4,8000,70,"null","c55-h60",55,60,"higher",0.00030927963450513,NA,2115.24389527785,1885.29610472216,115.8438567296,45.8438567296001,0.00701028539793882,2000000,4,4,7
4,8000,70,"null","c50-h36",50,36,"reduced",0.00030927963450513,NA,2732.00407505307,2871.68392494694,86.6311560670496,16.6311560670496,0.0022003637441286,2000000,4,4,8
4,8000,70,"null","c50-h60",50,60,"reduced",0.00030927963450513,NA,2732.00407505307,2871.68392494694,143.408592450741,73.4085924507415,0.00363076108623184,2000000,4,4,8
4,8000,70,"null","c55-h36",55,36,"reduced",0.00030927963450513,NA,2115.24389527785,1885.29610472216,70.0233080462814,0.0233080462814002,0.00184562722501953,2000000,4,4,8
4,8000,70,"null","c55-h60",55,60,"reduced",0.00030927963450513,NA,2115.24389527785,1885.29610472216,115.8438567296,45.8438567296001,0.0030435556517993,2000000,4,4,8
5,4000,140,"null","c50-h36",50,36,"higher",0.00128064302305361,NA,1366.00203752654,1435.84196247347,173.761797086952,103.761797086952,0.0173335128530038,2000000,5,4,9
5,4000,140,"null","c50-h60",50,60,"higher",0.00128064302305361,NA,1366.00203752654,1435.84196247347,281.805774208146,211.805774208146,0.0278488753214845,2000000,5,4,9
5,4000,140,"null","c55-h36",55,36,"higher",0.00128064302305361,NA,1057.62194763893,942.64805236108,140.042472650252,70.0424726502517,0.0168353265499884,2000000,5,4,9
5,4000,140,"null","c55-h60",55,60,"higher",0.00128064302305361,NA,1057.62194763893,942.64805236108,226.553330916337,156.553330916337,0.0270206652855262,2000000,5,4,9
5,4000,140,"null","c50-h36",50,36,"reduced",0.00128064302305361,NA,1366.00203752654,1435.84196247347,173.761797086952,103.761797086952,0.00869306522225134,2000000,5,4,10
5,4000,140,"null","c50-h60",50,60,"reduced",0.00128064302305361,NA,1366.00203752654,1435.84196247347,281.805774208146,211.805774208146,0.0139074480714937,2000000,5,4,10
5,4000,140,"null","c55-h36",55,36,"reduced",0.00128064302305361,NA,1057.62194763893,942.64805236108,140.042472650252,70.0424726502517,0.00727046026611717,2000000,5,4,10
5,4000,140,"null","c55-h60",55,60,"reduced",0.00128064302305361,NA,1057.62194763893,942.64805236108,226.553330916337,156.553330916337,0.0116014654224828,2000000,5,4,10
6,8000,140,"null","c50-h36",50,36,"higher",0.000625616841839842,NA,2732.00407505307,2871.68392494694,173.426108355509,103.426108355509,0.00871083880815358,2000000,6,4,11
6,8000,140,"null","c50-h60",50,60,"higher",0.000625616841839842,NA,2732.00407505307,2871.68392494694,285.139681198002,215.139681198002,0.0142585035855861,2000000,6,4,11
6,8000,140,"null","c55-h36",55,36,"higher",0.000625616841839842,NA,2115.24389527785,1885.29610472216,140.045216900677,70.045216900677,0.0084667733908582,2000000,6,4,11
6,8000,140,"null","c55-h60",55,60,"higher",0.000625616841839842,NA,2115.24389527785,1885.29610472216,229.969205840806,159.969205840806,0.0138525023582738,2000000,6,4,11
6,8000,140,"null","c50-h36",50,36,"reduced",0.000625616841839842,NA,2732.00407505307,2871.68392494694,173.426108355509,103.426108355509,0.00438316665344911,2000000,6,4,12
6,8000,140,"null","c50-h60",50,60,"reduced",0.000625616841839842,NA,2732.00407505307,2871.68392494694,285.139681198002,215.139681198002,0.00715948051062024,2000000,6,4,12
6,8000,140,"null","c55-h36",55,36,"reduced",0.000625616841839842,NA,2115.24389527785,1885.29610472216,140.045216900677,70.045216900677,0.00367306931135887,2000000,6,4,12
6,8000,140,"null","c55-h60",55,60,"reduced",0.000625616841839842,NA,2115.24389527785,1885.29610472216,229.969205840806,159.969205840806,0.00599212762991633,2000000,6,4,12
1,4000,35,"null","c45-h24",45,24,"higher",0.00030927963450513,NA,1565.69749885881,1865.86650114116,32.366035672989,-37.633964327011,0.00303572140605006,2000000,7,16,13
1,4000,35,"null","c45-h36",45,36,"higher",0.00030927963450513,NA,1565.69749885881,1865.86650114116,48.393017012046,-21.606982987954,0.0045337821398013,2000000,7,16,13
1,4000,35,"null","c45-h48",45,48,"higher",0.00030927963450513,NA,1565.69749885881,1865.86650114116,64.3171353335268,-5.68286466647321,0.00601878278823133,2000000,7,16,13
1,4000,35,"null","c45-h60",45,60,"higher",0.00030927963450513,NA,1565.69749885881,1865.86650114116,80.1392503667277,10.1392503667277,0.00749082718803319,2000000,7,16,13
1,4000,35,"null","c50-h24",50,24,"higher",0.00030927963450513,NA,1366.00203752654,1435.84196247347,28.9755662309586,-41.0244337690414,0.00292359206460526,2000000,7,16,13
1,4000,35,"null","c50-h36",50,36,"higher",0.00030927963450513,NA,1366.00203752654,1435.84196247347,43.3155780335248,-26.6844219664752,0.00436578709361819,2000000,7,16,13
1,4000,35,"null","c50-h48",50,48,"higher",0.00030927963450513,NA,1366.00203752654,1435.84196247347,57.55820852063,-12.44179147937,0.00579505287780681,2000000,7,16,13
1,4000,35,"null","c50-h60",50,60,"higher",0.00030927963450513,NA,1366.00203752654,1435.84196247347,71.7042962253707,1.70429622537073,0.00721149193448875,2000000,7,16,13
1,4000,35,"null","c55-h24",55,24,"higher",0.00030927963450513,NA,1057.62194763893,942.64805236108,23.4280590424402,-46.5719409575597,0.00284297114395641,2000000,7,16,13
1,4000,35,"null","c55-h36",55,36,"higher",0.00030927963450513,NA,1057.62194763893,942.64805236108,35.0116540231407,-34.9883459768593,0.00424492769146035,2000000,7,16,13
1,4000,35,"null","c55-h48",55,48,"higher",0.00030927963450513,NA,1057.62194763893,942.64805236108,46.5093497627415,-23.4906502372585,0.00563399918876302,2000000,7,16,13
1,4000,35,"null","c55-h60",55,60,"higher",0.00030927963450513,NA,1057.62194763893,942.64805236108,57.9219283648,-12.0780716352,0.00701028539793882,2000000,7,16,13
1,4000,35,"null","c60-h24",60,24,"higher",0.00030927963450513,NA,691.75501667064,507.844983329379,16.3050401209816,-53.6949598790184,0.00281662508450902,2000000,7,16,13
1,4000,35,"null","c60-h36",60,36,"higher",0.00030927963450513,NA,691.75501667064,507.844983329379,24.3556277255763,-45.6443722744237,0.0042049886434845,2000000,7,16,13
1,4000,35,"null","c60-h48",60,48,"higher",0.00030927963450513,NA,691.75501667064,507.844983329379,32.3391593195249,-37.6608406804751,0.00558018470317209,2000000,7,16,13
1,4000,35,"null","c60-h60",60,60,"higher",0.00030927963450513,NA,691.75501667064,507.844983329379,40.2562994403133,-29.7437005596867,0.00694231129269483,2000000,7,16,13
1,4000,35,"null","c45-h24",45,24,"reduced",0.00030927963450513,NA,1565.69749885881,1865.86650114116,32.366035672989,-37.633964327011,0.00169423298997293,2000000,7,16,14
1,4000,35,"null","c45-h36",45,36,"reduced",0.00030927963450513,NA,1565.69749885881,1865.86650114116,48.393017012046,-21.606982987954,0.00252946578995735,2000000,7,16,14
1,4000,35,"null","c45-h48",45,48,"reduced",0.00030927963450513,NA,1565.69749885881,1865.86650114116,64.3171353335268,-5.68286466647321,0.00335686694983884,2000000,7,16,14
1,4000,35,"null","c45-h60",45,60,"reduced",0.00030927963450513,NA,1565.69749885881,1865.86650114116,80.1392503667277,10.1392503667277,0.00417650383885276,2000000,7,16,14
1,4000,35,"null","c50-h24",50,24,"reduced",0.00030927963450513,NA,1366.00203752654,1435.84196247347,28.9755662309586,-41.0244337690414,0.00147427732011619,2000000,7,16,14
1,4000,35,"null","c50-h36",50,36,"reduced",0.00030927963450513,NA,1366.00203752654,1435.84196247347,43.3155780335248,-26.6844219664752,0.0022003637441286,2000000,7,16,14
1,4000,35,"null","c50-h48",50,48,"reduced",0.00030927963450513,NA,1366.00203752654,1435.84196247347,57.55820852063,-12.44179147937,0.0029191699327536,2000000,7,16,14
1,4000,35,"null","c50-h60",50,60,"reduced",0.00030927963450513,NA,1366.00203752654,1435.84196247347,71.7042962253707,1.70429622537073,0.00363076108623184,2000000,7,16,14
1,4000,35,"null","c55-h24",55,24,"reduced",0.00030927963450513,NA,1057.62194763893,942.64805236108,23.4280590424402,-46.5719409575597,0.00123697613352058,2000000,7,16,14
1,4000,35,"null","c55-h36",55,36,"reduced",0.00030927963450513,NA,1057.62194763893,942.64805236108,35.0116540231407,-34.9883459768593,0.00184562722501953,2000000,7,16,14
1,4000,35,"null","c55-h48",55,48,"reduced",0.00030927963450513,NA,1057.62194763893,942.64805236108,46.5093497627415,-23.4906502372585,0.00244780056489278,2000000,7,16,14
1,4000,35,"null","c55-h60",55,60,"reduced",0.00030927963450513,NA,1057.62194763893,942.64805236108,57.9219283648,-12.0780716352,0.0030435556517993,2000000,7,16,14
1,4000,35,"null","c60-h24",60,24,"reduced",0.00030927963450513,NA,691.75501667064,507.844983329379,16.3050401209816,-53.6949598790184,0.00100985235548571,2000000,7,16,14
1,4000,35,"null","c60-h36",60,36,"reduced",0.00030927963450513,NA,691.75501667064,507.844983329379,24.3556277255763,-45.6443722744237,0.00150631750390257,2000000,7,16,14
1,4000,35,"null","c60-h48",60,48,"reduced",0.00030927963450513,NA,691.75501667064,507.844983329379,32.3391593195249,-37.6608406804751,0.0019972112491607,2000000,7,16,14
1,4000,35,"null","c60-h60",60,60,"reduced",0.00030927963450513,NA,691.75501667064,507.844983329379,40.2562994403133,-29.7437005596867,0.00248258499670504,2000000,7,16,14
2,8000,35,"null","c45-h24",45,24,"higher",0.000153775122859788,NA,3131.39499771763,3731.73300228231,32.2896634827113,-37.7103365172887,0.00151600840406413,2000000,8,16,15
2,8000,35,"null","c45-h36",45,36,"higher",0.000153775122859788,NA,3131.39499771763,3731.73300228231,48.3568010544837,-21.6431989455163,0.00226908498842305,2000000,8,16,15
2,8000,35,"null","c45-h48",45,48,"higher",0.000153775122859788,NA,3131.39499771763,3731.73300228231,64.3724313778777,-5.62756862212228,0.00301889385152874,2000000,8,16,15
2,8000,35,"null","c45-h60",45,60,"higher",0.000153775122859788,NA,3131.39499771763,3731.73300228231,80.3367697015078,10.3367697015078,0.00376544794422601,2000000,8,16,15
2,8000,35,"null","c50-h24",50,24,"higher",0.000153775122859788,NA,2732.00407505307,2871.68392494694,28.912628168748,-41.087371831252,0.00146019044952863,2000000,8,16,15
2,8000,35,"null","c50-h36",50,36,"higher",0.000153775122859788,NA,2732.00407505307,2871.68392494694,43.2953478856222,-26.7046521143778,0.00218540767063121,2000000,8,16,15
2,8000,35,"null","c50-h48",50,48,"higher",0.000153775122859788,NA,2732.00407505307,2871.68392494694,57.6292865331842,-12.3707134668158,0.00290739001981597,2000000,8,16,15
2,8000,35,"null","c50-h60",50,60,"higher",0.000153775122859788,NA,2732.00407505307,2871.68392494694,71.9146541080212,1.91465410802115,0.00362615027999467,2000000,8,16,15
2,8000,35,"null","c55-h24",55,24,"higher",0.000153775122859788,NA,2115.24389527785,1885.29610472216,23.3845451536777,-46.6154548463223,0.00142008043132832,2000000,8,16,15
2,8000,35,"null","c55-h36",55,36,"higher",0.000153775122859788,NA,2115.24389527785,1885.29610472216,35.0118305639458,-34.9881694360542,0.00212526133931118,2000000,8,16,15
2,8000,35,"null","c55-h48",55,48,"higher",0.000153775122859788,NA,2115.24389527785,1885.29610472216,46.5960542917211,-23.4039457082789,0.00282721936009062,2000000,8,16,15
2,8000,35,"null","c55-h60",55,60,"higher",0.000153775122859788,NA,2115.24389527785,1885.29610472216,58.1374123226874,-11.8625876773126,0.00352596692262785,2000000,8,16,15
2,8000,35,"null","c60-h24",60,24,"higher",0.000153775122859788,NA,1383.51003334128,1015.68996665876,16.2822752635315,-53.7177247364685,0.00140712039649485,2000000,8,16,15
2,8000,35,"null","c60-h36",60,36,"higher",0.000153775122859788,NA,1383.51003334128,1015.68996665876,24.3725919991575,-45.6274080008425,0.00210571807136826,2000000,8,16,15
2,8000,35,"null","c60-h48",60,48,"higher",0.000153775122859788,NA,1383.51003334128,1015.68996665876,32.4292520374333,-37.5707479625667,0.00280102372540654,2000000,8,16,15
2,8000,35,"null","c60-h60",60,60,"higher",0.000153775122859788,NA,1383.51003334128,1015.68996665876,40.4524220978927,-29.5475779021073,0.00349304955297955,2000000,8,16,15
2,8000,35,"null","c45-h24",45,24,"reduced",0.000153775122859788,NA,3131.39499771763,3731.73300228231,32.2896634827113,-37.7103365172887,0.00084636372925843,2000000,8,16,16
2,8000,35,"null","c45-h36",45,36,"reduced",0.000153775122859788,NA,3131.39499771763,3731.73300228231,48.3568010544837,-21.6431989455163,0.00126658647998218,2000000,8,16,16
2,8000,35,"null","c45-h48",45,48,"reduced",0.000153775122859788,NA,3131.39499771763,3731.73300228231,64.3724313778777,-5.62756862212228,0.00168484776354857,2000000,8,16,16
2,8000,35,"null","c45-h60",45,60,"reduced",0.000153775122859788,NA,3131.39499771763,3731.73300228231,80.3367697015078,10.3367697015078,0.00210115599024907,2000000,8,16,16
2,8000,35,"null","c50-h24",50,24,"reduced",0.000153775122859788,NA,2732.00407505307,2871.68392494694,28.912628168748,-41.087371831252,0.000736722980754472,2000000,8,16,16
2,8000,35,"null","c50-h36",50,36,"reduced",0.000153775122859788,NA,2732.00407505307,2871.68392494694,43.2953478856222,-26.7046521143778,0.00110233158142341,2000000,8,16,16
2,8000,35,"null","c50-h48",50,48,"reduced",0.000153775122859788,NA,2732.00407505307,2871.68392494694,57.6292865331842,-12.3707134668158,0.00146611584010193,2000000,8,16,16
2,8000,35,"null","c50-h60",50,60,"reduced",0.000153775122859788,NA,2732.00407505307,2871.68392494694,71.9146541080212,1.91465410802115,0.00182808389927901,2000000,8,16,16
2,8000,35,"null","c55-h24",55,24,"reduced",0.000153775122859788,NA,2115.24389527785,1885.29610472216,23.3845451536777,-46.6154548463223,0.000618328826612353,2000000,8,16,16
2,8000,35,"null","c55-h36",55,36,"reduced",0.000153775122859788,NA,2115.24389527785,1885.29610472216,35.0118305639458,-34.9881694360542,0.000925042583171992,2000000,8,16,16
2,8000,35,"null","c55-h48",55,48,"reduced",0.000153775122859788,NA,2115.24389527785,1885.29610472216,46.5960542917211,-23.4039457082789,0.00123013253126507,2000000,8,16,16
2,8000,35,"null","c55-h60",55,60,"reduced",0.000153775122859788,NA,2115.24389527785,1885.29610472216,58.1374123226874,-11.8625876773126,0.00153360610113739,2000000,8,16,16
2,8000,35,"null","c60-h24",60,24,"reduced",0.000153775122859788,NA,1383.51003334128,1015.68996665876,16.2822752635315,-53.7177247364685,0.000504940534768904,2000000,8,16,16
2,8000,35,"null","c60-h36",60,36,"reduced",0.000153775122859788,NA,1383.51003334128,1015.68996665876,24.3725919991575,-45.6274080008425,0.000755302872060773,2000000,8,16,16
2,8000,35,"null","c60-h48",60,48,"reduced",0.000153775122859788,NA,1383.51003334128,1015.68996665876,32.4292520374333,-37.5707479625667,0.00100426852176778,2000000,8,16,16
2,8000,35,"null","c60-h60",60,60,"reduced",0.000153775122859788,NA,1383.51003334128,1015.68996665876,40.4524220978927,-29.5475779021073,0.00125184389883505,2000000,8,16,16
3,4000,70,"null","c45-h24",45,24,"higher",0.000625616841839842,NA,1565.69749885881,1865.86650114116,65.0414523146524,-4.95854768534763,0.00608624647652412,2000000,9,16,17
3,4000,70,"null","c45-h36",45,36,"higher",0.000625616841839842,NA,1565.69749885881,1865.86650114116,96.9327632371415,26.9327632371415,0.00904944438133556,2000000,9,16,17
3,4000,70,"null","c45-h48",45,48,"higher",0.000625616841839842,NA,1565.69749885881,1865.86650114116,128.413849945856,58.4138499458564,0.0119604947752772,2000000,9,16,17
3,4000,70,"null","c45-h60",45,60,"higher",0.000625616841839842,NA,1565.69749885881,1865.86650114116,159.491569928339,89.4915699283393,0.0148202319855514,2000000,9,16,17
3,4000,70,"null","c50-h24",50,24,"higher",0.000625616841839842,NA,1366.00203752654,1435.84196247347,58.2059148986812,-11.7940851013188,0.00585997599520456,2000000,9,16,17
3,4000,70,"null","c50-h36",50,36,"higher",0.000625616841839842,NA,1366.00203752654,1435.84196247347,86.7130541777543,16.7130541777543,0.00871083880815358,2000000,9,16,17
3,4000,70,"null","c50-h48",50,48,"higher",0.000625616841839842,NA,1366.00203752654,1435.84196247347,114.832134463744,44.8321344637439,0.0115100732825585,2000000,9,16,17
3,4000,70,"null","c50-h60",50,60,"higher",0.000625616841839842,NA,1366.00203752654,1435.84196247347,142.569840599001,72.569840599001,0.0142585035855861,2000000,9,16,17
3,4000,70,"null","c55-h24",55,24,"higher",0.000625616841839842,NA,1057.62194763893,942.64805236108,47.0320537162203,-22.9679462837797,0.00569708889730611,2000000,9,16,17
3,4000,70,"null","c55-h36",55,36,"higher",0.000625616841839842,NA,1057.62194763893,942.64805236108,70.0226084503385,0.0226084503384811,0.0084667733908582,2000000,9,16,17
3,4000,70,"null","c55-h48",55,48,"higher",0.000625616841839842,NA,1057.62194763893,942.64805236108,92.6713824767677,22.6713824767677,0.0111849767536325,2000000,9,16,17
3,4000,70,"null","c55-h60",55,60,"higher",0.000625616841839842,NA,1057.62194763893,942.64805236108,114.984602920403,44.9846029204031,0.0138525023582738,2000000,9,16,17
3,4000,70,"null","c60-h24",60,24,"higher",0.000625616841839842,NA,691.75501667064,507.844983329379,32.7019288026632,-37.2980711973368,0.00564263438559952,2000000,9,16,17
3,4000,70,"null","c60-h36",60,36,"higher",0.000625616841839842,NA,691.75501667064,507.844983329379,48.6428102264185,-21.3571897735815,0.00838335444792837,2000000,9,16,17
3,4000,70,"null","c60-h48",60,48,"higher",0.000625616841839842,NA,691.75501667064,507.844983329379,64.3175492125709,-5.68245078742913,0.0110714172551599,2000000,9,16,17
3,4000,70,"null","c60-h60",60,60,"higher",0.000625616841839842,NA,691.75501667064,507.844983329379,79.7314242569146,9.73142425691461,0.0137076146589931,2000000,9,16,17
3,4000,70,"null","c45-h24",45,24,"reduced",0.000625616841839842,NA,1565.69749885881,1865.86650114116,65.0414523146524,-4.95854768534763,0.00339444275948947,2000000,9,16,18
3,4000,70,"null","c45-h36",45,36,"reduced",0.000625616841839842,NA,1565.69749885881,1865.86650114116,96.9327632371415,26.9327632371415,0.00504374727800986,2000000,9,16,18
3,4000,70,"null","c45-h48",45,48,"reduced",0.000625616841839842,NA,1565.69749885881,1865.86650114116,128.413849945856,58.4138499458564,0.00666184388065371,2000000,9,16,18
3,4000,70,"null","c45-h60",45,60,"reduced",0.000625616841839842,NA,1565.69749885881,1865.86650114116,159.491569928339,89.4915699283393,0.00824927284618195,2000000,9,16,18
3,4000,70,"null","c50-h24",50,24,"reduced",0.000625616841839842,NA,1366.00203752654,1435.84196247347,58.2059148986812,-11.7940851013188,0.00295180272190791,2000000,9,16,18
3,4000,70,"null","c50-h36",50,36,"reduced",0.000625616841839842,NA,1366.00203752654,1435.84196247347,86.7130541777543,16.7130541777543,0.00438316665344911,2000000,9,16,18
3,4000,70,"null","c50-h48",50,48,"reduced",0.000625616841839842,NA,1366.00203752654,1435.84196247347,114.832134463744,44.8321344637439,0.00578555175194605,2000000,9,16,18
3,4000,70,"null","c50-h60",50,60,"reduced",0.000625616841839842,NA,1366.00203752654,1435.84196247347,142.569840599001,72.569840599001,0.00715948051062024,2000000,9,16,18
3,4000,70,"null","c55-h24",55,24,"reduced",0.000625616841839842,NA,1057.62194763893,942.64805236108,47.0320537162203,-22.9679462837797,0.00247512942791552,2000000,9,16,18
3,4000,70,"null","c55-h36",55,36,"reduced",0.000625616841839842,NA,1057.62194763893,942.64805236108,70.0226084503385,0.0226084503384811,0.00367306931135887,2000000,9,16,18
3,4000,70,"null","c55-h48",55,48,"reduced",0.000625616841839842,NA,1057.62194763893,942.64805236108,92.6713824767677,22.6713824767677,0.00484524310474491,2000000,9,16,18
3,4000,70,"null","c55-h60",55,60,"reduced",0.000625616841839842,NA,1057.62194763893,942.64805236108,114.984602920403,44.9846029204031,0.00599212762991633,2000000,9,16,18
3,4000,70,"null","c60-h24",60,24,"reduced",0.000625616841839842,NA,691.75501667064,507.844983329379,32.7019288026632,-37.2980711973368,0.00201948294127267,2000000,9,16,18
3,4000,70,"null","c60-h36",60,36,"reduced",0.000625616841839842,NA,691.75501667064,507.844983329379,48.6428102264185,-21.3571897735815,0.00299514437151899,2000000,9,16,18
3,4000,70,"null","c60-h48",60,48,"reduced",0.000625616841839842,NA,691.75501667064,507.844983329379,64.3175492125709,-5.68245078742913,0.0039486479938417,2000000,9,16,18
3,4000,70,"null","c60-h60",60,60,"reduced",0.000625616841839842,NA,691.75501667064,507.844983329379,79.7314242569146,9.73142425691461,0.00488040635761939,2000000,9,16,18
4,8000,70,"null","c45-h24",45,24,"higher",0.00030927963450513,NA,3131.39499771763,3731.73300228231,64.7320713459781,-5.26792865402194,0.00303572140605006,2000000,10,16,19
4,8000,70,"null","c45-h36",45,36,"higher",0.00030927963450513,NA,3131.39499771763,3731.73300228231,96.786034024092,26.7860340240919,0.0045337821398013,2000000,10,16,19
4,8000,70,"null","c45-h48",45,48,"higher",0.00030927963450513,NA,3131.39499771763,3731.73300228231,128.634270667054,58.6342706670536,0.00601878278823133,2000000,10,16,19
4,8000,70,"null","c45-h60",45,60,"higher",0.00030927963450513,NA,3131.39499771763,3731.73300228231,160.278500733455,90.2785007334554,0.00749082718803319,2000000,10,16,19
4,8000,70,"null","c50-h24",50,24,"higher",0.00030927963450513,NA,2732.00407505307,2871.68392494694,57.9511324619172,-12.0488675380828,0.00292359206460526,2000000,10,16,19
4,8000,70,"null","c50-h36",50,36,"higher",0.00030927963450513,NA,2732.00407505307,2871.68392494694,86.6311560670496,16.6311560670496,0.00436578709361819,2000000,10,16,19
4,8000,70,"null","c50-h48",50,48,"higher",0.00030927963450513,NA,2732.00407505307,2871.68392494694,115.11641704126,45.11641704126,0.00579505287780681,2000000,10,16,19
4,8000,70,"null","c50-h60",50,60,"higher",0.00030927963450513,NA,2732.00407505307,2871.68392494694,143.408592450741,73.4085924507415,0.00721149193448875,2000000,10,16,19
4,8000,70,"null","c55-h24",55,24,"higher",0.00030927963450513,NA,2115.24389527785,1885.29610472216,46.8561180848805,-23.1438819151195,0.00284297114395641,2000000,10,16,19
4,8000,70,"null","c55-h36",55,36,"higher",0.00030927963450513,NA,2115.24389527785,1885.29610472216,70.0233080462814,0.0233080462814002,0.00424492769146035,2000000,10,16,19
4,8000,70,"null","c55-h48",55,48,"higher",0.00030927963450513,NA,2115.24389527785,1885.29610472216,93.0186995254831,23.0186995254831,0.00563399918876302,2000000,10,16,19
4,8000,70,"null","c55-h60",55,60,"higher",0.00030927963450513,NA,2115.24389527785,1885.29610472216,115.8438567296,45.8438567296001,0.00701028539793882,2000000,10,16,19
4,8000,70,"null","c60-h24",60,24,"higher",0.00030927963450513,NA,1383.51003334128,1015.68996665876,32.6100802419632,-37.3899197580368,0.00281662508450902,2000000,10,16,19
4,8000,70,"null","c60-h36",60,36,"higher",0.00030927963450513,NA,1383.51003334128,1015.68996665876,48.7112554511527,-21.2887445488473,0.0042049886434845,2000000,10,16,19
4,8000,70,"null","c60-h48",60,48,"higher",0.00030927963450513,NA,1383.51003334128,1015.68996665876,64.6783186390499,-5.32168136095014,0.00558018470317209,2000000,10,16,19
4,8000,70,"null","c60-h60",60,60,"higher",0.00030927963450513,NA,1383.51003334128,1015.68996665876,80.5125988806267,10.5125988806267,0.00694231129269483,2000000,10,16,19
4,8000,70,"null","c45-h24",45,24,"reduced",0.00030927963450513,NA,3131.39499771763,3731.73300228231,64.7320713459781,-5.26792865402194,0.00169423298997293,2000000,10,16,20
4,8000,70,"null","c45-h36",45,36,"reduced",0.00030927963450513,NA,3131.39499771763,3731.73300228231,96.786034024092,26.7860340240919,0.00252946578995735,2000000,10,16,20
4,8000,70,"null","c45-h48",45,48,"reduced",0.00030927963450513,NA,3131.39499771763,3731.73300228231,128.634270667054,58.6342706670536,0.00335686694983884,2000000,10,16,20
4,8000,70,"null","c45-h60",45,60,"reduced",0.00030927963450513,NA,3131.39499771763,3731.73300228231,160.278500733455,90.2785007334554,0.00417650383885276,2000000,10,16,20
4,8000,70,"null","c50-h24",50,24,"reduced",0.00030927963450513,NA,2732.00407505307,2871.68392494694,57.9511324619172,-12.0488675380828,0.00147427732011619,2000000,10,16,20
4,8000,70,"null","c50-h36",50,36,"reduced",0.00030927963450513,NA,2732.00407505307,2871.68392494694,86.6311560670496,16.6311560670496,0.0022003637441286,2000000,10,16,20
4,8000,70,"null","c50-h48",50,48,"reduced",0.00030927963450513,NA,2732.00407505307,2871.68392494694,115.11641704126,45.11641704126,0.0029191699327536,2000000,10,16,20
4,8000,70,"null","c50-h60",50,60,"reduced",0.00030927963450513,NA,2732.00407505307,2871.68392494694,143.408592450741,73.4085924507415,0.00363076108623184,2000000,10,16,20
4,8000,70,"null","c55-h24",55,24,"reduced",0.00030927963450513,NA,2115.24389527785,1885.29610472216,46.8561180848805,-23.1438819151195,0.00123697613352058,2000000,10,16,20
4,8000,70,"null","c55-h36",55,36,"reduced",0.00030927963450513,NA,2115.24389527785,1885.29610472216,70.0233080462814,0.0233080462814002,0.00184562722501953,2000000,10,16,20
4,8000,70,"null","c55-h48",55,48,"reduced",0.00030927963450513,NA,2115.24389527785,1885.29610472216,93.0186995254831,23.0186995254831,0.00244780056489278,2000000,10,16,20
4,8000,70,"null","c55-h60",55,60,"reduced",0.00030927963450513,NA,2115.24389527785,1885.29610472216,115.8438567296,45.8438567296001,0.0030435556517993,2000000,10,16,20
4,8000,70,"null","c60-h24",60,24,"reduced",0.00030927963450513,NA,1383.51003334128,1015.68996665876,32.6100802419632,-37.3899197580368,0.00100985235548571,2000000,10,16,20
4,8000,70,"null","c60-h36",60,36,"reduced",0.00030927963450513,NA,1383.51003334128,1015.68996665876,48.7112554511527,-21.2887445488473,0.00150631750390257,2000000,10,16,20
4,8000,70,"null","c60-h48",60,48,"reduced",0.00030927963450513,NA,1383.51003334128,1015.68996665876,64.6783186390499,-5.32168136095014,0.0019972112491607,2000000,10,16,20
4,8000,70,"null","c60-h60",60,60,"reduced",0.00030927963450513,NA,1383.51003334128,1015.68996665876,80.5125988806267,10.5125988806267,0.00248258499670504,2000000,10,16,20
5,4000,140,"null","c45-h24",45,24,"higher",0.00128064302305361,NA,1565.69749885881,1865.86650114116,131.352760550029,61.3527605500286,0.0122315314931604,2000000,11,16,21
5,4000,140,"null","c45-h36",45,36,"higher",0.00128064302305361,NA,1565.69749885881,1865.86650114116,194.467923054202,124.467923054202,0.0180216359850642,2000000,11,16,21
5,4000,140,"null","c45-h48",45,48,"higher",0.00128064302305361,NA,1565.69749885881,1865.86650114116,255.952279984495,185.952279984495,0.0236040017775436,2000000,11,16,21
5,4000,140,"null","c45-h60",45,60,"higher",0.00128064302305361,NA,1565.69749885881,1865.86650114116,315.860362149834,245.860362149834,0.0289853600234568,2000000,11,16,21
5,4000,140,"null","c50-h24",50,24,"higher",0.00128064302305361,NA,1366.00203752654,1435.84196247347,117.456092693173,47.4560926931732,0.0117706237243459,2000000,11,16,21
5,4000,140,"null","c50-h36",50,36,"higher",0.00128064302305361,NA,1366.00203752654,1435.84196247347,173.761797086952,103.761797086952,0.0173335128530038,2000000,11,16,21
5,4000,140,"null","c50-h48",50,48,"higher",0.00128064302305361,NA,1366.00203752654,1435.84196247347,228.527324855913,158.527324855913,0.022690711220407,2000000,11,16,21
5,4000,140,"null","c50-h60",50,60,"higher",0.00128064302305361,NA,1366.00203752654,1435.84196247347,281.805774208146,211.805774208146,0.0278488753214845,2000000,11,16,21
5,4000,140,"null","c55-h24",55,24,"higher",0.00128064302305361,NA,1057.62194763893,942.64805236108,94.7834019305115,24.7834019305115,0.011437915700798,2000000,11,16,21
